captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,description,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.60809.first,candidates.60809.last,candidates.60809.incumbent,candidates.60809.party,candidates.60809.candidateID,candidates.60809.ballotOrder,candidates.60809.polID,candidates.60809.polNum,candidates.60809.electWon,candidates.62967.first,candidates.62967.last,candidates.62967.party,candidates.62967.candidateID,candidates.62967.ballotOrder,candidates.62967.polID,candidates.62967.polNum,candidates.62967.electWon,candidates.60809.winnerDateTime,isCertified
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Gulf Coast/Corpus Cristi,True,District 27,27,246596,99,117463,1194155,True,20221108TX45897,2022-11-08,TX,60809,Michael,Cloud,True,GOP,60809,1,66028,51912,0,Maclovio,Perez,Dem,62967,2,69874,53040,0,,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Gulf Coast/Corpus Cristi,True,District 27,27,246596,99,121972,1194155,True,20221108TX45897,2022-11-08,TX,60809,Michael,Cloud,True,GOP,60809,1,66028,51912,0,Maclovio,Perez,Dem,62967,2,69874,53040,0,,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Gulf Coast/Corpus Cristi,True,District 27,27,246596,99,124379,1194155,True,20221108TX45897,2022-11-08,TX,60809,Michael,Cloud,True,GOP,60809,1,66028,51912,0,Maclovio,Perez,Dem,62967,2,69874,53040,0,,
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Gulf Coast/Corpus Cristi,True,District 27,27,246596,99,127509,1194155,True,20221108TX45897,2022-11-08,TX,60809,Michael,Cloud,True,GOP,60809,1,66028,51912,0,Maclovio,Perez,Dem,62967,2,69874,53040,0,,
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Gulf Coast/Corpus Cristi,True,District 27,27,246596,99,138007,1194155,True,20221108TX45897,2022-11-08,TX,60809,Michael,Cloud,True,GOP,60809,1,66028,51912,0,Maclovio,Perez,Dem,62967,2,69874,53040,0,,
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Gulf Coast/Corpus Cristi,True,District 27,27,244699,99,150468,1194155,True,20221108TX45897,2022-11-08,TX,60809,Michael,Cloud,True,GOP,60809,1,66028,51912,0,Maclovio,Perez,Dem,62967,2,69874,53040,0,,
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,Gulf Coast/Corpus Cristi,True,District 27,27,244699,99,160719,1194155,True,20221108TX45897,2022-11-08,TX,60809,Michael,Cloud,True,GOP,60809,1,66028,51912,0,Maclovio,Perez,Dem,62967,2,69874,53040,0,,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Gulf Coast/Corpus Cristi,True,District 27,27,240945,99,178393,1194155,True,20221108TX45897,2022-11-08,TX,60809,Michael,Cloud,True,GOP,60809,1,66028,51912,0,Maclovio,Perez,Dem,62967,2,69874,53040,0,2022-11-09T03:58:37.854Z,
1667968406,2022-11-08 22:33:26 -0600,9894c9990b429281fa1911dc561355d202f43cc4,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Gulf Coast/Corpus Cristi,True,District 27,27,240945,99,185666,1194155,True,20221108TX45897,2022-11-08,TX,60809,Michael,Cloud,True,GOP,60809,1,66028,51912,0,Maclovio,Perez,Dem,62967,2,69874,53040,0,2022-11-09T03:58:37.854Z,
1667969334,2022-11-08 22:48:54 -0600,564b670a16af98b12d8c8533dac3052916cfa498,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Gulf Coast/Corpus Cristi,True,District 27,27,240945,99,189155,1194155,True,20221108TX45897,2022-11-08,TX,60809,Michael,Cloud,True,GOP,60809,1,66028,51912,0,Maclovio,Perez,Dem,62967,2,69874,53040,0,2022-11-09T03:58:37.854Z,
1667970199,2022-11-08 23:03:19 -0600,f4db6dd16c878356c43dd19f6d680eb5acf90d34,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Gulf Coast/Corpus Cristi,True,District 27,27,240945,99,195537,1194155,True,20221108TX45897,2022-11-08,TX,60809,Michael,Cloud,True,GOP,60809,1,66028,51912,0,Maclovio,Perez,Dem,62967,2,69874,53040,0,2022-11-09T03:58:37.854Z,
1667972718,2022-11-08 23:45:18 -0600,82050e33466e239ff80fc50a65e5e86526b235c1,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Gulf Coast/Corpus Cristi,True,District 27,27,213643,99,195537,1194155,True,20221108TX45897,2022-11-08,TX,60809,Michael,Cloud,True,GOP,60809,1,66028,51912,0,Maclovio,Perez,Dem,62967,2,69874,53040,0,2022-11-09T03:58:37.854Z,
1667981404,2022-11-09 02:10:04 -0600,e09740c31d10d15245b40b33933c939d855e3457,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Gulf Coast/Corpus Cristi,True,District 27,27,213643,99,206656,1194155,True,20221108TX45897,2022-11-08,TX,60809,Michael,Cloud,True,GOP,60809,1,66028,51912,0,Maclovio,Perez,Dem,62967,2,69874,53040,0,2022-11-09T03:58:37.854Z,
1667986510,2022-11-09 03:35:10 -0600,acecbdfc9911e82977e1f99d23cbbf9908265bd5,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Gulf Coast/Corpus Cristi,True,District 27,27,210256,99,206656,1194155,True,20221108TX45897,2022-11-08,TX,60809,Michael,Cloud,True,GOP,60809,1,66028,51912,0,Maclovio,Perez,Dem,62967,2,69874,53040,0,2022-11-09T03:58:37.854Z,
1667987322,2022-11-09 03:48:42 -0600,c4941bd0c330c6a68f39d6af84344c6410041a01,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Gulf Coast/Corpus Cristi,True,District 27,27,240865,99,206656,1194155,True,20221108TX45897,2022-11-08,TX,60809,Michael,Cloud,True,GOP,60809,1,66028,51912,0,Maclovio,Perez,Dem,62967,2,69874,53040,0,2022-11-09T03:58:37.854Z,
1667994113,2022-11-09 05:41:53 -0600,5e74d0c7f4da0733319fba32062ed746d834eb66,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Gulf Coast/Corpus Cristi,True,District 27,27,241338,99,206656,1194155,True,20221108TX45897,2022-11-08,TX,60809,Michael,Cloud,True,GOP,60809,1,66028,51912,0,Maclovio,Perez,Dem,62967,2,69874,53040,0,2022-11-09T03:58:37.854Z,
1667996638,2022-11-09 06:23:58 -0600,86eab173e10119c32e3765793aa23aaf23c22c60,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Gulf Coast/Corpus Cristi,True,District 27,27,208743,99,206656,1194155,True,20221108TX45897,2022-11-08,TX,60809,Michael,Cloud,True,GOP,60809,1,66028,51912,0,Maclovio,Perez,Dem,62967,2,69874,53040,0,2022-11-09T03:58:37.854Z,
1669826327,2022-11-30 10:38:47 -0600,06dab009c8ba91c58a4d277479f79d19a3eed2ea,TX-20221108_Eday80,44,General,G,Gathering Certified Results,Called,H,U.S. House,Gulf Coast/Corpus Cristi,True,District 27,27,29115,100,206656,1194155,True,20221108TX45897,2022-11-08,TX,60809,Michael,Cloud,True,GOP,60809,1,66028,51912,0,Maclovio,Perez,Dem,62967,2,69874,53040,0,2022-11-09T03:58:37.854Z,False
1669827719,2022-11-30 11:01:59 -0600,f977d46cb6243ae0994959585051d99b0c0ac539,TX-20221108_Eday80,44,General,G,Gathering Certified Results,Called,H,U.S. House,Gulf Coast/Corpus Cristi,True,District 27,27,207011,100,206656,1194155,True,20221108TX45897,2022-11-08,TX,60809,Michael,Cloud,True,GOP,60809,1,66028,51912,0,Maclovio,Perez,Dem,62967,2,69874,53040,0,2022-11-09T03:58:37.854Z,False
