captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,officeID,officeName,description,national,state,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.22971.last,candidates.22971.party,candidates.22971.candidateID,candidates.22971.ballotOrder,candidates.22971.polID,candidates.22971.polNum,candidates.22971.electWon,candidates.22972.last,candidates.22972.party,candidates.22972.candidateID,candidates.22972.ballotOrder,candidates.22972.polID,candidates.22972.polNum,candidates.22972.electWon,raceCallStatus,candidates.22971.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,CT-20221108_Eday80,7,Ballot Issue,G,Awaiting Poll Close,I,State Amendment,In person,True,True,1 - Allow Early Voting,0,1500000,95,0,2250000,True,20221108CT9199,2022-11-08,CT,Yes,Yes,22971,1,2,13320,0,No,No,22972,2,3,13321,0,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,CT-20221108_Eday81,7,Ballot Issue,G,Awaiting Poll Close,I,State Amendment,In person,True,True,1 - Allow Early Voting,0,1500000,95,0,2250000,True,20221108CT9199,2022-11-08,CT,Yes,Yes,22971,1,2,13320,0,No,No,22972,2,3,13321,0,,
1667956547,2022-11-09 01:15:47 +0000,8138046ce1ccc9e37269480764f23b8c9cec781a,CT-20221108_Eday81,7,Ballot Issue,G,Polls Closed/Waiting First Report,I,State Amendment,In person,True,True,1 - Allow Early Voting,0,1500000,95,0,2250000,True,20221108CT9199,2022-11-08,CT,Yes,Yes,22971,1,2,13320,0,No,No,22972,2,3,13321,0,,
1667957993,2022-11-09 01:39:53 +0000,af6b7ce58befb45bf1dd57f93615d5da519d3770,CT-20221108_Eday81,7,Ballot Issue,G,Active Tabulation,I,State Amendment,In person,True,True,1 - Allow Early Voting,0,1500000,95,2643,2250000,True,20221108CT9199,2022-11-08,CT,Yes,Yes,22971,1,2,13320,0,No,No,22972,2,3,13321,0,,
1667958843,2022-11-09 01:54:03 +0000,cdc0d2ad2c3afd665dd741c97f9de238aafb3cf6,CT-20221108_Eday81,7,Ballot Issue,G,Active Tabulation,I,State Amendment,In person,True,True,1 - Allow Early Voting,0,1500000,95,30970,2250000,True,20221108CT9199,2022-11-08,CT,Yes,Yes,22971,1,2,13320,0,No,No,22972,2,3,13321,0,,
1667959124,2022-11-09 01:58:44 +0000,ebdb2f4efab49b8071a842b145008e58069ff969,CT-20221108_Eday81,7,Ballot Issue,G,Active Tabulation,I,State Amendment,In person,True,True,1 - Allow Early Voting,0,1500000,95,35727,2250000,True,20221108CT9199,2022-11-08,CT,Yes,Yes,22971,1,2,13320,0,No,No,22972,2,3,13321,0,,
1667959410,2022-11-09 02:03:30 +0000,98a277291480f2bee1271d939218798a5aa6ad2a,CT-20221108_Eday81,7,Ballot Issue,G,Active Tabulation,I,State Amendment,In person,True,True,1 - Allow Early Voting,0,1500000,95,30970,2250000,True,20221108CT9199,2022-11-08,CT,Yes,Yes,22971,1,2,13320,0,No,No,22972,2,3,13321,0,,
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,CT-20221108_Eday81,7,Ballot Issue,G,Active Tabulation,I,State Amendment,In person,True,True,1 - Allow Early Voting,0,1500000,95,37985,2250000,True,20221108CT9199,2022-11-08,CT,Yes,Yes,22971,1,2,13320,0,No,No,22972,2,3,13321,0,,
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,CT-20221108_Eday81,7,Ballot Issue,G,Active Tabulation,I,State Amendment,In person,True,True,1 - Allow Early Voting,0,1500000,95,42984,2250000,True,20221108CT9199,2022-11-08,CT,Yes,Yes,22971,1,2,13320,0,No,No,22972,2,3,13321,0,,
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,CT-20221108_Eday81,7,Ballot Issue,G,Active Tabulation,I,State Amendment,In person,True,True,1 - Allow Early Voting,0,1500000,95,57594,2250000,True,20221108CT9199,2022-11-08,CT,Yes,Yes,22971,1,2,13320,0,No,No,22972,2,3,13321,0,,
