captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,officeID,officeName,description,national,state,keyRace,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.10856.last,candidates.10856.party,candidates.10856.candidateID,candidates.10856.ballotOrder,candidates.10856.polID,candidates.10856.polNum,candidates.10856.electWon,candidates.10857.last,candidates.10857.party,candidates.10857.candidateID,candidates.10857.ballotOrder,candidates.10857.polID,candidates.10857.polNum,candidates.10857.electWon,raceCallStatus,candidates.10856.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,AZ-20221108_Eday64,3,Ballot Issue,G,Awaiting Poll Close,I,Proposition,HS Graduates,True,True,True,308 - Tuition for Non-Citizens,0,2789446,99,0,4709490,True,20221108AZ4238,2022-11-08,AZ,Yes,Yes,10856,1,2,4005,0,No,No,10857,2,3,4007,0,,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,AZ-20221108_Eday80,3,Ballot Issue,G,Awaiting Poll Close,I,Proposition,HS Graduates,True,True,True,308 - Tuition for Non-Citizens,0,2789446,99,0,4184169,True,20221108AZ4238,2022-11-08,AZ,Yes,Yes,10856,1,2,4005,0,No,No,10857,2,3,4007,0,,,
1667964227,2022-11-09 03:23:47 +0000,1cb90b95cdd6c1be23968f2b7d9618a95c5a5ad9,AZ-20221108_Eday80,3,Ballot Issue,G,Active Tabulation,I,Proposition,HS Graduates,True,True,True,308 - Tuition for Non-Citizens,0,2789446,99,1011495,4184169,True,20221108AZ4238,2022-11-08,AZ,Yes,Yes,10856,1,2,4005,0,No,No,10857,2,3,4007,0,,,
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,AZ-20221108_Eday80,3,Ballot Issue,G,Active Tabulation,I,Proposition,HS Graduates,True,True,True,308 - Tuition for Non-Citizens,0,2789446,99,1049111,4184169,True,20221108AZ4238,2022-11-08,AZ,Yes,Yes,10856,1,2,4005,0,No,No,10857,2,3,4007,0,,,
1667966001,2022-11-09 03:53:21 +0000,cee0a612753351ddb30fde2a157613da20f2be01,AZ-20221108_Eday80,3,Ballot Issue,G,Active Tabulation,I,Proposition,HS Graduates,True,True,True,308 - Tuition for Non-Citizens,0,2789446,99,1262088,4184169,True,20221108AZ4238,2022-11-08,AZ,Yes,Yes,10856,1,2,4005,0,No,No,10857,2,3,4007,0,,,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,AZ-20221108_Eday80,3,Ballot Issue,G,Active Tabulation,I,Proposition,HS Graduates,True,True,True,308 - Tuition for Non-Citizens,0,2789446,99,1272568,4184169,True,20221108AZ4238,2022-11-08,AZ,Yes,Yes,10856,1,2,4005,0,No,No,10857,2,3,4007,0,,,
1667968092,2022-11-08 22:28:12 -0600,c3a7bcfa6d57d19e0339cd5eff437c13c5a7dec5,AZ-20221108_Eday80,3,Ballot Issue,G,Active Tabulation,I,Proposition,HS Graduates,True,True,True,308 - Tuition for Non-Citizens,0,2789446,99,1273317,4184169,True,20221108AZ4238,2022-11-08,AZ,Yes,Yes,10856,1,2,4005,0,No,No,10857,2,3,4007,0,,,
1667968844,2022-11-08 22:40:44 -0600,9af6e1ce44325ca43504ad5e0ccab8e9f14ef964,AZ-20221108_Eday80,3,Ballot Issue,G,Active Tabulation,I,Proposition,HS Graduates,True,True,True,308 - Tuition for Non-Citizens,0,2789446,99,1278903,4184169,True,20221108AZ4238,2022-11-08,AZ,Yes,Yes,10856,1,2,4005,0,No,No,10857,2,3,4007,0,,,
1667969768,2022-11-08 22:56:08 -0600,13751e5ba6ec1b0e3bf8ed4bdd82f9ad01fec7e2,AZ-20221108_Eday80,3,Ballot Issue,G,Active Tabulation,I,Proposition,HS Graduates,True,True,True,308 - Tuition for Non-Citizens,0,2789446,99,1284444,4184169,True,20221108AZ4238,2022-11-08,AZ,Yes,Yes,10856,1,2,4005,0,No,No,10857,2,3,4007,0,,,
1667970637,2022-11-08 23:10:37 -0600,879713b6aae904f8cc55b1a8c3ce99346dd39ab3,AZ-20221108_Eday80,3,Ballot Issue,G,Active Tabulation,I,Proposition,HS Graduates,True,True,True,308 - Tuition for Non-Citizens,0,2789446,99,1285019,4184169,True,20221108AZ4238,2022-11-08,AZ,Yes,Yes,10856,1,2,4005,0,No,No,10857,2,3,4007,0,,,
