captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.26467.first,candidates.26467.last,candidates.26467.party,candidates.26467.incumbent,candidates.26467.candidateID,candidates.26467.polID,candidates.26467.ballotOrder,candidates.26467.polNum,candidates.26467.electWon,candidates.28441.first,candidates.28441.last,candidates.28441.party,candidates.28441.candidateID,candidates.28441.polID,candidates.28441.ballotOrder,candidates.28441.polNum,candidates.28441.electWon,candidates.28639.first,candidates.28639.last,candidates.28639.abbrv,candidates.28639.party,candidates.28639.candidateID,candidates.28639.polID,candidates.28639.ballotOrder,candidates.28639.polNum,candidates.28639.electWon,candidates.26467.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,WI-20221108_Eday62,50,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 2,2,363878,99,0,713796,True,20221108WI50044,2022-11-08,WI,26467,Mark,Pocan,Dem,True,26467,59107,1,51325,0,Erik,Olsen,GOP,28441,71220,2,53511,0,Douglas,Alexander,Alexandr,Ind,28639,71654,3,53661,0,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,WI-20221108_Eday80,50,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 2,2,528747,99,0,710734,True,20221108WI50044,2022-11-08,WI,26467,Mark,Pocan,Dem,True,26467,59107,1,51325,0,Erik,Olsen,GOP,28441,71220,2,53511,0,Douglas,Alexander,Alexandr,Ind,28639,71654,3,53661,0,,
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,528747,99,41889,710734,True,20221108WI50044,2022-11-08,WI,26467,Mark,Pocan,Dem,True,26467,59107,1,51325,0,Erik,Olsen,GOP,28441,71220,2,53511,0,Douglas,Alexander,Alexandr,Ind,28639,71654,3,53661,0,,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,528747,99,143923,710734,True,20221108WI50044,2022-11-08,WI,26467,Mark,Pocan,Dem,True,26467,59107,1,51325,0,Erik,Olsen,GOP,28441,71220,2,53511,0,Douglas,Alexander,Alexandr,Ind,28639,71654,3,53661,0,,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,528747,99,182867,710734,True,20221108WI50044,2022-11-08,WI,26467,Mark,Pocan,Dem,True,26467,59107,1,51325,0,Erik,Olsen,GOP,28441,71220,2,53511,0,Douglas,Alexander,Alexandr,Ind,28639,71654,3,53661,0,,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,528747,99,189122,710734,True,20221108WI50044,2022-11-08,WI,26467,Mark,Pocan,Dem,True,26467,59107,1,51325,0,Erik,Olsen,GOP,28441,71220,2,53511,0,Douglas,Alexander,Alexandr,Ind,28639,71654,3,53661,0,,
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,528747,99,239912,710734,True,20221108WI50044,2022-11-08,WI,26467,Mark,Pocan,Dem,True,26467,59107,1,51325,0,Erik,Olsen,GOP,28441,71220,2,53511,0,Douglas,Alexander,Alexandr,Ind,28639,71654,3,53661,0,,
1667964227,2022-11-09 03:23:47 +0000,1cb90b95cdd6c1be23968f2b7d9618a95c5a5ad9,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,528747,99,242166,710734,True,20221108WI50044,2022-11-08,WI,26467,Mark,Pocan,Dem,True,26467,59107,1,51325,0,Erik,Olsen,GOP,28441,71220,2,53511,0,Douglas,Alexander,Alexandr,Ind,28639,71654,3,53661,0,,
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,528747,99,269467,710734,True,20221108WI50044,2022-11-08,WI,26467,Mark,Pocan,Dem,True,26467,59107,1,51325,0,Erik,Olsen,GOP,28441,71220,2,53511,0,Douglas,Alexander,Alexandr,Ind,28639,71654,3,53661,0,,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,528747,99,270521,710734,True,20221108WI50044,2022-11-08,WI,26467,Mark,Pocan,Dem,True,26467,59107,1,51325,0,Erik,Olsen,GOP,28441,71220,2,53511,0,Douglas,Alexander,Alexandr,Ind,28639,71654,3,53661,0,,
