captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.23008.first,candidates.23008.last,candidates.23008.abbrv,candidates.23008.party,candidates.23008.incumbent,candidates.23008.candidateID,candidates.23008.polID,candidates.23008.ballotOrder,candidates.23008.polNum,candidates.23008.electWon,candidates.23010.first,candidates.23010.last,candidates.23010.party,candidates.23010.candidateID,candidates.23010.polID,candidates.23010.ballotOrder,candidates.23010.polNum,candidates.23010.electWon,candidates.23008.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,CA-20221108_Eday62,5,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 31,31,202615,99,0,720447,True,20221108CA5721,2022-11-08,CA,23008,Grace,Napolitano,Napolitn,Dem,True,23008,113,1,6678,0,Daniel,Martinez,GOP,23010,70602,2,13809,0,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,CA-20221108_Eday80,5,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 31,31,211406,99,0,720281,True,20221108CA5721,2022-11-08,CA,23008,Grace,Napolitano,Napolitn,Dem,True,23008,113,1,6678,0,Daniel,Martinez,GOP,23010,70602,2,13809,0,,
1667949842,2022-11-08 23:24:02 +0000,e733c733b3b3c33f13905f9501db69cb94a55a64,CA-20221108_Eday80,5,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 31,31,211406,90,0,720281,True,20221108CA5721,2022-11-08,CA,23008,Grace,Napolitano,Napolitn,Dem,True,23008,113,1,6678,0,Daniel,Martinez,GOP,23010,70602,2,13809,0,,
1667968538,2022-11-08 22:35:38 -0600,921a14073c0a588fcddcb6fa0c38955a3a5e6401,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 31,31,211406,90,50047,720281,True,20221108CA5721,2022-11-08,CA,23008,Grace,Napolitano,Napolitn,Dem,True,23008,113,1,6678,0,Daniel,Martinez,GOP,23010,70602,2,13809,0,,
1667970199,2022-11-08 23:03:19 -0600,f4db6dd16c878356c43dd19f6d680eb5acf90d34,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 31,31,211406,90,59471,720281,True,20221108CA5721,2022-11-08,CA,23008,Grace,Napolitano,Napolitn,Dem,True,23008,113,1,6678,0,Daniel,Martinez,GOP,23010,70602,2,13809,0,,
1667984243,2022-11-09 02:57:23 -0600,7115c058bcd3ff51a93d48244a4b79656d48a186,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 31,31,211406,90,70211,720281,True,20221108CA5721,2022-11-08,CA,23008,Grace,Napolitano,Napolitn,Dem,True,23008,113,1,6678,0,Daniel,Martinez,GOP,23010,70602,2,13809,0,,
1667985822,2022-11-09 03:23:42 -0600,fe208075ec8f2013e218507464df245c10479ee1,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 31,31,211406,90,73466,720281,True,20221108CA5721,2022-11-08,CA,23008,Grace,Napolitano,Napolitn,Dem,True,23008,113,1,6678,0,Daniel,Martinez,GOP,23010,70602,2,13809,0,,
1667986670,2022-11-09 03:37:50 -0600,3ce5459e007ea5a14e2ac661307781abfdf1592b,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 31,31,211406,90,83422,720281,True,20221108CA5721,2022-11-08,CA,23008,Grace,Napolitano,Napolitn,Dem,True,23008,113,1,6678,0,Daniel,Martinez,GOP,23010,70602,2,13809,0,,
1667987484,2022-11-09 03:51:24 -0600,980f6fe5a4a9ffa7810478d35fa77761f4ccdcbc,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 31,31,211406,90,84942,720281,True,20221108CA5721,2022-11-08,CA,23008,Grace,Napolitano,Napolitn,Dem,True,23008,113,1,6678,0,Daniel,Martinez,GOP,23010,70602,2,13809,0,,
1667989162,2022-11-09 04:19:22 -0600,a00a55b6e4b2e7194f9b097d510baa2b86d6d503,CA-20221108_Eday80,5,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 31,31,212355,90,85561,720281,True,20221108CA5721,2022-11-08,CA,23008,Grace,Napolitano,Napolitn,Dem,True,23008,113,1,6678,0,Daniel,Martinez,GOP,23010,70602,2,13809,0,,
