captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.abbrv,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.49923.first,candidates.49923.last,candidates.49923.incumbent,candidates.49923.party,candidates.49923.candidateID,candidates.49923.ballotOrder,candidates.49923.polID,candidates.49923.polNum,candidates.49923.electWon,candidates.50748.first,candidates.50748.last,candidates.50748.party,candidates.50748.candidateID,candidates.50748.ballotOrder,candidates.50748.polID,candidates.50748.polNum,candidates.50748.electWon,candidates.50942.first,candidates.50942.last,candidates.50942.party,candidates.50942.candidateID,candidates.50942.ballotOrder,candidates.50942.polID,candidates.50942.polNum,candidates.50942.electWon,candidates.50943.first,candidates.50943.last,candidates.50943.party,candidates.50943.candidateID,candidates.50943.ballotOrder,candidates.50943.polID,candidates.50943.polNum,candidates.50943.electWon,candidates.50944.first,candidates.50944.last,candidates.50944.abbrv,candidates.50944.party,candidates.50944.candidateID,candidates.50944.ballotOrder,candidates.50944.polID,candidates.50944.polNum,candidates.50944.electWon,candidates.50945.first,candidates.50945.last,candidates.50945.party,candidates.50945.candidateID,candidates.50945.ballotOrder,candidates.50945.polID,candidates.50945.polNum,candidates.50945.electWon,candidates.50946.first,candidates.50946.last,candidates.50946.party,candidates.50946.candidateID,candidates.50946.ballotOrder,candidates.50946.polID,candidates.50946.polNum,candidates.50946.electWon,candidates.50947.first,candidates.50947.last,candidates.50947.party,candidates.50947.candidateID,candidates.50947.ballotOrder,candidates.50947.polID,candidates.50947.polNum,candidates.50947.electWon,candidates.50948.first,candidates.50948.last,candidates.50948.abbrv,candidates.50948.party,candidates.50948.candidateID,candidates.50948.ballotOrder,candidates.50948.polID,candidates.50948.polNum,candidates.50948.electWon,candidates.50949.first,candidates.50949.last,candidates.50949.party,candidates.50949.candidateID,candidates.50949.ballotOrder,candidates.50949.polID,candidates.50949.polNum,candidates.50949.electWon,candidates.49923.winnerDateTime
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,G,Governor,Bill,Lee,Lee,GOP,49923,67429,46370,True,True,True,2400000,99,580039,4426725,True,20221108TN43440,2022-11-08,TN,49923,Bill,Lee,True,GOP,49923,1,67429,46370,0,Jason,Martin,Dem,50748,2,70854,46808,0,Basil,Marceaux,Ind,50942,5,1418,45995,0,Deborah,Rouse,Ind,50943,8,70884,46813,0,Michael,Scantland,Scantlnd,Ind,50944,9,70886,46814,0,Rick,Tyler,Ind,50945,10,64243,46142,0,Constance,Every,Ind,50946,3,70878,46810,0,John,Gentry,Ind,50947,4,70889,46773,0,Charles,Van Morgan,VanMorgn,Ind,50948,6,70888,46811,0,Alfred,O'Neil,Ind,50949,7,70882,46812,0,2022-11-09T01:02:40.329Z
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,G,Governor,Bill,Lee,Lee,GOP,49923,67429,46370,True,True,True,2400000,99,543032,4426725,True,20221108TN43440,2022-11-08,TN,49923,Bill,Lee,True,GOP,49923,1,67429,46370,0,Jason,Martin,Dem,50748,2,70854,46808,0,Basil,Marceaux,Ind,50942,5,1418,45995,0,Deborah,Rouse,Ind,50943,8,70884,46813,0,Michael,Scantland,Scantlnd,Ind,50944,9,70886,46814,0,Rick,Tyler,Ind,50945,10,64243,46142,0,Constance,Every,Ind,50946,3,70878,46810,0,John,Gentry,Ind,50947,4,70889,46773,0,Charles,Van Morgan,VanMorgn,Ind,50948,6,70888,46811,0,Alfred,O'Neil,Ind,50949,7,70882,46812,0,2022-11-09T01:02:40.329Z
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,G,Governor,Bill,Lee,Lee,GOP,49923,67429,46370,True,True,True,2400000,99,653438,4426725,True,20221108TN43440,2022-11-08,TN,49923,Bill,Lee,True,GOP,49923,1,67429,46370,0,Jason,Martin,Dem,50748,2,70854,46808,0,Basil,Marceaux,Ind,50942,5,1418,45995,0,Deborah,Rouse,Ind,50943,8,70884,46813,0,Michael,Scantland,Scantlnd,Ind,50944,9,70886,46814,0,Rick,Tyler,Ind,50945,10,64243,46142,0,Constance,Every,Ind,50946,3,70878,46810,0,John,Gentry,Ind,50947,4,70889,46773,0,Charles,Van Morgan,VanMorgn,Ind,50948,6,70888,46811,0,Alfred,O'Neil,Ind,50949,7,70882,46812,0,2022-11-09T01:02:40.329Z
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,G,Governor,Bill,Lee,Lee,GOP,49923,67429,46370,True,True,True,2400000,99,1002461,4426725,True,20221108TN43440,2022-11-08,TN,49923,Bill,Lee,True,GOP,49923,1,67429,46370,0,Jason,Martin,Dem,50748,2,70854,46808,0,Basil,Marceaux,Ind,50942,5,1418,45995,0,Deborah,Rouse,Ind,50943,8,70884,46813,0,Michael,Scantland,Scantlnd,Ind,50944,9,70886,46814,0,Rick,Tyler,Ind,50945,10,64243,46142,0,Constance,Every,Ind,50946,3,70878,46810,0,John,Gentry,Ind,50947,4,70889,46773,0,Charles,Van Morgan,VanMorgn,Ind,50948,6,70888,46811,0,Alfred,O'Neil,Ind,50949,7,70882,46812,0,2022-11-09T01:02:40.329Z
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,G,Governor,Bill,Lee,Lee,GOP,49923,67429,46370,True,True,True,2400000,99,1136989,4426725,True,20221108TN43440,2022-11-08,TN,49923,Bill,Lee,True,GOP,49923,1,67429,46370,0,Jason,Martin,Dem,50748,2,70854,46808,0,Basil,Marceaux,Ind,50942,5,1418,45995,0,Deborah,Rouse,Ind,50943,8,70884,46813,0,Michael,Scantland,Scantlnd,Ind,50944,9,70886,46814,0,Rick,Tyler,Ind,50945,10,64243,46142,0,Constance,Every,Ind,50946,3,70878,46810,0,John,Gentry,Ind,50947,4,70889,46773,0,Charles,Van Morgan,VanMorgn,Ind,50948,6,70888,46811,0,Alfred,O'Neil,Ind,50949,7,70882,46812,0,2022-11-09T01:02:40.329Z
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,G,Governor,Bill,Lee,Lee,GOP,49923,67429,46370,True,True,True,2400000,99,1140834,4426725,True,20221108TN43440,2022-11-08,TN,49923,Bill,Lee,True,GOP,49923,1,67429,46370,0,Jason,Martin,Dem,50748,2,70854,46808,0,Basil,Marceaux,Ind,50942,5,1418,45995,0,Deborah,Rouse,Ind,50943,8,70884,46813,0,Michael,Scantland,Scantlnd,Ind,50944,9,70886,46814,0,Rick,Tyler,Ind,50945,10,64243,46142,0,Constance,Every,Ind,50946,3,70878,46810,0,John,Gentry,Ind,50947,4,70889,46773,0,Charles,Van Morgan,VanMorgn,Ind,50948,6,70888,46811,0,Alfred,O'Neil,Ind,50949,7,70882,46812,0,2022-11-09T01:02:40.329Z
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,G,Governor,Bill,Lee,Lee,GOP,49923,67429,46370,True,True,True,2400000,99,1202064,4426725,True,20221108TN43440,2022-11-08,TN,49923,Bill,Lee,True,GOP,49923,1,67429,46370,0,Jason,Martin,Dem,50748,2,70854,46808,0,Basil,Marceaux,Ind,50942,5,1418,45995,0,Deborah,Rouse,Ind,50943,8,70884,46813,0,Michael,Scantland,Scantlnd,Ind,50944,9,70886,46814,0,Rick,Tyler,Ind,50945,10,64243,46142,0,Constance,Every,Ind,50946,3,70878,46810,0,John,Gentry,Ind,50947,4,70889,46773,0,Charles,Van Morgan,VanMorgn,Ind,50948,6,70888,46811,0,Alfred,O'Neil,Ind,50949,7,70882,46812,0,2022-11-09T01:02:40.329Z
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,G,Governor,Bill,Lee,Lee,GOP,49923,67429,46370,True,True,True,2400000,99,1319111,4426725,True,20221108TN43440,2022-11-08,TN,49923,Bill,Lee,True,GOP,49923,1,67429,46370,0,Jason,Martin,Dem,50748,2,70854,46808,0,Basil,Marceaux,Ind,50942,5,1418,45995,0,Deborah,Rouse,Ind,50943,8,70884,46813,0,Michael,Scantland,Scantlnd,Ind,50944,9,70886,46814,0,Rick,Tyler,Ind,50945,10,64243,46142,0,Constance,Every,Ind,50946,3,70878,46810,0,John,Gentry,Ind,50947,4,70889,46773,0,Charles,Van Morgan,VanMorgn,Ind,50948,6,70888,46811,0,Alfred,O'Neil,Ind,50949,7,70882,46812,0,2022-11-09T01:02:40.329Z
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,G,Governor,Bill,Lee,Lee,GOP,49923,67429,46370,True,True,True,2400000,99,1372623,4426725,True,20221108TN43440,2022-11-08,TN,49923,Bill,Lee,True,GOP,49923,1,67429,46370,0,Jason,Martin,Dem,50748,2,70854,46808,0,Basil,Marceaux,Ind,50942,5,1418,45995,0,Deborah,Rouse,Ind,50943,8,70884,46813,0,Michael,Scantland,Scantlnd,Ind,50944,9,70886,46814,0,Rick,Tyler,Ind,50945,10,64243,46142,0,Constance,Every,Ind,50946,3,70878,46810,0,John,Gentry,Ind,50947,4,70889,46773,0,Charles,Van Morgan,VanMorgn,Ind,50948,6,70888,46811,0,Alfred,O'Neil,Ind,50949,7,70882,46812,0,2022-11-09T01:02:40.329Z
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,G,Governor,Bill,Lee,Lee,GOP,49923,67429,46370,True,True,True,2400000,99,1614259,4426725,True,20221108TN43440,2022-11-08,TN,49923,Bill,Lee,True,GOP,49923,1,67429,46370,0,Jason,Martin,Dem,50748,2,70854,46808,0,Basil,Marceaux,Ind,50942,5,1418,45995,0,Deborah,Rouse,Ind,50943,8,70884,46813,0,Michael,Scantland,Scantlnd,Ind,50944,9,70886,46814,0,Rick,Tyler,Ind,50945,10,64243,46142,0,Constance,Every,Ind,50946,3,70878,46810,0,John,Gentry,Ind,50947,4,70889,46773,0,Charles,Van Morgan,VanMorgn,Ind,50948,6,70888,46811,0,Alfred,O'Neil,Ind,50949,7,70882,46812,0,2022-11-09T01:02:40.329Z
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,G,Governor,Bill,Lee,Lee,GOP,49923,67429,46370,True,True,True,2400000,99,1632055,4426725,True,20221108TN43440,2022-11-08,TN,49923,Bill,Lee,True,GOP,49923,1,67429,46370,0,Jason,Martin,Dem,50748,2,70854,46808,0,Basil,Marceaux,Ind,50942,5,1418,45995,0,Deborah,Rouse,Ind,50943,8,70884,46813,0,Michael,Scantland,Scantlnd,Ind,50944,9,70886,46814,0,Rick,Tyler,Ind,50945,10,64243,46142,0,Constance,Every,Ind,50946,3,70878,46810,0,John,Gentry,Ind,50947,4,70889,46773,0,Charles,Van Morgan,VanMorgn,Ind,50948,6,70888,46811,0,Alfred,O'Neil,Ind,50949,7,70882,46812,0,2022-11-09T01:02:40.329Z
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,G,Governor,Bill,Lee,Lee,GOP,49923,67429,46370,True,True,True,2400000,99,1614259,4426725,True,20221108TN43440,2022-11-08,TN,49923,Bill,Lee,True,GOP,49923,1,67429,46370,0,Jason,Martin,Dem,50748,2,70854,46808,0,Basil,Marceaux,Ind,50942,5,1418,45995,0,Deborah,Rouse,Ind,50943,8,70884,46813,0,Michael,Scantland,Scantlnd,Ind,50944,9,70886,46814,0,Rick,Tyler,Ind,50945,10,64243,46142,0,Constance,Every,Ind,50946,3,70878,46810,0,John,Gentry,Ind,50947,4,70889,46773,0,Charles,Van Morgan,VanMorgn,Ind,50948,6,70888,46811,0,Alfred,O'Neil,Ind,50949,7,70882,46812,0,2022-11-09T01:02:40.329Z
1667967636,2022-11-08 22:20:36 -0600,1bed774242ed32fb5f86bc6fed50c68740cf5631,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,G,Governor,Bill,Lee,Lee,GOP,49923,67429,46370,True,True,True,2174118,99,1662366,4426725,True,20221108TN43440,2022-11-08,TN,49923,Bill,Lee,True,GOP,49923,1,67429,46370,0,Jason,Martin,Dem,50748,2,70854,46808,0,Basil,Marceaux,Ind,50942,5,1418,45995,0,Deborah,Rouse,Ind,50943,8,70884,46813,0,Michael,Scantland,Scantlnd,Ind,50944,9,70886,46814,0,Rick,Tyler,Ind,50945,10,64243,46142,0,Constance,Every,Ind,50946,3,70878,46810,0,John,Gentry,Ind,50947,4,70889,46773,0,Charles,Van Morgan,VanMorgn,Ind,50948,6,70888,46811,0,Alfred,O'Neil,Ind,50949,7,70882,46812,0,2022-11-09T01:02:40.329Z
1667968406,2022-11-08 22:33:26 -0600,9894c9990b429281fa1911dc561355d202f43cc4,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,G,Governor,Bill,Lee,Lee,GOP,49923,67429,46370,True,True,True,2000000,99,1693076,4426725,True,20221108TN43440,2022-11-08,TN,49923,Bill,Lee,True,GOP,49923,1,67429,46370,0,Jason,Martin,Dem,50748,2,70854,46808,0,Basil,Marceaux,Ind,50942,5,1418,45995,0,Deborah,Rouse,Ind,50943,8,70884,46813,0,Michael,Scantland,Scantlnd,Ind,50944,9,70886,46814,0,Rick,Tyler,Ind,50945,10,64243,46142,0,Constance,Every,Ind,50946,3,70878,46810,0,John,Gentry,Ind,50947,4,70889,46773,0,Charles,Van Morgan,VanMorgn,Ind,50948,6,70888,46811,0,Alfred,O'Neil,Ind,50949,7,70882,46812,0,2022-11-09T01:02:40.329Z
1667969248,2022-11-08 22:47:28 -0600,22d8758416ee8e5b986d6c680c79fc8b3c4bdaaf,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,G,Governor,Bill,Lee,Lee,GOP,49923,67429,46370,True,True,True,2000000,99,1742391,4426725,True,20221108TN43440,2022-11-08,TN,49923,Bill,Lee,True,GOP,49923,1,67429,46370,0,Jason,Martin,Dem,50748,2,70854,46808,0,Basil,Marceaux,Ind,50942,5,1418,45995,0,Deborah,Rouse,Ind,50943,8,70884,46813,0,Michael,Scantland,Scantlnd,Ind,50944,9,70886,46814,0,Rick,Tyler,Ind,50945,10,64243,46142,0,Constance,Every,Ind,50946,3,70878,46810,0,John,Gentry,Ind,50947,4,70889,46773,0,Charles,Van Morgan,VanMorgn,Ind,50948,6,70888,46811,0,Alfred,O'Neil,Ind,50949,7,70882,46812,0,2022-11-09T01:02:40.329Z
1667971032,2022-11-08 23:17:12 -0600,84fafb476f7846131500489058ff24997434ed54,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,G,Governor,Bill,Lee,Lee,GOP,49923,67429,46370,True,True,True,2000000,99,1743190,4426725,True,20221108TN43440,2022-11-08,TN,49923,Bill,Lee,True,GOP,49923,1,67429,46370,0,Jason,Martin,Dem,50748,2,70854,46808,0,Basil,Marceaux,Ind,50942,5,1418,45995,0,Deborah,Rouse,Ind,50943,8,70884,46813,0,Michael,Scantland,Scantlnd,Ind,50944,9,70886,46814,0,Rick,Tyler,Ind,50945,10,64243,46142,0,Constance,Every,Ind,50946,3,70878,46810,0,John,Gentry,Ind,50947,4,70889,46773,0,Charles,Van Morgan,VanMorgn,Ind,50948,6,70888,46811,0,Alfred,O'Neil,Ind,50949,7,70882,46812,0,2022-11-09T01:02:40.329Z
