captureTimestamp,captureDateTime,captureRevision,statePostal,reportingunitID,reportingunitLevel,pollClosingTime,level,fipsCode,electTotal,lastUpdated,precinctsReporting,eevp,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,candidates.3.candidateID,candidates.3.voteCount,candidates.3.votePct,candidates.4.candidateID,candidates.4.voteCount,candidates.4.votePct,candidates.5.candidateID,candidates.5.voteCount,candidates.5.votePct,candidates.6.candidateID,candidates.6.voteCount,candidates.6.votePct,candidates.7.candidateID,candidates.7.voteCount,candidates.7.votePct,candidates.8.candidateID,candidates.8.voteCount,candidates.8.votePct,candidates.9.candidateID,candidates.9.voteCount,candidates.9.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,TN,47009,2,2022-11-09T01:00:00.000Z,FIPSCode,47009,0,2022-11-07T21:28:20.421Z,0,0.0,28,0,50942,0,0.0,50945,0,0.0,49923,0,0.0,50947,0,0.0,50748,0,0.0,50946,0,0.0,50948,0,0.0,50949,0,0.0,50943,0,0.0,50944,0,0.0,52299,99,0,90447,0,0
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,TN,47009,2,2022-11-09T01:00:00.000Z,FIPSCode,47009,0,2022-11-08T18:26:08.594Z,0,0.0,28,0,50942,0,0.0,50945,0,0.0,49923,0,0.0,50947,0,0.0,50748,0,0.0,50946,0,0.0,50948,0,0.0,50949,0,0.0,50943,0,0.0,50944,0,0.0,52299,99,0,90447,0,0
1667956006,2022-11-09 01:06:46 +0000,01cc2f6d0039b2fcb59e03eced60e58dcb253844,TN,47009,2,2022-11-09T01:00:00.000Z,FIPSCode,47009,0,2022-11-09T01:02:40.517Z,0,0.0,28,0,49923,0,0.0,50942,0,0.0,50945,0,0.0,50947,0,0.0,50748,0,0.0,50946,0,0.0,50948,0,0.0,50949,0,0.0,50943,0,0.0,50944,0,0.0,52299,99,0,90447,0,0
1667956272,2022-11-09 01:11:12 +0000,e9730fe8cd073de363599251493da8f113e7bb60,TN,47009,2,2022-11-09T01:00:00.000Z,FIPSCode,47009,0,2022-11-09T01:02:40.517Z,0,0.0,28,0,49923,0,0.0,50942,0,0.0,50945,0,0.0,50947,0,0.0,50748,0,0.0,50946,0,0.0,50948,0,0.0,50949,0,0.0,50943,0,0.0,50944,0,0.0,52299,99,0,90447,0,0
1667956547,2022-11-09 01:15:47 +0000,8138046ce1ccc9e37269480764f23b8c9cec781a,TN,47009,2,2022-11-09T01:00:00.000Z,FIPSCode,47009,0,2022-11-09T01:02:40.517Z,0,0.0,28,0,49923,0,0.0,50942,0,0.0,50945,0,0.0,50947,0,0.0,50748,0,0.0,50946,0,0.0,50948,0,0.0,50949,0,0.0,50943,0,0.0,50944,0,0.0,52299,99,0,90447,0,0
1667956832,2022-11-09 01:20:32 +0000,83b25784602daed92be104db5cf5a6446230f2d5,TN,47009,2,2022-11-09T01:00:00.000Z,FIPSCode,47009,0,2022-11-09T01:02:40.517Z,0,0.0,28,0,49923,0,0.0,50942,0,0.0,50945,0,0.0,50947,0,0.0,50748,0,0.0,50946,0,0.0,50948,0,0.0,50949,0,0.0,50943,0,0.0,50944,0,0.0,52299,99,0,90447,0,0
1667957119,2022-11-09 01:25:19 +0000,6d7ee88678b17ac3babfbeca22c88d840ddf7ac8,TN,47009,2,2022-11-09T01:00:00.000Z,FIPSCode,47009,0,2022-11-09T01:02:40.517Z,0,0.0,28,0,49923,0,0.0,50942,0,0.0,50945,0,0.0,50947,0,0.0,50748,0,0.0,50946,0,0.0,50948,0,0.0,50949,0,0.0,50943,0,0.0,50944,0,0.0,52299,99,0,90447,0,0
1667957430,2022-11-09 01:30:30 +0000,03f90a735487a191903970f5b59ebf51d460c3e0,TN,47009,2,2022-11-09T01:00:00.000Z,FIPSCode,47009,0,2022-11-09T01:02:40.517Z,0,0.0,28,0,49923,0,0.0,50942,0,0.0,50945,0,0.0,50947,0,0.0,50748,0,0.0,50946,0,0.0,50948,0,0.0,50949,0,0.0,50943,0,0.0,50944,0,0.0,52299,99,0,90447,0,0
1667957715,2022-11-09 01:35:15 +0000,97cbc8b93cc842818a0fba948144842c3e8d51f0,TN,47009,2,2022-11-09T01:00:00.000Z,FIPSCode,47009,0,2022-11-09T01:02:40.517Z,0,0.0,28,0,49923,0,0.0,50942,0,0.0,50945,0,0.0,50947,0,0.0,50748,0,0.0,50946,0,0.0,50948,0,0.0,50949,0,0.0,50943,0,0.0,50944,0,0.0,52299,99,0,90447,0,0
1667957993,2022-11-09 01:39:53 +0000,af6b7ce58befb45bf1dd57f93615d5da519d3770,TN,47009,2,2022-11-09T01:00:00.000Z,FIPSCode,47009,0,2022-11-09T01:02:40.517Z,0,0.0,28,0,49923,0,0.0,50942,0,0.0,50945,0,0.0,50947,0,0.0,50748,0,0.0,50946,0,0.0,50948,0,0.0,50949,0,0.0,50943,0,0.0,50944,0,0.0,52299,99,0,90447,0,0
1667958273,2022-11-09 01:44:33 +0000,4199c67ba64ae17927c85a89877c89e59a577ae0,TN,47009,2,2022-11-09T01:00:00.000Z,FIPSCode,47009,0,2022-11-09T01:02:40.517Z,0,0.0,28,0,49923,0,0.0,50942,0,0.0,50945,0,0.0,50947,0,0.0,50748,0,0.0,50946,0,0.0,50948,0,0.0,50949,0,0.0,50943,0,0.0,50944,0,0.0,52299,99,0,90447,0,0
1667958559,2022-11-09 01:49:19 +0000,0a6694bb1cdd9734aff1178f6a5894d33a1a95cc,TN,47009,2,2022-11-09T01:00:00.000Z,FIPSCode,47009,0,2022-11-09T01:02:40.517Z,0,0.0,28,0,49923,0,0.0,50942,0,0.0,50945,0,0.0,50947,0,0.0,50748,0,0.0,50946,0,0.0,50948,0,0.0,50949,0,0.0,50943,0,0.0,50944,0,0.0,52299,99,0,90447,0,0
1667958843,2022-11-09 01:54:03 +0000,cdc0d2ad2c3afd665dd741c97f9de238aafb3cf6,TN,47009,2,2022-11-09T01:00:00.000Z,FIPSCode,47009,0,2022-11-09T01:49:25.873Z,0,39.1,28,0,49923,14741,72.09,50748,5379,26.31,50947,146,0.71,50946,99,0.48,50943,23,0.11,50949,17,0.08,50942,16,0.08,50948,13,0.06,50945,10,0.05,50944,3,0.01,52299,99,20447,90447,0,11
1667959124,2022-11-09 01:58:44 +0000,ebdb2f4efab49b8071a842b145008e58069ff969,TN,47009,2,2022-11-09T01:00:00.000Z,FIPSCode,47009,0,2022-11-09T01:49:25.873Z,0,39.1,28,0,49923,14741,72.09,50748,5379,26.31,50947,146,0.71,50946,99,0.48,50943,23,0.11,50949,17,0.08,50942,16,0.08,50948,13,0.06,50945,10,0.05,50944,3,0.01,52299,99,20447,90447,0,11
1667959410,2022-11-09 02:03:30 +0000,98a277291480f2bee1271d939218798a5aa6ad2a,TN,47009,2,2022-11-09T01:00:00.000Z,FIPSCode,47009,0,2022-11-09T01:49:25.873Z,0,39.1,28,0,49923,14741,72.09,50748,5379,26.31,50947,146,0.71,50946,99,0.48,50943,23,0.11,50949,17,0.08,50942,16,0.08,50948,13,0.06,50945,10,0.05,50944,3,0.01,52299,99,20447,90447,0,11
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,TN,47009,2,2022-11-09T01:00:00.000Z,FIPSCode,47009,0,2022-11-09T02:06:02.910Z,14,51.68,28,0,49923,19744,73.06,50748,6774,25.06,50947,230,0.85,50946,157,0.58,50942,31,0.11,50943,31,0.11,50949,22,0.08,50948,21,0.08,50945,12,0.04,50944,4,0.01,52299,99,27026,90447,0,14
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,TN,47009,2,2022-11-09T01:00:00.000Z,FIPSCode,47009,0,2022-11-09T02:06:02.910Z,14,51.68,28,0,49923,19744,73.06,50748,6774,25.06,50947,230,0.85,50946,157,0.58,50942,31,0.11,50943,31,0.11,50949,22,0.08,50948,21,0.08,50945,12,0.04,50944,4,0.01,52299,99,27026,90447,0,14
1667960264,2022-11-09 02:17:44 +0000,e239f4bcca07deff3069ebbdd016fa8b8d41d752,TN,47009,2,2022-11-09T01:00:00.000Z,FIPSCode,47009,0,2022-11-09T02:06:02.910Z,14,51.68,28,0,49923,19744,73.06,50748,6774,25.06,50947,230,0.85,50946,157,0.58,50942,31,0.11,50943,31,0.11,50949,22,0.08,50948,21,0.08,50945,12,0.04,50944,4,0.01,52299,99,27026,90447,0,14
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,TN,47009,2,2022-11-09T01:00:00.000Z,FIPSCode,47009,0,2022-11-09T02:06:02.910Z,14,51.68,28,0,49923,19744,73.06,50748,6774,25.06,50947,230,0.85,50946,157,0.58,50942,31,0.11,50943,31,0.11,50949,22,0.08,50948,21,0.08,50945,12,0.04,50944,4,0.01,52299,99,27026,90447,0,14
1667960816,2022-11-09 02:26:56 +0000,8a1624065b18c7c6c4408259c296b51116c46c3f,TN,47009,2,2022-11-09T01:00:00.000Z,FIPSCode,47009,0,2022-11-09T02:06:02.910Z,14,51.68,28,0,49923,19744,73.06,50748,6774,25.06,50947,230,0.85,50946,157,0.58,50942,31,0.11,50943,31,0.11,50949,22,0.08,50948,21,0.08,50945,12,0.04,50944,4,0.01,52299,99,27026,90447,0,14
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,TN,47009,2,2022-11-09T01:00:00.000Z,FIPSCode,47009,0,2022-11-09T02:27:07.314Z,0,75.67,28,0,49923,29456,74.43,50748,9312,23.53,50947,379,0.96,50946,247,0.62,50942,45,0.11,50943,45,0.11,50948,35,0.09,50949,32,0.08,50945,20,0.05,50944,6,0.02,52299,99,39577,90447,0,21
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,TN,47009,2,2022-11-09T01:00:00.000Z,FIPSCode,47009,0,2022-11-09T02:30:59.007Z,0,75.67,28,0,49923,29456,74.43,50748,9312,23.53,50947,379,0.96,50946,247,0.62,50942,45,0.11,50943,45,0.11,50948,35,0.09,50949,32,0.08,50945,20,0.05,50944,6,0.02,52299,99,39577,90447,0,21
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,TN,47009,2,2022-11-09T01:00:00.000Z,FIPSCode,47009,0,2022-11-09T02:30:59.007Z,0,75.67,28,0,49923,29456,74.43,50748,9312,23.53,50947,379,0.96,50946,247,0.62,50942,45,0.11,50943,45,0.11,50948,35,0.09,50949,32,0.08,50945,20,0.05,50944,6,0.02,52299,99,39577,90447,0,21
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,TN,47009,2,2022-11-09T01:00:00.000Z,FIPSCode,47009,0,2022-11-09T02:30:59.007Z,0,75.67,28,0,49923,29456,74.43,50748,9312,23.53,50947,379,0.96,50946,247,0.62,50942,45,0.11,50943,45,0.11,50948,35,0.09,50949,32,0.08,50945,20,0.05,50944,6,0.02,52299,99,39577,90447,0,21
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,TN,47009,2,2022-11-09T01:00:00.000Z,FIPSCode,47009,0,2022-11-09T02:30:59.007Z,0,75.67,28,0,49923,29456,74.43,50748,9312,23.53,50947,379,0.96,50946,247,0.62,50942,45,0.11,50943,45,0.11,50948,35,0.09,50949,32,0.08,50945,20,0.05,50944,6,0.02,52299,99,39577,90447,0,21
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,TN,47009,2,2022-11-09T01:00:00.000Z,FIPSCode,47009,0,2022-11-09T02:30:59.007Z,0,75.67,28,0,49923,29456,74.43,50748,9312,23.53,50947,379,0.96,50946,247,0.62,50942,45,0.11,50943,45,0.11,50948,35,0.09,50949,32,0.08,50945,20,0.05,50944,6,0.02,52299,99,39577,90447,0,21
