captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,candidates.3.candidateID,candidates.3.voteCount,candidates.3.votePct,candidates.4.candidateID,candidates.4.voteCount,candidates.4.votePct,candidates.5.candidateID,candidates.5.voteCount,candidates.5.votePct,candidates.6.candidateID,candidates.6.voteCount,candidates.6.votePct,candidates.7.candidateID,candidates.7.voteCount,candidates.7.votePct,candidates.8.candidateID,candidates.8.voteCount,candidates.8.votePct,candidates.9.candidateID,candidates.9.voteCount,candidates.9.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.winner,candidates.0.calledAt,candidates.0.colorIndex,candidates.1.colorIndex
1667958273,2022-11-09 01:44:33 +0000,4199c67ba64ae17927c85a89877c89e59a577ae0,20221108TN43440,live,12.85,TN,Tennessee,43,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:43:09.177Z,38,1853,2.05,49923,223097,72.33,50748,80144,25.99,50947,2035,0.66,50946,1300,0.42,50943,567,0.18,50945,433,0.14,50948,277,0.09,50942,224,0.07,50949,189,0.06,50944,158,0.05,2400000,99,308424,4426725,38,238,X,2022-11-09T01:02:40.329Z,0.0,1.0
1667958559,2022-11-09 01:49:19 +0000,0a6694bb1cdd9734aff1178f6a5894d33a1a95cc,20221108TN43440,live,13.11,TN,Tennessee,43,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:47:13.547Z,54,1853,2.91,49923,228220,72.51,50748,81201,25.8,50947,2110,0.67,50946,1342,0.43,50943,575,0.18,50945,442,0.14,50948,282,0.09,50942,230,0.07,50949,189,0.06,50944,159,0.05,2400000,99,314750,4426725,54,243,X,2022-11-09T01:02:40.329Z,0.0,1.0
1667958843,2022-11-09 01:54:03 +0000,cdc0d2ad2c3afd665dd741c97f9de238aafb3cf6,20221108TN43440,live,14.63,TN,Tennessee,43,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:52:49.040Z,83,1853,4.48,49923,254885,72.6,50748,90242,25.7,50947,2395,0.68,50946,1518,0.43,50943,615,0.18,50945,473,0.13,50948,317,0.09,50942,258,0.07,50949,219,0.06,50944,168,0.05,2400000,99,351090,4426725,83,271,X,2022-11-09T01:02:40.329Z,0.0,1.0
1667959124,2022-11-09 01:58:44 +0000,ebdb2f4efab49b8071a842b145008e58069ff969,20221108TN43440,live,15.95,TN,Tennessee,43,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:57:10.823Z,121,1853,6.53,49923,279473,73.0,50748,96685,25.25,50947,2701,0.71,50946,1691,0.44,50943,691,0.18,50945,527,0.14,50948,360,0.09,50942,286,0.07,50949,257,0.07,50944,184,0.05,2400000,99,382855,4426725,121,296,X,2022-11-09T01:02:40.329Z,0.0,1.0
1667959410,2022-11-09 02:03:30 +0000,98a277291480f2bee1271d939218798a5aa6ad2a,20221108TN43440,live,16.42,TN,Tennessee,43,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:02:22.765Z,154,1853,8.31,49923,287824,73.06,50748,99231,25.19,50947,2803,0.71,50946,1746,0.44,50943,706,0.18,50945,535,0.14,50948,374,0.09,50942,301,0.08,50949,266,0.07,50944,187,0.05,2400000,99,393973,4426725,154,304,X,2022-11-09T01:02:40.329Z,0.0,1.0
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,20221108TN43440,live,18.64,TN,Tennessee,43,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:06:46.049Z,194,1853,10.47,49923,327709,73.26,50748,111495,24.92,50947,3345,0.75,50946,2078,0.46,50943,813,0.18,50945,605,0.14,50948,428,0.1,50942,355,0.08,50949,298,0.07,50944,208,0.05,2400000,99,447334,4426725,194,345,X,2022-11-09T01:02:40.329Z,0.0,1.0
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,20221108TN43440,live,21.12,TN,Tennessee,43,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:11:22.755Z,207,1853,11.17,49923,375371,74.07,50748,121797,24.03,50947,4110,0.81,50946,2373,0.47,50943,939,0.19,50945,722,0.14,50948,502,0.1,50942,414,0.08,50949,332,0.07,50944,233,0.05,2400000,99,506793,4426725,207,391,X,2022-11-09T01:02:40.329Z,0.0,1.0
1667960264,2022-11-09 02:17:44 +0000,e239f4bcca07deff3069ebbdd016fa8b8d41d752,20221108TN43440,live,21.48,TN,Tennessee,43,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:16:06.598Z,213,1853,11.49,49923,381959,74.08,50748,123873,24.02,50947,4178,0.81,50946,2428,0.47,50943,953,0.18,50945,730,0.14,50948,510,0.1,50942,429,0.08,50949,334,0.06,50944,233,0.05,2400000,99,515627,4426725,213,398,X,2022-11-09T01:02:40.329Z,0.0,1.0
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,20221108TN43440,live,22.54,TN,Tennessee,43,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:21:05.242Z,233,1853,12.57,49923,402027,74.32,50748,128384,23.73,50947,4503,0.83,50946,2562,0.47,50943,1024,0.19,50945,774,0.14,50948,555,0.1,50942,469,0.09,50949,367,0.07,50944,249,0.05,2400000,99,540914,4426725,233,418,X,2022-11-09T01:02:40.329Z,0.0,1.0
1667960816,2022-11-09 02:26:56 +0000,8a1624065b18c7c6c4408259c296b51116c46c3f,20221108TN43440,live,24.47,TN,Tennessee,43,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:25:42.408Z,257,1853,13.87,49923,439612,74.85,50748,136077,23.17,50947,5011,0.85,50946,2834,0.48,50943,1129,0.19,50945,862,0.15,50948,627,0.11,50942,522,0.09,50949,400,0.07,50944,286,0.05,2400000,99,587360,4426725,257,453,X,2022-11-09T01:02:40.329Z,0.0,1.0
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,20221108TN43440,live,27.23,TN,Tennessee,43,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:27:11.897Z,232,1853,12.52,49923,492675,75.4,50748,146397,22.4,50947,6372,0.98,50946,3552,0.54,50943,1332,0.2,50945,968,0.15,50948,712,0.11,50942,628,0.1,50949,469,0.07,50944,333,0.05,2400000,99,653438,4426725,232,505,X,2022-11-09T01:02:40.329Z,0.0,1.0
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,20221108TN43440,live,40.72,TN,Tennessee,43,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:34:16.055Z,225,1853,12.14,49923,650805,66.59,50748,306190,31.33,50947,8134,0.83,50946,5493,0.56,50943,1982,0.2,50945,1554,0.16,50948,1120,0.11,50942,838,0.09,50949,693,0.07,50944,478,0.05,2400000,99,977287,4426725,225,755,X,2022-11-09T01:02:40.329Z,0.0,1.0
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,20221108TN43440,live,43.89,TN,Tennessee,43,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:40:13.713Z,231,1853,12.47,49923,701405,66.59,50748,329996,31.33,50947,8755,0.83,50946,6066,0.58,50943,2191,0.21,50945,1532,0.15,50948,1195,0.11,50942,900,0.09,50949,756,0.07,50944,508,0.05,2400000,99,1053304,4426725,231,813,X,2022-11-09T01:02:40.329Z,0.0,1.0
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,20221108TN43440,live,44.79,TN,Tennessee,43,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:44:36.374Z,248,1853,13.38,49923,714747,66.49,50748,337598,31.41,50947,9006,0.84,50946,6255,0.58,50943,2267,0.21,50945,1566,0.15,50948,1221,0.11,50942,927,0.09,50949,780,0.07,50944,527,0.05,2400000,99,1074894,4426725,248,830,X,2022-11-09T01:02:40.329Z,0.0,1.0
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,20221108TN43440,live,45.91,TN,Tennessee,43,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:50:05.412Z,289,1853,15.6,49923,735716,66.77,50748,342873,31.12,50947,9364,0.85,50946,6384,0.58,50943,2313,0.21,50945,1606,0.15,50948,1257,0.11,50942,959,0.09,50949,796,0.07,50944,552,0.05,2400000,99,1101820,4426725,289,851,X,2022-11-09T01:02:40.329Z,0.0,1.0
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,20221108TN43440,live,47.89,TN,Tennessee,43,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:54:47.907Z,294,1853,15.87,49923,769885,66.98,50748,355238,30.91,50947,9802,0.85,50946,6655,0.58,50943,2418,0.21,50945,1670,0.15,50948,1300,0.11,50942,999,0.09,50949,836,0.07,50944,581,0.05,2400000,99,1149384,4426725,294,887,X,2022-11-09T01:02:40.329Z,0.0,1.0
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,20221108TN43440,live,48.4,TN,Tennessee,43,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:58:24.237Z,305,1853,16.46,49923,780041,67.15,50748,357514,30.78,50947,9959,0.86,50946,6161,0.53,50943,2450,0.21,50945,1691,0.15,50948,1311,0.11,50942,1004,0.09,50949,843,0.07,50944,584,0.05,2400000,99,1161558,4426725,305,897,X,2022-11-09T01:02:40.329Z,0.0,1.0
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,20221108TN43440,live,49.34,TN,Tennessee,43,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:02:43.121Z,329,1853,17.75,49923,797395,67.34,50748,362247,30.59,50947,10177,0.86,50946,6282,0.53,50943,2510,0.21,50945,1736,0.15,50948,1341,0.11,50942,1027,0.09,50949,884,0.07,50944,598,0.05,2400000,99,1184197,4426725,329,914,X,2022-11-09T01:02:40.329Z,0.0,1.0
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,20221108TN43440,live,50.09,TN,Tennessee,43,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:08:16.515Z,362,1853,19.54,49923,807464,67.17,50748,369695,30.76,50947,10326,0.86,50946,6392,0.53,50943,2533,0.21,50945,1751,0.15,50948,1356,0.11,50942,1050,0.09,50949,895,0.07,50944,602,0.05,2400000,99,1202064,4426725,362,928,X,2022-11-09T01:02:40.329Z,0.0,1.0
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,20221108TN43440,live,51.0,TN,Tennessee,43,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:12:46.147Z,374,1853,20.18,49923,819902,66.99,50748,378566,30.93,50947,10505,0.86,50946,6592,0.54,50943,2618,0.21,50945,1803,0.15,50948,1393,0.11,50942,1076,0.09,50949,914,0.07,50944,616,0.05,2400000,99,1223985,4426725,374,945,X,2022-11-09T01:02:40.329Z,0.0,1.0
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,20221108TN43440,live,53.19,TN,Tennessee,43,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:16:45.474Z,415,1853,22.4,49923,859731,67.35,50748,390292,30.57,50947,11051,0.87,50946,6826,0.53,50943,2695,0.21,50945,1857,0.15,50948,1437,0.11,50942,1124,0.09,50949,945,0.07,50944,644,0.05,2400000,99,1276602,4426725,415,986,X,2022-11-09T01:02:40.329Z,0.0,1.0
1667964227,2022-11-09 03:23:47 +0000,1cb90b95cdd6c1be23968f2b7d9618a95c5a5ad9,20221108TN43440,live,54.96,TN,Tennessee,43,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:22:03.120Z,468,1853,25.26,49923,889939,67.47,50748,401226,30.42,50947,11945,0.91,50946,7050,0.53,50943,2771,0.21,50945,1895,0.14,50948,1483,0.11,50942,1167,0.09,50949,978,0.07,50944,657,0.05,2400000,99,1319111,4426725,468,1018,X,2022-11-09T01:02:40.329Z,0.0,1.0
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,20221108TN43440,live,57.02,TN,Tennessee,43,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:32:44.618Z,471,1853,25.42,49923,918246,67.1,50748,421004,30.77,50947,12393,0.91,50946,7429,0.54,50943,2920,0.21,50945,1967,0.14,50948,1534,0.11,50942,1220,0.09,50949,1021,0.07,50944,684,0.05,2400000,99,1368418,4426725,471,1057,X,2022-11-09T01:02:40.329Z,0.0,1.0
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,20221108TN43440,live,62.07,TN,Tennessee,43,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:37:34.439Z,565,1853,30.49,49923,990441,66.48,50748,468160,31.42,50947,13027,0.87,50946,8274,0.56,50943,3113,0.21,50945,2065,0.14,50948,1638,0.11,50942,1306,0.09,50949,1067,0.07,50944,707,0.05,2400000,99,1489798,4426725,565,1150,X,2022-11-09T01:02:40.329Z,0.0,1.0
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,20221108TN43440,live,63.09,TN,Tennessee,43,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:44:58.426Z,591,1853,31.89,49923,1004280,66.32,50748,478173,31.58,50947,13270,0.88,50946,8455,0.56,50943,3181,0.21,50945,2094,0.14,50948,1659,0.11,50942,1328,0.09,50949,1088,0.07,50944,717,0.05,2400000,99,1514245,4426725,591,1169,X,2022-11-09T01:02:40.329Z,0.0,1.0
1667966001,2022-11-09 03:53:21 +0000,cee0a612753351ddb30fde2a157613da20f2be01,20221108TN43440,live,66.15,TN,Tennessee,43,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:52:03.136Z,606,1853,32.7,49923,1051269,66.22,50748,502868,31.68,50947,13884,0.87,50946,8987,0.57,50943,3339,0.21,50945,2181,0.14,50948,1709,0.11,50942,1406,0.09,50949,1120,0.07,50944,741,0.05,2400000,99,1587504,4426725,606,1226,X,2022-11-09T01:02:40.329Z,0.0,1.0
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,20221108TN43440,live,43.52,TN,Tennessee,43,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:07:05.068Z,653,1853,35.24,49923,1070541,65.59,50748,526968,32.29,50947,14298,0.88,50946,9407,0.58,50943,3484,0.21,50945,2235,0.14,50948,1749,0.11,50942,1459,0.09,50949,1150,0.07,50944,764,0.05,3749714,99,1632055,4426725,653,807,X,2022-11-09T01:02:40.329Z,0.0,1.0
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,20221108TN43440,live,76.06,TN,Tennessee,43,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:12:08.848Z,697,1853,37.61,49923,1090396,65.94,50748,528502,31.96,50947,14332,0.87,50946,9453,0.57,50943,3493,0.21,50945,2240,0.14,50948,1742,0.11,50942,1469,0.09,50949,1153,0.07,50944,764,0.05,2174118,99,1653544,4426725,697,1409,X,2022-11-09T01:02:40.329Z,0.0,1.0
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,20221108TN43440,live,76.46,TN,Tennessee,43,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:17:03.832Z,724,1853,39.07,49923,1096489,65.96,50748,531033,31.94,50947,14423,0.87,50946,9518,0.57,50943,3505,0.21,50945,2247,0.14,50948,1743,0.1,50942,1481,0.09,50949,1158,0.07,50944,769,0.05,2174118,99,1662366,4426725,724,1417,X,2022-11-09T01:02:40.329Z,0.0,1.0
1667967816,2022-11-08 22:23:36 -0600,d408c38a39cd0e703677d5a02a0d39ca6987e85c,20221108TN43440,live,76.46,TN,Tennessee,43,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:18:45.370Z,724,1853,39.07,49923,1096489,65.96,50748,531033,31.94,50947,14423,0.87,50946,9518,0.57,50943,3505,0.21,50945,2247,0.14,50948,1743,0.1,50942,1481,0.09,50949,1158,0.07,50944,769,0.05,2174118,99,1662366,4426725,724,1417,X,2022-11-09T01:02:40.329Z,0.0,1.0
1667967905,2022-11-08 22:25:05 -0600,7b53fc8cb8c53477e9f4fecf82fac92988ee5275,20221108TN43440,live,76.86,TN,Tennessee,43,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:23:58.523Z,765,1853,41.28,49923,1103310,66.02,50748,532711,31.88,50947,14547,0.87,50946,9562,0.57,50943,3517,0.21,50945,2263,0.14,50948,1751,0.1,50942,1491,0.09,50949,1158,0.07,50944,775,0.05,2174118,99,1671085,4426725,765,1424,X,2022-11-09T01:02:40.329Z,0.0,1.0
1667967954,2022-11-08 22:25:54 -0600,ddd8cd55583cb4e51013ac431e84d23dc8167e7a,20221108TN43440,live,77.56,TN,Tennessee,43,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:24:43.625Z,792,1853,42.74,49923,1113820,66.06,50748,536956,31.85,50947,14702,0.87,50946,9646,0.57,50943,3543,0.21,50945,2283,0.14,50948,1763,0.1,50942,1502,0.09,50949,1161,0.07,50944,777,0.05,2174118,99,1686153,4426725,792,1437,X,2022-11-09T01:02:40.329Z,0.0,1.0
1667968092,2022-11-08 22:28:12 -0600,c3a7bcfa6d57d19e0339cd5eff437c13c5a7dec5,20221108TN43440,live,84.37,TN,Tennessee,43,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:27:29.062Z,792,1853,42.74,49923,1114729,66.06,50748,537219,31.84,50947,14720,0.87,50946,9656,0.57,50943,3544,0.21,50945,2285,0.14,50948,1763,0.1,50942,1503,0.09,50949,1162,0.07,50944,777,0.05,2000000,99,1687358,4426725,792,1563,X,2022-11-09T01:02:40.329Z,0.0,1.0
1667968138,2022-11-08 22:28:58 -0600,78be3d1941803188124b187362be51adf1e8fdfb,20221108TN43440,live,84.37,TN,Tennessee,43,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:28:21.838Z,792,1853,42.74,49923,1114729,66.06,50748,537219,31.84,50947,14720,0.87,50946,9656,0.57,50943,3544,0.21,50945,2285,0.14,50948,1763,0.1,50942,1503,0.09,50949,1162,0.07,50944,777,0.05,2000000,99,1687358,4426725,792,1563,X,2022-11-09T01:02:40.329Z,0.0,1.0
1667968182,2022-11-08 22:29:42 -0600,8e189a9f8e65ddc0a78641bf1d30b4fa1f53a113,20221108TN43440,live,84.37,TN,Tennessee,43,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:29:04.438Z,792,1853,42.74,49923,1114729,66.06,50748,537219,31.84,50947,14720,0.87,50946,9656,0.57,50943,3544,0.21,50945,2285,0.14,50948,1763,0.1,50942,1503,0.09,50949,1162,0.07,50944,777,0.05,2000000,99,1687358,4426725,792,1563,X,2022-11-09T01:02:40.329Z,0.0,1.0
1667968227,2022-11-08 22:30:27 -0600,b78ec951061d2bf917e09f1eb01cb079af5e3a88,20221108TN43440,live,84.37,TN,Tennessee,43,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:29:45.557Z,792,1853,42.74,49923,1114729,66.06,50748,537219,31.84,50947,14720,0.87,50946,9656,0.57,50943,3544,0.21,50945,2285,0.14,50948,1763,0.1,50942,1503,0.09,50949,1162,0.07,50944,777,0.05,2000000,99,1687358,4426725,792,1563,X,2022-11-09T01:02:40.329Z,0.0,1.0
1667968272,2022-11-08 22:31:12 -0600,97ef6c54bfa1c7ef6beea70c87aafe0c54251ad8,20221108TN43440,live,84.37,TN,Tennessee,43,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:30:41.334Z,792,1853,42.74,49923,1114729,66.06,50748,537219,31.84,50947,14720,0.87,50946,9656,0.57,50943,3544,0.21,50945,2285,0.14,50948,1763,0.1,50942,1503,0.09,50949,1162,0.07,50944,777,0.05,2000000,99,1687358,4426725,792,1563,X,2022-11-09T01:02:40.329Z,0.0,1.0
1667968361,2022-11-08 22:32:41 -0600,0b888fe41bc653990f05b2c6fe09da530560e7a3,20221108TN43440,live,84.65,TN,Tennessee,43,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:32:06.458Z,796,1853,42.96,49923,1117828,66.02,50748,539675,31.88,50947,14781,0.87,50946,9720,0.57,50943,3562,0.21,50945,2290,0.14,50948,1769,0.1,50942,1508,0.09,50949,1164,0.07,50944,779,0.05,2000000,99,1693076,4426725,796,1569,X,2022-11-09T01:02:40.329Z,0.0,1.0
1667968406,2022-11-08 22:33:26 -0600,9894c9990b429281fa1911dc561355d202f43cc4,20221108TN43440,live,84.65,TN,Tennessee,43,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:32:45.219Z,796,1853,42.96,49923,1117828,66.02,50748,539675,31.88,50947,14781,0.87,50946,9720,0.57,50943,3562,0.21,50945,2290,0.14,50948,1769,0.1,50942,1508,0.09,50949,1164,0.07,50944,779,0.05,2000000,99,1693076,4426725,796,1569,X,2022-11-09T01:02:40.329Z,0.0,1.0
