captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.13895.first,candidates.13895.last,candidates.13895.abbrv,candidates.13895.party,candidates.13895.candidateID,candidates.13895.ballotOrder,candidates.13895.polID,candidates.13895.polNum,candidates.13895.electWon,candidates.13896.first,candidates.13896.last,candidates.13896.party,candidates.13896.candidateID,candidates.13896.ballotOrder,candidates.13896.polID,candidates.13896.polNum,candidates.13896.electWon,candidates.14106.first,candidates.14106.last,candidates.14106.party,candidates.14106.candidateID,candidates.14106.ballotOrder,candidates.14106.polID,candidates.14106.polNum,candidates.14106.electWon,candidates.14107.first,candidates.14107.last,candidates.14107.party,candidates.14107.candidateID,candidates.14107.ballotOrder,candidates.14107.polID,candidates.14107.polNum,candidates.14107.electWon,candidates.13895.winnerDateTime,isCertified
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,362250,99,252736,962008,True,20221108CO6954,2022-11-08,CO,Brittany,Pettersen,Pettersn,Dem,13895,1,70799,8710,0,Erik,Aadland,GOP,13896,2,70801,9644,0,Ross,Klopf,Lib,14106,3,71797,9413,0,Critter,Milton,Uty,14107,4,69587,9590,0,,
1667966001,2022-11-09 03:53:21 +0000,cee0a612753351ddb30fde2a157613da20f2be01,CO-20221108_Eday80,6,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,358194,99,252928,962008,True,20221108CO6954,2022-11-08,CO,Brittany,Pettersen,Pettersn,Dem,13895,1,70799,8710,0,Erik,Aadland,GOP,13896,2,70801,9644,0,Ross,Klopf,Lib,14106,3,71797,9413,0,Critter,Milton,Uty,14107,4,69587,9590,0,,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,359649,99,275622,962008,True,20221108CO6954,2022-11-08,CO,Brittany,Pettersen,Pettersn,Dem,13895,1,70799,8710,0,Erik,Aadland,GOP,13896,2,70801,9644,0,Ross,Klopf,Lib,14106,3,71797,9413,0,Critter,Milton,Uty,14107,4,69587,9590,0,2022-11-09T03:58:07.646Z,
1667968047,2022-11-08 22:27:27 -0600,3febed665f84b6f0a9717d87750ee8049f50fab6,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,359649,99,279182,962008,True,20221108CO6954,2022-11-08,CO,Brittany,Pettersen,Pettersn,Dem,13895,1,70799,8710,0,Erik,Aadland,GOP,13896,2,70801,9644,0,Ross,Klopf,Lib,14106,3,71797,9413,0,Critter,Milton,Uty,14107,4,69587,9590,0,2022-11-09T03:58:07.646Z,
1667968798,2022-11-08 22:39:58 -0600,a5f602864fc4763e8a6bc6f82d3436a01320e3bc,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,359649,99,284183,962008,True,20221108CO6954,2022-11-08,CO,Brittany,Pettersen,Pettersn,Dem,13895,1,70799,8710,0,Erik,Aadland,GOP,13896,2,70801,9644,0,Ross,Klopf,Lib,14106,3,71797,9413,0,Critter,Milton,Uty,14107,4,69587,9590,0,2022-11-09T03:58:07.646Z,
1667969681,2022-11-08 22:54:41 -0600,4488651d53a6ff54750765f807b5aba2e7544f5e,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,364003,99,284183,962008,True,20221108CO6954,2022-11-08,CO,Brittany,Pettersen,Pettersn,Dem,13895,1,70799,8710,0,Erik,Aadland,GOP,13896,2,70801,9644,0,Ross,Klopf,Lib,14106,3,71797,9413,0,Critter,Milton,Uty,14107,4,69587,9590,0,2022-11-09T03:58:07.646Z,
1667971395,2022-11-08 23:23:15 -0600,d97519c7c3720d6e80913290b35064b53dd231cc,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,364003,99,284195,962008,True,20221108CO6954,2022-11-08,CO,Brittany,Pettersen,Pettersn,Dem,13895,1,70799,8710,0,Erik,Aadland,GOP,13896,2,70801,9644,0,Ross,Klopf,Lib,14106,3,71797,9413,0,Critter,Milton,Uty,14107,4,69587,9590,0,2022-11-09T03:58:07.646Z,
1667972176,2022-11-08 23:36:16 -0600,a6fd708cc30eea79171ae74711d81685981a53ab,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,364003,99,282748,962008,True,20221108CO6954,2022-11-08,CO,Brittany,Pettersen,Pettersn,Dem,13895,1,70799,8710,0,Erik,Aadland,GOP,13896,2,70801,9644,0,Ross,Klopf,Lib,14106,3,71797,9413,0,Critter,Milton,Uty,14107,4,69587,9590,0,2022-11-09T03:58:07.646Z,
1667972986,2022-11-08 23:49:46 -0600,8b5a6bad408154143d5639ac38f52891382240a4,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,362016,99,283620,962008,True,20221108CO6954,2022-11-08,CO,Brittany,Pettersen,Pettersn,Dem,13895,1,70799,8710,0,Erik,Aadland,GOP,13896,2,70801,9644,0,Ross,Klopf,Lib,14106,3,71797,9413,0,Critter,Milton,Uty,14107,4,69587,9590,0,2022-11-09T03:58:07.646Z,
1667973921,2022-11-09 00:05:21 -0600,8c7bea4e5501d62c6edf8b543f4ffeaf66fbee7c,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,362016,99,293262,962008,True,20221108CO6954,2022-11-08,CO,Brittany,Pettersen,Pettersn,Dem,13895,1,70799,8710,0,Erik,Aadland,GOP,13896,2,70801,9644,0,Ross,Klopf,Lib,14106,3,71797,9413,0,Critter,Milton,Uty,14107,4,69587,9590,0,2022-11-09T03:58:07.646Z,
1667974853,2022-11-09 00:20:53 -0600,675e67cf8102db01ebf6f3cc46b2432f97e9dfb7,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,362022,99,293273,962008,True,20221108CO6954,2022-11-08,CO,Brittany,Pettersen,Pettersn,Dem,13895,1,70799,8710,0,Erik,Aadland,GOP,13896,2,70801,9644,0,Ross,Klopf,Lib,14106,3,71797,9413,0,Critter,Milton,Uty,14107,4,69587,9590,0,2022-11-09T03:58:07.646Z,
1667975568,2022-11-09 00:32:48 -0600,0b16058e032a73c78e2e4b787403862608e151dd,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,362022,99,293262,962008,True,20221108CO6954,2022-11-08,CO,Brittany,Pettersen,Pettersn,Dem,13895,1,70799,8710,0,Erik,Aadland,GOP,13896,2,70801,9644,0,Ross,Klopf,Lib,14106,3,71797,9413,0,Critter,Milton,Uty,14107,4,69587,9590,0,2022-11-09T03:58:07.646Z,
1667975692,2022-11-09 00:34:52 -0600,da1c62563fe966a79ac256315975a76cf151abd0,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,362022,99,293612,962008,True,20221108CO6954,2022-11-08,CO,Brittany,Pettersen,Pettersn,Dem,13895,1,70799,8710,0,Erik,Aadland,GOP,13896,2,70801,9644,0,Ross,Klopf,Lib,14106,3,71797,9413,0,Critter,Milton,Uty,14107,4,69587,9590,0,2022-11-09T03:58:07.646Z,
1667976507,2022-11-09 00:48:27 -0600,209b6e99763633b1f7b84bb7726e9e7d3ee0aee1,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,362022,99,300760,962008,True,20221108CO6954,2022-11-08,CO,Brittany,Pettersen,Pettersn,Dem,13895,1,70799,8710,0,Erik,Aadland,GOP,13896,2,70801,9644,0,Ross,Klopf,Lib,14106,3,71797,9413,0,Critter,Milton,Uty,14107,4,69587,9590,0,2022-11-09T03:58:07.646Z,
1667979032,2022-11-09 01:30:32 -0600,a31ce2695fce3442cac91f4d2a6adca7af21c91c,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,361787,99,300903,962008,True,20221108CO6954,2022-11-08,CO,Brittany,Pettersen,Pettersn,Dem,13895,1,70799,8710,0,Erik,Aadland,GOP,13896,2,70801,9644,0,Ross,Klopf,Lib,14106,3,71797,9413,0,Critter,Milton,Uty,14107,4,69587,9590,0,2022-11-09T03:58:07.646Z,
1667980632,2022-11-09 01:57:12 -0600,64acd32e8668f8543b9301ec796b80c9900834d5,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,361787,99,302290,962008,True,20221108CO6954,2022-11-08,CO,Brittany,Pettersen,Pettersn,Dem,13895,1,70799,8710,0,Erik,Aadland,GOP,13896,2,70801,9644,0,Ross,Klopf,Lib,14106,3,71797,9413,0,Critter,Milton,Uty,14107,4,69587,9590,0,2022-11-09T03:58:07.646Z,
1667981483,2022-11-09 02:11:23 -0600,71b7e139fa561afc8a43f66a3db53706a14f3cc6,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,361787,99,310695,962008,True,20221108CO6954,2022-11-08,CO,Brittany,Pettersen,Pettersn,Dem,13895,1,70799,8710,0,Erik,Aadland,GOP,13896,2,70801,9644,0,Ross,Klopf,Lib,14106,3,71797,9413,0,Critter,Milton,Uty,14107,4,69587,9590,0,2022-11-09T03:58:07.646Z,
1667981523,2022-11-09 02:12:03 -0600,c8fb7bc9a3bbb68a30573d2004f14a44847334fa,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,361787,99,302290,962008,True,20221108CO6954,2022-11-08,CO,Brittany,Pettersen,Pettersn,Dem,13895,1,70799,8710,0,Erik,Aadland,GOP,13896,2,70801,9644,0,Ross,Klopf,Lib,14106,3,71797,9413,0,Critter,Milton,Uty,14107,4,69587,9590,0,2022-11-09T03:58:07.646Z,
1667981563,2022-11-09 02:12:43 -0600,1a72bb9afe5de6d72d064bda241592377cc63fb1,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,361787,99,310695,962008,True,20221108CO6954,2022-11-08,CO,Brittany,Pettersen,Pettersn,Dem,13895,1,70799,8710,0,Erik,Aadland,GOP,13896,2,70801,9644,0,Ross,Klopf,Lib,14106,3,71797,9413,0,Critter,Milton,Uty,14107,4,69587,9590,0,2022-11-09T03:58:07.646Z,
1667981603,2022-11-09 02:13:23 -0600,3310dbe8867ffe9b16ad80e27a2817750d56a0d9,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,361787,99,302290,962008,True,20221108CO6954,2022-11-08,CO,Brittany,Pettersen,Pettersn,Dem,13895,1,70799,8710,0,Erik,Aadland,GOP,13896,2,70801,9644,0,Ross,Klopf,Lib,14106,3,71797,9413,0,Critter,Milton,Uty,14107,4,69587,9590,0,2022-11-09T03:58:07.646Z,
1667981644,2022-11-09 02:14:04 -0600,795b577eaa6c2f9211213427433f95db1d9ee856,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,361787,99,310695,962008,True,20221108CO6954,2022-11-08,CO,Brittany,Pettersen,Pettersn,Dem,13895,1,70799,8710,0,Erik,Aadland,GOP,13896,2,70801,9644,0,Ross,Klopf,Lib,14106,3,71797,9413,0,Critter,Milton,Uty,14107,4,69587,9590,0,2022-11-09T03:58:07.646Z,
1667982318,2022-11-09 02:25:18 -0600,d78896390711a8466dc4ef9e83dee06bc896d9df,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,360436,99,310695,962008,True,20221108CO6954,2022-11-08,CO,Brittany,Pettersen,Pettersn,Dem,13895,1,70799,8710,0,Erik,Aadland,GOP,13896,2,70801,9644,0,Ross,Klopf,Lib,14106,3,71797,9413,0,Critter,Milton,Uty,14107,4,69587,9590,0,2022-11-09T03:58:07.646Z,
1667982357,2022-11-09 02:25:57 -0600,ff53ebff45de84907b3660264b93dcdeaff24a17,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,361787,99,310695,962008,True,20221108CO6954,2022-11-08,CO,Brittany,Pettersen,Pettersn,Dem,13895,1,70799,8710,0,Erik,Aadland,GOP,13896,2,70801,9644,0,Ross,Klopf,Lib,14106,3,71797,9413,0,Critter,Milton,Uty,14107,4,69587,9590,0,2022-11-09T03:58:07.646Z,
1667982397,2022-11-09 02:26:37 -0600,f4791889114ae4f8264fa44ab1fe91f4a19dfaba,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,360436,99,310695,962008,True,20221108CO6954,2022-11-08,CO,Brittany,Pettersen,Pettersn,Dem,13895,1,70799,8710,0,Erik,Aadland,GOP,13896,2,70801,9644,0,Ross,Klopf,Lib,14106,3,71797,9413,0,Critter,Milton,Uty,14107,4,69587,9590,0,2022-11-09T03:58:07.646Z,
1667982438,2022-11-09 02:27:18 -0600,6e2d7519ed8d690e9b721451fb376f4d424b2540,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,361787,99,310695,962008,True,20221108CO6954,2022-11-08,CO,Brittany,Pettersen,Pettersn,Dem,13895,1,70799,8710,0,Erik,Aadland,GOP,13896,2,70801,9644,0,Ross,Klopf,Lib,14106,3,71797,9413,0,Critter,Milton,Uty,14107,4,69587,9590,0,2022-11-09T03:58:07.646Z,
1667982478,2022-11-09 02:27:58 -0600,e7a4697387fd0327336c3244c6ef7d3c1cab12ad,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,360436,99,310695,962008,True,20221108CO6954,2022-11-08,CO,Brittany,Pettersen,Pettersn,Dem,13895,1,70799,8710,0,Erik,Aadland,GOP,13896,2,70801,9644,0,Ross,Klopf,Lib,14106,3,71797,9413,0,Critter,Milton,Uty,14107,4,69587,9590,0,2022-11-09T03:58:07.646Z,
1667983229,2022-11-09 02:40:29 -0600,5b6b583d0dd7858f4cafcb8ac071cba07c7204a0,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,354954,99,310695,962008,True,20221108CO6954,2022-11-08,CO,Brittany,Pettersen,Pettersn,Dem,13895,1,70799,8710,0,Erik,Aadland,GOP,13896,2,70801,9644,0,Ross,Klopf,Lib,14106,3,71797,9413,0,Critter,Milton,Uty,14107,4,69587,9590,0,2022-11-09T03:58:07.646Z,
1667985779,2022-11-09 03:22:59 -0600,af9ba99ad8f2bff9ef334fac2128203d4237fb3b,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,354954,99,310955,962008,True,20221108CO6954,2022-11-08,CO,Brittany,Pettersen,Pettersn,Dem,13895,1,70799,8710,0,Erik,Aadland,GOP,13896,2,70801,9644,0,Ross,Klopf,Lib,14106,3,71797,9413,0,Critter,Milton,Uty,14107,4,69587,9590,0,2022-11-09T03:58:07.646Z,
1667986670,2022-11-09 03:37:50 -0600,3ce5459e007ea5a14e2ac661307781abfdf1592b,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,354954,99,312567,962008,True,20221108CO6954,2022-11-08,CO,Brittany,Pettersen,Pettersn,Dem,13895,1,70799,8710,0,Erik,Aadland,GOP,13896,2,70801,9644,0,Ross,Klopf,Lib,14106,3,71797,9413,0,Critter,Milton,Uty,14107,4,69587,9590,0,2022-11-09T03:58:07.646Z,
1667986710,2022-11-09 03:38:30 -0600,e76b62f6ea65887d3b04b50648890c6997b1f3db,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,354954,99,310955,962008,True,20221108CO6954,2022-11-08,CO,Brittany,Pettersen,Pettersn,Dem,13895,1,70799,8710,0,Erik,Aadland,GOP,13896,2,70801,9644,0,Ross,Klopf,Lib,14106,3,71797,9413,0,Critter,Milton,Uty,14107,4,69587,9590,0,2022-11-09T03:58:07.646Z,
1667986752,2022-11-09 03:39:12 -0600,64c9b2e34cc426d9eb690d684a4c1ca2c713909d,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,354954,99,312567,962008,True,20221108CO6954,2022-11-08,CO,Brittany,Pettersen,Pettersn,Dem,13895,1,70799,8710,0,Erik,Aadland,GOP,13896,2,70801,9644,0,Ross,Klopf,Lib,14106,3,71797,9413,0,Critter,Milton,Uty,14107,4,69587,9590,0,2022-11-09T03:58:07.646Z,
1667987563,2022-11-09 03:52:43 -0600,8abcd32a71680efad0e1b14075bb8680bae203ec,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,345113,99,312567,962008,True,20221108CO6954,2022-11-08,CO,Brittany,Pettersen,Pettersn,Dem,13895,1,70799,8710,0,Erik,Aadland,GOP,13896,2,70801,9644,0,Ross,Klopf,Lib,14106,3,71797,9413,0,Critter,Milton,Uty,14107,4,69587,9590,0,2022-11-09T03:58:07.646Z,
1668019896,2022-11-09 12:51:36 -0600,a4895ac1313321c78cbb591839132ae629c1786c,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,352632,99,312567,962008,True,20221108CO6954,2022-11-08,CO,Brittany,Pettersen,Pettersn,Dem,13895,1,70799,8710,0,Erik,Aadland,GOP,13896,2,70801,9644,0,Ross,Klopf,Lib,14106,3,71797,9413,0,Critter,Milton,Uty,14107,4,69587,9590,0,2022-11-09T03:58:07.646Z,
1668019939,2022-11-09 12:52:19 -0600,903c8f89c8d8bf94ca38ff885aa3c1d4397d883d,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,345113,99,312567,962008,True,20221108CO6954,2022-11-08,CO,Brittany,Pettersen,Pettersn,Dem,13895,1,70799,8710,0,Erik,Aadland,GOP,13896,2,70801,9644,0,Ross,Klopf,Lib,14106,3,71797,9413,0,Critter,Milton,Uty,14107,4,69587,9590,0,2022-11-09T03:58:07.646Z,
1668020021,2022-11-09 12:53:41 -0600,94698be28eacb4eb17500af8f92e2c4237ffca97,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,352632,99,312567,962008,True,20221108CO6954,2022-11-08,CO,Brittany,Pettersen,Pettersn,Dem,13895,1,70799,8710,0,Erik,Aadland,GOP,13896,2,70801,9644,0,Ross,Klopf,Lib,14106,3,71797,9413,0,Critter,Milton,Uty,14107,4,69587,9590,0,2022-11-09T03:58:07.646Z,
1668026647,2022-11-09 14:44:07 -0600,45f4395e1aa504323ee096b3879d0e857a057ff2,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,352632,99,312810,962008,True,20221108CO6954,2022-11-08,CO,Brittany,Pettersen,Pettersn,Dem,13895,1,70799,8710,0,Erik,Aadland,GOP,13896,2,70801,9644,0,Ross,Klopf,Lib,14106,3,71797,9413,0,Critter,Milton,Uty,14107,4,69587,9590,0,2022-11-09T03:58:07.646Z,
1668032669,2022-11-09 16:24:29 -0600,aab9ae736acd12cab4db2b04dea15a5782bac83b,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,352625,99,316255,962008,True,20221108CO6954,2022-11-08,CO,Brittany,Pettersen,Pettersn,Dem,13895,1,70799,8710,0,Erik,Aadland,GOP,13896,2,70801,9644,0,Ross,Klopf,Lib,14106,3,71797,9413,0,Critter,Milton,Uty,14107,4,69587,9590,0,2022-11-09T03:58:07.646Z,
1668034373,2022-11-09 16:52:53 -0600,c6d0ada17a75bba7e83a28ea6e49f51805529d25,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,352858,99,316255,962008,True,20221108CO6954,2022-11-08,CO,Brittany,Pettersen,Pettersn,Dem,13895,1,70799,8710,0,Erik,Aadland,GOP,13896,2,70801,9644,0,Ross,Klopf,Lib,14106,3,71797,9413,0,Critter,Milton,Uty,14107,4,69587,9590,0,2022-11-09T03:58:07.646Z,
1668035261,2022-11-09 17:07:41 -0600,28ab8be45c3815cc723ccebae7d42ba7f647d3c4,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,352858,99,316266,962008,True,20221108CO6954,2022-11-08,CO,Brittany,Pettersen,Pettersn,Dem,13895,1,70799,8710,0,Erik,Aadland,GOP,13896,2,70801,9644,0,Ross,Klopf,Lib,14106,3,71797,9413,0,Critter,Milton,Uty,14107,4,69587,9590,0,2022-11-09T03:58:07.646Z,
1668036068,2022-11-09 17:21:08 -0600,cbcd0f1d70d75a3bbecd5aade62300ef041caf80,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,352858,99,335319,962008,True,20221108CO6954,2022-11-08,CO,Brittany,Pettersen,Pettersn,Dem,13895,1,70799,8710,0,Erik,Aadland,GOP,13896,2,70801,9644,0,Ross,Klopf,Lib,14106,3,71797,9413,0,Critter,Milton,Uty,14107,4,69587,9590,0,2022-11-09T03:58:07.646Z,
1668040361,2022-11-09 18:32:41 -0600,8ae265d05098bb1f0bc963b6bbe9075d6fae657b,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,352858,99,335390,962008,True,20221108CO6954,2022-11-08,CO,Brittany,Pettersen,Pettersn,Dem,13895,1,70799,8710,0,Erik,Aadland,GOP,13896,2,70801,9644,0,Ross,Klopf,Lib,14106,3,71797,9413,0,Critter,Milton,Uty,14107,4,69587,9590,0,2022-11-09T03:58:07.646Z,
