captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.36536.first,candidates.36536.last,candidates.36536.incumbent,candidates.36536.party,candidates.36536.candidateID,candidates.36536.ballotOrder,candidates.36536.polID,candidates.36536.polNum,candidates.36536.electWon,candidates.37670.first,candidates.37670.last,candidates.37670.party,candidates.37670.candidateID,candidates.37670.ballotOrder,candidates.37670.polID,candidates.37670.polNum,candidates.37670.electWon,candidates.37886.first,candidates.37886.last,candidates.37886.party,candidates.37886.candidateID,candidates.37886.ballotOrder,candidates.37886.polID,candidates.37886.polNum,candidates.37886.electWon,candidates.37887.first,candidates.37887.last,candidates.37887.party,candidates.37887.candidateID,candidates.37887.ballotOrder,candidates.37887.polID,candidates.37887.polNum,candidates.37887.electWon,candidates.36536.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,NV-20221108_Eday80,29,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 2,2,375698,99,0,1238495,True,20221108NV30989,2022-11-08,NV,36536,Mark,Amodei,True,GOP,36536,1,56930,30125,0,Elizabeth,Krause,Dem,37670,4,70753,33170,0,Darryl,Baber,Lib,37886,2,71710,33309,0,Russell,Best,IAP,37887,3,60752,32151,0,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,NV-20221108_Eday80,29,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 2,2,368970,99,0,1238495,True,20221108NV30989,2022-11-08,NV,36536,Mark,Amodei,True,GOP,36536,1,56930,30125,0,Elizabeth,Krause,Dem,37670,4,70753,33170,0,Darryl,Baber,Lib,37886,2,71710,33309,0,Russell,Best,IAP,37887,3,60752,32151,0,,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,NV-20221108_Eday80,29,General,G,Polls Closed/Waiting First Report,Too Early to Call,H,U.S. House,True,District 2,2,368970,99,0,1238495,True,20221108NV30989,2022-11-08,NV,36536,Mark,Amodei,True,GOP,36536,1,56930,30125,0,Elizabeth,Krause,Dem,37670,4,70753,33170,0,Darryl,Baber,Lib,37886,2,71710,33309,0,Russell,Best,IAP,37887,3,60752,32151,0,,
1667974357,2022-11-09 00:12:37 -0600,f3a34debf9bc3f3d09633b4380781add88e0174a,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,368970,99,9367,1238495,True,20221108NV30989,2022-11-08,NV,36536,Mark,Amodei,True,GOP,36536,1,56930,30125,0,Elizabeth,Krause,Dem,37670,4,70753,33170,0,Darryl,Baber,Lib,37886,2,71710,33309,0,Russell,Best,IAP,37887,3,60752,32151,0,,
1667977690,2022-11-09 01:08:10 -0600,c2d57f962724e5d811f2a0173268728cbb4962f4,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,368970,99,14709,1238495,True,20221108NV30989,2022-11-08,NV,36536,Mark,Amodei,True,GOP,36536,1,56930,30125,0,Elizabeth,Krause,Dem,37670,4,70753,33170,0,Darryl,Baber,Lib,37886,2,71710,33309,0,Russell,Best,IAP,37887,3,60752,32151,0,,
1667978502,2022-11-09 01:21:42 -0600,3a9aa1fa129e28027260f73511b9ecad38e5231d,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,395651,99,124543,1238495,True,20221108NV30989,2022-11-08,NV,36536,Mark,Amodei,True,GOP,36536,1,56930,30125,0,Elizabeth,Krause,Dem,37670,4,70753,33170,0,Darryl,Baber,Lib,37886,2,71710,33309,0,Russell,Best,IAP,37887,3,60752,32151,0,,
1667978542,2022-11-09 01:22:22 -0600,643a62c46ea55cf4fad03f9b86a6bd47ba933cb2,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,368970,99,14709,1238495,True,20221108NV30989,2022-11-08,NV,36536,Mark,Amodei,True,GOP,36536,1,56930,30125,0,Elizabeth,Krause,Dem,37670,4,70753,33170,0,Darryl,Baber,Lib,37886,2,71710,33309,0,Russell,Best,IAP,37887,3,60752,32151,0,,
1667978582,2022-11-09 01:23:02 -0600,6fbbff39de224458e6936cb861e2ada647e487bb,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,395651,99,124543,1238495,True,20221108NV30989,2022-11-08,NV,36536,Mark,Amodei,True,GOP,36536,1,56930,30125,0,Elizabeth,Krause,Dem,37670,4,70753,33170,0,Darryl,Baber,Lib,37886,2,71710,33309,0,Russell,Best,IAP,37887,3,60752,32151,0,,
1667979433,2022-11-09 01:37:13 -0600,b7be8d17f50fbb84fade52b1ec374c1ebe32c0c9,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,395651,99,140713,1238495,True,20221108NV30989,2022-11-08,NV,36536,Mark,Amodei,True,GOP,36536,1,56930,30125,0,Elizabeth,Krause,Dem,37670,4,70753,33170,0,Darryl,Baber,Lib,37886,2,71710,33309,0,Russell,Best,IAP,37887,3,60752,32151,0,,
1667980354,2022-11-09 01:52:34 -0600,b95b3aa03864d3aa8e20ef68881e81d2ed7e17c2,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,322905,99,140713,1238495,True,20221108NV30989,2022-11-08,NV,36536,Mark,Amodei,True,GOP,36536,1,56930,30125,0,Elizabeth,Krause,Dem,37670,4,70753,33170,0,Darryl,Baber,Lib,37886,2,71710,33309,0,Russell,Best,IAP,37887,3,60752,32151,0,,
1667982876,2022-11-09 02:34:36 -0600,f1dcf8490c2a8ff76c7720ff88b0d3bca82564fc,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,322905,99,158774,1238495,True,20221108NV30989,2022-11-08,NV,36536,Mark,Amodei,True,GOP,36536,1,56930,30125,0,Elizabeth,Krause,Dem,37670,4,70753,33170,0,Darryl,Baber,Lib,37886,2,71710,33309,0,Russell,Best,IAP,37887,3,60752,32151,0,,
1667983719,2022-11-09 02:48:39 -0600,a8d889d3e1698c6a2e70070696b60b41396d5c92,NV-20221108_Eday80,29,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,322905,99,159526,1238495,True,20221108NV30989,2022-11-08,NV,36536,Mark,Amodei,True,GOP,36536,1,56930,30125,0,Elizabeth,Krause,Dem,37670,4,70753,33170,0,Darryl,Baber,Lib,37886,2,71710,33309,0,Russell,Best,IAP,37887,3,60752,32151,0,,
1667984521,2022-11-09 03:02:01 -0600,478e8a63ef6b65738d72dc5bd2c6dd42a0ae8361,NV-20221108_Eday80,29,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,322905,99,159526,1238495,True,20221108NV30989,2022-11-08,NV,36536,Mark,Amodei,True,GOP,36536,1,56930,30125,0,Elizabeth,Krause,Dem,37670,4,70753,33170,0,Darryl,Baber,Lib,37886,2,71710,33309,0,Russell,Best,IAP,37887,3,60752,32151,0,2022-11-09T08:47:22.773Z,
1667985683,2022-11-09 03:21:23 -0600,8d6490b73382f2ed58c3fbdb846897b79d79f217,NV-20221108_Eday80,29,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,322905,99,196437,1238495,True,20221108NV30989,2022-11-08,NV,36536,Mark,Amodei,True,GOP,36536,1,56930,30125,0,Elizabeth,Krause,Dem,37670,4,70753,33170,0,Darryl,Baber,Lib,37886,2,71710,33309,0,Russell,Best,IAP,37887,3,60752,32151,0,2022-11-09T08:47:22.773Z,
1667986470,2022-11-09 03:34:30 -0600,8252d82224313aea9a0d717a99f01f186da092f3,NV-20221108_Eday80,29,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,317789,99,196437,1238495,True,20221108NV30989,2022-11-08,NV,36536,Mark,Amodei,True,GOP,36536,1,56930,30125,0,Elizabeth,Krause,Dem,37670,4,70753,33170,0,Darryl,Baber,Lib,37886,2,71710,33309,0,Russell,Best,IAP,37887,3,60752,32151,0,2022-11-09T08:47:22.773Z,
1667987524,2022-11-09 03:52:04 -0600,c251c6fbf74f00217c61f2d533377b35edad2d39,NV-20221108_Eday80,29,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,317789,99,222972,1238495,True,20221108NV30989,2022-11-08,NV,36536,Mark,Amodei,True,GOP,36536,1,56930,30125,0,Elizabeth,Krause,Dem,37670,4,70753,33170,0,Darryl,Baber,Lib,37886,2,71710,33309,0,Russell,Best,IAP,37887,3,60752,32151,0,2022-11-09T08:47:22.773Z,
1667988801,2022-11-09 04:13:21 -0600,4c72a5c0e2471fa350291b6c4da371e39c3bbefa,NV-20221108_Eday80,29,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,317602,99,222972,1238495,True,20221108NV30989,2022-11-08,NV,36536,Mark,Amodei,True,GOP,36536,1,56930,30125,0,Elizabeth,Krause,Dem,37670,4,70753,33170,0,Darryl,Baber,Lib,37886,2,71710,33309,0,Russell,Best,IAP,37887,3,60752,32151,0,2022-11-09T08:47:22.773Z,
1668008283,2022-11-09 09:38:03 -0600,bced99b1536e5338ec75c756fbe9d23ae3240399,NV-20221108_Eday80,29,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,314197,99,222972,1238495,True,20221108NV30989,2022-11-08,NV,36536,Mark,Amodei,True,GOP,36536,1,56930,30125,0,Elizabeth,Krause,Dem,37670,4,70753,33170,0,Darryl,Baber,Lib,37886,2,71710,33309,0,Russell,Best,IAP,37887,3,60752,32151,0,2022-11-09T08:47:22.773Z,
1668045365,2022-11-09 19:56:05 -0600,4e57bc9e44ab42ba85ec281d8635c630bcc0b225,NV-20221108_Eday80,29,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,309008,99,223863,1238495,True,20221108NV30989,2022-11-08,NV,36536,Mark,Amodei,True,GOP,36536,1,56930,30125,0,Elizabeth,Krause,Dem,37670,4,70753,33170,0,Darryl,Baber,Lib,37886,2,71710,33309,0,Russell,Best,IAP,37887,3,60752,32151,0,2022-11-09T08:47:22.773Z,
