captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.49933.first,candidates.49933.last,candidates.49933.party,candidates.49933.incumbent,candidates.49933.candidateID,candidates.49933.polID,candidates.49933.ballotOrder,candidates.49933.polNum,candidates.49933.electWon,candidates.50750.first,candidates.50750.last,candidates.50750.party,candidates.50750.candidateID,candidates.50750.polID,candidates.50750.ballotOrder,candidates.50750.polNum,candidates.50750.electWon,candidates.49933.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,TN-20221108_Eday62,43,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 2,2,289810,99,0,837402,True,20221108TN43007,2022-11-08,TN,49933,Tim,Burchett,GOP,True,49933,58256,1,46379,0,Mark,Harmon,Dem,50750,70857,2,46817,0,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,TN-20221108_Eday80,43,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 2,2,243495,99,0,837402,True,20221108TN43007,2022-11-08,TN,49933,Tim,Burchett,GOP,True,49933,58256,1,46379,0,Mark,Harmon,Dem,50750,70857,2,46817,0,
1667957119,2022-11-09 01:25:19 +0000,6d7ee88678b17ac3babfbeca22c88d840ddf7ac8,TN-20221108_Eday80,43,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,243495,99,3103,837402,True,20221108TN43007,2022-11-08,TN,49933,Tim,Burchett,GOP,True,49933,58256,1,46379,0,Mark,Harmon,Dem,50750,70857,2,46817,0,
1667958273,2022-11-09 01:44:33 +0000,4199c67ba64ae17927c85a89877c89e59a577ae0,TN-20221108_Eday80,43,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,243495,99,3311,837402,True,20221108TN43007,2022-11-08,TN,49933,Tim,Burchett,GOP,True,49933,58256,1,46379,0,Mark,Harmon,Dem,50750,70857,2,46817,0,
1667958559,2022-11-09 01:49:19 +0000,0a6694bb1cdd9734aff1178f6a5894d33a1a95cc,TN-20221108_Eday80,43,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,243495,99,3103,837402,True,20221108TN43007,2022-11-08,TN,49933,Tim,Burchett,GOP,True,49933,58256,1,46379,0,Mark,Harmon,Dem,50750,70857,2,46817,0,
1667958843,2022-11-09 01:54:03 +0000,cdc0d2ad2c3afd665dd741c97f9de238aafb3cf6,TN-20221108_Eday80,43,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,243495,99,3311,837402,True,20221108TN43007,2022-11-08,TN,49933,Tim,Burchett,GOP,True,49933,58256,1,46379,0,Mark,Harmon,Dem,50750,70857,2,46817,0,
1667959410,2022-11-09 02:03:30 +0000,98a277291480f2bee1271d939218798a5aa6ad2a,TN-20221108_Eday80,43,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,243495,99,27194,837402,True,20221108TN43007,2022-11-08,TN,49933,Tim,Burchett,GOP,True,49933,58256,1,46379,0,Mark,Harmon,Dem,50750,70857,2,46817,0,
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,TN-20221108_Eday80,43,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,243495,99,28258,837402,True,20221108TN43007,2022-11-08,TN,49933,Tim,Burchett,GOP,True,49933,58256,1,46379,0,Mark,Harmon,Dem,50750,70857,2,46817,0,
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,TN-20221108_Eday80,43,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,243495,99,28627,837402,True,20221108TN43007,2022-11-08,TN,49933,Tim,Burchett,GOP,True,49933,58256,1,46379,0,Mark,Harmon,Dem,50750,70857,2,46817,0,
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,TN-20221108_Eday80,43,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,243495,99,28258,837402,True,20221108TN43007,2022-11-08,TN,49933,Tim,Burchett,GOP,True,49933,58256,1,46379,0,Mark,Harmon,Dem,50750,70857,2,46817,0,
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,TN-20221108_Eday80,43,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,243495,99,28627,837402,True,20221108TN43007,2022-11-08,TN,49933,Tim,Burchett,GOP,True,49933,58256,1,46379,0,Mark,Harmon,Dem,50750,70857,2,46817,0,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,TN-20221108_Eday80,43,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,238934,99,40542,837402,True,20221108TN43007,2022-11-08,TN,49933,Tim,Burchett,GOP,True,49933,58256,1,46379,0,Mark,Harmon,Dem,50750,70857,2,46817,0,
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,TN-20221108_Eday80,43,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,238934,99,42017,837402,True,20221108TN43007,2022-11-08,TN,49933,Tim,Burchett,GOP,True,49933,58256,1,46379,0,Mark,Harmon,Dem,50750,70857,2,46817,0,
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,TN-20221108_Eday80,43,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,238934,99,68768,837402,True,20221108TN43007,2022-11-08,TN,49933,Tim,Burchett,GOP,True,49933,58256,1,46379,0,Mark,Harmon,Dem,50750,70857,2,46817,0,
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,TN-20221108_Eday80,43,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,226580,99,72834,837402,True,20221108TN43007,2022-11-08,TN,49933,Tim,Burchett,GOP,True,49933,58256,1,46379,0,Mark,Harmon,Dem,50750,70857,2,46817,0,
