captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.58549.first,candidates.58549.last,candidates.58549.incumbent,candidates.58549.party,candidates.58549.candidateID,candidates.58549.ballotOrder,candidates.58549.polID,candidates.58549.polNum,candidates.58549.electWon,candidates.63031.first,candidates.63031.last,candidates.63031.abbrv,candidates.63031.party,candidates.63031.candidateID,candidates.63031.ballotOrder,candidates.63031.polID,candidates.63031.polNum,candidates.63031.electWon,candidates.63505.first,candidates.63505.last,candidates.63505.party,candidates.63505.candidateID,candidates.63505.ballotOrder,candidates.63505.polID,candidates.63505.polNum,candidates.63505.electWon,candidates.63506.first,candidates.63506.last,candidates.63506.party,candidates.63506.candidateID,candidates.63506.ballotOrder,candidates.63506.polID,candidates.63506.polNum,candidates.63506.electWon,candidates.58549.winnerDateTime
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,G,Governor,Greg,Abbott,GOP,58549,41404,47499,True,True,True,9750000,97,3052566,14625000,True,20221108TX45901,2022-11-08,TX,58549,Greg,Abbott,True,GOP,58549,1,41404,47499,0,Beto,O'Rourke,ORourke,Dem,63031,3,61921,50634,0,Delilah,Barrios,Grn,63505,2,71747,53409,0,Mark,Tippetts,Lib,63506,4,67209,52324,0,
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,G,Governor,Greg,Abbott,GOP,58549,41404,47499,True,True,True,9750000,97,3154644,14625000,True,20221108TX45901,2022-11-08,TX,58549,Greg,Abbott,True,GOP,58549,1,41404,47499,0,Beto,O'Rourke,ORourke,Dem,63031,3,61921,50634,0,Delilah,Barrios,Grn,63505,2,71747,53409,0,Mark,Tippetts,Lib,63506,4,67209,52324,0,
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,G,Governor,Greg,Abbott,GOP,58549,41404,47499,True,True,True,9750000,97,3738876,14625000,True,20221108TX45901,2022-11-08,TX,58549,Greg,Abbott,True,GOP,58549,1,41404,47499,0,Beto,O'Rourke,ORourke,Dem,63031,3,61921,50634,0,Delilah,Barrios,Grn,63505,2,71747,53409,0,Mark,Tippetts,Lib,63506,4,67209,52324,0,
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,G,Governor,Greg,Abbott,GOP,58549,41404,47499,True,True,True,9750000,97,4157377,14625000,True,20221108TX45901,2022-11-08,TX,58549,Greg,Abbott,True,GOP,58549,1,41404,47499,0,Beto,O'Rourke,ORourke,Dem,63031,3,61921,50634,0,Delilah,Barrios,Grn,63505,2,71747,53409,0,Mark,Tippetts,Lib,63506,4,67209,52324,0,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,G,Governor,Greg,Abbott,GOP,58549,41404,47499,True,True,True,9750000,97,4147133,14625000,True,20221108TX45901,2022-11-08,TX,58549,Greg,Abbott,True,GOP,58549,1,41404,47499,0,Beto,O'Rourke,ORourke,Dem,63031,3,61921,50634,0,Delilah,Barrios,Grn,63505,2,71747,53409,0,Mark,Tippetts,Lib,63506,4,67209,52324,0,
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,G,Governor,Greg,Abbott,GOP,58549,41404,47499,True,True,True,9750000,97,4283978,14625000,True,20221108TX45901,2022-11-08,TX,58549,Greg,Abbott,True,GOP,58549,1,41404,47499,0,Beto,O'Rourke,ORourke,Dem,63031,3,61921,50634,0,Delilah,Barrios,Grn,63505,2,71747,53409,0,Mark,Tippetts,Lib,63506,4,67209,52324,0,
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,G,Governor,Greg,Abbott,GOP,58549,41404,47499,True,True,True,9750000,97,4311144,14625000,True,20221108TX45901,2022-11-08,TX,58549,Greg,Abbott,True,GOP,58549,1,41404,47499,0,Beto,O'Rourke,ORourke,Dem,63031,3,61921,50634,0,Delilah,Barrios,Grn,63505,2,71747,53409,0,Mark,Tippetts,Lib,63506,4,67209,52324,0,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,G,Governor,Greg,Abbott,GOP,58549,41404,47499,True,True,True,9750000,97,5120245,14625000,True,20221108TX45901,2022-11-08,TX,58549,Greg,Abbott,True,GOP,58549,1,41404,47499,0,Beto,O'Rourke,ORourke,Dem,63031,3,61921,50634,0,Delilah,Barrios,Grn,63505,2,71747,53409,0,Mark,Tippetts,Lib,63506,4,67209,52324,0,
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,G,Governor,Greg,Abbott,GOP,58549,41404,47499,True,True,True,9750000,97,4418090,14625000,True,20221108TX45901,2022-11-08,TX,58549,Greg,Abbott,True,GOP,58549,1,41404,47499,0,Beto,O'Rourke,ORourke,Dem,63031,3,61921,50634,0,Delilah,Barrios,Grn,63505,2,71747,53409,0,Mark,Tippetts,Lib,63506,4,67209,52324,0,
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,G,Governor,Greg,Abbott,GOP,58549,41404,47499,True,True,True,9750000,97,5120245,14625000,True,20221108TX45901,2022-11-08,TX,58549,Greg,Abbott,True,GOP,58549,1,41404,47499,0,Beto,O'Rourke,ORourke,Dem,63031,3,61921,50634,0,Delilah,Barrios,Grn,63505,2,71747,53409,0,Mark,Tippetts,Lib,63506,4,67209,52324,0,
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,G,Governor,Greg,Abbott,GOP,58549,41404,47499,True,True,True,9750000,97,5431832,14625000,True,20221108TX45901,2022-11-08,TX,58549,Greg,Abbott,True,GOP,58549,1,41404,47499,0,Beto,O'Rourke,ORourke,Dem,63031,3,61921,50634,0,Delilah,Barrios,Grn,63505,2,71747,53409,0,Mark,Tippetts,Lib,63506,4,67209,52324,0,
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,G,Governor,Greg,Abbott,GOP,58549,41404,47499,True,True,True,9750000,97,5576246,14625000,True,20221108TX45901,2022-11-08,TX,58549,Greg,Abbott,True,GOP,58549,1,41404,47499,0,Beto,O'Rourke,ORourke,Dem,63031,3,61921,50634,0,Delilah,Barrios,Grn,63505,2,71747,53409,0,Mark,Tippetts,Lib,63506,4,67209,52324,0,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,G,Governor,Greg,Abbott,GOP,58549,41404,47499,True,True,True,9750000,97,5803254,14625000,True,20221108TX45901,2022-11-08,TX,58549,Greg,Abbott,True,GOP,58549,1,41404,47499,0,Beto,O'Rourke,ORourke,Dem,63031,3,61921,50634,0,Delilah,Barrios,Grn,63505,2,71747,53409,0,Mark,Tippetts,Lib,63506,4,67209,52324,0,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,G,Governor,Greg,Abbott,GOP,58549,41404,47499,True,True,True,9750000,97,6057618,14625000,True,20221108TX45901,2022-11-08,TX,58549,Greg,Abbott,True,GOP,58549,1,41404,47499,0,Beto,O'Rourke,ORourke,Dem,63031,3,61921,50634,0,Delilah,Barrios,Grn,63505,2,71747,53409,0,Mark,Tippetts,Lib,63506,4,67209,52324,0,
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,G,Governor,Greg,Abbott,GOP,58549,41404,47499,True,True,True,9750000,97,6220175,14625000,True,20221108TX45901,2022-11-08,TX,58549,Greg,Abbott,True,GOP,58549,1,41404,47499,0,Beto,O'Rourke,ORourke,Dem,63031,3,61921,50634,0,Delilah,Barrios,Grn,63505,2,71747,53409,0,Mark,Tippetts,Lib,63506,4,67209,52324,0,2022-11-09T03:56:00.284Z
1667967816,2022-11-08 22:23:36 -0600,d408c38a39cd0e703677d5a02a0d39ca6987e85c,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,G,Governor,Greg,Abbott,GOP,58549,41404,47499,True,True,True,9750000,97,6236722,14625000,True,20221108TX45901,2022-11-08,TX,58549,Greg,Abbott,True,GOP,58549,1,41404,47499,0,Beto,O'Rourke,ORourke,Dem,63031,3,61921,50634,0,Delilah,Barrios,Grn,63505,2,71747,53409,0,Mark,Tippetts,Lib,63506,4,67209,52324,0,2022-11-09T03:56:00.284Z
1667968138,2022-11-08 22:28:58 -0600,78be3d1941803188124b187362be51adf1e8fdfb,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,G,Governor,Greg,Abbott,GOP,58549,41404,47499,True,True,True,9750000,97,6282978,14625000,True,20221108TX45901,2022-11-08,TX,58549,Greg,Abbott,True,GOP,58549,1,41404,47499,0,Beto,O'Rourke,ORourke,Dem,63031,3,61921,50634,0,Delilah,Barrios,Grn,63505,2,71747,53409,0,Mark,Tippetts,Lib,63506,4,67209,52324,0,2022-11-09T03:56:00.284Z
1667968757,2022-11-08 22:39:17 -0600,444e7baf756125a86bedac9f7455307c41fed63a,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,G,Governor,Greg,Abbott,GOP,58549,41404,47499,True,True,True,9750000,97,6435559,14625000,True,20221108TX45901,2022-11-08,TX,58549,Greg,Abbott,True,GOP,58549,1,41404,47499,0,Beto,O'Rourke,ORourke,Dem,63031,3,61921,50634,0,Delilah,Barrios,Grn,63505,2,71747,53409,0,Mark,Tippetts,Lib,63506,4,67209,52324,0,2022-11-09T03:56:00.284Z
1667969505,2022-11-08 22:51:45 -0600,ffc1def8f9e2bf7a494bb8b128a38f199b58da48,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,G,Governor,Greg,Abbott,GOP,58549,41404,47499,True,True,True,9750000,97,6480471,14625000,True,20221108TX45901,2022-11-08,TX,58549,Greg,Abbott,True,GOP,58549,1,41404,47499,0,Beto,O'Rourke,ORourke,Dem,63031,3,61921,50634,0,Delilah,Barrios,Grn,63505,2,71747,53409,0,Mark,Tippetts,Lib,63506,4,67209,52324,0,2022-11-09T03:56:00.284Z
1667969768,2022-11-08 22:56:08 -0600,13751e5ba6ec1b0e3bf8ed4bdd82f9ad01fec7e2,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,G,Governor,Greg,Abbott,GOP,58549,41404,47499,True,True,True,9750000,97,6699055,14625000,True,20221108TX45901,2022-11-08,TX,58549,Greg,Abbott,True,GOP,58549,1,41404,47499,0,Beto,O'Rourke,ORourke,Dem,63031,3,61921,50634,0,Delilah,Barrios,Grn,63505,2,71747,53409,0,Mark,Tippetts,Lib,63506,4,67209,52324,0,2022-11-09T03:56:00.284Z
1667970637,2022-11-08 23:10:37 -0600,879713b6aae904f8cc55b1a8c3ce99346dd39ab3,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,G,Governor,Greg,Abbott,GOP,58549,41404,47499,True,True,True,9750000,97,6935550,14625000,True,20221108TX45901,2022-11-08,TX,58549,Greg,Abbott,True,GOP,58549,1,41404,47499,0,Beto,O'Rourke,ORourke,Dem,63031,3,61921,50634,0,Delilah,Barrios,Grn,63505,2,71747,53409,0,Mark,Tippetts,Lib,63506,4,67209,52324,0,2022-11-09T03:56:00.284Z
1667971482,2022-11-08 23:24:42 -0600,23c628a73988ac759f27061cca400c61ae3577c8,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,G,Governor,Greg,Abbott,GOP,58549,41404,47499,True,True,True,9750000,97,6972134,14625000,True,20221108TX45901,2022-11-08,TX,58549,Greg,Abbott,True,GOP,58549,1,41404,47499,0,Beto,O'Rourke,ORourke,Dem,63031,3,61921,50634,0,Delilah,Barrios,Grn,63505,2,71747,53409,0,Mark,Tippetts,Lib,63506,4,67209,52324,0,2022-11-09T03:56:00.284Z
1667972364,2022-11-08 23:39:24 -0600,bfe9cb466aa6b65574c16effa903cd993efd4fe0,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,G,Governor,Greg,Abbott,GOP,58549,41404,47499,True,True,True,9750000,97,7121355,14625000,True,20221108TX45901,2022-11-08,TX,58549,Greg,Abbott,True,GOP,58549,1,41404,47499,0,Beto,O'Rourke,ORourke,Dem,63031,3,61921,50634,0,Delilah,Barrios,Grn,63505,2,71747,53409,0,Mark,Tippetts,Lib,63506,4,67209,52324,0,2022-11-09T03:56:00.284Z
1667973115,2022-11-08 23:51:55 -0600,76528750fef7c265d19f91ec30e86804e3da6e06,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,G,Governor,Greg,Abbott,GOP,58549,41404,47499,True,True,True,9750000,97,7204441,14625000,True,20221108TX45901,2022-11-08,TX,58549,Greg,Abbott,True,GOP,58549,1,41404,47499,0,Beto,O'Rourke,ORourke,Dem,63031,3,61921,50634,0,Delilah,Barrios,Grn,63505,2,71747,53409,0,Mark,Tippetts,Lib,63506,4,67209,52324,0,2022-11-09T03:56:00.284Z
1667974664,2022-11-09 00:17:44 -0600,d987a91643923201706646f74ed6cc4da6a088a6,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,G,Governor,Greg,Abbott,GOP,58549,41404,47499,True,True,True,9750000,97,7337063,14625000,True,20221108TX45901,2022-11-08,TX,58549,Greg,Abbott,True,GOP,58549,1,41404,47499,0,Beto,O'Rourke,ORourke,Dem,63031,3,61921,50634,0,Delilah,Barrios,Grn,63505,2,71747,53409,0,Mark,Tippetts,Lib,63506,4,67209,52324,0,2022-11-09T03:56:00.284Z
1667975277,2022-11-09 00:27:57 -0600,17c095274dda52ebfb3b73285837dfacff37cb9b,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,G,Governor,Greg,Abbott,GOP,58549,41404,47499,True,True,True,9750000,97,7391220,14625000,True,20221108TX45901,2022-11-08,TX,58549,Greg,Abbott,True,GOP,58549,1,41404,47499,0,Beto,O'Rourke,ORourke,Dem,63031,3,61921,50634,0,Delilah,Barrios,Grn,63505,2,71747,53409,0,Mark,Tippetts,Lib,63506,4,67209,52324,0,2022-11-09T03:56:00.284Z
1667976184,2022-11-09 00:43:04 -0600,fe83a024be41b5416de8f3b3aadef0173027df04,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,G,Governor,Greg,Abbott,GOP,58549,41404,47499,True,True,True,9750000,97,7536157,14625000,True,20221108TX45901,2022-11-08,TX,58549,Greg,Abbott,True,GOP,58549,1,41404,47499,0,Beto,O'Rourke,ORourke,Dem,63031,3,61921,50634,0,Delilah,Barrios,Grn,63505,2,71747,53409,0,Mark,Tippetts,Lib,63506,4,67209,52324,0,2022-11-09T03:56:00.284Z
1667976834,2022-11-09 00:53:54 -0600,66d316822c5fe8194918b7a1fd16a85b82525509,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,G,Governor,Greg,Abbott,GOP,58549,41404,47499,True,True,True,9750000,97,7536135,14625000,True,20221108TX45901,2022-11-08,TX,58549,Greg,Abbott,True,GOP,58549,1,41404,47499,0,Beto,O'Rourke,ORourke,Dem,63031,3,61921,50634,0,Delilah,Barrios,Grn,63505,2,71747,53409,0,Mark,Tippetts,Lib,63506,4,67209,52324,0,2022-11-09T03:56:00.284Z
1667976875,2022-11-09 00:54:35 -0600,aef5a4a9a30b34f946f3098786ce9297f77ec589,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,G,Governor,Greg,Abbott,GOP,58549,41404,47499,True,True,True,9750000,97,7536157,14625000,True,20221108TX45901,2022-11-08,TX,58549,Greg,Abbott,True,GOP,58549,1,41404,47499,0,Beto,O'Rourke,ORourke,Dem,63031,3,61921,50634,0,Delilah,Barrios,Grn,63505,2,71747,53409,0,Mark,Tippetts,Lib,63506,4,67209,52324,0,2022-11-09T03:56:00.284Z
1667976996,2022-11-09 00:56:36 -0600,c42ff185ff10da6e900ee98d629248349a3fcfdc,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,G,Governor,Greg,Abbott,GOP,58549,41404,47499,True,True,True,9750000,97,7536135,14625000,True,20221108TX45901,2022-11-08,TX,58549,Greg,Abbott,True,GOP,58549,1,41404,47499,0,Beto,O'Rourke,ORourke,Dem,63031,3,61921,50634,0,Delilah,Barrios,Grn,63505,2,71747,53409,0,Mark,Tippetts,Lib,63506,4,67209,52324,0,2022-11-09T03:56:00.284Z
1667977812,2022-11-09 01:10:12 -0600,f6003f8f022049fc0501c9f6d634893d3cdbfc16,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,G,Governor,Greg,Abbott,GOP,58549,41404,47499,True,True,True,9750000,97,7678282,14625000,True,20221108TX45901,2022-11-08,TX,58549,Greg,Abbott,True,GOP,58549,1,41404,47499,0,Beto,O'Rourke,ORourke,Dem,63031,3,61921,50634,0,Delilah,Barrios,Grn,63505,2,71747,53409,0,Mark,Tippetts,Lib,63506,4,67209,52324,0,2022-11-09T03:56:00.284Z
1667978624,2022-11-09 01:23:44 -0600,97e704602754dedf1a218b99d26e3136f940ebe6,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,G,Governor,Greg,Abbott,GOP,58549,41404,47499,True,True,True,9750000,97,7692979,14625000,True,20221108TX45901,2022-11-08,TX,58549,Greg,Abbott,True,GOP,58549,1,41404,47499,0,Beto,O'Rourke,ORourke,Dem,63031,3,61921,50634,0,Delilah,Barrios,Grn,63505,2,71747,53409,0,Mark,Tippetts,Lib,63506,4,67209,52324,0,2022-11-09T03:56:00.284Z
1667979473,2022-11-09 01:37:53 -0600,5d943cd360aaf4835af0f146a5a7aa603bfdd4cb,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,G,Governor,Greg,Abbott,GOP,58549,41404,47499,True,True,True,9750000,97,7701588,14625000,True,20221108TX45901,2022-11-08,TX,58549,Greg,Abbott,True,GOP,58549,1,41404,47499,0,Beto,O'Rourke,ORourke,Dem,63031,3,61921,50634,0,Delilah,Barrios,Grn,63505,2,71747,53409,0,Mark,Tippetts,Lib,63506,4,67209,52324,0,2022-11-09T03:56:00.284Z
1667981123,2022-11-09 02:05:23 -0600,cab57d2c03fab6367d8f4209c67e475f346b5a09,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,G,Governor,Greg,Abbott,GOP,58549,41404,47499,True,True,True,9750000,97,7765239,14625000,True,20221108TX45901,2022-11-08,TX,58549,Greg,Abbott,True,GOP,58549,1,41404,47499,0,Beto,O'Rourke,ORourke,Dem,63031,3,61921,50634,0,Delilah,Barrios,Grn,63505,2,71747,53409,0,Mark,Tippetts,Lib,63506,4,67209,52324,0,2022-11-09T03:56:00.284Z
1667982835,2022-11-09 02:33:55 -0600,8e48ed8e0efd40f8d0dda28d27448766e0119b60,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,G,Governor,Greg,Abbott,GOP,58549,41404,47499,True,True,True,9750000,97,7766265,14625000,True,20221108TX45901,2022-11-08,TX,58549,Greg,Abbott,True,GOP,58549,1,41404,47499,0,Beto,O'Rourke,ORourke,Dem,63031,3,61921,50634,0,Delilah,Barrios,Grn,63505,2,71747,53409,0,Mark,Tippetts,Lib,63506,4,67209,52324,0,2022-11-09T03:56:00.284Z
1667983677,2022-11-09 02:47:57 -0600,9b7838a280f19cbb6fbc0c7b4c210c0b0c878b69,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,G,Governor,Greg,Abbott,GOP,58549,41404,47499,True,True,True,9750000,97,7766895,14625000,True,20221108TX45901,2022-11-08,TX,58549,Greg,Abbott,True,GOP,58549,1,41404,47499,0,Beto,O'Rourke,ORourke,Dem,63031,3,61921,50634,0,Delilah,Barrios,Grn,63505,2,71747,53409,0,Mark,Tippetts,Lib,63506,4,67209,52324,0,2022-11-09T03:56:00.284Z
