captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.10549.first,candidates.10549.last,candidates.10549.party,candidates.10549.candidateID,candidates.10549.ballotOrder,candidates.10549.polID,candidates.10549.polNum,candidates.10549.electWon,candidates.10555.first,candidates.10555.last,candidates.10555.abbrv,candidates.10555.party,candidates.10555.candidateID,candidates.10555.ballotOrder,candidates.10555.polID,candidates.10555.polNum,candidates.10555.electWon,candidates.10555.winnerDateTime
1667973512,2022-11-08 23:58:32 -0600,c5b8277525be0367964460ee9775326f5b2cc341,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,378869,99,178271,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1667974050,2022-11-09 00:07:30 -0600,7abf683084771abb66bcbd62c846b6795b86899c,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,382859,99,182949,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1667975072,2022-11-09 00:24:32 -0600,1160439825d46dbd816d3f7122a5cf79a867a03f,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,382859,99,185235,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1667978339,2022-11-09 01:18:59 -0600,e64fd6d30c0bca643babf663d248b28fa9a45ee8,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,382859,99,194254,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1667978379,2022-11-09 01:19:39 -0600,1ca0ccd452c54c13f283ba7866676be76a65da06,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,382859,99,185235,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1667978421,2022-11-09 01:20:21 -0600,fd4cba60c8af2db3bbc95876878bf1114019d874,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,382859,99,194254,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1667979192,2022-11-09 01:33:12 -0600,bdaf4fc12fe65f7bcce0f8063c33ccd41427f273,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,382859,99,194269,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1667981723,2022-11-09 02:15:23 -0600,ed0d693023b7325c0034a40bd5e527fb691b30d5,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,382859,99,200868,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1667984363,2022-11-09 02:59:23 -0600,d6a9e6483825182d1040b09b3e047ae20cab1e3a,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,384441,99,204134,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1667985093,2022-11-09 03:11:33 -0600,add46abbfc92cef6d2edcd2670f5bac30248fa35,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,374444,99,204134,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1667985436,2022-11-09 03:17:16 -0600,3424d47f5341c2a346e8a3799f78a52faeab6c0b,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,354441,99,204134,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1667986026,2022-11-09 03:27:06 -0600,e99be915e2896b0e6ab292dfb14f5ee346ab658c,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,354441,99,204548,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1667986070,2022-11-09 03:27:50 -0600,842d9624fa3e4ff5a6b6d21ac818296b8b09522a,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,354441,99,204134,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1667986108,2022-11-09 03:28:28 -0600,0d89337504a89a16ce478d64716763f3ed0e0320,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,354441,99,204548,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1667986872,2022-11-09 03:41:12 -0600,f878f3b60e8ceb3542d6c044870ffba85849690d,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,354441,99,212775,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1667988367,2022-11-09 04:06:07 -0600,569f912dbebdb6a9fd0dc530b121779cb6ef9407,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,354441,99,217505,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1667997437,2022-11-09 06:37:17 -0600,59114d251c78ade40c37bc82b261a5985b669aca,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,354441,99,221462,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1667997477,2022-11-09 06:37:57 -0600,20d52e1e0c285944447af9756e04cf1e2fd1f8d8,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,354441,99,217505,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1667997517,2022-11-09 06:38:37 -0600,75d2c2095329c564b91d30743795d2ff655b7c5a,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,354441,99,221462,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1668003054,2022-11-09 08:10:54 -0600,99c9a1e8bc4895e8ab6814fdf53fb244bb76eda3,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,363422,99,221462,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1668003096,2022-11-09 08:11:36 -0600,9d78346e173da10030b89551765abc30dee7ec44,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,347907,99,221462,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1668003136,2022-11-09 08:12:16 -0600,012e84ecb32a491c522e20645a10ebb106897dcb,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,363422,99,221462,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1668003176,2022-11-09 08:12:56 -0600,922cc6ab235b50734c8743c74e1b7fb12699c96d,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,347907,99,221462,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1668003216,2022-11-09 08:13:36 -0600,47b325db94bab399a1dc0f5f4b378090f0928ee2,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,363422,99,221462,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1668003337,2022-11-09 08:15:37 -0600,ea43270ea240a08651bcd80a091d8db56279c9f8,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,347907,99,221462,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1668003417,2022-11-09 08:16:57 -0600,424fcc7c3476af1210136d9c1a42b28cb6f59f02,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,363422,99,221462,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1668003459,2022-11-09 08:17:39 -0600,5aa5edcc1ce10856ba2602e6aa78496aa75cf8ac,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,347907,99,221462,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1668003623,2022-11-09 08:20:23 -0600,f98ce965800df96b877e6119a2a00e2b42d2e670,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,363422,99,221462,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1668003744,2022-11-09 08:22:24 -0600,81457a14864f7e8d249d1f6be7b2b54fab9c3abb,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,347907,99,221462,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1668003784,2022-11-09 08:23:04 -0600,59012c72d46803c2819e1e148816f5146b8bea27,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,363422,99,221462,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1668004715,2022-11-09 08:38:35 -0600,9af0257f1432a0aadb6b755e0bdee89bd504c803,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,359753,99,228007,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1668031383,2022-11-09 16:03:03 -0600,76e3bd5192a22416d2ffceffcb35125958b50853,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,359753,99,243020,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1668032252,2022-11-09 16:17:32 -0600,2a50b2cd48f7db564406b6f67a2014e43b42f7d0,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,359753,99,244154,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1668034837,2022-11-09 17:00:37 -0600,c63e4f0ba510718aef59ea5d4b3a1c07b3a28ffb,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,359753,99,244170,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1668041723,2022-11-09 18:55:23 -0600,fa5d4491bfe9fe0862deefab8e23f48ce64202df,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,359753,99,245129,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1668042387,2022-11-09 19:06:27 -0600,f547926eea0e021b6f64e3f6fbd99a4d77e6fd11,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,332081,99,245129,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1668043225,2022-11-09 19:20:25 -0600,35e7bda4399f4e2fc99e1fbd79da63598db7578c,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,332081,99,254502,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1668046527,2022-11-09 20:15:27 -0600,56b8f0496524746069ba9fb72162adafe0215eb5,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,379078,99,254502,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1668113532,2022-11-10 14:52:12 -0600,10ddd7d15d39926fe39162cfd96a9612f014e766,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,379078,99,262615,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1668114326,2022-11-10 15:05:26 -0600,dfac5b38ae6e80f3887475af96078ba59f2315aa,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,379078,99,262908,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1668114368,2022-11-10 15:06:08 -0600,025dd6f3c03d66082fa912e3eb0ac2422bb0f28b,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,379078,99,262615,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1668114410,2022-11-10 15:06:50 -0600,a63cedc64bdc10cdd2b42f9ea157325887b13bd2,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,379078,99,262908,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1668118666,2022-11-10 16:17:46 -0600,0c5ff3d9bb399805d045bd8543d5549b54ca778c,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,378976,99,262908,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1668129729,2022-11-10 19:22:09 -0600,0c4844dde34a486799b31f81e91a5c94cad86243,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,378976,99,276251,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1668133288,2022-11-10 20:21:28 -0600,518f66fc51081ddf6ce51ff8227aa087c535c663,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,378976,99,277516,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1668134056,2022-11-10 20:34:16 -0600,bba257aec71ca7bb708a385492aa2c497586a609,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,365928,99,277516,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1668134099,2022-11-10 20:34:59 -0600,4bc34595483497ae542c2be500cabf388af5e2a4,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,378976,99,277516,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1668134143,2022-11-10 20:35:43 -0600,fc704a4904e9d21469823a98fcd62b1031067fec,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,365928,99,277516,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1668134957,2022-11-10 20:49:17 -0600,37da64d4b267a416585d64e28113d3727295be48,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,365928,99,279902,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1668142579,2022-11-10 22:56:19 -0600,e671fdac0cf72d9356d608af12c69352eb17d62f,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,368874,99,279902,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1668193992,2022-11-11 13:13:12 -0600,d25ab54a9bc09f4abdd27c0890a26c402e52ae72,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,368878,99,279902,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1668195702,2022-11-11 13:41:42 -0600,ead59cff6c4d9ca1c230ba5d2f469aa326bf7f26,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,368878,99,280245,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1668217265,2022-11-11 19:41:05 -0600,936f0556d7a764268a8e27ab5ffa02d7d7786300,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,368878,99,296438,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1668218085,2022-11-11 19:54:45 -0600,d29b2d69098ea9dd8a4b682a5bc2abd05178bc02,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,357376,99,296438,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1668297573,2022-11-12 17:59:33 -0600,1eebfb4db4efcef13663cb46ecb806a93cdf1fb6,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,357376,99,309240,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
1668297868,2022-11-12 18:04:28 -0600,3f877f098bb7ef99f36490eb73b985b4b0e16508,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,357310,99,309240,1189968,True,20221108AZ3544,2022-11-08,AZ,Kirsten,Engel,Dem,10549,1,70975,5899,0,Juan,Ciscomani,Ciscoman,GOP,10555,2,70979,6242,0,
