captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.abbrv,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.13042.first,candidates.13042.last,candidates.13042.incumbent,candidates.13042.party,candidates.13042.candidateID,candidates.13042.ballotOrder,candidates.13042.polID,candidates.13042.polNum,candidates.13042.electWon,candidates.13899.first,candidates.13899.last,candidates.13899.party,candidates.13899.candidateID,candidates.13899.ballotOrder,candidates.13899.polID,candidates.13899.polNum,candidates.13899.electWon,candidates.14092.first,candidates.14092.last,candidates.14092.party,candidates.14092.candidateID,candidates.14092.ballotOrder,candidates.14092.polID,candidates.14092.polNum,candidates.14092.electWon,candidates.14093.first,candidates.14093.last,candidates.14093.abbrv,candidates.14093.party,candidates.14093.candidateID,candidates.14093.ballotOrder,candidates.14093.polID,candidates.14093.polNum,candidates.14093.electWon,candidates.14094.first,candidates.14094.last,candidates.14094.party,candidates.14094.candidateID,candidates.14094.ballotOrder,candidates.14094.polID,candidates.14094.polNum,candidates.14094.electWon,candidates.13042.winnerDateTime,isCertified
1667997556,2022-11-09 06:39:16 -0600,ba6011c094384d5534729a03a404c0cea5c7aea4,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2355592,99,1884474,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1668020356,2022-11-09 12:59:16 -0600,bb5979591fb0f1477711b6f5bb261f8a8e50614d,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2355592,99,1886062,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1668022892,2022-11-09 13:41:32 -0600,3ab14a362bf7f740c8ec0d5890ca3e987752a762,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2355592,99,1906470,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1668027065,2022-11-09 14:51:05 -0600,ad3bf6bd0fd24dabbd3646b408641e20080672b7,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2355592,99,1919086,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1668028683,2022-11-09 15:18:03 -0600,5fd6158255049d3bce406fa1ec502b3133e7a8d0,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2355592,99,1920177,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1668032211,2022-11-09 16:16:51 -0600,34b68c619e28f268a24e09ae97c553b9f99bbe8e,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2355592,99,1941186,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1668033094,2022-11-09 16:31:34 -0600,98da3999dc259e93a6fc6dd2caad1e6bcd653b18,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2355592,99,1943508,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1668035515,2022-11-09 17:11:55 -0600,f975291a6821b35d88032d15ac48e4c44d4eeae1,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2355592,99,1987990,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1668036319,2022-11-09 17:25:19 -0600,05eaee291c77e5286382d2a154ff9a21fd6bcb93,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2355592,99,1992297,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1668036359,2022-11-09 17:25:59 -0600,f21eff637deb1cdffe90f9f0b6e84944f0b82a86,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2355592,99,1987990,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1668036400,2022-11-09 17:26:40 -0600,1dcc325503883ef5f79017b7d75a0e2b35425dc6,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2355592,99,1992297,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1668038844,2022-11-09 18:07:24 -0600,343880dc2d5113572effc022e90e9c9615a13eaf,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2355592,99,1999568,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1668038885,2022-11-09 18:08:05 -0600,80419e6d905d960dac4ae9aa29b8c1361c979911,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2355592,99,1992297,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1668038927,2022-11-09 18:08:47 -0600,89387bbed153ca4da29b55532d4da34361268d34,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2355592,99,1999568,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1668039726,2022-11-09 18:22:06 -0600,83539fab6facd80df490186ea4a3c74006899f11,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2355592,99,2002931,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1668040533,2022-11-09 18:35:33 -0600,0babfadd6d24edf83b7d68943aca9908389ee933,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2355592,99,2009943,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1668041303,2022-11-09 18:48:23 -0600,96714b9a7dcfecce7522bba7e2480a18bf3408a2,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2355592,99,2024975,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1668042182,2022-11-09 19:03:02 -0600,569aead815e94a7a5ece1e4ec6c4c4dafceaec18,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2355592,99,2034544,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1668043896,2022-11-09 19:31:36 -0600,a4fe5d6be65a3c7e81f16ff799b0bd2838c963cb,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2355592,99,2035906,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1668044945,2022-11-09 19:49:05 -0600,2c3c1a26bfe12431c2627940e7f0f1260e1f9ec6,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2355592,99,2036459,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1668049828,2022-11-09 21:10:28 -0600,931a82d88fc02659900459340c8bce8785209c37,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2355592,99,2038843,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1668050680,2022-11-09 21:24:40 -0600,f486460e5469d4ee8fdc4d2f5854755efb4adb7c,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2355592,99,2059470,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1668050979,2022-11-09 21:29:39 -0600,f425413f08ed8ab4de6513fa1005eaa190f18ac1,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2355592,99,2066750,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1668053918,2022-11-09 22:18:38 -0600,a159db74cb47c34dfffcd555760e8b4e59addb7a,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2355592,99,2073178,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1668054705,2022-11-09 22:31:45 -0600,d21559a02dc7b4fc4b7e24e80da5876d9066c49f,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2355592,99,2084686,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1668101665,2022-11-10 11:34:25 -0600,4ba12d2e1413a967cfc1cf15dd0c97f9ed3f2209,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2355592,99,2086375,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1668104616,2022-11-10 12:23:36 -0600,0ebfa4a979f79ada367ea4703c65023d35761e70,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2355592,99,2090447,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1668108848,2022-11-10 13:34:08 -0600,b9c2cb32268ed8f8be56d9b7da630741902f7861,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2488627,99,2090447,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1668111982,2022-11-10 14:26:22 -0600,492fb6da02fe5e4af2dbd774171fc8054299005f,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2488627,99,2092561,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1668113026,2022-11-10 14:43:46 -0600,54552eaa6be1968687e891176ce8e03f21a0420c,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2488627,99,2108753,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1668113909,2022-11-10 14:58:29 -0600,390e5f89ae448b2cbe422cf09f60135a85086de3,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2488627,99,2119467,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1668115588,2022-11-10 15:26:28 -0600,964c4330654506b519fec7f2e6fe3a33e3c1862b,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2488627,99,2135438,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1668119885,2022-11-10 16:38:05 -0600,09bdf3d88175785ad6168f422d503785402d2bef,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2488627,99,2138963,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1668125153,2022-11-10 18:05:53 -0600,1f0c4727e1e606f861cd828028b30f62729cfb85,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2488627,99,2189363,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1668125195,2022-11-10 18:06:35 -0600,7f132092628366ed9ec8fa9881a350b57801a68b,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2488627,99,2138963,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1668125236,2022-11-10 18:07:16 -0600,f4b09108a78890baf12183e206873dbd2aafd742,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2488627,99,2189363,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1668125874,2022-11-10 18:17:54 -0600,60879baf329a7dd5a71b2255087b905479a43c34,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2488627,99,2240798,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1668129097,2022-11-10 19:11:37 -0600,6bb05d8de998cb5bdd50a87158875d424e1ccb84,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2488627,99,2266792,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1668129436,2022-11-10 19:17:16 -0600,870a8de5b6d146e9229edf38127836bc0ff402de,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2488627,99,2252429,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1668129478,2022-11-10 19:17:58 -0600,bac8b53f8dab81541f136e2799083584aa488f91,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2488627,99,2266792,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1668129894,2022-11-10 19:24:54 -0600,2e9fcc3e75f6da15b02935823952975d95e0fb81,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2488627,99,2266921,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
