captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.abbrv,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.13042.first,candidates.13042.last,candidates.13042.incumbent,candidates.13042.party,candidates.13042.candidateID,candidates.13042.ballotOrder,candidates.13042.polID,candidates.13042.polNum,candidates.13042.electWon,candidates.13899.first,candidates.13899.last,candidates.13899.party,candidates.13899.candidateID,candidates.13899.ballotOrder,candidates.13899.polID,candidates.13899.polNum,candidates.13899.electWon,candidates.14092.first,candidates.14092.last,candidates.14092.party,candidates.14092.candidateID,candidates.14092.ballotOrder,candidates.14092.polID,candidates.14092.polNum,candidates.14092.electWon,candidates.14093.first,candidates.14093.last,candidates.14093.abbrv,candidates.14093.party,candidates.14093.candidateID,candidates.14093.ballotOrder,candidates.14093.polID,candidates.14093.polNum,candidates.14093.electWon,candidates.14094.first,candidates.14094.last,candidates.14094.party,candidates.14094.candidateID,candidates.14094.ballotOrder,candidates.14094.polID,candidates.14094.polNum,candidates.14094.electWon,candidates.13042.winnerDateTime,isCertified
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2600000,99,1371888,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2600000,99,1453615,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2600000,99,1589699,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2600000,99,1596546,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2600000,99,1621296,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1667967681,2022-11-08 22:21:21 -0600,21dcb165d821d41661e7c4d6fbcc7bfbb94326bb,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2600000,99,1659606,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1667968538,2022-11-08 22:35:38 -0600,921a14073c0a588fcddcb6fa0c38955a3a5e6401,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2600000,99,1669026,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1667969292,2022-11-08 22:48:12 -0600,27c0128769cb9950dd2d2f7b010376c6821eb8bd,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2600000,99,1695611,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1667970241,2022-11-08 23:04:01 -0600,d53bae4b64596045c97e6eb2ac077f70fc0cec78,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2600000,99,1705070,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1667971079,2022-11-08 23:17:59 -0600,1cf7281bce65e8581e70a1164dc3589ed87371d4,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2600000,99,1721348,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1667971966,2022-11-08 23:32:46 -0600,2ca4b8a8cf3e531914fdadd9eb0cfa27feade89d,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2600000,99,1721499,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1667972216,2022-11-08 23:36:56 -0600,85a5bd7dbe5253f418489691a179128d5ff518d6,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2600000,99,1724743,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1667973028,2022-11-08 23:50:28 -0600,a3d91b8cb9f4b51cad939bdf33c45f8678401177,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2600000,99,1736765,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1667973878,2022-11-09 00:04:38 -0600,dd0a2fb7e0a1ea86d312428fcf4c7c68541cc7da,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2600000,99,1749506,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1667974712,2022-11-09 00:18:32 -0600,8831ad0cd913a7df98a9591de88a61ddfc8730ee,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2600000,99,1756136,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1667975443,2022-11-09 00:30:43 -0600,d3fce30549290fb6ab466f77998222999d6c79b9,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2600000,99,1772037,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1667976265,2022-11-09 00:44:25 -0600,f24bbc37a7ca703e419e133d048b4da5b1f386e7,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2600000,99,1778027,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1667976467,2022-11-09 00:47:47 -0600,32bb8c730464b2ab549dbe977eea353741198772,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2600000,99,1797294,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1667977288,2022-11-09 01:01:28 -0600,8a44f565442a4579e6df315edf5565e7f37a882b,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2600000,99,1802390,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1667978057,2022-11-09 01:14:17 -0600,45226886ebec704c2559e16aa3f6244612fff44c,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2600000,99,1805476,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1667978906,2022-11-09 01:28:26 -0600,46fb017a53063e25347989264492b06463ea0564,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2600000,99,1816888,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1667979727,2022-11-09 01:42:07 -0600,f41db939b852c033d0f66ec2a12ae59a5cf6c37a,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2600000,99,1844418,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1667980632,2022-11-09 01:57:12 -0600,64acd32e8668f8543b9301ec796b80c9900834d5,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2600000,99,1845810,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1667981443,2022-11-09 02:10:43 -0600,7cffe27ed1e74c6f72f6bbb8eb945d7366a075bf,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2600000,99,1867186,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1667982318,2022-11-09 02:25:18 -0600,d78896390711a8466dc4ef9e83dee06bc896d9df,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2600000,99,1870926,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1667983190,2022-11-09 02:39:50 -0600,33d66fac29e7b6dbaed9d0c4d2c158e412e07a74,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2398623,99,1870926,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1667983963,2022-11-09 02:52:43 -0600,f1299e7b87e7b24a37e8c19b46028623185c8975,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2398623,99,1873470,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1667984888,2022-11-09 03:08:08 -0600,0a25683529b8d73a4f5b69baea0a2f251fde5a9e,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2398623,99,1874092,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1667985732,2022-11-09 03:22:12 -0600,3702b24fea3edad701ffe581ae9d29fa7027d761,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2398623,99,1875727,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
1667986590,2022-11-09 03:36:30 -0600,807a67bd2dd5f5804d3aaa9d1f793b08c0174156,CO-20221108_Eday80,6,General,G,Active Tabulation,Called,G,Governor,Jared,Polis,Polis,Dem,13042,9302,8222,True,True,True,2398623,99,1877700,4316424,True,20221108CO6619,2022-11-08,CO,13042,Jared,Polis,True,Dem,13042,2,9302,8222,0,Heidi,Ganahl,GOP,13899,1,70807,9073,0,Paul,Fiorino,Uty,14092,3,53523,8172,0,Danielle,Neuschwanger,Nschwngr,AmC,14093,4,71757,9785,0,Kevin,Ruskusky,Lib,14094,5,71756,9786,0,2022-11-09T02:58:29.510Z,
