captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.28445.first,candidates.28445.last,candidates.28445.party,candidates.28445.candidateID,candidates.28445.ballotOrder,candidates.28445.polID,candidates.28445.polNum,candidates.28445.electWon,candidates.28446.first,candidates.28446.last,candidates.28446.abbrv,candidates.28446.party,candidates.28446.candidateID,candidates.28446.ballotOrder,candidates.28446.polID,candidates.28446.polNum,candidates.28446.electWon,candidates.28446.winnerDateTime,isCertified
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,456405,99,167131,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,456405,99,178303,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,456405,99,198897,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,,
1667967636,2022-11-08 22:20:36 -0600,1bed774242ed32fb5f86bc6fed50c68740cf5631,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,456405,99,192319,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,,
1667967725,2022-11-08 22:22:05 -0600,2e205cdf5acdeccc3a2b1c632c181258e2163fd9,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,456405,99,198897,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,,
1667967816,2022-11-08 22:23:36 -0600,d408c38a39cd0e703677d5a02a0d39ca6987e85c,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,456405,99,192319,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,,
1667967862,2022-11-08 22:24:22 -0600,70f93394ffa370662e7d52b8ef52310baba3c929,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,456405,99,198897,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,,
1667967954,2022-11-08 22:25:54 -0600,ddd8cd55583cb4e51013ac431e84d23dc8167e7a,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,456405,99,192319,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,,
1667968047,2022-11-08 22:27:27 -0600,3febed665f84b6f0a9717d87750ee8049f50fab6,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,456405,99,209134,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,,
1667968092,2022-11-08 22:28:12 -0600,c3a7bcfa6d57d19e0339cd5eff437c13c5a7dec5,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,456405,99,198897,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,,
1667968182,2022-11-08 22:29:42 -0600,8e189a9f8e65ddc0a78641bf1d30b4fa1f53a113,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,456405,99,217261,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,,
1667968227,2022-11-08 22:30:27 -0600,b78ec951061d2bf917e09f1eb01cb079af5e3a88,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,456405,99,209134,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,,
1667968316,2022-11-08 22:31:56 -0600,c7364a5d7197a125b098705a317e32ff0afe0f57,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,456405,99,217261,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,,
1667968406,2022-11-08 22:33:26 -0600,9894c9990b429281fa1911dc561355d202f43cc4,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,456405,99,209134,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,,
1667968538,2022-11-08 22:35:38 -0600,921a14073c0a588fcddcb6fa0c38955a3a5e6401,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,456405,99,217261,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,,
1667968580,2022-11-08 22:36:20 -0600,8dda0f830e7e8651004cd9142ca946394c2bd364,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,456405,99,209134,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,,
1667968667,2022-11-08 22:37:47 -0600,a013d457c641e43c359ed7cf524810962213905d,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,456405,99,217261,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,,
1667968931,2022-11-08 22:42:11 -0600,cca40a484cb23456c0df129e9bd1750068cb4880,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,456405,99,219817,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,,
1667969018,2022-11-08 22:43:38 -0600,465844bb53a3330849af3b4eca4fced2045c6920,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,456405,99,224958,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,,
1667969160,2022-11-08 22:46:00 -0600,702f27aec8e9117aaf59a55a71ae69d9a7aed7a6,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,456405,99,219817,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,,
1667969248,2022-11-08 22:47:28 -0600,22d8758416ee8e5b986d6c680c79fc8b3c4bdaaf,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,456405,99,224958,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,,
1667969292,2022-11-08 22:48:12 -0600,27c0128769cb9950dd2d2f7b010376c6821eb8bd,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,456405,99,219817,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,,
1667969334,2022-11-08 22:48:54 -0600,564b670a16af98b12d8c8533dac3052916cfa498,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,456405,99,224958,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,,
1667969376,2022-11-08 22:49:36 -0600,4ac813ba060ccffdf02cdf61aae9dd9c0b214438,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,456405,99,219817,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,,
1667969505,2022-11-08 22:51:45 -0600,ffc1def8f9e2bf7a494bb8b128a38f199b58da48,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,456405,99,224958,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,,
1667969855,2022-11-08 22:57:35 -0600,8c3f41d4804fda622cab89f365a05518b70e5a91,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,456405,99,235676,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,,
1667970681,2022-11-08 23:11:21 -0600,dd69cd860a28762a05e9344e662f63641aef1dd4,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,446204,99,247485,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,,
1667970723,2022-11-08 23:12:03 -0600,c9be1e43f4fd7fd7004c00409f7a589f170f0784,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,456405,99,235676,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,,
1667970772,2022-11-08 23:12:52 -0600,ff16f6d52970f222f2507893063188ae79c5be58,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,446204,99,247485,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,,
1667971742,2022-11-08 23:29:02 -0600,928d948d0f0c53b13f9f2ca578d94ee9e3764e1c,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,419536,99,272172,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,,
1667972585,2022-11-08 23:43:05 -0600,801d3f687be77bd20982c8b22a575eda658a7594,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,419536,99,272784,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,,
1667973424,2022-11-08 23:57:04 -0600,af3468c86121e4f756caa76aafa8fe74e6306883,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,419536,99,273073,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,,
1667973835,2022-11-09 00:03:55 -0600,b3bdd8a625be8657c0e5a46d72158acdcfd366d2,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,419536,99,278422,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,,
1667974712,2022-11-09 00:18:32 -0600,8831ad0cd913a7df98a9591de88a61ddfc8730ee,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,419536,99,307572,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,,
1667975484,2022-11-09 00:31:24 -0600,81d3631081e4e7b24b990567f86cc67079a95e6c,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,419536,99,309040,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,,
1667976346,2022-11-09 00:45:46 -0600,b9be9344301c155fbb38561b225d36627ab71bd2,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,419536,99,311029,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,,
1667977118,2022-11-09 00:58:38 -0600,166d3636d4ad2b271b1961e941eeb74972fe2b9a,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,419536,99,312286,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,,
1667980588,2022-11-09 01:56:28 -0600,0c7fd85934c29b9de74f428a2225a74f565ce18c,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,415287,99,312286,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,,
1667981363,2022-11-09 02:09:23 -0600,bfa0f0af48aad4f07dbb25f4832040f613fe6f03,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,415413,99,312286,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,,
1668010371,2022-11-09 10:12:51 -0600,8552c5c15160da81b68846865e7ca5cf9b813567,WI-20221108_Eday80,50,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,370588,99,312286,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,,
1668011238,2022-11-09 10:27:18 -0600,c148e034d802fcddfdc86721b83c735113d39a3c,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,334507,99,312286,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,2022-11-09T16:24:37.025Z,
1668012107,2022-11-09 10:41:47 -0600,c035c67210a2add268f40ad917cbf1ad527e7938,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,326984,99,312286,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,2022-11-09T16:24:37.025Z,
1668020530,2022-11-09 13:02:10 -0600,1be728ce4972d5c04158d2666e916743bec7a567,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,315442,99,312286,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,2022-11-09T16:24:37.025Z,
1668023016,2022-11-09 13:43:36 -0600,3feb63158952e472b3722b461eed19b774b0a7bd,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,315442,99,312296,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,2022-11-09T16:24:37.025Z,
1668025438,2022-11-09 14:23:58 -0600,3cd4120dd92ec7746fe43224bcd0770070524a09,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,315452,99,312296,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,2022-11-09T16:24:37.025Z,
1668029904,2022-11-09 15:38:24 -0600,49bedfb605543dc18623207f0f7ab7b30085ae05,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,315452,99,312297,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,2022-11-09T16:24:37.025Z,
1668105571,2022-11-10 12:39:31 -0600,0906a11cfd6e65605542056fbf7b4257b57a6a62,WI-20221108_Eday80,50,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,320809,99,317601,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,2022-11-09T16:24:37.025Z,
1668279042,2022-11-12 12:50:42 -0600,d6d1cb090d04657265367f49cfab113f1a908259,WI-20221108_Eday80,50,General,G,Tabulation Paused,Called,H,U.S. House,True,District 3,3,320809,99,317601,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,2022-11-09T16:24:37.025Z,
1669168110,2022-11-22 19:48:30 -0600,487d62c64f0c5c32e0c13b7471ddfd09258257af,WI-20221108_Eday80,50,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 3,3,320809,99,317601,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,2022-11-09T16:24:37.025Z,False
1669169090,2022-11-22 20:04:50 -0600,3716ede7269cacfdb66ac12e1825d0365295a233,WI-20221108_Eday80,50,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 3,3,320809,99,317575,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,2022-11-09T16:24:37.025Z,False
1669170103,2022-11-22 20:21:43 -0600,406e4cd86f3b45a28a698862bd3a944dd0bbb944,WI-20221108_Eday80,50,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 3,3,320809,99,317572,984338,True,20221108WI50048,2022-11-08,WI,Brad,Pfaff,Dem,28445,1,71223,53331,0,Derrick,Van Orden,VanOrden,GOP,28446,2,69183,53297,0,2022-11-09T16:24:37.025Z,False
