captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.77000.first,candidates.77000.last,candidates.77000.abbrv,candidates.77000.incumbent,candidates.77000.party,candidates.77000.candidateID,candidates.77000.ballotOrder,candidates.77000.polID,candidates.77000.polNum,candidates.77000.electWon,candidates.86731.first,candidates.86731.last,candidates.86731.party,candidates.86731.candidateID,candidates.86731.ballotOrder,candidates.86731.polID,candidates.86731.polNum,candidates.86731.electWon,candidates.77000.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,NY-20221108_Eday80,33,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 7,7,205998,99,0,12359054,True,20221108NY36587,2022-11-08,NY,77000,Nydia,Velazquez,Velazquz,True,Dem,77000,1,1535,49659,0.0,Juan,Pagan,GOP,86731,2,71421,51404,0.0,,
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,NY-20221108_Eday80,33,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,205998,99,35933,12359054,True,20221108NY36587,2022-11-08,NY,77000,Nydia,Velazquez,Velazquz,True,Dem,77000,1,1535,49659,0.0,Juan,Pagan,GOP,86731,2,71421,51404,0.0,,
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,NY-20221108_Eday80,33,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,205998,99,36122,12359054,True,20221108NY36587,2022-11-08,NY,77000,Nydia,Velazquez,Velazquz,True,Dem,77000,1,1535,49659,0.0,Juan,Pagan,GOP,86731,2,71421,51404,0.0,,
1667960816,2022-11-09 02:26:56 +0000,8a1624065b18c7c6c4408259c296b51116c46c3f,NY-20221108_Eday80,33,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,205998,99,42154,12359054,True,20221108NY36587,2022-11-08,NY,77000,Nydia,Velazquez,Velazquz,True,Dem,77000,1,1535,49659,0.0,Juan,Pagan,GOP,86731,2,71421,51404,0.0,,
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,NY-20221108_Eday80,33,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,205998,99,46167,12359054,True,20221108NY36587,2022-11-08,NY,77000,Nydia,Velazquez,Velazquz,True,Dem,77000,1,1535,49659,0.0,Juan,Pagan,GOP,86731,2,71421,51404,0.0,,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,NY-20221108_Eday80,33,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,205998,99,53913,12359054,True,20221108NY36587,2022-11-08,NY,77000,Nydia,Velazquez,Velazquz,True,Dem,77000,1,1535,49659,0.0,Juan,Pagan,GOP,86731,2,71421,51404,0.0,,
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,NY-20221108_Eday80,33,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,205998,99,75450,12359054,True,20221108NY36587,2022-11-08,NY,77000,Nydia,Velazquez,Velazquz,True,Dem,77000,1,1535,49659,0.0,Juan,Pagan,GOP,86731,2,71421,51404,0.0,,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,NY-20221108_Eday80,33,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,205998,99,67096,12359054,True,20221108NY36587,2022-11-08,NY,77000,Nydia,Velazquez,Velazquz,True,Dem,77000,1,1535,49659,0.0,Juan,Pagan,GOP,86731,2,71421,51404,0.0,,
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,NY-20221108_Eday80,33,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,205998,99,77176,12359054,True,20221108NY36587,2022-11-08,NY,77000,Nydia,Velazquez,Velazquz,True,Dem,77000,1,1535,49659,0.0,Juan,Pagan,GOP,86731,2,71421,51404,0.0,,
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,NY-20221108_Eday80,33,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,205998,99,89983,12359054,True,20221108NY36587,2022-11-08,NY,77000,Nydia,Velazquez,Velazquz,True,Dem,77000,1,1535,49659,0.0,Juan,Pagan,GOP,86731,2,71421,51404,0.0,,
