captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.4643.first,candidates.4643.last,candidates.4643.abbrv,candidates.4643.party,candidates.4643.incumbent,candidates.4643.candidateID,candidates.4643.polID,candidates.4643.ballotOrder,candidates.4643.polNum,candidates.4643.electWon,candidates.6166.first,candidates.6166.last,candidates.6166.party,candidates.6166.candidateID,candidates.6166.polID,candidates.6166.ballotOrder,candidates.6166.polNum,candidates.6166.electWon,candidates.6424.first,candidates.6424.last,candidates.6424.party,candidates.6424.candidateID,candidates.6424.polID,candidates.6424.ballotOrder,candidates.6424.polNum,candidates.6424.electWon,candidates.4643.winnerDateTime,isCertified
1668318624,2022-11-12 23:50:24 -0600,92f20c6a70861a10408c5000d197d13ca84f4642,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,308596,99,291939,466732,True,20221108OR38530,2022-11-08,OR,4643,Earl,Blumenauer,Blumenr,Dem,True,4643,482,1,38593,0,Joanna,Harbour,GOP,6166,68659,2,41097,0,David,Delk,Prg,6424,65825,3,40906,0,2022-11-09T04:33:36.635Z,
1668367749,2022-11-13 13:29:09 -0600,e5bf82ff5623c13c8051ffc775f97a4fb3c49000,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,300690,99,291939,466732,True,20221108OR38530,2022-11-08,OR,4643,Earl,Blumenauer,Blumenr,Dem,True,4643,482,1,38593,0,Joanna,Harbour,GOP,6166,68659,2,41097,0,David,Delk,Prg,6424,65825,3,40906,0,2022-11-09T04:33:36.635Z,
1668445983,2022-11-14 11:13:03 -0600,f0c62edd0de8bda92b8a2d05f77f2bbd30d3bcc0,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,300359,99,291939,466732,True,20221108OR38530,2022-11-08,OR,4643,Earl,Blumenauer,Blumenr,Dem,True,4643,482,1,38593,0,Joanna,Harbour,GOP,6166,68659,2,41097,0,David,Delk,Prg,6424,65825,3,40906,0,2022-11-09T04:33:36.635Z,
1668475914,2022-11-14 19:31:54 -0600,17b30601fe561fe0e0563bec8b8880b056e12262,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,300359,99,295563,466732,True,20221108OR38530,2022-11-08,OR,4643,Earl,Blumenauer,Blumenr,Dem,True,4643,482,1,38593,0,Joanna,Harbour,GOP,6166,68659,2,41097,0,David,Delk,Prg,6424,65825,3,40906,0,2022-11-09T04:33:36.635Z,
1668476898,2022-11-14 19:48:18 -0600,9dec7d2ee1a4874d23d33cddb04c3374488d5ee3,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,300274,99,295563,466732,True,20221108OR38530,2022-11-08,OR,4643,Earl,Blumenauer,Blumenr,Dem,True,4643,482,1,38593,0,Joanna,Harbour,GOP,6166,68659,2,41097,0,David,Delk,Prg,6424,65825,3,40906,0,2022-11-09T04:33:36.635Z,
1668479308,2022-11-14 20:28:28 -0600,048a5508e8703a803a6353a2bd8764bc99758abe,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,301596,99,295563,466732,True,20221108OR38530,2022-11-08,OR,4643,Earl,Blumenauer,Blumenr,Dem,True,4643,482,1,38593,0,Joanna,Harbour,GOP,6166,68659,2,41097,0,David,Delk,Prg,6424,65825,3,40906,0,2022-11-09T04:33:36.635Z,
1668551580,2022-11-15 16:33:00 -0600,7815a0a5af22ab58042f1ef23c17407774ccb467,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,301596,99,296608,466732,True,20221108OR38530,2022-11-08,OR,4643,Earl,Blumenauer,Blumenr,Dem,True,4643,482,1,38593,0,Joanna,Harbour,GOP,6166,68659,2,41097,0,David,Delk,Prg,6424,65825,3,40906,0,2022-11-09T04:33:36.635Z,
1668634374,2022-11-16 15:32:54 -0600,46590f1df8baffe26a2240114a4aa728865b7229,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,300109,99,297079,466732,True,20221108OR38530,2022-11-08,OR,4643,Earl,Blumenauer,Blumenr,Dem,True,4643,482,1,38593,0,Joanna,Harbour,GOP,6166,68659,2,41097,0,David,Delk,Prg,6424,65825,3,40906,0,2022-11-09T04:33:36.635Z,
1668636607,2022-11-16 16:10:07 -0600,91511ac184f25d00b24ece783f526d157720fdd3,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,300585,99,297079,466732,True,20221108OR38530,2022-11-08,OR,4643,Earl,Blumenauer,Blumenr,Dem,True,4643,482,1,38593,0,Joanna,Harbour,GOP,6166,68659,2,41097,0,David,Delk,Prg,6424,65825,3,40906,0,2022-11-09T04:33:36.635Z,
1668641643,2022-11-16 17:34:03 -0600,8d5a6aa47d4f6f6fb885cec7a4df7d71f9a06e4a,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 3,3,300655,99,297573,466732,True,20221108OR38530,2022-11-08,OR,4643,Earl,Blumenauer,Blumenr,Dem,True,4643,482,1,38593,0,Joanna,Harbour,GOP,6166,68659,2,41097,0,David,Delk,Prg,6424,65825,3,40906,0,2022-11-09T04:33:36.635Z,
1668877216,2022-11-19 11:00:16 -0600,ae78cff2e46a60963e26323fb60cd25bdd10a58a,OR-20221108_Eday80,38,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 3,3,300655,99,298632,466732,True,20221108OR38530,2022-11-08,OR,4643,Earl,Blumenauer,Blumenr,Dem,True,4643,482,1,38593,0,Joanna,Harbour,GOP,6166,68659,2,41097,0,David,Delk,Prg,6424,65825,3,40906,0,2022-11-09T04:33:36.635Z,
1669133848,2022-11-22 10:17:28 -0600,cdfa4cb5e447f05eaa02b04a326d1a7293b0c18f,OR-20221108_Eday80,38,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 3,3,300655,99,300012,466732,True,20221108OR38530,2022-11-08,OR,4643,Earl,Blumenauer,Blumenr,Dem,True,4643,482,1,38593,0,Joanna,Harbour,GOP,6166,68659,2,41097,0,David,Delk,Prg,6424,65825,3,40906,0,2022-11-09T04:33:36.635Z,
1669144117,2022-11-22 13:08:37 -0600,ae42eaa37cad134ceb25bd11acdc00f0805d0e6f,OR-20221108_Eday80,38,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 3,3,301973,99,300012,466732,True,20221108OR38530,2022-11-08,OR,4643,Earl,Blumenauer,Blumenr,Dem,True,4643,482,1,38593,0,Joanna,Harbour,GOP,6166,68659,2,41097,0,David,Delk,Prg,6424,65825,3,40906,0,2022-11-09T04:33:36.635Z,False
