captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.23203.first,candidates.23203.last,candidates.23203.party,candidates.23203.candidateID,candidates.23203.polID,candidates.23203.ballotOrder,candidates.23203.polNum,candidates.23203.electWon,candidates.23209.first,candidates.23209.last,candidates.23209.party,candidates.23209.candidateID,candidates.23209.polID,candidates.23209.ballotOrder,candidates.23209.polNum,candidates.23209.electWon,candidates.23209.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,FL-20221108_Eday62,10,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 7,7,327568,99,0,763025,True,20221108FL10019,2022-11-08,FL,Karen,Green,Dem,23203,15697,1,15697,0,Cory,Mills,GOP,23209,71559,2,15701,0,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,FL-20221108_Eday80,10,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 7,7,293673,99,0,763025,True,20221108FL10019,2022-11-08,FL,Karen,Green,Dem,23203,15697,1,15697,0,Cory,Mills,GOP,23209,71559,2,15701,0,
1667952515,2022-11-09 00:08:35 +0000,b696a55e80164ecdcb71059e68ae6204a1f65e5b,FL-20221108_Eday80,10,General,G,Polls Closed/Waiting First Report,Too Early to Call,H,U.S. House,True,District 7,7,312174,99,0,763025,True,20221108FL10019,2022-11-08,FL,Karen,Green,Dem,23203,15697,1,15697,0,Cory,Mills,GOP,23209,71559,2,15701,0,
1667953518,2022-11-09 00:25:18 +0000,c5fd4e03c2339afc5fd044a64f91f261b7e7cfa1,FL-20221108_Eday80,10,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,312174,99,79709,763025,True,20221108FL10019,2022-11-08,FL,Karen,Green,Dem,23203,15697,1,15697,0,Cory,Mills,GOP,23209,71559,2,15701,0,
1667954620,2022-11-09 00:43:40 +0000,390deeca213dc77033625c9727e9139ac530f13c,FL-20221108_Eday80,10,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,312174,99,230401,763025,True,20221108FL10019,2022-11-08,FL,Karen,Green,Dem,23203,15697,1,15697,0,Cory,Mills,GOP,23209,71559,2,15701,0,
1667955430,2022-11-09 00:57:10 +0000,e9bf9bc2954735d2abe72015bd1ac602b27e7679,FL-20221108_Eday80,10,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,312174,99,281918,763025,True,20221108FL10019,2022-11-08,FL,Karen,Green,Dem,23203,15697,1,15697,0,Cory,Mills,GOP,23209,71559,2,15701,0,
1667956272,2022-11-09 01:11:12 +0000,e9730fe8cd073de363599251493da8f113e7bb60,FL-20221108_Eday80,10,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,312174,99,285515,763025,True,20221108FL10019,2022-11-08,FL,Karen,Green,Dem,23203,15697,1,15697,0,Cory,Mills,GOP,23209,71559,2,15701,0,
1667957119,2022-11-09 01:25:19 +0000,6d7ee88678b17ac3babfbeca22c88d840ddf7ac8,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,300311,99,287359,763025,True,20221108FL10019,2022-11-08,FL,Karen,Green,Dem,23203,15697,1,15697,0,Cory,Mills,GOP,23209,71559,2,15701,0,2022-11-09T00:53:08.245Z
1667959124,2022-11-09 01:58:44 +0000,ebdb2f4efab49b8071a842b145008e58069ff969,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,300311,99,288811,763025,True,20221108FL10019,2022-11-08,FL,Karen,Green,Dem,23203,15697,1,15697,0,Cory,Mills,GOP,23209,71559,2,15701,0,2022-11-09T00:53:08.245Z
1667959410,2022-11-09 02:03:30 +0000,98a277291480f2bee1271d939218798a5aa6ad2a,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,300311,99,287359,763025,True,20221108FL10019,2022-11-08,FL,Karen,Green,Dem,23203,15697,1,15697,0,Cory,Mills,GOP,23209,71559,2,15701,0,2022-11-09T00:53:08.245Z
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,300311,99,288811,763025,True,20221108FL10019,2022-11-08,FL,Karen,Green,Dem,23203,15697,1,15697,0,Cory,Mills,GOP,23209,71559,2,15701,0,2022-11-09T00:53:08.245Z
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,300311,99,296615,763025,True,20221108FL10019,2022-11-08,FL,Karen,Green,Dem,23203,15697,1,15697,0,Cory,Mills,GOP,23209,71559,2,15701,0,2022-11-09T00:53:08.245Z
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,304554,99,297873,763025,True,20221108FL10019,2022-11-08,FL,Karen,Green,Dem,23203,15697,1,15697,0,Cory,Mills,GOP,23209,71559,2,15701,0,2022-11-09T00:53:08.245Z
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,304554,99,298607,763025,True,20221108FL10019,2022-11-08,FL,Karen,Green,Dem,23203,15697,1,15697,0,Cory,Mills,GOP,23209,71559,2,15701,0,2022-11-09T00:53:08.245Z
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,FL-20221108_Eday80,10,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,304535,99,298607,763025,True,20221108FL10019,2022-11-08,FL,Karen,Green,Dem,23203,15697,1,15697,0,Cory,Mills,GOP,23209,71559,2,15701,0,2022-11-09T00:53:08.245Z
