captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.38231.first,candidates.38231.last,candidates.38231.party,candidates.38231.incumbent,candidates.38231.candidateID,candidates.38231.polID,candidates.38231.ballotOrder,candidates.38231.polNum,candidates.38231.electWon,candidates.39959.first,candidates.39959.last,candidates.39959.party,candidates.39959.candidateID,candidates.39959.polID,candidates.39959.ballotOrder,candidates.39959.polNum,candidates.39959.electWon,candidates.40001.first,candidates.40001.last,candidates.40001.party,candidates.40001.candidateID,candidates.40001.polID,candidates.40001.ballotOrder,candidates.40001.polNum,candidates.40001.electWon,candidates.40002.first,candidates.40002.last,candidates.40002.party,candidates.40002.candidateID,candidates.40002.polID,candidates.40002.ballotOrder,candidates.40002.polNum,candidates.40002.electWon,candidates.40003.first,candidates.40003.last,candidates.40003.party,candidates.40003.candidateID,candidates.40003.polID,candidates.40003.ballotOrder,candidates.40003.polNum,candidates.40003.electWon,candidates.38231.winnerDateTime,isCertified
1668033136,2022-11-09 16:32:16 -0600,2ad19fa3535357cd738f3c280833299f9cb0aa5e,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,183016,95,174256,1011891,True,20221108NJ31212,2022-11-08,NJ,38231,Frank,Pallone,Dem,True,38231,375,1,31012,0,Susan,Kiley,GOP,39959,70453,2,35545,0,Tara,Fisher,Ind,40001,71526,4,35570,0,Eric,Antisell,Ind,40002,71525,3,35571,0,Inder,Soni,Ind,40003,62563,5,34528,0,2022-11-09T02:26:44.435Z,
1668120983,2022-11-10 16:56:23 -0600,48715bdf7745fa973e3333d9b5eea0a36049e57e,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,183016,95,177590,1011891,True,20221108NJ31212,2022-11-08,NJ,38231,Frank,Pallone,Dem,True,38231,375,1,31012,0,Susan,Kiley,GOP,39959,70453,2,35545,0,Tara,Fisher,Ind,40001,71526,4,35570,0,Eric,Antisell,Ind,40002,71525,3,35571,0,Inder,Soni,Ind,40003,62563,5,34528,0,2022-11-09T02:26:44.435Z,
1668121025,2022-11-10 16:57:05 -0600,3751d0e2f4a2c55650a3caafccc6e728756fa9f3,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,183016,95,174256,1011891,True,20221108NJ31212,2022-11-08,NJ,38231,Frank,Pallone,Dem,True,38231,375,1,31012,0,Susan,Kiley,GOP,39959,70453,2,35545,0,Tara,Fisher,Ind,40001,71526,4,35570,0,Eric,Antisell,Ind,40002,71525,3,35571,0,Inder,Soni,Ind,40003,62563,5,34528,0,2022-11-09T02:26:44.435Z,
1668121068,2022-11-10 16:57:48 -0600,d2b1d6f4c7c7cd24c383ef76596547271f80e4a6,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,183016,95,177590,1011891,True,20221108NJ31212,2022-11-08,NJ,38231,Frank,Pallone,Dem,True,38231,375,1,31012,0,Susan,Kiley,GOP,39959,70453,2,35545,0,Tara,Fisher,Ind,40001,71526,4,35570,0,Eric,Antisell,Ind,40002,71525,3,35571,0,Inder,Soni,Ind,40003,62563,5,34528,0,2022-11-09T02:26:44.435Z,
1668175435,2022-11-11 08:03:55 -0600,ed66fdeeca2109cd1162d9bb04ccd4c4341bf364,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,183016,95,178134,1011891,True,20221108NJ31212,2022-11-08,NJ,38231,Frank,Pallone,Dem,True,38231,375,1,31012,0,Susan,Kiley,GOP,39959,70453,2,35545,0,Tara,Fisher,Ind,40001,71526,4,35570,0,Eric,Antisell,Ind,40002,71525,3,35571,0,Inder,Soni,Ind,40003,62563,5,34528,0,2022-11-09T02:26:44.435Z,
1668467556,2022-11-14 17:12:36 -0600,e3f4f191838c545b5140b13447ba21ec17ecdf97,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,183016,95,178350,1011891,True,20221108NJ31212,2022-11-08,NJ,38231,Frank,Pallone,Dem,True,38231,375,1,31012,0,Susan,Kiley,GOP,39959,70453,2,35545,0,Tara,Fisher,Ind,40001,71526,4,35570,0,Eric,Antisell,Ind,40002,71525,3,35571,0,Inder,Soni,Ind,40003,62563,5,34528,0,2022-11-09T02:26:44.435Z,
1668640125,2022-11-16 17:08:45 -0600,8b7a1e95e3bd38382288869fa79e1786dfd567ee,NJ-20221108_Eday80,31,General,G,Tabulation Paused,Called,H,U.S. House,True,District 6,6,183016,95,178350,1011891,True,20221108NJ31212,2022-11-08,NJ,38231,Frank,Pallone,Dem,True,38231,375,1,31012,0,Susan,Kiley,GOP,39959,70453,2,35545,0,Tara,Fisher,Ind,40001,71526,4,35570,0,Eric,Antisell,Ind,40002,71525,3,35571,0,Inder,Soni,Ind,40003,62563,5,34528,0,2022-11-09T02:26:44.435Z,
1669052855,2022-11-21 11:47:35 -0600,d5763b500309a00f5779f854532279183a088570,NJ-20221108_Eday80,31,General,G,Tabulation Paused,Called,H,U.S. House,True,District 6,6,183016,95,178634,1011891,True,20221108NJ31212,2022-11-08,NJ,38231,Frank,Pallone,Dem,True,38231,375,1,31012,0,Susan,Kiley,GOP,39959,70453,2,35545,0,Tara,Fisher,Ind,40001,71526,4,35570,0,Eric,Antisell,Ind,40002,71525,3,35571,0,Inder,Soni,Ind,40003,62563,5,34528,0,2022-11-09T02:26:44.435Z,
1669058125,2022-11-21 13:15:25 -0600,d21b42aead9d6325f1267ab7fd4d7134477a8bde,NJ-20221108_Eday80,31,General,G,Tabulation Paused,Called,H,U.S. House,True,District 6,6,181358,95,178634,1011891,True,20221108NJ31212,2022-11-08,NJ,38231,Frank,Pallone,Dem,True,38231,375,1,31012,0,Susan,Kiley,GOP,39959,70453,2,35545,0,Tara,Fisher,Ind,40001,71526,4,35570,0,Eric,Antisell,Ind,40002,71525,3,35571,0,Inder,Soni,Ind,40003,62563,5,34528,0,2022-11-09T02:26:44.435Z,
1669059553,2022-11-21 13:39:13 -0600,e44c5b5d98646bd1e23ade8727c00c416e86afe3,NJ-20221108_Eday80,31,General,G,Tabulation Paused,Called,H,U.S. House,True,District 6,6,180597,95,180416,1011891,True,20221108NJ31212,2022-11-08,NJ,38231,Frank,Pallone,Dem,True,38231,375,1,31012,0,Susan,Kiley,GOP,39959,70453,2,35545,0,Tara,Fisher,Ind,40001,71526,4,35570,0,Eric,Antisell,Ind,40002,71525,3,35571,0,Inder,Soni,Ind,40003,62563,5,34528,0,2022-11-09T02:26:44.435Z,
1669151517,2022-11-22 15:11:57 -0600,ce7793dade52dd99661f8b9348714e0260ebca38,NJ-20221108_Eday80,31,General,G,Tabulation Paused,Called,H,U.S. House,True,District 6,6,185102,95,184917,1011891,True,20221108NJ31212,2022-11-08,NJ,38231,Frank,Pallone,Dem,True,38231,375,1,31012,0,Susan,Kiley,GOP,39959,70453,2,35545,0,Tara,Fisher,Ind,40001,71526,4,35570,0,Eric,Antisell,Ind,40002,71525,3,35571,0,Inder,Soni,Ind,40003,62563,5,34528,0,2022-11-09T02:26:44.435Z,False
1669669422,2022-11-28 15:03:42 -0600,365d92e533e4de5732f59506dbacc277cb501877,NJ-20221108_Eday80,31,General,G,Tabulation Paused,Called,H,U.S. House,True,District 6,6,185102,95,184919,1011891,True,20221108NJ31212,2022-11-08,NJ,38231,Frank,Pallone,Dem,True,38231,375,1,31012,0,Susan,Kiley,GOP,39959,70453,2,35545,0,Tara,Fisher,Ind,40001,71526,4,35570,0,Eric,Antisell,Ind,40002,71525,3,35571,0,Inder,Soni,Ind,40003,62563,5,34528,0,2022-11-09T02:26:44.435Z,False
1670346253,2022-12-06 11:04:13 -0600,1534a3227a6908dd723efa3672cd6aef32e74c82,NJ-20221108_Eday80,31,General,G,Tabulation Paused,Called,H,U.S. House,True,District 6,6,184919,100,184919,1011891,True,20221108NJ31212,2022-11-08,NJ,38231,Frank,Pallone,Dem,True,38231,375,1,31012,0,Susan,Kiley,GOP,39959,70453,2,35545,0,Tara,Fisher,Ind,40001,71526,4,35570,0,Eric,Antisell,Ind,40002,71525,3,35571,0,Inder,Soni,Ind,40003,62563,5,34528,0,2022-11-09T02:26:44.435Z,False
