captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.38231.first,candidates.38231.last,candidates.38231.party,candidates.38231.incumbent,candidates.38231.candidateID,candidates.38231.polID,candidates.38231.ballotOrder,candidates.38231.polNum,candidates.38231.electWon,candidates.39959.first,candidates.39959.last,candidates.39959.party,candidates.39959.candidateID,candidates.39959.polID,candidates.39959.ballotOrder,candidates.39959.polNum,candidates.39959.electWon,candidates.40001.first,candidates.40001.last,candidates.40001.party,candidates.40001.candidateID,candidates.40001.polID,candidates.40001.ballotOrder,candidates.40001.polNum,candidates.40001.electWon,candidates.40002.first,candidates.40002.last,candidates.40002.party,candidates.40002.candidateID,candidates.40002.polID,candidates.40002.ballotOrder,candidates.40002.polNum,candidates.40002.electWon,candidates.40003.first,candidates.40003.last,candidates.40003.party,candidates.40003.candidateID,candidates.40003.polID,candidates.40003.ballotOrder,candidates.40003.polNum,candidates.40003.electWon,candidates.38231.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,NJ-20221108_Eday62,31,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 6,6,373720,99,0,1011891,True,20221108NJ31212,2022-11-08,NJ,38231,Frank,Pallone,Dem,True,38231,375,1,31012,0,Susan,Kiley,GOP,39959,70453,2,35545,0,Tara,Fisher,Ind,40001,71526,4,35570,0,Eric,Antisell,Ind,40002,71525,3,35571,0,Inder,Soni,Ind,40003,62563,5,34528,0,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,NJ-20221108_Eday80,31,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 6,6,191916,99,0,1011891,True,20221108NJ31212,2022-11-08,NJ,38231,Frank,Pallone,Dem,True,38231,375,1,31012,0,Susan,Kiley,GOP,39959,70453,2,35545,0,Tara,Fisher,Ind,40001,71526,4,35570,0,Eric,Antisell,Ind,40002,71525,3,35571,0,Inder,Soni,Ind,40003,62563,5,34528,0,,
1667954884,2022-11-09 00:48:04 +0000,8f544a76833fbb21dc3fbc0ce7b73e3714be8529,NJ-20221108_Eday80,31,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 6,6,191916,90,0,1011891,True,20221108NJ31212,2022-11-08,NJ,38231,Frank,Pallone,Dem,True,38231,375,1,31012,0,Susan,Kiley,GOP,39959,70453,2,35545,0,Tara,Fisher,Ind,40001,71526,4,35570,0,Eric,Antisell,Ind,40002,71525,3,35571,0,Inder,Soni,Ind,40003,62563,5,34528,0,,
1667956547,2022-11-09 01:15:47 +0000,8138046ce1ccc9e37269480764f23b8c9cec781a,NJ-20221108_Eday80,31,General,G,Polls Closed/Waiting First Report,Too Early to Call,H,U.S. House,True,District 6,6,191916,90,0,1011891,True,20221108NJ31212,2022-11-08,NJ,38231,Frank,Pallone,Dem,True,38231,375,1,31012,0,Susan,Kiley,GOP,39959,70453,2,35545,0,Tara,Fisher,Ind,40001,71526,4,35570,0,Eric,Antisell,Ind,40002,71525,3,35571,0,Inder,Soni,Ind,40003,62563,5,34528,0,,
1667959410,2022-11-09 02:03:30 +0000,98a277291480f2bee1271d939218798a5aa6ad2a,NJ-20221108_Eday80,31,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,191916,90,29030,1011891,True,20221108NJ31212,2022-11-08,NJ,38231,Frank,Pallone,Dem,True,38231,375,1,31012,0,Susan,Kiley,GOP,39959,70453,2,35545,0,Tara,Fisher,Ind,40001,71526,4,35570,0,Eric,Antisell,Ind,40002,71525,3,35571,0,Inder,Soni,Ind,40003,62563,5,34528,0,,
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,NJ-20221108_Eday80,31,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,191916,90,80991,1011891,True,20221108NJ31212,2022-11-08,NJ,38231,Frank,Pallone,Dem,True,38231,375,1,31012,0,Susan,Kiley,GOP,39959,70453,2,35545,0,Tara,Fisher,Ind,40001,71526,4,35570,0,Eric,Antisell,Ind,40002,71525,3,35571,0,Inder,Soni,Ind,40003,62563,5,34528,0,,
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,NJ-20221108_Eday80,31,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,191916,90,94601,1011891,True,20221108NJ31212,2022-11-08,NJ,38231,Frank,Pallone,Dem,True,38231,375,1,31012,0,Susan,Kiley,GOP,39959,70453,2,35545,0,Tara,Fisher,Ind,40001,71526,4,35570,0,Eric,Antisell,Ind,40002,71525,3,35571,0,Inder,Soni,Ind,40003,62563,5,34528,0,,
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,191916,90,107381,1011891,True,20221108NJ31212,2022-11-08,NJ,38231,Frank,Pallone,Dem,True,38231,375,1,31012,0,Susan,Kiley,GOP,39959,70453,2,35545,0,Tara,Fisher,Ind,40001,71526,4,35570,0,Eric,Antisell,Ind,40002,71525,3,35571,0,Inder,Soni,Ind,40003,62563,5,34528,0,2022-11-09T02:26:44.435Z,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,191916,90,112004,1011891,True,20221108NJ31212,2022-11-08,NJ,38231,Frank,Pallone,Dem,True,38231,375,1,31012,0,Susan,Kiley,GOP,39959,70453,2,35545,0,Tara,Fisher,Ind,40001,71526,4,35570,0,Eric,Antisell,Ind,40002,71525,3,35571,0,Inder,Soni,Ind,40003,62563,5,34528,0,2022-11-09T02:26:44.435Z,
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,206460,90,112004,1011891,True,20221108NJ31212,2022-11-08,NJ,38231,Frank,Pallone,Dem,True,38231,375,1,31012,0,Susan,Kiley,GOP,39959,70453,2,35545,0,Tara,Fisher,Ind,40001,71526,4,35570,0,Eric,Antisell,Ind,40002,71525,3,35571,0,Inder,Soni,Ind,40003,62563,5,34528,0,2022-11-09T02:26:44.435Z,
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,206460,90,135860,1011891,True,20221108NJ31212,2022-11-08,NJ,38231,Frank,Pallone,Dem,True,38231,375,1,31012,0,Susan,Kiley,GOP,39959,70453,2,35545,0,Tara,Fisher,Ind,40001,71526,4,35570,0,Eric,Antisell,Ind,40002,71525,3,35571,0,Inder,Soni,Ind,40003,62563,5,34528,0,2022-11-09T02:26:44.435Z,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,206460,90,136763,1011891,True,20221108NJ31212,2022-11-08,NJ,38231,Frank,Pallone,Dem,True,38231,375,1,31012,0,Susan,Kiley,GOP,39959,70453,2,35545,0,Tara,Fisher,Ind,40001,71526,4,35570,0,Eric,Antisell,Ind,40002,71525,3,35571,0,Inder,Soni,Ind,40003,62563,5,34528,0,2022-11-09T02:26:44.435Z,
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,206460,90,171585,1011891,True,20221108NJ31212,2022-11-08,NJ,38231,Frank,Pallone,Dem,True,38231,375,1,31012,0,Susan,Kiley,GOP,39959,70453,2,35545,0,Tara,Fisher,Ind,40001,71526,4,35570,0,Eric,Antisell,Ind,40002,71525,3,35571,0,Inder,Soni,Ind,40003,62563,5,34528,0,2022-11-09T02:26:44.435Z,
1667972898,2022-11-08 23:48:18 -0600,7f5611a68542690dfbbea4b10f2d25fb123813f8,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,206460,90,173865,1011891,True,20221108NJ31212,2022-11-08,NJ,38231,Frank,Pallone,Dem,True,38231,375,1,31012,0,Susan,Kiley,GOP,39959,70453,2,35545,0,Tara,Fisher,Ind,40001,71526,4,35570,0,Eric,Antisell,Ind,40002,71525,3,35571,0,Inder,Soni,Ind,40003,62563,5,34528,0,2022-11-09T02:26:44.435Z,
1667974357,2022-11-09 00:12:37 -0600,f3a34debf9bc3f3d09633b4380781add88e0174a,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,207463,90,173865,1011891,True,20221108NJ31212,2022-11-08,NJ,38231,Frank,Pallone,Dem,True,38231,375,1,31012,0,Susan,Kiley,GOP,39959,70453,2,35545,0,Tara,Fisher,Ind,40001,71526,4,35570,0,Eric,Antisell,Ind,40002,71525,3,35571,0,Inder,Soni,Ind,40003,62563,5,34528,0,2022-11-09T02:26:44.435Z,
1667975154,2022-11-09 00:25:54 -0600,e385cf3ed45230deb4315fbba874f4f4144f56b6,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,203275,95,173865,1011891,True,20221108NJ31212,2022-11-08,NJ,38231,Frank,Pallone,Dem,True,38231,375,1,31012,0,Susan,Kiley,GOP,39959,70453,2,35545,0,Tara,Fisher,Ind,40001,71526,4,35570,0,Eric,Antisell,Ind,40002,71525,3,35571,0,Inder,Soni,Ind,40003,62563,5,34528,0,2022-11-09T02:26:44.435Z,
1667976021,2022-11-09 00:40:21 -0600,1f65c40d3c652c15981217b194d23b97d0290d89,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,183016,95,173865,1011891,True,20221108NJ31212,2022-11-08,NJ,38231,Frank,Pallone,Dem,True,38231,375,1,31012,0,Susan,Kiley,GOP,39959,70453,2,35545,0,Tara,Fisher,Ind,40001,71526,4,35570,0,Eric,Antisell,Ind,40002,71525,3,35571,0,Inder,Soni,Ind,40003,62563,5,34528,0,2022-11-09T02:26:44.435Z,
