captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.22643.first,candidates.22643.last,candidates.22643.party,candidates.22643.incumbent,candidates.22643.candidateID,candidates.22643.polID,candidates.22643.ballotOrder,candidates.22643.polNum,candidates.22643.electWon,candidates.22646.first,candidates.22646.last,candidates.22646.abbrv,candidates.22646.party,candidates.22646.candidateID,candidates.22646.polID,candidates.22646.ballotOrder,candidates.22646.polNum,candidates.22646.electWon,candidates.22643.winnerDateTime
1667968494,2022-11-08 22:34:54 -0600,cfbd241bb06919184c9a5ad42a24eb60bc59879a,GA-20221108_Eday81,11,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,301236,99,157540,703783,True,20221108GA11019,2022-11-08,GA,22643,Lucy,McBath,Dem,True,22643,66683,2,15614,0,Mark,Gonsalves,Gonsalvs,GOP,22646,68904,1,15683,0,2022-11-09T02:17:01.986Z
1667970156,2022-11-08 23:02:36 -0600,84ea53799ae0036a04ac85127e62d719394c963e,GA-20221108_Eday81,11,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,301236,99,191273,703783,True,20221108GA11019,2022-11-08,GA,22643,Lucy,McBath,Dem,True,22643,66683,2,15614,0,Mark,Gonsalves,Gonsalvs,GOP,22646,68904,1,15683,0,2022-11-09T02:17:01.986Z
1667970985,2022-11-08 23:16:25 -0600,458b8c029ed943a1966fd047ace4d102323e3185,GA-20221108_Eday81,11,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,301236,99,193207,703783,True,20221108GA11019,2022-11-08,GA,22643,Lucy,McBath,Dem,True,22643,66683,2,15614,0,Mark,Gonsalves,Gonsalvs,GOP,22646,68904,1,15683,0,2022-11-09T02:17:01.986Z
1667971839,2022-11-08 23:30:39 -0600,3cda52854e51a6576b7495d3201be6e474dda96c,GA-20221108_Eday81,11,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,301236,99,204745,703783,True,20221108GA11019,2022-11-08,GA,22643,Lucy,McBath,Dem,True,22643,66683,2,15614,0,Mark,Gonsalves,Gonsalvs,GOP,22646,68904,1,15683,0,2022-11-09T02:17:01.986Z
1667972634,2022-11-08 23:43:54 -0600,3031aa1b4c4f867ee3a729dc96e8d9a1d63eee32,GA-20221108_Eday81,11,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,230625,99,221152,703783,True,20221108GA11019,2022-11-08,GA,22643,Lucy,McBath,Dem,True,22643,66683,2,15614,0,Mark,Gonsalves,Gonsalvs,GOP,22646,68904,1,15683,0,2022-11-09T02:17:01.986Z
1667973878,2022-11-09 00:04:38 -0600,dd0a2fb7e0a1ea86d312428fcf4c7c68541cc7da,GA-20221108_Eday81,11,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,234872,99,233998,703783,True,20221108GA11019,2022-11-08,GA,22643,Lucy,McBath,Dem,True,22643,66683,2,15614,0,Mark,Gonsalves,Gonsalvs,GOP,22646,68904,1,15683,0,2022-11-09T02:17:01.986Z
1667979151,2022-11-09 01:32:31 -0600,23ce0f4830a99133cc9910a2938647202fdaf642,GA-20221108_Eday81,11,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,236362,99,233998,703783,True,20221108GA11019,2022-11-08,GA,22643,Lucy,McBath,Dem,True,22643,66683,2,15614,0,Mark,Gonsalves,Gonsalvs,GOP,22646,68904,1,15683,0,2022-11-09T02:17:01.986Z
1668529636,2022-11-15 10:27:16 -0600,be033ef1ad585f88dcc95f7d92641d12f12fe518,GA-20221108_Eday81,11,General,G,Tabulation Paused,Called,H,U.S. House,True,District 7,7,236362,99,234047,703783,True,20221108GA11019,2022-11-08,GA,22643,Lucy,McBath,Dem,True,22643,66683,2,15614,0,Mark,Gonsalves,Gonsalvs,GOP,22646,68904,1,15683,0,2022-11-09T02:17:01.986Z
1668537137,2022-11-15 12:32:17 -0600,057d0930947592bda609ab276d1a486c8f34e70c,GA-20221108_Eday81,11,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 7,7,236362,99,234047,703783,True,20221108GA11019,2022-11-08,GA,22643,Lucy,McBath,Dem,True,22643,66683,2,15614,0,Mark,Gonsalves,Gonsalvs,GOP,22646,68904,1,15683,0,2022-11-09T02:17:01.986Z
1669068357,2022-11-21 16:05:57 -0600,6f3268774fe2fc6588230964c705314e06d1e1f8,GA-20221108_Eday81,11,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 7,7,234325,100,234047,703783,True,20221108GA11019,2022-11-08,GA,22643,Lucy,McBath,Dem,True,22643,66683,2,15614,0,Mark,Gonsalves,Gonsalvs,GOP,22646,68904,1,15683,0,2022-11-09T02:17:01.986Z
