captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.6426.first,candidates.6426.last,candidates.6426.party,candidates.6426.candidateID,candidates.6426.polID,candidates.6426.ballotOrder,candidates.6426.polNum,candidates.6426.electWon,candidates.6427.first,candidates.6427.last,candidates.6427.party,candidates.6427.candidateID,candidates.6427.polID,candidates.6427.ballotOrder,candidates.6427.polNum,candidates.6427.electWon,candidates.6430.first,candidates.6430.last,candidates.6430.abbrv,candidates.6430.party,candidates.6430.candidateID,candidates.6430.polID,candidates.6430.ballotOrder,candidates.6430.polNum,candidates.6430.electWon,candidates.6427.winnerDateTime,isCertified
1668282739,2022-11-12 13:52:19 -0600,ebcfe9a69dd8446d12b19c4d7b6549063fb0cf7f,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,300691,99,237894,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,,
1668290267,2022-11-12 15:57:47 -0600,104784751836ae730f948f801f13b3d56a3654d8,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,298167,99,237894,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,,
1668319197,2022-11-12 23:59:57 -0600,c51592b39c2d614909b11fea2a67c219039dffdd,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,298167,99,240635,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,,
1668319237,2022-11-13 00:00:37 -0600,b4bef947329ef7a821e62a40197a60e1135f3abc,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,298167,99,237894,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,,
1668319278,2022-11-13 00:01:18 -0600,99eb350528222e99b272ef3c006fac087974dc75,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,298167,99,240635,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,,
1668367840,2022-11-13 13:30:40 -0600,98e04d639b5d8007ffc4d5cda5899d216dbade4a,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,294375,99,240635,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,,
1668369844,2022-11-13 14:04:04 -0600,e2a1250a9caf0475b5ba140304a49cba3cc1f49e,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,282483,99,240635,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,,
1668454330,2022-11-14 13:32:10 -0600,28934c305bb0af5b9d8040777ab1e82a9266099f,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,281655,99,240635,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,,
1668472350,2022-11-14 18:32:30 -0600,10663eac867582b07e7e86dacd965d9531596cf0,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,281655,99,251487,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,,
1668474205,2022-11-14 19:03:25 -0600,c14fad359edb8b4d957575fea15cf57ddedb5385,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,281655,99,259657,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,,
1668476898,2022-11-14 19:48:18 -0600,9dec7d2ee1a4874d23d33cddb04c3374488d5ee3,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,282071,99,261470,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,,
1668479603,2022-11-14 20:33:23 -0600,d6ad0f29501295f7c58d338e36d82da30147bd7d,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,281327,99,261470,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,,
1668480476,2022-11-14 20:47:56 -0600,af7d7ea6cf5a1dd25ce9782235a1e9d47ba8c2fa,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,282329,99,261470,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,,
1668548989,2022-11-15 15:49:49 -0600,0cd7ef5a8e5ba0be9de40fdfc756b19874bd84b7,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,282329,99,261470,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,2022-11-15T02:47:37.055Z,
1668551313,2022-11-15 16:28:33 -0600,e3aac28675fcb463328b75965da17eb3a89897e8,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,285641,99,265741,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,2022-11-15T02:47:37.055Z,
1668561405,2022-11-15 19:16:45 -0600,2721bb653c9469054807b760023d532d65ea5204,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,285641,99,273679,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,2022-11-15T02:47:37.055Z,
1668641643,2022-11-16 17:34:03 -0600,8d5a6aa47d4f6f6fb885cec7a4df7d71f9a06e4a,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,292405,99,273770,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,2022-11-15T02:47:37.055Z,
1668646055,2022-11-16 18:47:35 -0600,4d6b0ad2ddf898d44a286d1f8d8aebdcabcc450d,OR-20221108_Eday80,38,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,290897,99,287391,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,2022-11-15T02:47:37.055Z,
1668745195,2022-11-17 22:19:55 -0600,070e8f7bdd981a58fda9d6192e32c311bc7f40c1,OR-20221108_Eday80,38,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 6,6,292913,99,287391,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,2022-11-15T02:47:37.055Z,
1668877216,2022-11-19 11:00:16 -0600,ae78cff2e46a60963e26323fb60cd25bdd10a58a,OR-20221108_Eday80,38,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 6,6,292913,99,288886,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,2022-11-15T02:47:37.055Z,
1669001467,2022-11-20 21:31:07 -0600,c13e58fa6e7eb9ea0638a6f038117b07ce7092ad,OR-20221108_Eday80,38,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 6,6,290936,99,288886,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,2022-11-15T02:47:37.055Z,
1669046395,2022-11-21 09:59:55 -0600,2bef58e559c82cbeb3a6165db1ddb157a74abd90,OR-20221108_Eday80,38,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 6,6,292610,99,288886,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,2022-11-15T02:47:37.055Z,
1669133848,2022-11-22 10:17:28 -0600,cdfa4cb5e447f05eaa02b04a326d1a7293b0c18f,OR-20221108_Eday80,38,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 6,6,292610,99,289707,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,2022-11-15T02:47:37.055Z,
1669144117,2022-11-22 13:08:37 -0600,ae42eaa37cad134ceb25bd11acdc00f0805d0e6f,OR-20221108_Eday80,38,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 6,6,292610,99,289707,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,2022-11-15T02:47:37.055Z,False
1669146234,2022-11-22 13:43:54 -0600,7e9e3aa95db90f10dede9405c727b91c380196e3,OR-20221108_Eday80,38,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 6,6,293934,99,291010,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,2022-11-15T02:47:37.055Z,False
1669156606,2022-11-22 16:36:46 -0600,4ff1c515f8aca529fb09e973ac336a7d992ea3c0,OR-20221108_Eday80,38,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 6,6,295250,99,291010,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,2022-11-15T02:47:37.055Z,False
1669228008,2022-11-23 12:26:48 -0600,d5ff7359e5bc260148334c3c53844c8c5fe0ba0d,OR-20221108_Eday80,38,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 6,6,295250,99,291640,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,2022-11-15T02:47:37.055Z,False
1669417972,2022-11-25 17:12:52 -0600,ed941c012d71a37b3a6759031e8aadc059d1a662,OR-20221108_Eday80,38,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 6,6,295250,99,291898,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,2022-11-15T02:47:37.055Z,False
1669661328,2022-11-28 12:48:48 -0600,b0922d5fc89af23532312d1f05eab296c83e0e6c,OR-20221108_Eday80,38,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 6,6,295250,99,292750,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,2022-11-15T02:47:37.055Z,False
1669667071,2022-11-28 14:24:31 -0600,99f8becd70a811a9a6ce966d206775ef93e85a15,OR-20221108_Eday80,38,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 6,6,296460,99,292750,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,2022-11-15T02:47:37.055Z,False
1669855217,2022-11-30 18:40:17 -0600,67b62266a184954548a9f25d6ddbe7976eefa833,OR-20221108_Eday80,38,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 6,6,296748,99,293061,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,2022-11-15T02:47:37.055Z,False
1669857418,2022-11-30 19:16:58 -0600,0ad9fca05550ec4c22004dd8d2490817ededd8f0,OR-20221108_Eday80,38,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 6,6,296748,99,293282,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,2022-11-15T02:47:37.055Z,False
1670023103,2022-12-02 17:18:23 -0600,c91f6e6b732ea2d739cb7773b2523816e9933a39,OR-20221108_Eday80,38,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 6,6,296748,99,293514,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,2022-11-15T02:47:37.055Z,False
