captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.6426.first,candidates.6426.last,candidates.6426.party,candidates.6426.candidateID,candidates.6426.polID,candidates.6426.ballotOrder,candidates.6426.polNum,candidates.6426.electWon,candidates.6427.first,candidates.6427.last,candidates.6427.party,candidates.6427.candidateID,candidates.6427.polID,candidates.6427.ballotOrder,candidates.6427.polNum,candidates.6427.electWon,candidates.6430.first,candidates.6430.last,candidates.6430.abbrv,candidates.6430.party,candidates.6430.candidateID,candidates.6430.polID,candidates.6430.ballotOrder,candidates.6430.polNum,candidates.6430.electWon,candidates.6427.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,OR-20221108_Eday62,38,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 6,6,280461,99,0,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,OR-20221108_Eday80,38,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 6,6,351895,99,0,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,,
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,OR-20221108_Eday80,38,General,G,Polls Closed/Waiting First Report,Too Early to Call,H,U.S. House,True,District 6,6,351895,99,0,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,,
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,351895,99,74277,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,,
1667968002,2022-11-08 22:26:42 -0600,1235204137f0f06fe3cd4983951d9356477924c9,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,351895,99,153532,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,,
1667970594,2022-11-08 23:09:54 -0600,d4f30f0656d3b91d4423d751f85b9496715af7d9,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,351895,99,155732,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,,
1667973115,2022-11-08 23:51:55 -0600,76528750fef7c265d19f91ec30e86804e3da6e06,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,351895,99,185883,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,,
1667974664,2022-11-09 00:17:44 -0600,d987a91643923201706646f74ed6cc4da6a088a6,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,351895,99,190260,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,,
1667977935,2022-11-09 01:12:15 -0600,feb40c975705809cd00ffdf92140d1a7aba09790,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,351895,99,194313,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,,
1667977976,2022-11-09 01:12:56 -0600,49c0f85ed6cbaaac8f357b536c767f0a23714980,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,351895,99,190260,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,,
1667978016,2022-11-09 01:13:36 -0600,7febc527721e6e7f43de63ba3eb206040d4f99d8,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,351895,99,194313,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,,
1667981242,2022-11-09 02:07:22 -0600,cf751ccf5a467e68d03bb00a59a524242998a7c9,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,351895,99,196856,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,,
1668024946,2022-11-09 14:15:46 -0600,8129bb0265bf72663a5b987a0bd05a6d6862736a,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,350314,99,196856,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,,
1668042057,2022-11-09 19:00:57 -0600,5d6df88dce668efe0f021298447e269acf285267,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,350314,99,205255,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,,
1668047001,2022-11-09 20:23:21 -0600,e8ec59f327086c594897d35508ddae492b9e5a9e,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,350314,99,212246,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,,
1668119132,2022-11-10 16:25:32 -0600,2a25fd6104bf529fbfab6151a0f4a162c0a01c68,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,341244,99,212246,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,,
1668119931,2022-11-10 16:38:51 -0600,a772bce200f8701c43204387247b78081874fbbf,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,307248,99,212246,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,,
1668127549,2022-11-10 18:45:49 -0600,31f0c5389af27245cb20279cebf1e5e4ebf5774e,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,307248,99,217835,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,,
1668130062,2022-11-10 19:27:42 -0600,262aabc8ead0faae3d5b836704dd8f53be5871e4,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,307793,99,217835,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,,
1668130914,2022-11-10 19:41:54 -0600,148b5ae04c6f9e4b1fc861c6004be315bb9fb42d,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,307793,99,235308,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,,
1668133415,2022-11-10 20:23:35 -0600,9ab84c3b311625d296cc5201a49c0b135bd15389,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,307793,99,237894,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,,
1668281016,2022-11-12 13:23:36 -0600,b356240ba3b362366350c8e8e795c6318e5657c6,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,303525,99,237894,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,,
1668281058,2022-11-12 13:24:18 -0600,2a2f877a442f378dc89c43f4131f8c3979caab44,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,307793,99,237894,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,,
1668281098,2022-11-12 13:24:58 -0600,7aafb1024f33db36e7b6f9100346bda52711def4,OR-20221108_Eday80,38,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,303525,99,237894,720795,True,20221108OR39166,2022-11-08,OR,Mike,Erickson,GOP,6426,51801,3,39903,0,Andrea,Salinas,Dem,6427,70189,2,41029,0,Larry,McFarland,McFarlnd,CST,6430,71783,1,41428,0,,
