captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.46877.first,candidates.46877.last,candidates.46877.abbrv,candidates.46877.party,candidates.46877.candidateID,candidates.46877.ballotOrder,candidates.46877.polID,candidates.46877.polNum,candidates.46877.electWon,candidates.46879.first,candidates.46879.last,candidates.46879.party,candidates.46879.candidateID,candidates.46879.ballotOrder,candidates.46879.polID,candidates.46879.polNum,candidates.46879.electWon,candidates.47050.first,candidates.47050.last,candidates.47050.party,candidates.47050.candidateID,candidates.47050.ballotOrder,candidates.47050.polID,candidates.47050.polNum,candidates.47050.electWon,candidates.46877.winnerDateTime,isCertified
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,RI-20221108_Eday80,40,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,238993,99,191220,524461,True,20221108RI40017,2022-11-08,RI,Seth,Magaziner,Magazinr,Dem,46877,2,71484,43071,0,Allan,Fung,GOP,46879,1,63912,42385,0,William,Gilbert,Ind,47050,3,39914,43095,0,,
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,RI-20221108_Eday80,40,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,238993,99,194875,524461,True,20221108RI40017,2022-11-08,RI,Seth,Magaziner,Magazinr,Dem,46877,2,71484,43071,0,Allan,Fung,GOP,46879,1,63912,42385,0,William,Gilbert,Ind,47050,3,39914,43095,0,,
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,RI-20221108_Eday80,40,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,238794,99,196806,524461,True,20221108RI40017,2022-11-08,RI,Seth,Magaziner,Magazinr,Dem,46877,2,71484,43071,0,Allan,Fung,GOP,46879,1,63912,42385,0,William,Gilbert,Ind,47050,3,39914,43095,0,,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,RI-20221108_Eday80,40,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,238794,99,197285,524461,True,20221108RI40017,2022-11-08,RI,Seth,Magaziner,Magazinr,Dem,46877,2,71484,43071,0,Allan,Fung,GOP,46879,1,63912,42385,0,William,Gilbert,Ind,47050,3,39914,43095,0,,
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,RI-20221108_Eday80,40,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,238794,99,197589,524461,True,20221108RI40017,2022-11-08,RI,Seth,Magaziner,Magazinr,Dem,46877,2,71484,43071,0,Allan,Fung,GOP,46879,1,63912,42385,0,William,Gilbert,Ind,47050,3,39914,43095,0,2022-11-09T03:56:05.898Z,
1667968709,2022-11-08 22:38:29 -0600,a479186c1a21e09ae947de1863bf72d461e8b879,RI-20221108_Eday80,40,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,233970,99,197589,524461,True,20221108RI40017,2022-11-08,RI,Seth,Magaziner,Magazinr,Dem,46877,2,71484,43071,0,Allan,Fung,GOP,46879,1,63912,42385,0,William,Gilbert,Ind,47050,3,39914,43095,0,2022-11-09T03:56:05.898Z,
1667971258,2022-11-08 23:20:58 -0600,66df93c53186cc5d338c8a4f0b94d8e859c4ec59,RI-20221108_Eday80,40,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,233574,99,197589,524461,True,20221108RI40017,2022-11-08,RI,Seth,Magaziner,Magazinr,Dem,46877,2,71484,43071,0,Allan,Fung,GOP,46879,1,63912,42385,0,William,Gilbert,Ind,47050,3,39914,43095,0,2022-11-09T03:56:05.898Z,
1667972854,2022-11-08 23:47:34 -0600,4c493d7ad5df619297ee4ec86e6725cbd0fcac02,RI-20221108_Eday80,40,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,226886,99,197589,524461,True,20221108RI40017,2022-11-08,RI,Seth,Magaziner,Magazinr,Dem,46877,2,71484,43071,0,Allan,Fung,GOP,46879,1,63912,42385,0,William,Gilbert,Ind,47050,3,39914,43095,0,2022-11-09T03:56:05.898Z,
1667974664,2022-11-09 00:17:44 -0600,d987a91643923201706646f74ed6cc4da6a088a6,RI-20221108_Eday80,40,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,227892,99,197589,524461,True,20221108RI40017,2022-11-08,RI,Seth,Magaziner,Magazinr,Dem,46877,2,71484,43071,0,Allan,Fung,GOP,46879,1,63912,42385,0,William,Gilbert,Ind,47050,3,39914,43095,0,2022-11-09T03:56:05.898Z,
1667977035,2022-11-09 00:57:15 -0600,89983779edad63b3a09a72677c82618581111910,RI-20221108_Eday80,40,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,226886,99,197589,524461,True,20221108RI40017,2022-11-08,RI,Seth,Magaziner,Magazinr,Dem,46877,2,71484,43071,0,Allan,Fung,GOP,46879,1,63912,42385,0,William,Gilbert,Ind,47050,3,39914,43095,0,2022-11-09T03:56:05.898Z,
1667978704,2022-11-09 01:25:04 -0600,063886ef628b03936d6bad5059dd21f00c0a4b43,RI-20221108_Eday80,40,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,227892,99,197589,524461,True,20221108RI40017,2022-11-08,RI,Seth,Magaziner,Magazinr,Dem,46877,2,71484,43071,0,Allan,Fung,GOP,46879,1,63912,42385,0,William,Gilbert,Ind,47050,3,39914,43095,0,2022-11-09T03:56:05.898Z,
1667981443,2022-11-09 02:10:43 -0600,7cffe27ed1e74c6f72f6bbb8eb945d7366a075bf,RI-20221108_Eday80,40,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,226886,99,197589,524461,True,20221108RI40017,2022-11-08,RI,Seth,Magaziner,Magazinr,Dem,46877,2,71484,43071,0,Allan,Fung,GOP,46879,1,63912,42385,0,William,Gilbert,Ind,47050,3,39914,43095,0,2022-11-09T03:56:05.898Z,
1667981483,2022-11-09 02:11:23 -0600,71b7e139fa561afc8a43f66a3db53706a14f3cc6,RI-20221108_Eday80,40,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,227892,99,197589,524461,True,20221108RI40017,2022-11-08,RI,Seth,Magaziner,Magazinr,Dem,46877,2,71484,43071,0,Allan,Fung,GOP,46879,1,63912,42385,0,William,Gilbert,Ind,47050,3,39914,43095,0,2022-11-09T03:56:05.898Z,
1667981523,2022-11-09 02:12:03 -0600,c8fb7bc9a3bbb68a30573d2004f14a44847334fa,RI-20221108_Eday80,40,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,226886,99,197589,524461,True,20221108RI40017,2022-11-08,RI,Seth,Magaziner,Magazinr,Dem,46877,2,71484,43071,0,Allan,Fung,GOP,46879,1,63912,42385,0,William,Gilbert,Ind,47050,3,39914,43095,0,2022-11-09T03:56:05.898Z,
1667982278,2022-11-09 02:24:38 -0600,718a2ffef5798f82177f24a035d713be22213363,RI-20221108_Eday80,40,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,227892,99,197589,524461,True,20221108RI40017,2022-11-08,RI,Seth,Magaziner,Magazinr,Dem,46877,2,71484,43071,0,Allan,Fung,GOP,46879,1,63912,42385,0,William,Gilbert,Ind,47050,3,39914,43095,0,2022-11-09T03:56:05.898Z,
1667983149,2022-11-09 02:39:09 -0600,f17f62c6411696475865d02e47d92617e807836a,RI-20221108_Eday80,40,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,226886,99,197589,524461,True,20221108RI40017,2022-11-08,RI,Seth,Magaziner,Magazinr,Dem,46877,2,71484,43071,0,Allan,Fung,GOP,46879,1,63912,42385,0,William,Gilbert,Ind,47050,3,39914,43095,0,2022-11-09T03:56:05.898Z,
1667987444,2022-11-09 03:50:44 -0600,535a461b75364f2c1d70c8e62728ceb9443765d2,RI-20221108_Eday80,40,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,227892,99,197589,524461,True,20221108RI40017,2022-11-08,RI,Seth,Magaziner,Magazinr,Dem,46877,2,71484,43071,0,Allan,Fung,GOP,46879,1,63912,42385,0,William,Gilbert,Ind,47050,3,39914,43095,0,2022-11-09T03:56:05.898Z,
1667987484,2022-11-09 03:51:24 -0600,980f6fe5a4a9ffa7810478d35fa77761f4ccdcbc,RI-20221108_Eday80,40,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,226886,99,197589,524461,True,20221108RI40017,2022-11-08,RI,Seth,Magaziner,Magazinr,Dem,46877,2,71484,43071,0,Allan,Fung,GOP,46879,1,63912,42385,0,William,Gilbert,Ind,47050,3,39914,43095,0,2022-11-09T03:56:05.898Z,
1667987524,2022-11-09 03:52:04 -0600,c251c6fbf74f00217c61f2d533377b35edad2d39,RI-20221108_Eday80,40,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,227892,99,197589,524461,True,20221108RI40017,2022-11-08,RI,Seth,Magaziner,Magazinr,Dem,46877,2,71484,43071,0,Allan,Fung,GOP,46879,1,63912,42385,0,William,Gilbert,Ind,47050,3,39914,43095,0,2022-11-09T03:56:05.898Z,
1668014643,2022-11-09 11:24:03 -0600,f5f86614da7b9c70e333016a9cf826d5cc8dc111,RI-20221108_Eday80,40,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,222157,99,197589,524461,True,20221108RI40017,2022-11-08,RI,Seth,Magaziner,Magazinr,Dem,46877,2,71484,43071,0,Allan,Fung,GOP,46879,1,63912,42385,0,William,Gilbert,Ind,47050,3,39914,43095,0,2022-11-09T03:56:05.898Z,
1668017123,2022-11-09 12:05:23 -0600,ed18f7216787cdb5ef36ddfcc78146352dc91fa1,RI-20221108_Eday80,40,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,220932,99,197589,524461,True,20221108RI40017,2022-11-08,RI,Seth,Magaziner,Magazinr,Dem,46877,2,71484,43071,0,Allan,Fung,GOP,46879,1,63912,42385,0,William,Gilbert,Ind,47050,3,39914,43095,0,2022-11-09T03:56:05.898Z,
1668019643,2022-11-09 12:47:23 -0600,d7f868b0887104dd86e4682b45b8c8f7558d8507,RI-20221108_Eday80,40,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,215336,99,197589,524461,True,20221108RI40017,2022-11-08,RI,Seth,Magaziner,Magazinr,Dem,46877,2,71484,43071,0,Allan,Fung,GOP,46879,1,63912,42385,0,William,Gilbert,Ind,47050,3,39914,43095,0,2022-11-09T03:56:05.898Z,
1668019687,2022-11-09 12:48:07 -0600,706537affaa1aaf708353d2526d57832c260ebaf,RI-20221108_Eday80,40,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,220932,99,197589,524461,True,20221108RI40017,2022-11-08,RI,Seth,Magaziner,Magazinr,Dem,46877,2,71484,43071,0,Allan,Fung,GOP,46879,1,63912,42385,0,William,Gilbert,Ind,47050,3,39914,43095,0,2022-11-09T03:56:05.898Z,
1668019729,2022-11-09 12:48:49 -0600,328d57353964e7fdcc3ab4a46fd0617a7c672442,RI-20221108_Eday80,40,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,215336,99,197589,524461,True,20221108RI40017,2022-11-08,RI,Seth,Magaziner,Magazinr,Dem,46877,2,71484,43071,0,Allan,Fung,GOP,46879,1,63912,42385,0,William,Gilbert,Ind,47050,3,39914,43095,0,2022-11-09T03:56:05.898Z,
1668021425,2022-11-09 13:17:05 -0600,ff8e0d5eb19c639b3459ffd042d9480eb590737e,RI-20221108_Eday80,40,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,214410,99,197589,524461,True,20221108RI40017,2022-11-08,RI,Seth,Magaziner,Magazinr,Dem,46877,2,71484,43071,0,Allan,Fung,GOP,46879,1,63912,42385,0,William,Gilbert,Ind,47050,3,39914,43095,0,2022-11-09T03:56:05.898Z,
1668022149,2022-11-09 13:29:09 -0600,db862adbb55b54fb04f17c5000999e056cd04920,RI-20221108_Eday80,40,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,215416,99,197589,524461,True,20221108RI40017,2022-11-08,RI,Seth,Magaziner,Magazinr,Dem,46877,2,71484,43071,0,Allan,Fung,GOP,46879,1,63912,42385,0,William,Gilbert,Ind,47050,3,39914,43095,0,2022-11-09T03:56:05.898Z,
1668022191,2022-11-09 13:29:51 -0600,bb7c1b0b672fb7cee94f77e8bad4d13c5235dc86,RI-20221108_Eday80,40,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,214410,99,197589,524461,True,20221108RI40017,2022-11-08,RI,Seth,Magaziner,Magazinr,Dem,46877,2,71484,43071,0,Allan,Fung,GOP,46879,1,63912,42385,0,William,Gilbert,Ind,47050,3,39914,43095,0,2022-11-09T03:56:05.898Z,
1668022275,2022-11-09 13:31:15 -0600,830e7cab9dd4c198612bd2f61b04e37c351ba5b3,RI-20221108_Eday80,40,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,215416,99,197589,524461,True,20221108RI40017,2022-11-08,RI,Seth,Magaziner,Magazinr,Dem,46877,2,71484,43071,0,Allan,Fung,GOP,46879,1,63912,42385,0,William,Gilbert,Ind,47050,3,39914,43095,0,2022-11-09T03:56:05.898Z,
1668022316,2022-11-09 13:31:56 -0600,8ac9d40a9f128bd1e65ee6aa2eeea055ff6e7ec0,RI-20221108_Eday80,40,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,214410,99,197589,524461,True,20221108RI40017,2022-11-08,RI,Seth,Magaziner,Magazinr,Dem,46877,2,71484,43071,0,Allan,Fung,GOP,46879,1,63912,42385,0,William,Gilbert,Ind,47050,3,39914,43095,0,2022-11-09T03:56:05.898Z,
1668022357,2022-11-09 13:32:37 -0600,459b06c1f22c711487c01a8ae7e7392951c4b12c,RI-20221108_Eday80,40,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,215416,99,197589,524461,True,20221108RI40017,2022-11-08,RI,Seth,Magaziner,Magazinr,Dem,46877,2,71484,43071,0,Allan,Fung,GOP,46879,1,63912,42385,0,William,Gilbert,Ind,47050,3,39914,43095,0,2022-11-09T03:56:05.898Z,
1668025479,2022-11-09 14:24:39 -0600,776dc719524ffe90b5ebbf510aedeb09581c1343,RI-20221108_Eday80,40,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,208770,99,197589,524461,True,20221108RI40017,2022-11-08,RI,Seth,Magaziner,Magazinr,Dem,46877,2,71484,43071,0,Allan,Fung,GOP,46879,1,63912,42385,0,William,Gilbert,Ind,47050,3,39914,43095,0,2022-11-09T03:56:05.898Z,
1668031003,2022-11-09 15:56:43 -0600,5787af28dd29ee04f38c6af1722490ffd21f5ffe,RI-20221108_Eday80,40,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,208501,99,197589,524461,True,20221108RI40017,2022-11-08,RI,Seth,Magaziner,Magazinr,Dem,46877,2,71484,43071,0,Allan,Fung,GOP,46879,1,63912,42385,0,William,Gilbert,Ind,47050,3,39914,43095,0,2022-11-09T03:56:05.898Z,
1668117487,2022-11-10 15:58:07 -0600,fa0e9e771b570a676d97e8322d84a5406d850b4c,RI-20221108_Eday80,40,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,200208,99,198141,524461,True,20221108RI40017,2022-11-08,RI,Seth,Magaziner,Magazinr,Dem,46877,2,71484,43071,0,Allan,Fung,GOP,46879,1,63912,42385,0,William,Gilbert,Ind,47050,3,39914,43095,0,2022-11-09T03:56:05.898Z,
1668118327,2022-11-10 16:12:07 -0600,ade45523ce6d191d403b388900b9c6e435dc0946,RI-20221108_Eday80,40,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,201645,99,198364,524461,True,20221108RI40017,2022-11-08,RI,Seth,Magaziner,Magazinr,Dem,46877,2,71484,43071,0,Allan,Fung,GOP,46879,1,63912,42385,0,William,Gilbert,Ind,47050,3,39914,43095,0,2022-11-09T03:56:05.898Z,
1668118750,2022-11-10 16:19:10 -0600,ecf4150ab42126bc752d7e467e17263c72b7e4b0,RI-20221108_Eday80,40,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,201855,99,199476,524461,True,20221108RI40017,2022-11-08,RI,Seth,Magaziner,Magazinr,Dem,46877,2,71484,43071,0,Allan,Fung,GOP,46879,1,63912,42385,0,William,Gilbert,Ind,47050,3,39914,43095,0,2022-11-09T03:56:05.898Z,
1668118793,2022-11-10 16:19:53 -0600,15756e71406f3a18dad68c1c2abc679b8edf71f5,RI-20221108_Eday80,40,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,201645,99,198364,524461,True,20221108RI40017,2022-11-08,RI,Seth,Magaziner,Magazinr,Dem,46877,2,71484,43071,0,Allan,Fung,GOP,46879,1,63912,42385,0,William,Gilbert,Ind,47050,3,39914,43095,0,2022-11-09T03:56:05.898Z,
1668118838,2022-11-10 16:20:38 -0600,e724842cc8de0debe83b0f8d65ee00551f92f05c,RI-20221108_Eday80,40,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,201855,99,199476,524461,True,20221108RI40017,2022-11-08,RI,Seth,Magaziner,Magazinr,Dem,46877,2,71484,43071,0,Allan,Fung,GOP,46879,1,63912,42385,0,William,Gilbert,Ind,47050,3,39914,43095,0,2022-11-09T03:56:05.898Z,
1668119677,2022-11-10 16:34:37 -0600,375d2dad7cfcd6cafe50575bde7c24fe54352452,RI-20221108_Eday80,40,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,201861,99,199911,524461,True,20221108RI40017,2022-11-08,RI,Seth,Magaziner,Magazinr,Dem,46877,2,71484,43071,0,Allan,Fung,GOP,46879,1,63912,42385,0,William,Gilbert,Ind,47050,3,39914,43095,0,2022-11-09T03:56:05.898Z,
1668119931,2022-11-10 16:38:51 -0600,a772bce200f8701c43204387247b78081874fbbf,RI-20221108_Eday80,40,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,201884,99,199911,524461,True,20221108RI40017,2022-11-08,RI,Seth,Magaziner,Magazinr,Dem,46877,2,71484,43071,0,Allan,Fung,GOP,46879,1,63912,42385,0,William,Gilbert,Ind,47050,3,39914,43095,0,2022-11-09T03:56:05.898Z,
1668119970,2022-11-10 16:39:30 -0600,6653463680683f9c7021a6a434ac2bf41735b906,RI-20221108_Eday80,40,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,201861,99,199911,524461,True,20221108RI40017,2022-11-08,RI,Seth,Magaziner,Magazinr,Dem,46877,2,71484,43071,0,Allan,Fung,GOP,46879,1,63912,42385,0,William,Gilbert,Ind,47050,3,39914,43095,0,2022-11-09T03:56:05.898Z,
1668120516,2022-11-10 16:48:36 -0600,cce09d470154673d02db7fd61df7c47e65b384e9,RI-20221108_Eday80,40,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,201884,99,199911,524461,True,20221108RI40017,2022-11-08,RI,Seth,Magaziner,Magazinr,Dem,46877,2,71484,43071,0,Allan,Fung,GOP,46879,1,63912,42385,0,William,Gilbert,Ind,47050,3,39914,43095,0,2022-11-09T03:56:05.898Z,
1668120604,2022-11-10 16:50:04 -0600,d72decae99512b62e7e4b38fd26057a138c1f1cb,RI-20221108_Eday80,40,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,201884,99,200010,524461,True,20221108RI40017,2022-11-08,RI,Seth,Magaziner,Magazinr,Dem,46877,2,71484,43071,0,Allan,Fung,GOP,46879,1,63912,42385,0,William,Gilbert,Ind,47050,3,39914,43095,0,2022-11-09T03:56:05.898Z,
1668124902,2022-11-10 18:01:42 -0600,cd9cf8334d498df528100178658a6c7eec9ddfbd,RI-20221108_Eday80,40,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,202028,99,200010,524461,True,20221108RI40017,2022-11-08,RI,Seth,Magaziner,Magazinr,Dem,46877,2,71484,43071,0,Allan,Fung,GOP,46879,1,63912,42385,0,William,Gilbert,Ind,47050,3,39914,43095,0,2022-11-09T03:56:05.898Z,
1668124943,2022-11-10 18:02:23 -0600,8150230e4dd28611bea1d9e400e0b84b6ca28f2d,RI-20221108_Eday80,40,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,201884,99,200010,524461,True,20221108RI40017,2022-11-08,RI,Seth,Magaziner,Magazinr,Dem,46877,2,71484,43071,0,Allan,Fung,GOP,46879,1,63912,42385,0,William,Gilbert,Ind,47050,3,39914,43095,0,2022-11-09T03:56:05.898Z,
1668124984,2022-11-10 18:03:04 -0600,21a9d6f322abc68d71fa59763566e4ac312a9202,RI-20221108_Eday80,40,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,202028,99,200010,524461,True,20221108RI40017,2022-11-08,RI,Seth,Magaziner,Magazinr,Dem,46877,2,71484,43071,0,Allan,Fung,GOP,46879,1,63912,42385,0,William,Gilbert,Ind,47050,3,39914,43095,0,2022-11-09T03:56:05.898Z,
1668235323,2022-11-12 00:42:03 -0600,3b665d10daf6a239ad763b75600b8c8aaee001b0,RI-20221108_Eday80,40,General,G,Tabulation Paused,Called,H,U.S. House,True,District 2,2,202028,99,200010,524461,True,20221108RI40017,2022-11-08,RI,Seth,Magaziner,Magazinr,Dem,46877,2,71484,43071,0,Allan,Fung,GOP,46879,1,63912,42385,0,William,Gilbert,Ind,47050,3,39914,43095,0,2022-11-09T03:56:05.898Z,
1668235364,2022-11-12 00:42:44 -0600,a9f67cf04412c8bcc18fdfbaf97d1735e9a3c432,RI-20221108_Eday80,40,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,202028,99,200010,524461,True,20221108RI40017,2022-11-08,RI,Seth,Magaziner,Magazinr,Dem,46877,2,71484,43071,0,Allan,Fung,GOP,46879,1,63912,42385,0,William,Gilbert,Ind,47050,3,39914,43095,0,2022-11-09T03:56:05.898Z,
1668235407,2022-11-12 00:43:27 -0600,0fb9adade89a7c32ee4cc59362b4d878484a07de,RI-20221108_Eday80,40,General,G,Tabulation Paused,Called,H,U.S. House,True,District 2,2,202028,99,200010,524461,True,20221108RI40017,2022-11-08,RI,Seth,Magaziner,Magazinr,Dem,46877,2,71484,43071,0,Allan,Fung,GOP,46879,1,63912,42385,0,William,Gilbert,Ind,47050,3,39914,43095,0,2022-11-09T03:56:05.898Z,
