captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.51915.first,candidates.51915.last,candidates.51915.incumbent,candidates.51915.party,candidates.51915.candidateID,candidates.51915.ballotOrder,candidates.51915.polID,candidates.51915.polNum,candidates.51915.electWon,candidates.53160.first,candidates.53160.last,candidates.53160.abbrv,candidates.53160.party,candidates.53160.candidateID,candidates.53160.ballotOrder,candidates.53160.polID,candidates.53160.polNum,candidates.53160.electWon,candidates.51915.winnerDateTime,isCertified
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,361829,95,149775,621632,True,20221108PA39013,2022-11-08,PA,51915,Chrissy,Houlahan,True,Dem,51915,1,66427,45712,0,Guy,Ciarrocchi,Ciarrcch,GOP,53160,2,70059,46171,0,,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,361829,95,158325,621632,True,20221108PA39013,2022-11-08,PA,51915,Chrissy,Houlahan,True,Dem,51915,1,66427,45712,0,Guy,Ciarrocchi,Ciarrcch,GOP,53160,2,70059,46171,0,,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,361829,95,200919,621632,True,20221108PA39013,2022-11-08,PA,51915,Chrissy,Houlahan,True,Dem,51915,1,66427,45712,0,Guy,Ciarrocchi,Ciarrcch,GOP,53160,2,70059,46171,0,,
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,361829,95,232878,621632,True,20221108PA39013,2022-11-08,PA,51915,Chrissy,Houlahan,True,Dem,51915,1,66427,45712,0,Guy,Ciarrocchi,Ciarrcch,GOP,53160,2,70059,46171,0,,
1667968667,2022-11-08 22:37:47 -0600,a013d457c641e43c359ed7cf524810962213905d,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,361829,95,265411,621632,True,20221108PA39013,2022-11-08,PA,51915,Chrissy,Houlahan,True,Dem,51915,1,66427,45712,0,Guy,Ciarrocchi,Ciarrcch,GOP,53160,2,70059,46171,0,,
1667969463,2022-11-08 22:51:03 -0600,33a57724ad86936b636ee9df9a6a905b84cec6b3,PA-20221108_Eday80,39,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,361829,95,267018,621632,True,20221108PA39013,2022-11-08,PA,51915,Chrissy,Houlahan,True,Dem,51915,1,66427,45712,0,Guy,Ciarrocchi,Ciarrcch,GOP,53160,2,70059,46171,0,,
1667979473,2022-11-09 01:37:53 -0600,5d943cd360aaf4835af0f146a5a7aa603bfdd4cb,PA-20221108_Eday80,39,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,361829,99,267018,621632,True,20221108PA39013,2022-11-08,PA,51915,Chrissy,Houlahan,True,Dem,51915,1,66427,45712,0,Guy,Ciarrocchi,Ciarrcch,GOP,53160,2,70059,46171,0,2022-11-09T07:33:05.147Z,
1667984322,2022-11-09 02:58:42 -0600,e276221deb2b56aa282835bda46e8d0628c88dc4,PA-20221108_Eday80,39,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,338544,99,267018,621632,True,20221108PA39013,2022-11-08,PA,51915,Chrissy,Houlahan,True,Dem,51915,1,66427,45712,0,Guy,Ciarrocchi,Ciarrcch,GOP,53160,2,70059,46171,0,2022-11-09T07:33:05.147Z,
1667985174,2022-11-09 03:12:54 -0600,68416a7a90f736185bed11a2c7b588ad616a4f90,PA-20221108_Eday80,39,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,271781,99,267018,621632,True,20221108PA39013,2022-11-08,PA,51915,Chrissy,Houlahan,True,Dem,51915,1,66427,45712,0,Guy,Ciarrocchi,Ciarrcch,GOP,53160,2,70059,46171,0,2022-11-09T07:33:05.147Z,
1667985904,2022-11-09 03:25:04 -0600,9a93968822f66fb5ab1446dd87e58d49f4859b6e,PA-20221108_Eday80,39,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,271781,99,268994,621632,True,20221108PA39013,2022-11-08,PA,51915,Chrissy,Houlahan,True,Dem,51915,1,66427,45712,0,Guy,Ciarrocchi,Ciarrcch,GOP,53160,2,70059,46171,0,2022-11-09T07:33:05.147Z,
1667985945,2022-11-09 03:25:45 -0600,ccf1c188a3cd33e1e940a35bdccf1b24a50383f8,PA-20221108_Eday80,39,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,271781,99,267018,621632,True,20221108PA39013,2022-11-08,PA,51915,Chrissy,Houlahan,True,Dem,51915,1,66427,45712,0,Guy,Ciarrocchi,Ciarrcch,GOP,53160,2,70059,46171,0,2022-11-09T07:33:05.147Z,
1667986070,2022-11-09 03:27:50 -0600,842d9624fa3e4ff5a6b6d21ac818296b8b09522a,PA-20221108_Eday80,39,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,271781,99,268994,621632,True,20221108PA39013,2022-11-08,PA,51915,Chrissy,Houlahan,True,Dem,51915,1,66427,45712,0,Guy,Ciarrocchi,Ciarrcch,GOP,53160,2,70059,46171,0,2022-11-09T07:33:05.147Z,
1667988326,2022-11-09 04:05:26 -0600,81f3312db0f02393b6f99b1a3db05495e5086572,PA-20221108_Eday80,39,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,271781,99,284165,621632,True,20221108PA39013,2022-11-08,PA,51915,Chrissy,Houlahan,True,Dem,51915,1,66427,45712,0,Guy,Ciarrocchi,Ciarrcch,GOP,53160,2,70059,46171,0,2022-11-09T07:33:05.147Z,
1667991688,2022-11-09 05:01:28 -0600,4fcd2ee3e3bcac0c1c2c10b7e0f6729c62750215,PA-20221108_Eday80,39,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,287105,99,284165,621632,True,20221108PA39013,2022-11-08,PA,51915,Chrissy,Houlahan,True,Dem,51915,1,66427,45712,0,Guy,Ciarrocchi,Ciarrcch,GOP,53160,2,70059,46171,0,2022-11-09T07:33:05.147Z,
1668008121,2022-11-09 09:35:21 -0600,b80564f1e93c71d4fbfdd4bc2eecbc45c51aaad8,PA-20221108_Eday80,39,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,287105,99,300011,621632,True,20221108PA39013,2022-11-08,PA,51915,Chrissy,Houlahan,True,Dem,51915,1,66427,45712,0,Guy,Ciarrocchi,Ciarrcch,GOP,53160,2,70059,46171,0,2022-11-09T07:33:05.147Z,
1668018088,2022-11-09 12:21:28 -0600,b0b7c547b2f48d58915a85053bef03dde28f77e5,PA-20221108_Eday80,39,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,320987,99,300011,621632,True,20221108PA39013,2022-11-08,PA,51915,Chrissy,Houlahan,True,Dem,51915,1,66427,45712,0,Guy,Ciarrocchi,Ciarrcch,GOP,53160,2,70059,46171,0,2022-11-09T07:33:05.147Z,
1668020616,2022-11-09 13:03:36 -0600,2c6fad455163280f176f28988bf086472da8ac40,PA-20221108_Eday80,39,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,320987,99,307196,621632,True,20221108PA39013,2022-11-08,PA,51915,Chrissy,Houlahan,True,Dem,51915,1,66427,45712,0,Guy,Ciarrocchi,Ciarrcch,GOP,53160,2,70059,46171,0,2022-11-09T07:33:05.147Z,
1668035980,2022-11-09 17:19:40 -0600,c571155a3c49936a3ef5614c92d1dca41856bfde,PA-20221108_Eday80,39,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,320987,99,314410,621632,True,20221108PA39013,2022-11-08,PA,51915,Chrissy,Houlahan,True,Dem,51915,1,66427,45712,0,Guy,Ciarrocchi,Ciarrcch,GOP,53160,2,70059,46171,0,2022-11-09T07:33:05.147Z,
1668037656,2022-11-09 17:47:36 -0600,d8463ef8545b7e56802f1565c2fe18191f27088b,PA-20221108_Eday80,39,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,336638,99,314410,621632,True,20221108PA39013,2022-11-08,PA,51915,Chrissy,Houlahan,True,Dem,51915,1,66427,45712,0,Guy,Ciarrocchi,Ciarrcch,GOP,53160,2,70059,46171,0,2022-11-09T07:33:05.147Z,
1668069379,2022-11-10 02:36:19 -0600,231a2ee6532ba9ef458640b84aa1bf5086c72593,PA-20221108_Eday80,39,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,336638,99,319752,621632,True,20221108PA39013,2022-11-08,PA,51915,Chrissy,Houlahan,True,Dem,51915,1,66427,45712,0,Guy,Ciarrocchi,Ciarrcch,GOP,53160,2,70059,46171,0,2022-11-09T07:33:05.147Z,
1668204189,2022-11-11 16:03:09 -0600,6733e1284d84ee437a86cd68a4cfbd58f7f375e0,PA-20221108_Eday80,39,General,G,Active Tabulation,Called,H,U.S. House,True,District 6,6,328307,99,319752,621632,True,20221108PA39013,2022-11-08,PA,51915,Chrissy,Houlahan,True,Dem,51915,1,66427,45712,0,Guy,Ciarrocchi,Ciarrcch,GOP,53160,2,70059,46171,0,2022-11-09T07:33:05.147Z,
1668215824,2022-11-11 19:17:04 -0600,e37f9e0c2a833cd4fce89d8312c3bebd4908d9d5,PA-20221108_Eday80,39,General,G,Tabulation Paused,Called,H,U.S. House,True,District 6,6,328307,99,323735,621632,True,20221108PA39013,2022-11-08,PA,51915,Chrissy,Houlahan,True,Dem,51915,1,66427,45712,0,Guy,Ciarrocchi,Ciarrcch,GOP,53160,2,70059,46171,0,2022-11-09T07:33:05.147Z,
1668614061,2022-11-16 09:54:21 -0600,8d6240fe4c3ec5010d9ddfcf2f36b3c9a410b9d0,PA-20221108_Eday80,39,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 6,6,328307,99,325063,621632,True,20221108PA39013,2022-11-08,PA,51915,Chrissy,Houlahan,True,Dem,51915,1,66427,45712,0,Guy,Ciarrocchi,Ciarrcch,GOP,53160,2,70059,46171,0,2022-11-09T07:33:05.147Z,
1668700284,2022-11-17 09:51:24 -0600,b62563200e4c044b39335e15bf3f2675ab7fb46d,PA-20221108_Eday80,39,General,G,Tabulation Paused until 2022-11-28T19:00:00.000Z,Called,H,U.S. House,True,District 6,6,328307,99,325691,621632,True,20221108PA39013,2022-11-08,PA,51915,Chrissy,Houlahan,True,Dem,51915,1,66427,45712,0,Guy,Ciarrocchi,Ciarrcch,GOP,53160,2,70059,46171,0,2022-11-09T07:33:05.147Z,
1668792724,2022-11-18 11:32:04 -0600,d809a72b7566725b60303258b5cfd343781ef3f2,PA-20221108_Eday80,39,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 6,6,328307,99,325691,621632,True,20221108PA39013,2022-11-08,PA,51915,Chrissy,Houlahan,True,Dem,51915,1,66427,45712,0,Guy,Ciarrocchi,Ciarrcch,GOP,53160,2,70059,46171,0,2022-11-09T07:33:05.147Z,
1668798259,2022-11-18 13:04:19 -0600,9d8d9d26f591fe8a640b861af104a05e8f533090,PA-20221108_Eday80,39,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 6,6,328307,99,326467,621632,True,20221108PA39013,2022-11-08,PA,51915,Chrissy,Houlahan,True,Dem,51915,1,66427,45712,0,Guy,Ciarrocchi,Ciarrcch,GOP,53160,2,70059,46171,0,2022-11-09T07:33:05.147Z,
1669148105,2022-11-22 14:15:05 -0600,75cf5dde838badb28a227eb20b9627f1c362d68a,PA-20221108_Eday80,39,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 6,6,329021,99,326470,621632,True,20221108PA39013,2022-11-08,PA,51915,Chrissy,Houlahan,True,Dem,51915,1,66427,45712,0,Guy,Ciarrocchi,Ciarrcch,GOP,53160,2,70059,46171,0,2022-11-09T07:33:05.147Z,False
