captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.49959.first,candidates.49959.last,candidates.49959.incumbent,candidates.49959.party,candidates.49959.candidateID,candidates.49959.ballotOrder,candidates.49959.polID,candidates.49959.polNum,candidates.49959.electWon,candidates.50766.first,candidates.50766.last,candidates.50766.party,candidates.50766.candidateID,candidates.50766.ballotOrder,candidates.50766.polID,candidates.50766.polNum,candidates.50766.electWon,candidates.50960.first,candidates.50960.last,candidates.50960.party,candidates.50960.candidateID,candidates.50960.ballotOrder,candidates.50960.polID,candidates.50960.polNum,candidates.50960.electWon,candidates.49959.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,TN-20221108_Eday80,43,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 7,7,231109,99,0,944078,True,20221108TN43017,2022-11-08,TN,49959,Mark,Green,True,GOP,49959,1,67432,45786,0.0,Odessa,Kelly,Dem,50766,2,70870,46835,0.0,Steven,Hooper,Ind,50960,3,69602,46683,0.0,,
1667957119,2022-11-09 01:25:19 +0000,6d7ee88678b17ac3babfbeca22c88d840ddf7ac8,TN-20221108_Eday80,43,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,231109,99,6417,944078,True,20221108TN43017,2022-11-08,TN,49959,Mark,Green,True,GOP,49959,1,67432,45786,0.0,Odessa,Kelly,Dem,50766,2,70870,46835,0.0,Steven,Hooper,Ind,50960,3,69602,46683,0.0,,
1667957430,2022-11-09 01:30:30 +0000,03f90a735487a191903970f5b59ebf51d460c3e0,TN-20221108_Eday80,43,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,231109,99,5144,944078,True,20221108TN43017,2022-11-08,TN,49959,Mark,Green,True,GOP,49959,1,67432,45786,0.0,Odessa,Kelly,Dem,50766,2,70870,46835,0.0,Steven,Hooper,Ind,50960,3,69602,46683,0.0,,
1667957715,2022-11-09 01:35:15 +0000,97cbc8b93cc842818a0fba948144842c3e8d51f0,TN-20221108_Eday80,43,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,231109,99,6417,944078,True,20221108TN43017,2022-11-08,TN,49959,Mark,Green,True,GOP,49959,1,67432,45786,0.0,Odessa,Kelly,Dem,50766,2,70870,46835,0.0,Steven,Hooper,Ind,50960,3,69602,46683,0.0,,
1667957993,2022-11-09 01:39:53 +0000,af6b7ce58befb45bf1dd57f93615d5da519d3770,TN-20221108_Eday80,43,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,231109,99,12464,944078,True,20221108TN43017,2022-11-08,TN,49959,Mark,Green,True,GOP,49959,1,67432,45786,0.0,Odessa,Kelly,Dem,50766,2,70870,46835,0.0,Steven,Hooper,Ind,50960,3,69602,46683,0.0,,
1667958273,2022-11-09 01:44:33 +0000,4199c67ba64ae17927c85a89877c89e59a577ae0,TN-20221108_Eday80,43,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,231109,99,22093,944078,True,20221108TN43017,2022-11-08,TN,49959,Mark,Green,True,GOP,49959,1,67432,45786,0.0,Odessa,Kelly,Dem,50766,2,70870,46835,0.0,Steven,Hooper,Ind,50960,3,69602,46683,0.0,,
1667958559,2022-11-09 01:49:19 +0000,0a6694bb1cdd9734aff1178f6a5894d33a1a95cc,TN-20221108_Eday80,43,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,231109,99,12942,944078,True,20221108TN43017,2022-11-08,TN,49959,Mark,Green,True,GOP,49959,1,67432,45786,0.0,Odessa,Kelly,Dem,50766,2,70870,46835,0.0,Steven,Hooper,Ind,50960,3,69602,46683,0.0,,
1667958843,2022-11-09 01:54:03 +0000,cdc0d2ad2c3afd665dd741c97f9de238aafb3cf6,TN-20221108_Eday80,43,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,231109,99,21965,944078,True,20221108TN43017,2022-11-08,TN,49959,Mark,Green,True,GOP,49959,1,67432,45786,0.0,Odessa,Kelly,Dem,50766,2,70870,46835,0.0,Steven,Hooper,Ind,50960,3,69602,46683,0.0,,
1667959124,2022-11-09 01:58:44 +0000,ebdb2f4efab49b8071a842b145008e58069ff969,TN-20221108_Eday80,43,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,231109,99,22093,944078,True,20221108TN43017,2022-11-08,TN,49959,Mark,Green,True,GOP,49959,1,67432,45786,0.0,Odessa,Kelly,Dem,50766,2,70870,46835,0.0,Steven,Hooper,Ind,50960,3,69602,46683,0.0,,
1667959410,2022-11-09 02:03:30 +0000,98a277291480f2bee1271d939218798a5aa6ad2a,TN-20221108_Eday80,43,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,231109,99,25040,944078,True,20221108TN43017,2022-11-08,TN,49959,Mark,Green,True,GOP,49959,1,67432,45786,0.0,Odessa,Kelly,Dem,50766,2,70870,46835,0.0,Steven,Hooper,Ind,50960,3,69602,46683,0.0,,
1667960264,2022-11-09 02:17:44 +0000,e239f4bcca07deff3069ebbdd016fa8b8d41d752,TN-20221108_Eday80,43,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,231109,99,31467,944078,True,20221108TN43017,2022-11-08,TN,49959,Mark,Green,True,GOP,49959,1,67432,45786,0.0,Odessa,Kelly,Dem,50766,2,70870,46835,0.0,Steven,Hooper,Ind,50960,3,69602,46683,0.0,,
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,TN-20221108_Eday80,43,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,231109,99,35791,944078,True,20221108TN43017,2022-11-08,TN,49959,Mark,Green,True,GOP,49959,1,67432,45786,0.0,Odessa,Kelly,Dem,50766,2,70870,46835,0.0,Steven,Hooper,Ind,50960,3,69602,46683,0.0,,
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,TN-20221108_Eday80,43,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,224932,99,55449,944078,True,20221108TN43017,2022-11-08,TN,49959,Mark,Green,True,GOP,49959,1,67432,45786,0.0,Odessa,Kelly,Dem,50766,2,70870,46835,0.0,Steven,Hooper,Ind,50960,3,69602,46683,0.0,,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,TN-20221108_Eday80,43,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,224932,99,56260,944078,True,20221108TN43017,2022-11-08,TN,49959,Mark,Green,True,GOP,49959,1,67432,45786,0.0,Odessa,Kelly,Dem,50766,2,70870,46835,0.0,Steven,Hooper,Ind,50960,3,69602,46683,0.0,,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,TN-20221108_Eday80,43,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,224932,99,56665,944078,True,20221108TN43017,2022-11-08,TN,49959,Mark,Green,True,GOP,49959,1,67432,45786,0.0,Odessa,Kelly,Dem,50766,2,70870,46835,0.0,Steven,Hooper,Ind,50960,3,69602,46683,0.0,,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,TN-20221108_Eday80,43,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,224932,99,59281,944078,True,20221108TN43017,2022-11-08,TN,49959,Mark,Green,True,GOP,49959,1,67432,45786,0.0,Odessa,Kelly,Dem,50766,2,70870,46835,0.0,Steven,Hooper,Ind,50960,3,69602,46683,0.0,,
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,TN-20221108_Eday80,43,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,224932,99,63486,944078,True,20221108TN43017,2022-11-08,TN,49959,Mark,Green,True,GOP,49959,1,67432,45786,0.0,Odessa,Kelly,Dem,50766,2,70870,46835,0.0,Steven,Hooper,Ind,50960,3,69602,46683,0.0,,
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,TN-20221108_Eday80,43,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,206154,99,68661,944078,True,20221108TN43017,2022-11-08,TN,49959,Mark,Green,True,GOP,49959,1,67432,45786,0.0,Odessa,Kelly,Dem,50766,2,70870,46835,0.0,Steven,Hooper,Ind,50960,3,69602,46683,0.0,,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,TN-20221108_Eday80,43,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,203399,99,72352,944078,True,20221108TN43017,2022-11-08,TN,49959,Mark,Green,True,GOP,49959,1,67432,45786,0.0,Odessa,Kelly,Dem,50766,2,70870,46835,0.0,Steven,Hooper,Ind,50960,3,69602,46683,0.0,,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,TN-20221108_Eday80,43,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,204411,99,74734,944078,True,20221108TN43017,2022-11-08,TN,49959,Mark,Green,True,GOP,49959,1,67432,45786,0.0,Odessa,Kelly,Dem,50766,2,70870,46835,0.0,Steven,Hooper,Ind,50960,3,69602,46683,0.0,,
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,TN-20221108_Eday80,43,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,204411,99,81957,944078,True,20221108TN43017,2022-11-08,TN,49959,Mark,Green,True,GOP,49959,1,67432,45786,0.0,Odessa,Kelly,Dem,50766,2,70870,46835,0.0,Steven,Hooper,Ind,50960,3,69602,46683,0.0,,
1667967905,2022-11-08 22:25:05 -0600,7b53fc8cb8c53477e9f4fecf82fac92988ee5275,TN-20221108_Eday80,43,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,204411,99,122394,944078,True,20221108TN43017,2022-11-08,TN,49959,Mark,Green,True,GOP,49959,1,67432,45786,0.0,Odessa,Kelly,Dem,50766,2,70870,46835,0.0,Steven,Hooper,Ind,50960,3,69602,46683,0.0,,
1667968757,2022-11-08 22:39:17 -0600,444e7baf756125a86bedac9f7455307c41fed63a,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,201301,99,122394,944078,True,20221108TN43017,2022-11-08,TN,49959,Mark,Green,True,GOP,49959,1,67432,45786,0.0,Odessa,Kelly,Dem,50766,2,70870,46835,0.0,Steven,Hooper,Ind,50960,3,69602,46683,0.0,2022-11-09T04:22:54.848Z,
1667969549,2022-11-08 22:52:29 -0600,d5fdf591369d5db6b2ad36681ee672e4aa744331,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,201301,99,137324,944078,True,20221108TN43017,2022-11-08,TN,49959,Mark,Green,True,GOP,49959,1,67432,45786,0.0,Odessa,Kelly,Dem,50766,2,70870,46835,0.0,Steven,Hooper,Ind,50960,3,69602,46683,0.0,2022-11-09T04:22:54.848Z,
1667970373,2022-11-08 23:06:13 -0600,3ea973c74a9585b2e944f9dd59e390b2b951b2cd,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,187310,99,166495,944078,True,20221108TN43017,2022-11-08,TN,49959,Mark,Green,True,GOP,49959,1,67432,45786,0.0,Odessa,Kelly,Dem,50766,2,70870,46835,0.0,Steven,Hooper,Ind,50960,3,69602,46683,0.0,2022-11-09T04:22:54.848Z,
1667971213,2022-11-08 23:20:13 -0600,5f24f417653bba3396590267801436b107c31ac9,TN-20221108_Eday80,43,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,186262,99,179830,944078,True,20221108TN43017,2022-11-08,TN,49959,Mark,Green,True,GOP,49959,1,67432,45786,0.0,Odessa,Kelly,Dem,50766,2,70870,46835,0.0,Steven,Hooper,Ind,50960,3,69602,46683,0.0,2022-11-09T04:22:54.848Z,
