captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.32621.first,candidates.32621.last,candidates.32621.incumbent,candidates.32621.party,candidates.32621.candidateID,candidates.32621.ballotOrder,candidates.32621.polID,candidates.32621.polNum,candidates.32621.electWon,candidates.35467.first,candidates.35467.last,candidates.35467.party,candidates.35467.candidateID,candidates.35467.ballotOrder,candidates.35467.polID,candidates.35467.polNum,candidates.35467.electWon,candidates.35689.first,candidates.35689.last,candidates.35689.party,candidates.35689.candidateID,candidates.35689.ballotOrder,candidates.35689.polID,candidates.35689.polNum,candidates.35689.electWon,candidates.32621.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,MA-20221108_Eday80,22,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 6,6,372671,95,0,926834,True,20221108MA22952,2022-11-08,MA,32621,Seth,Moulton,True,Dem,32621,1,63945,27247,0,Bob,May,GOP,35467,2,71284,28191,0,Mark,Tashjian,Lib,35689,3,71808,28343,0,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,MA-20221108_Eday80,22,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 6,6,372679,95,0,926834,True,20221108MA22952,2022-11-08,MA,32621,Seth,Moulton,True,Dem,32621,1,63945,27247,0,Bob,May,GOP,35467,2,71284,28191,0,Mark,Tashjian,Lib,35689,3,71808,28343,0,
1667960264,2022-11-09 02:17:44 +0000,e239f4bcca07deff3069ebbdd016fa8b8d41d752,MA-20221108_Eday80,22,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,372679,95,3837,926834,True,20221108MA22952,2022-11-08,MA,32621,Seth,Moulton,True,Dem,32621,1,63945,27247,0,Bob,May,GOP,35467,2,71284,28191,0,Mark,Tashjian,Lib,35689,3,71808,28343,0,
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,MA-20221108_Eday80,22,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,372306,95,3837,926834,True,20221108MA22952,2022-11-08,MA,32621,Seth,Moulton,True,Dem,32621,1,63945,27247,0,Bob,May,GOP,35467,2,71284,28191,0,Mark,Tashjian,Lib,35689,3,71808,28343,0,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,MA-20221108_Eday80,22,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,372306,95,48258,926834,True,20221108MA22952,2022-11-08,MA,32621,Seth,Moulton,True,Dem,32621,1,63945,27247,0,Bob,May,GOP,35467,2,71284,28191,0,Mark,Tashjian,Lib,35689,3,71808,28343,0,
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,MA-20221108_Eday80,22,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,372306,95,52349,926834,True,20221108MA22952,2022-11-08,MA,32621,Seth,Moulton,True,Dem,32621,1,63945,27247,0,Bob,May,GOP,35467,2,71284,28191,0,Mark,Tashjian,Lib,35689,3,71808,28343,0,
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,MA-20221108_Eday80,22,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,372306,95,80427,926834,True,20221108MA22952,2022-11-08,MA,32621,Seth,Moulton,True,Dem,32621,1,63945,27247,0,Bob,May,GOP,35467,2,71284,28191,0,Mark,Tashjian,Lib,35689,3,71808,28343,0,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,MA-20221108_Eday80,22,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,351720,95,80427,926834,True,20221108MA22952,2022-11-08,MA,32621,Seth,Moulton,True,Dem,32621,1,63945,27247,0,Bob,May,GOP,35467,2,71284,28191,0,Mark,Tashjian,Lib,35689,3,71808,28343,0,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,MA-20221108_Eday80,22,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,351720,95,104702,926834,True,20221108MA22952,2022-11-08,MA,32621,Seth,Moulton,True,Dem,32621,1,63945,27247,0,Bob,May,GOP,35467,2,71284,28191,0,Mark,Tashjian,Lib,35689,3,71808,28343,0,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,MA-20221108_Eday80,22,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,351720,95,137368,926834,True,20221108MA22952,2022-11-08,MA,32621,Seth,Moulton,True,Dem,32621,1,63945,27247,0,Bob,May,GOP,35467,2,71284,28191,0,Mark,Tashjian,Lib,35689,3,71808,28343,0,
1667967905,2022-11-08 22:25:05 -0600,7b53fc8cb8c53477e9f4fecf82fac92988ee5275,MA-20221108_Eday80,22,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,351720,95,166952,926834,True,20221108MA22952,2022-11-08,MA,32621,Seth,Moulton,True,Dem,32621,1,63945,27247,0,Bob,May,GOP,35467,2,71284,28191,0,Mark,Tashjian,Lib,35689,3,71808,28343,0,
1667968757,2022-11-08 22:39:17 -0600,444e7baf756125a86bedac9f7455307c41fed63a,MA-20221108_Eday80,22,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,351720,95,177875,926834,True,20221108MA22952,2022-11-08,MA,32621,Seth,Moulton,True,Dem,32621,1,63945,27247,0,Bob,May,GOP,35467,2,71284,28191,0,Mark,Tashjian,Lib,35689,3,71808,28343,0,
1667969549,2022-11-08 22:52:29 -0600,d5fdf591369d5db6b2ad36681ee672e4aa744331,MA-20221108_Eday80,22,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,334605,95,181150,926834,True,20221108MA22952,2022-11-08,MA,32621,Seth,Moulton,True,Dem,32621,1,63945,27247,0,Bob,May,GOP,35467,2,71284,28191,0,Mark,Tashjian,Lib,35689,3,71808,28343,0,
1667970327,2022-11-08 23:05:27 -0600,1b6c4725cf9e59e40e1d6792336f8520d5b10b5b,MA-20221108_Eday80,22,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,334605,95,184269,926834,True,20221108MA22952,2022-11-08,MA,32621,Seth,Moulton,True,Dem,32621,1,63945,27247,0,Bob,May,GOP,35467,2,71284,28191,0,Mark,Tashjian,Lib,35689,3,71808,28343,0,
1667971213,2022-11-08 23:20:13 -0600,5f24f417653bba3396590267801436b107c31ac9,MA-20221108_Eday80,22,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 6,6,334125,95,188457,926834,True,20221108MA22952,2022-11-08,MA,32621,Seth,Moulton,True,Dem,32621,1,63945,27247,0,Bob,May,GOP,35467,2,71284,28191,0,Mark,Tashjian,Lib,35689,3,71808,28343,0,
