captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.46050.first,candidates.46050.last,candidates.46050.incumbent,candidates.46050.party,candidates.46050.candidateID,candidates.46050.ballotOrder,candidates.46050.polID,candidates.46050.polNum,candidates.46050.electWon,candidates.47400.first,candidates.47400.last,candidates.47400.party,candidates.47400.candidateID,candidates.47400.ballotOrder,candidates.47400.polID,candidates.47400.polNum,candidates.47400.electWon,candidates.46050.winnerDateTime
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,G,Governor,Mike,DeWine,GOP,46050,1748,40581,True,True,True,4400000,99,3705500,7050000,True,20221108OH36005,2022-11-08,OH,46050,Mike,DeWine,True,GOP,46050,2,1748,40581,0,Nan,Whaley,Dem,47400,1,70145,42430,0,2022-11-09T02:03:08.895Z
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,G,Governor,Mike,DeWine,GOP,46050,1748,40581,True,True,True,4400000,99,3774837,7050000,True,20221108OH36005,2022-11-08,OH,46050,Mike,DeWine,True,GOP,46050,2,1748,40581,0,Nan,Whaley,Dem,47400,1,70145,42430,0,2022-11-09T02:03:08.895Z
1667967592,2022-11-08 22:19:52 -0600,bb461283809479aaf92a1a30cba63636f0c85695,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,G,Governor,Mike,DeWine,GOP,46050,1748,40581,True,True,True,4400000,99,3847257,7050000,True,20221108OH36005,2022-11-08,OH,46050,Mike,DeWine,True,GOP,46050,2,1748,40581,0,Nan,Whaley,Dem,47400,1,70145,42430,0,2022-11-09T02:03:08.895Z
1667968494,2022-11-08 22:34:54 -0600,cfbd241bb06919184c9a5ad42a24eb60bc59879a,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,G,Governor,Mike,DeWine,GOP,46050,1748,40581,True,True,True,4250000,99,3892256,7050000,True,20221108OH36005,2022-11-08,OH,46050,Mike,DeWine,True,GOP,46050,2,1748,40581,0,Nan,Whaley,Dem,47400,1,70145,42430,0,2022-11-09T02:03:08.895Z
1667969334,2022-11-08 22:48:54 -0600,564b670a16af98b12d8c8533dac3052916cfa498,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,G,Governor,Mike,DeWine,GOP,46050,1748,40581,True,True,True,4200000,99,3936333,7050000,True,20221108OH36005,2022-11-08,OH,46050,Mike,DeWine,True,GOP,46050,2,1748,40581,0,Nan,Whaley,Dem,47400,1,70145,42430,0,2022-11-09T02:03:08.895Z
1667970071,2022-11-08 23:01:11 -0600,dbae837cbbaf1f3aaf9390e6aaa3521af778ad97,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,G,Governor,Mike,DeWine,GOP,46050,1748,40581,True,True,True,4200000,99,3959919,7050000,True,20221108OH36005,2022-11-08,OH,46050,Mike,DeWine,True,GOP,46050,2,1748,40581,0,Nan,Whaley,Dem,47400,1,70145,42430,0,2022-11-09T02:03:08.895Z
1667970812,2022-11-08 23:13:32 -0600,1aa0c0767ec6f65018ec090a318d7ab5fec791c2,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,G,Governor,Mike,DeWine,GOP,46050,1748,40581,True,True,True,4200000,99,3959955,7050000,True,20221108OH36005,2022-11-08,OH,46050,Mike,DeWine,True,GOP,46050,2,1748,40581,0,Nan,Whaley,Dem,47400,1,70145,42430,0,2022-11-09T02:03:08.895Z
1667971079,2022-11-08 23:17:59 -0600,1cf7281bce65e8581e70a1164dc3589ed87371d4,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,G,Governor,Mike,DeWine,GOP,46050,1748,40581,True,True,True,4200000,99,3965096,7050000,True,20221108OH36005,2022-11-08,OH,46050,Mike,DeWine,True,GOP,46050,2,1748,40581,0,Nan,Whaley,Dem,47400,1,70145,42430,0,2022-11-09T02:03:08.895Z
1667971839,2022-11-08 23:30:39 -0600,3cda52854e51a6576b7495d3201be6e474dda96c,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,G,Governor,Mike,DeWine,GOP,46050,1748,40581,True,True,True,4200000,99,3965759,7050000,True,20221108OH36005,2022-11-08,OH,46050,Mike,DeWine,True,GOP,46050,2,1748,40581,0,Nan,Whaley,Dem,47400,1,70145,42430,0,2022-11-09T02:03:08.895Z
1667972675,2022-11-08 23:44:35 -0600,abc190fd74975557bf2546720ebdf83a0ace1d57,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,G,Governor,Mike,DeWine,GOP,46050,1748,40581,True,True,True,4200000,99,3979964,7050000,True,20221108OH36005,2022-11-08,OH,46050,Mike,DeWine,True,GOP,46050,2,1748,40581,0,Nan,Whaley,Dem,47400,1,70145,42430,0,2022-11-09T02:03:08.895Z
1667973555,2022-11-08 23:59:15 -0600,574ef20eb007a0ff55ecd54e4003b61f517e06b5,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,G,Governor,Mike,DeWine,GOP,46050,1748,40581,True,True,True,4200000,99,3987263,7050000,True,20221108OH36005,2022-11-08,OH,46050,Mike,DeWine,True,GOP,46050,2,1748,40581,0,Nan,Whaley,Dem,47400,1,70145,42430,0,2022-11-09T02:03:08.895Z
1667974141,2022-11-09 00:09:01 -0600,6ac032f537e1cf474dd6798112535df8c4f1f419,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,G,Governor,Mike,DeWine,GOP,46050,1748,40581,True,True,True,4200000,99,3989352,7050000,True,20221108OH36005,2022-11-08,OH,46050,Mike,DeWine,True,GOP,46050,2,1748,40581,0,Nan,Whaley,Dem,47400,1,70145,42430,0,2022-11-09T02:03:08.895Z
1667975032,2022-11-09 00:23:52 -0600,2b4eef55da041b24d8b907ba1775c35ebda992e0,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,G,Governor,Mike,DeWine,GOP,46050,1748,40581,True,True,True,4150000,99,4004751,7050000,True,20221108OH36005,2022-11-08,OH,46050,Mike,DeWine,True,GOP,46050,2,1748,40581,0,Nan,Whaley,Dem,47400,1,70145,42430,0,2022-11-09T02:03:08.895Z
1667979926,2022-11-09 01:45:26 -0600,9b0489556f79fd338933dc887f608460bae29ac3,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,G,Governor,Mike,DeWine,GOP,46050,1748,40581,True,True,True,4150000,99,4023611,7050000,True,20221108OH36005,2022-11-08,OH,46050,Mike,DeWine,True,GOP,46050,2,1748,40581,0,Nan,Whaley,Dem,47400,1,70145,42430,0,2022-11-09T02:03:08.895Z
1667980757,2022-11-09 01:59:17 -0600,72f60e217e1e476f42d6eb7260450e361322e2a9,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,G,Governor,Mike,DeWine,GOP,46050,1748,40581,True,True,True,4150000,99,4025984,7050000,True,20221108OH36005,2022-11-08,OH,46050,Mike,DeWine,True,GOP,46050,2,1748,40581,0,Nan,Whaley,Dem,47400,1,70145,42430,0,2022-11-09T02:03:08.895Z
1668144590,2022-11-10 23:29:50 -0600,da9483b5bbb1fbed0e426fd6b5ea1fa521f8bbfa,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,G,Governor,Mike,DeWine,GOP,46050,1748,40581,True,True,True,4066651,99,4025984,7050000,True,20221108OH36005,2022-11-08,OH,46050,Mike,DeWine,True,GOP,46050,2,1748,40581,0,Nan,Whaley,Dem,47400,1,70145,42430,0,2022-11-09T02:03:08.895Z
1668240107,2022-11-12 02:01:47 -0600,037c7908aba19f8a99713eb7be62419fcccbbca8,OH-20221108_Eday80,36,General,G,Tabulation Paused,Called,G,Governor,Mike,DeWine,GOP,46050,1748,40581,True,True,True,4066651,99,4025984,7050000,True,20221108OH36005,2022-11-08,OH,46050,Mike,DeWine,True,GOP,46050,2,1748,40581,0,Nan,Whaley,Dem,47400,1,70145,42430,0,2022-11-09T02:03:08.895Z
1668240148,2022-11-12 02:02:28 -0600,a281bdb1ccb281eea4426876c503e1d82bff0e4d,OH-20221108_Eday80,36,General,G,Active Tabulation,Called,G,Governor,Mike,DeWine,GOP,46050,1748,40581,True,True,True,4066651,99,4025984,7050000,True,20221108OH36005,2022-11-08,OH,46050,Mike,DeWine,True,GOP,46050,2,1748,40581,0,Nan,Whaley,Dem,47400,1,70145,42430,0,2022-11-09T02:03:08.895Z
1668240191,2022-11-12 02:03:11 -0600,62b75faf6618fb06aa06424619ee1aad83cc3ae4,OH-20221108_Eday80,36,General,G,Tabulation Paused,Called,G,Governor,Mike,DeWine,GOP,46050,1748,40581,True,True,True,4066651,99,4025984,7050000,True,20221108OH36005,2022-11-08,OH,46050,Mike,DeWine,True,GOP,46050,2,1748,40581,0,Nan,Whaley,Dem,47400,1,70145,42430,0,2022-11-09T02:03:08.895Z
