captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.29297.first,candidates.29297.last,candidates.29297.party,candidates.29297.candidateID,candidates.29297.ballotOrder,candidates.29297.polID,candidates.29297.polNum,candidates.29297.electWon,candidates.29303.first,candidates.29303.last,candidates.29303.party,candidates.29303.candidateID,candidates.29303.ballotOrder,candidates.29303.polID,candidates.29303.polNum,candidates.29303.electWon,candidates.29297.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,IL-20221108_Eday64,14,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 17,17,246563,99,0,1154675,True,20221108IL16006,2022-11-08,IL,Eric,Sorensen,Dem,29297,2,71116,23056,0,Esther Joy,King,GOP,29303,1,68415,22722,0,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,IL-20221108_Eday80,14,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 17,17,258283,99,0,1154675,True,20221108IL16006,2022-11-08,IL,Eric,Sorensen,Dem,29297,2,71116,23056,0,Esther Joy,King,GOP,29303,1,68415,22722,0,,
1667956006,2022-11-09 01:06:46 +0000,01cc2f6d0039b2fcb59e03eced60e58dcb253844,IL-20221108_Eday80,14,General,G,Polls Closed/Waiting First Report,Too Early to Call,H,U.S. House,True,District 17,17,258283,99,0,1154675,True,20221108IL16006,2022-11-08,IL,Eric,Sorensen,Dem,29297,2,71116,23056,0,Esther Joy,King,GOP,29303,1,68415,22722,0,,
1667957430,2022-11-09 01:30:30 +0000,03f90a735487a191903970f5b59ebf51d460c3e0,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 17,17,258283,99,0,1154675,True,20221108IL16006,2022-11-08,IL,Eric,Sorensen,Dem,29297,2,71116,23056,0,Esther Joy,King,GOP,29303,1,68415,22722,0,,
1667958843,2022-11-09 01:54:03 +0000,cdc0d2ad2c3afd665dd741c97f9de238aafb3cf6,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 17,17,258283,99,491,1154675,True,20221108IL16006,2022-11-08,IL,Eric,Sorensen,Dem,29297,2,71116,23056,0,Esther Joy,King,GOP,29303,1,68415,22722,0,,
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 17,17,258283,99,1086,1154675,True,20221108IL16006,2022-11-08,IL,Eric,Sorensen,Dem,29297,2,71116,23056,0,Esther Joy,King,GOP,29303,1,68415,22722,0,,
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 17,17,258283,99,7542,1154675,True,20221108IL16006,2022-11-08,IL,Eric,Sorensen,Dem,29297,2,71116,23056,0,Esther Joy,King,GOP,29303,1,68415,22722,0,,
1667960816,2022-11-09 02:26:56 +0000,8a1624065b18c7c6c4408259c296b51116c46c3f,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 17,17,258283,99,7752,1154675,True,20221108IL16006,2022-11-08,IL,Eric,Sorensen,Dem,29297,2,71116,23056,0,Esther Joy,King,GOP,29303,1,68415,22722,0,,
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 17,17,258283,99,29976,1154675,True,20221108IL16006,2022-11-08,IL,Eric,Sorensen,Dem,29297,2,71116,23056,0,Esther Joy,King,GOP,29303,1,68415,22722,0,,
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 17,17,258283,99,43236,1154675,True,20221108IL16006,2022-11-08,IL,Eric,Sorensen,Dem,29297,2,71116,23056,0,Esther Joy,King,GOP,29303,1,68415,22722,0,,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 17,17,258283,99,36587,1154675,True,20221108IL16006,2022-11-08,IL,Eric,Sorensen,Dem,29297,2,71116,23056,0,Esther Joy,King,GOP,29303,1,68415,22722,0,,
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 17,17,258283,99,42352,1154675,True,20221108IL16006,2022-11-08,IL,Eric,Sorensen,Dem,29297,2,71116,23056,0,Esther Joy,King,GOP,29303,1,68415,22722,0,,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 17,17,258283,99,68828,1154675,True,20221108IL16006,2022-11-08,IL,Eric,Sorensen,Dem,29297,2,71116,23056,0,Esther Joy,King,GOP,29303,1,68415,22722,0,,
1667964227,2022-11-09 03:23:47 +0000,1cb90b95cdd6c1be23968f2b7d9618a95c5a5ad9,IL-20221108_Eday80,14,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 17,17,258283,99,85021,1154675,True,20221108IL16006,2022-11-08,IL,Eric,Sorensen,Dem,29297,2,71116,23056,0,Esther Joy,King,GOP,29303,1,68415,22722,0,,
