captureTimestamp,captureDateTime,captureRevision,statePostal,reportingunitID,reportingunitLevel,pollClosingTime,level,fipsCode,electTotal,lastUpdated,precinctsReporting,eevp,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,SC,45045,2,2022-11-08T23:00:00.000Z,FIPSCode,45045,0,2022-11-07T03:21:59.758Z,0,0,136,0,48666,0,0,186759,99,0,304408,0,0
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,SC,45045,2,2022-11-09T00:00:00.000Z,FIPSCode,45045,0,2022-11-08T02:03:19.585Z,0,0,136,0,48666,0,0,189508,99,0,308889,0,0
1667952254,2022-11-09 00:04:14 +0000,01f078a675119f6cdf4e095b5cc2a41189aff91c,SC,45045,2,2022-11-09T00:00:00.000Z,FIPSCode,45045,0,2022-11-09T00:00:21.602Z,0,0,136,0,48666,0,0,189508,99,0,308889,0,0
