captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.38234.first,candidates.38234.last,candidates.38234.abbrv,candidates.38234.party,candidates.38234.incumbent,candidates.38234.candidateID,candidates.38234.polID,candidates.38234.ballotOrder,candidates.38234.polNum,candidates.38234.electWon,candidates.39975.first,candidates.39975.last,candidates.39975.party,candidates.39975.candidateID,candidates.39975.polID,candidates.39975.ballotOrder,candidates.39975.polNum,candidates.39975.electWon,candidates.40012.first,candidates.40012.last,candidates.40012.party,candidates.40012.candidateID,candidates.40012.polID,candidates.40012.ballotOrder,candidates.40012.polNum,candidates.40012.electWon,candidates.40013.first,candidates.40013.last,candidates.40013.party,candidates.40013.candidateID,candidates.40013.polID,candidates.40013.ballotOrder,candidates.40013.polNum,candidates.40013.electWon,candidates.40014.first,candidates.40014.last,candidates.40014.party,candidates.40014.candidateID,candidates.40014.polID,candidates.40014.ballotOrder,candidates.40014.polNum,candidates.40014.electWon,candidates.38234.winnerDateTime,isCertified
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 10,10,179817,90,36330,1017001,True,20221108NJ31220,2022-11-08,NJ,38234,Donald,Payne Jr.,Payne,Dem,True,38234,382,1,31038,0,David,Pinckney,GOP,39975,65121,2,34262,0,Cynthia,Johnson,Ind,40012,67771,4,35220,0,Kendal,Ludden,Ind,40013,71533,5,35576,0,Clenard,Childress,Ind,40014,71532,3,33848,0,2022-11-09T02:22:48.115Z,
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 10,10,179817,90,32787,1017001,True,20221108NJ31220,2022-11-08,NJ,38234,Donald,Payne Jr.,Payne,Dem,True,38234,382,1,31038,0,David,Pinckney,GOP,39975,65121,2,34262,0,Cynthia,Johnson,Ind,40012,67771,4,35220,0,Kendal,Ludden,Ind,40013,71533,5,35576,0,Clenard,Childress,Ind,40014,71532,3,33848,0,2022-11-09T02:22:48.115Z,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 10,10,179817,90,39088,1017001,True,20221108NJ31220,2022-11-08,NJ,38234,Donald,Payne Jr.,Payne,Dem,True,38234,382,1,31038,0,David,Pinckney,GOP,39975,65121,2,34262,0,Cynthia,Johnson,Ind,40012,67771,4,35220,0,Kendal,Ludden,Ind,40013,71533,5,35576,0,Clenard,Childress,Ind,40014,71532,3,33848,0,2022-11-09T02:22:48.115Z,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 10,10,179817,90,46219,1017001,True,20221108NJ31220,2022-11-08,NJ,38234,Donald,Payne Jr.,Payne,Dem,True,38234,382,1,31038,0,David,Pinckney,GOP,39975,65121,2,34262,0,Cynthia,Johnson,Ind,40012,67771,4,35220,0,Kendal,Ludden,Ind,40013,71533,5,35576,0,Clenard,Childress,Ind,40014,71532,3,33848,0,2022-11-09T02:22:48.115Z,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 10,10,179817,90,54155,1017001,True,20221108NJ31220,2022-11-08,NJ,38234,Donald,Payne Jr.,Payne,Dem,True,38234,382,1,31038,0,David,Pinckney,GOP,39975,65121,2,34262,0,Cynthia,Johnson,Ind,40012,67771,4,35220,0,Kendal,Ludden,Ind,40013,71533,5,35576,0,Clenard,Childress,Ind,40014,71532,3,33848,0,2022-11-09T02:22:48.115Z,
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 10,10,179817,90,73034,1017001,True,20221108NJ31220,2022-11-08,NJ,38234,Donald,Payne Jr.,Payne,Dem,True,38234,382,1,31038,0,David,Pinckney,GOP,39975,65121,2,34262,0,Cynthia,Johnson,Ind,40012,67771,4,35220,0,Kendal,Ludden,Ind,40013,71533,5,35576,0,Clenard,Childress,Ind,40014,71532,3,33848,0,2022-11-09T02:22:48.115Z,
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 10,10,179817,90,74298,1017001,True,20221108NJ31220,2022-11-08,NJ,38234,Donald,Payne Jr.,Payne,Dem,True,38234,382,1,31038,0,David,Pinckney,GOP,39975,65121,2,34262,0,Cynthia,Johnson,Ind,40012,67771,4,35220,0,Kendal,Ludden,Ind,40013,71533,5,35576,0,Clenard,Childress,Ind,40014,71532,3,33848,0,2022-11-09T02:22:48.115Z,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 10,10,179817,90,81601,1017001,True,20221108NJ31220,2022-11-08,NJ,38234,Donald,Payne Jr.,Payne,Dem,True,38234,382,1,31038,0,David,Pinckney,GOP,39975,65121,2,34262,0,Cynthia,Johnson,Ind,40012,67771,4,35220,0,Kendal,Ludden,Ind,40013,71533,5,35576,0,Clenard,Childress,Ind,40014,71532,3,33848,0,2022-11-09T02:22:48.115Z,
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 10,10,179817,90,93174,1017001,True,20221108NJ31220,2022-11-08,NJ,38234,Donald,Payne Jr.,Payne,Dem,True,38234,382,1,31038,0,David,Pinckney,GOP,39975,65121,2,34262,0,Cynthia,Johnson,Ind,40012,67771,4,35220,0,Kendal,Ludden,Ind,40013,71533,5,35576,0,Clenard,Childress,Ind,40014,71532,3,33848,0,2022-11-09T02:22:48.115Z,
1667974313,2022-11-09 00:11:53 -0600,6b3b0bacc6c41a15c188eab11ce932a1d154d208,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 10,10,178744,90,93174,1017001,True,20221108NJ31220,2022-11-08,NJ,38234,Donald,Payne Jr.,Payne,Dem,True,38234,382,1,31038,0,David,Pinckney,GOP,39975,65121,2,34262,0,Cynthia,Johnson,Ind,40012,67771,4,35220,0,Kendal,Ludden,Ind,40013,71533,5,35576,0,Clenard,Childress,Ind,40014,71532,3,33848,0,2022-11-09T02:22:48.115Z,
1667975196,2022-11-09 00:26:36 -0600,e7c0ff159fd1c173ed3e565feb144ed98be0c89e,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 10,10,176190,95,93174,1017001,True,20221108NJ31220,2022-11-08,NJ,38234,Donald,Payne Jr.,Payne,Dem,True,38234,382,1,31038,0,David,Pinckney,GOP,39975,65121,2,34262,0,Cynthia,Johnson,Ind,40012,67771,4,35220,0,Kendal,Ludden,Ind,40013,71533,5,35576,0,Clenard,Childress,Ind,40014,71532,3,33848,0,2022-11-09T02:22:48.115Z,
1667975981,2022-11-09 00:39:41 -0600,41d3dfc6389002e5c03a1c16c1b7382e8f7f3159,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 10,10,98078,95,93174,1017001,True,20221108NJ31220,2022-11-08,NJ,38234,Donald,Payne Jr.,Payne,Dem,True,38234,382,1,31038,0,David,Pinckney,GOP,39975,65121,2,34262,0,Cynthia,Johnson,Ind,40012,67771,4,35220,0,Kendal,Ludden,Ind,40013,71533,5,35576,0,Clenard,Childress,Ind,40014,71532,3,33848,0,2022-11-09T02:22:48.115Z,
1667979352,2022-11-09 01:35:52 -0600,e079dbe0e2152cacf9a0e6dcdd2341bfb90f0345,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 10,10,98078,95,115686,1017001,True,20221108NJ31220,2022-11-08,NJ,38234,Donald,Payne Jr.,Payne,Dem,True,38234,382,1,31038,0,David,Pinckney,GOP,39975,65121,2,34262,0,Cynthia,Johnson,Ind,40012,67771,4,35220,0,Kendal,Ludden,Ind,40013,71533,5,35576,0,Clenard,Childress,Ind,40014,71532,3,33848,0,2022-11-09T02:22:48.115Z,
1667979392,2022-11-09 01:36:32 -0600,2a9713d989c4e8842dc1ac9158bf609fb05242be,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 10,10,98078,95,93174,1017001,True,20221108NJ31220,2022-11-08,NJ,38234,Donald,Payne Jr.,Payne,Dem,True,38234,382,1,31038,0,David,Pinckney,GOP,39975,65121,2,34262,0,Cynthia,Johnson,Ind,40012,67771,4,35220,0,Kendal,Ludden,Ind,40013,71533,5,35576,0,Clenard,Childress,Ind,40014,71532,3,33848,0,2022-11-09T02:22:48.115Z,
1667979433,2022-11-09 01:37:13 -0600,b7be8d17f50fbb84fade52b1ec374c1ebe32c0c9,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 10,10,98078,95,115686,1017001,True,20221108NJ31220,2022-11-08,NJ,38234,Donald,Payne Jr.,Payne,Dem,True,38234,382,1,31038,0,David,Pinckney,GOP,39975,65121,2,34262,0,Cynthia,Johnson,Ind,40012,67771,4,35220,0,Kendal,Ludden,Ind,40013,71533,5,35576,0,Clenard,Childress,Ind,40014,71532,3,33848,0,2022-11-09T02:22:48.115Z,
1667981123,2022-11-09 02:05:23 -0600,cab57d2c03fab6367d8f4209c67e475f346b5a09,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 10,10,98078,95,116382,1017001,True,20221108NJ31220,2022-11-08,NJ,38234,Donald,Payne Jr.,Payne,Dem,True,38234,382,1,31038,0,David,Pinckney,GOP,39975,65121,2,34262,0,Cynthia,Johnson,Ind,40012,67771,4,35220,0,Kendal,Ludden,Ind,40013,71533,5,35576,0,Clenard,Childress,Ind,40014,71532,3,33848,0,2022-11-09T02:22:48.115Z,
1667985683,2022-11-09 03:21:23 -0600,8d6490b73382f2ed58c3fbdb846897b79d79f217,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 10,10,125898,95,116382,1017001,True,20221108NJ31220,2022-11-08,NJ,38234,Donald,Payne Jr.,Payne,Dem,True,38234,382,1,31038,0,David,Pinckney,GOP,39975,65121,2,34262,0,Cynthia,Johnson,Ind,40012,67771,4,35220,0,Kendal,Ludden,Ind,40013,71533,5,35576,0,Clenard,Childress,Ind,40014,71532,3,33848,0,2022-11-09T02:22:48.115Z,
1668015063,2022-11-09 11:31:03 -0600,e560d94f821e5ddb9bf39e59ffc22cc893d5e8b0,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 10,10,124598,95,116382,1017001,True,20221108NJ31220,2022-11-08,NJ,38234,Donald,Payne Jr.,Payne,Dem,True,38234,382,1,31038,0,David,Pinckney,GOP,39975,65121,2,34262,0,Cynthia,Johnson,Ind,40012,67771,4,35220,0,Kendal,Ludden,Ind,40013,71533,5,35576,0,Clenard,Childress,Ind,40014,71532,3,33848,0,2022-11-09T02:22:48.115Z,
1668017583,2022-11-09 12:13:03 -0600,58e8e7118cc28f94d2f7500d8271dd8329a7e1e3,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 10,10,124598,95,119656,1017001,True,20221108NJ31220,2022-11-08,NJ,38234,Donald,Payne Jr.,Payne,Dem,True,38234,382,1,31038,0,David,Pinckney,GOP,39975,65121,2,34262,0,Cynthia,Johnson,Ind,40012,67771,4,35220,0,Kendal,Ludden,Ind,40013,71533,5,35576,0,Clenard,Childress,Ind,40014,71532,3,33848,0,2022-11-09T02:22:48.115Z,
1668025725,2022-11-09 14:28:45 -0600,efe3462ead051ad298b3700e6ee19b1e2f4a5619,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 10,10,124598,95,120036,1017001,True,20221108NJ31220,2022-11-08,NJ,38234,Donald,Payne Jr.,Payne,Dem,True,38234,382,1,31038,0,David,Pinckney,GOP,39975,65121,2,34262,0,Cynthia,Johnson,Ind,40012,67771,4,35220,0,Kendal,Ludden,Ind,40013,71533,5,35576,0,Clenard,Childress,Ind,40014,71532,3,33848,0,2022-11-09T02:22:48.115Z,
1668052792,2022-11-09 21:59:52 -0600,f35b155ec70190f042d49820b66e6ed0e6b1dede,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 10,10,124654,95,120036,1017001,True,20221108NJ31220,2022-11-08,NJ,38234,Donald,Payne Jr.,Payne,Dem,True,38234,382,1,31038,0,David,Pinckney,GOP,39975,65121,2,34262,0,Cynthia,Johnson,Ind,40012,67771,4,35220,0,Kendal,Ludden,Ind,40013,71533,5,35576,0,Clenard,Childress,Ind,40014,71532,3,33848,0,2022-11-09T02:22:48.115Z,
1668052842,2022-11-09 22:00:42 -0600,58dfcb30e7f1fcd052812ae8a48d39f6f43899d3,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 10,10,124598,95,120036,1017001,True,20221108NJ31220,2022-11-08,NJ,38234,Donald,Payne Jr.,Payne,Dem,True,38234,382,1,31038,0,David,Pinckney,GOP,39975,65121,2,34262,0,Cynthia,Johnson,Ind,40012,67771,4,35220,0,Kendal,Ludden,Ind,40013,71533,5,35576,0,Clenard,Childress,Ind,40014,71532,3,33848,0,2022-11-09T02:22:48.115Z,
1668052882,2022-11-09 22:01:22 -0600,f1e8100dcb0c919c38d41ccee1fafeaba2cbed30,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 10,10,124654,95,120036,1017001,True,20221108NJ31220,2022-11-08,NJ,38234,Donald,Payne Jr.,Payne,Dem,True,38234,382,1,31038,0,David,Pinckney,GOP,39975,65121,2,34262,0,Cynthia,Johnson,Ind,40012,67771,4,35220,0,Kendal,Ludden,Ind,40013,71533,5,35576,0,Clenard,Childress,Ind,40014,71532,3,33848,0,2022-11-09T02:22:48.115Z,
1668116016,2022-11-10 15:33:36 -0600,83478c73f29e01f30067e670071a92b22ed89146,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 10,10,124654,95,120616,1017001,True,20221108NJ31220,2022-11-08,NJ,38234,Donald,Payne Jr.,Payne,Dem,True,38234,382,1,31038,0,David,Pinckney,GOP,39975,65121,2,34262,0,Cynthia,Johnson,Ind,40012,67771,4,35220,0,Kendal,Ludden,Ind,40013,71533,5,35576,0,Clenard,Childress,Ind,40014,71532,3,33848,0,2022-11-09T02:22:48.115Z,
1668116055,2022-11-10 15:34:15 -0600,fb0eee04e59dfb5c7db34b8c85c17555d0ebd8c0,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 10,10,124654,95,120036,1017001,True,20221108NJ31220,2022-11-08,NJ,38234,Donald,Payne Jr.,Payne,Dem,True,38234,382,1,31038,0,David,Pinckney,GOP,39975,65121,2,34262,0,Cynthia,Johnson,Ind,40012,67771,4,35220,0,Kendal,Ludden,Ind,40013,71533,5,35576,0,Clenard,Childress,Ind,40014,71532,3,33848,0,2022-11-09T02:22:48.115Z,
1668116645,2022-11-10 15:44:05 -0600,c1b03187c6582fae5b804f2c5a9c69c16f8ef61e,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 10,10,124654,95,120616,1017001,True,20221108NJ31220,2022-11-08,NJ,38234,Donald,Payne Jr.,Payne,Dem,True,38234,382,1,31038,0,David,Pinckney,GOP,39975,65121,2,34262,0,Cynthia,Johnson,Ind,40012,67771,4,35220,0,Kendal,Ludden,Ind,40013,71533,5,35576,0,Clenard,Childress,Ind,40014,71532,3,33848,0,2022-11-09T02:22:48.115Z,
1668195660,2022-11-11 13:41:00 -0600,d2a0380d7952a3a4e3c6d1af1035878cfa8ab89a,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 10,10,124654,95,122904,1017001,True,20221108NJ31220,2022-11-08,NJ,38234,Donald,Payne Jr.,Payne,Dem,True,38234,382,1,31038,0,David,Pinckney,GOP,39975,65121,2,34262,0,Cynthia,Johnson,Ind,40012,67771,4,35220,0,Kendal,Ludden,Ind,40013,71533,5,35576,0,Clenard,Childress,Ind,40014,71532,3,33848,0,2022-11-09T02:22:48.115Z,
1668197337,2022-11-11 14:08:57 -0600,7104d640b30f3d28c44b3665a1d32c8a02fd11c4,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 10,10,125664,95,122904,1017001,True,20221108NJ31220,2022-11-08,NJ,38234,Donald,Payne Jr.,Payne,Dem,True,38234,382,1,31038,0,David,Pinckney,GOP,39975,65121,2,34262,0,Cynthia,Johnson,Ind,40012,67771,4,35220,0,Kendal,Ludden,Ind,40013,71533,5,35576,0,Clenard,Childress,Ind,40014,71532,3,33848,0,2022-11-09T02:22:48.115Z,
1668549036,2022-11-15 15:50:36 -0600,1fcaaa991067bcba21b48c6f5b5e1eaa061051e1,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 10,10,125664,95,123821,1017001,True,20221108NJ31220,2022-11-08,NJ,38234,Donald,Payne Jr.,Payne,Dem,True,38234,382,1,31038,0,David,Pinckney,GOP,39975,65121,2,34262,0,Cynthia,Johnson,Ind,40012,67771,4,35220,0,Kendal,Ludden,Ind,40013,71533,5,35576,0,Clenard,Childress,Ind,40014,71532,3,33848,0,2022-11-09T02:22:48.115Z,
1668618295,2022-11-16 11:04:55 -0600,e486287701e3849f3f2220d15d1d904d560d36ae,NJ-20221108_Eday80,31,General,G,Tabulation Paused,Called,H,U.S. House,True,District 10,10,128937,95,123821,1017001,True,20221108NJ31220,2022-11-08,NJ,38234,Donald,Payne Jr.,Payne,Dem,True,38234,382,1,31038,0,David,Pinckney,GOP,39975,65121,2,34262,0,Cynthia,Johnson,Ind,40012,67771,4,35220,0,Kendal,Ludden,Ind,40013,71533,5,35576,0,Clenard,Childress,Ind,40014,71532,3,33848,0,2022-11-09T02:22:48.115Z,
1669059327,2022-11-21 13:35:27 -0600,ce9a0a6bbb6a655b254280e6d7f233006b85ebdc,NJ-20221108_Eday80,31,General,G,Tabulation Paused,Called,H,U.S. House,True,District 10,10,128937,95,124065,1017001,True,20221108NJ31220,2022-11-08,NJ,38234,Donald,Payne Jr.,Payne,Dem,True,38234,382,1,31038,0,David,Pinckney,GOP,39975,65121,2,34262,0,Cynthia,Johnson,Ind,40012,67771,4,35220,0,Kendal,Ludden,Ind,40013,71533,5,35576,0,Clenard,Childress,Ind,40014,71532,3,33848,0,2022-11-09T02:22:48.115Z,
1669066182,2022-11-21 15:29:42 -0600,cfcd2e3d31be9f62a1930bf5b26ced4f96385acb,NJ-20221108_Eday80,31,General,G,Tabulation Paused,Called,H,U.S. House,True,District 10,10,126830,95,124065,1017001,True,20221108NJ31220,2022-11-08,NJ,38234,Donald,Payne Jr.,Payne,Dem,True,38234,382,1,31038,0,David,Pinckney,GOP,39975,65121,2,34262,0,Cynthia,Johnson,Ind,40012,67771,4,35220,0,Kendal,Ludden,Ind,40013,71533,5,35576,0,Clenard,Childress,Ind,40014,71532,3,33848,0,2022-11-09T02:22:48.115Z,
1669157272,2022-11-22 16:47:52 -0600,a3536d79fe403d1cec2ab3bde10aa18ca36eda23,NJ-20221108_Eday80,31,General,G,Tabulation Paused,Called,H,U.S. House,True,District 10,10,129755,95,129625,1017001,True,20221108NJ31220,2022-11-08,NJ,38234,Donald,Payne Jr.,Payne,Dem,True,38234,382,1,31038,0,David,Pinckney,GOP,39975,65121,2,34262,0,Cynthia,Johnson,Ind,40012,67771,4,35220,0,Kendal,Ludden,Ind,40013,71533,5,35576,0,Clenard,Childress,Ind,40014,71532,3,33848,0,2022-11-09T02:22:48.115Z,False
