captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,candidates.3.candidateID,candidates.3.voteCount,candidates.3.votePct,candidates.4.candidateID,candidates.4.voteCount,candidates.4.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.colorIndex,candidates.0.winner,candidates.0.calledAt
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,20221108NJ31220,live,0.0,NJ,New Jersey,31,1,2022-11-09T00:00:00.000Z,state,0,2022-11-07T03:18:47.683Z,0,549,0.0,38234,0,0.0,40014,0,0.0,39975,0,0.0,40012,0,0.0,40013,0,0.0,349038,99,0,1017001,0,0,,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,20221108NJ31220,live,0.0,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-08T19:53:37.259Z,0,549,0.0,38234,0,0.0,40014,0,0.0,39975,0,0.0,40012,0,0.0,40013,0,0.0,179817,99,0,1017001,0,0,,,
1667946382,2022-11-08 22:26:22 +0000,73f2c650f342d3057cfca8879805e19e5c627823,20221108NJ31220,live,0.0,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-08T22:24:00.190Z,0,549,0.0,38234,0,0.0,40014,0,0.0,39975,0,0.0,40012,0,0.0,40013,0,0.0,179817,99,0,1017001,0,0,,,
1667954620,2022-11-09 00:43:40 +0000,390deeca213dc77033625c9727e9139ac530f13c,20221108NJ31220,live,0.0,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T00:39:59.274Z,0,549,0.0,38234,0,0.0,40014,0,0.0,39975,0,0.0,40012,0,0.0,40013,0,0.0,179817,90,0,1017001,0,0,,,
1667956006,2022-11-09 01:06:46 +0000,01cc2f6d0039b2fcb59e03eced60e58dcb253844,20221108NJ31220,live,0.0,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:00:35.365Z,0,549,0.0,38234,0,0.0,40014,0,0.0,39975,0,0.0,40012,0,0.0,40013,0,0.0,179817,90,0,1017001,0,0,,,
1667956832,2022-11-09 01:20:32 +0000,83b25784602daed92be104db5cf5a6446230f2d5,20221108NJ31220,live,1.79,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:14:36.521Z,0,549,0.0,38234,2285,71.1,39975,860,26.76,40012,49,1.52,40013,12,0.37,40014,8,0.25,179817,90,3214,1017001,0,10,0.0,,
1667957119,2022-11-09 01:25:19 +0000,6d7ee88678b17ac3babfbeca22c88d840ddf7ac8,20221108NJ31220,live,3.86,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:21:30.592Z,99,549,18.03,38234,5492,79.16,39975,1266,18.25,40012,136,1.96,40013,32,0.46,40014,12,0.17,179817,90,6938,1017001,99,21,0.0,,
1667957430,2022-11-09 01:30:30 +0000,03f90a735487a191903970f5b59ebf51d460c3e0,20221108NJ31220,live,12.44,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:25:44.309Z,0,549,0.0,38234,19059,85.21,39975,2801,12.52,40012,383,1.71,40013,83,0.37,40014,42,0.19,179817,90,22368,1017001,0,68,0.0,,
1667959124,2022-11-09 01:58:44 +0000,ebdb2f4efab49b8071a842b145008e58069ff969,20221108NJ31220,live,12.8,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:55:36.340Z,0,549,0.0,38234,19540,84.89,39975,2961,12.86,40012,388,1.69,40013,87,0.38,40014,43,0.19,179817,90,23019,1017001,0,70,0.0,,
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,20221108NJ31220,live,16.66,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:07:34.392Z,0,549,0.0,38234,24532,81.89,39975,4785,15.97,40012,464,1.55,40013,116,0.39,40014,61,0.2,179817,90,29958,1017001,0,91,0.0,,
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,20221108NJ31220,live,17.51,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:15:36.683Z,0,549,0.0,38234,25765,81.83,39975,5032,15.98,40012,503,1.6,40013,124,0.39,40014,63,0.2,179817,90,31487,1017001,0,96,0.0,,
1667960816,2022-11-09 02:26:56 +0000,8a1624065b18c7c6c4408259c296b51116c46c3f,20221108NJ31220,live,18.23,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:23:39.654Z,0,549,0.0,38234,26815,81.79,39975,5255,16.03,40012,523,1.6,40013,131,0.4,40014,63,0.19,179817,90,32787,1017001,0,100,0.0,X,2022-11-09T02:22:48.115Z
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,20221108NJ31220,live,21.74,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:28:35.105Z,0,549,0.0,38234,31002,79.31,39975,7187,18.39,40012,619,1.58,40013,189,0.48,40014,91,0.23,179817,90,39088,1017001,0,119,0.0,X,2022-11-09T02:22:48.115Z
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,20221108NJ31220,live,25.7,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:39:33.042Z,0,549,0.0,38234,35760,77.37,39975,9392,20.32,40012,713,1.54,40013,240,0.52,40014,114,0.25,179817,90,46219,1017001,0,141,0.0,X,2022-11-09T02:22:48.115Z
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,20221108NJ31220,live,25.7,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:43:37.590Z,0,549,0.0,38234,35760,77.37,39975,9392,20.32,40012,713,1.54,40013,240,0.52,40014,114,0.25,179817,90,46219,1017001,0,141,0.0,X,2022-11-09T02:22:48.115Z
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,20221108NJ31220,live,27.62,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:50:33.271Z,0,549,0.0,38234,38536,77.6,39975,9905,19.95,40012,825,1.66,40013,260,0.52,40014,135,0.27,179817,90,49661,1017001,0,152,0.0,X,2022-11-09T02:22:48.115Z
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,20221108NJ31220,live,30.12,NJ,New Jersey,31,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:57:34.415Z,0,549,0.0,38234,41603,76.82,39975,11249,20.77,40012,875,1.62,40013,285,0.53,40014,143,0.26,179817,90,54155,1017001,0,165,0.0,X,2022-11-09T02:22:48.115Z
