captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.6821.first,candidates.6821.last,candidates.6821.party,candidates.6821.incumbent,candidates.6821.candidateID,candidates.6821.polID,candidates.6821.ballotOrder,candidates.6821.polNum,candidates.6821.electWon,candidates.7639.first,candidates.7639.last,candidates.7639.party,candidates.7639.candidateID,candidates.7639.polID,candidates.7639.ballotOrder,candidates.7639.polNum,candidates.7639.electWon,candidates.7806.first,candidates.7806.last,candidates.7806.party,candidates.7806.candidateID,candidates.7806.polID,candidates.7806.ballotOrder,candidates.7806.polNum,candidates.7806.electWon,candidates.6821.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,KS-20221108_Eday62,17,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 3,3,310603,99,0,605943,True,20221108KS17009,2022-11-08,KS,6821,Sharice,Davids,Dem,True,6821,67314,1,20294,0,Amanda,Adkins,GOP,7639,69304,2,20447,0,Steven,Hohe,Lib,7806,65687,3,20273,0,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,KS-20221108_Eday80,17,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 3,3,309660,99,0,576836,True,20221108KS17009,2022-11-08,KS,6821,Sharice,Davids,Dem,True,6821,67314,1,20294,0,Amanda,Adkins,GOP,7639,69304,2,20447,0,Steven,Hohe,Lib,7806,65687,3,20273,0,
1667956547,2022-11-09 01:15:47 +0000,8138046ce1ccc9e37269480764f23b8c9cec781a,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,309660,99,0,576836,True,20221108KS17009,2022-11-08,KS,6821,Sharice,Davids,Dem,True,6821,67314,1,20294,0,Amanda,Adkins,GOP,7639,69304,2,20447,0,Steven,Hohe,Lib,7806,65687,3,20273,0,
1667958273,2022-11-09 01:44:33 +0000,4199c67ba64ae17927c85a89877c89e59a577ae0,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,309660,99,4266,576836,True,20221108KS17009,2022-11-08,KS,6821,Sharice,Davids,Dem,True,6821,67314,1,20294,0,Amanda,Adkins,GOP,7639,69304,2,20447,0,Steven,Hohe,Lib,7806,65687,3,20273,0,
1667960816,2022-11-09 02:26:56 +0000,8a1624065b18c7c6c4408259c296b51116c46c3f,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,309660,99,147527,576836,True,20221108KS17009,2022-11-08,KS,6821,Sharice,Davids,Dem,True,6821,67314,1,20294,0,Amanda,Adkins,GOP,7639,69304,2,20447,0,Steven,Hohe,Lib,7806,65687,3,20273,0,
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,309660,99,151373,576836,True,20221108KS17009,2022-11-08,KS,6821,Sharice,Davids,Dem,True,6821,67314,1,20294,0,Amanda,Adkins,GOP,7639,69304,2,20447,0,Steven,Hohe,Lib,7806,65687,3,20273,0,
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,309660,99,155667,576836,True,20221108KS17009,2022-11-08,KS,6821,Sharice,Davids,Dem,True,6821,67314,1,20294,0,Amanda,Adkins,GOP,7639,69304,2,20447,0,Steven,Hohe,Lib,7806,65687,3,20273,0,
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,303910,99,208308,576836,True,20221108KS17009,2022-11-08,KS,6821,Sharice,Davids,Dem,True,6821,67314,1,20294,0,Amanda,Adkins,GOP,7639,69304,2,20447,0,Steven,Hohe,Lib,7806,65687,3,20273,0,
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,304042,99,210401,576836,True,20221108KS17009,2022-11-08,KS,6821,Sharice,Davids,Dem,True,6821,67314,1,20294,0,Amanda,Adkins,GOP,7639,69304,2,20447,0,Steven,Hohe,Lib,7806,65687,3,20273,0,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,KS-20221108_Eday80,17,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 3,3,290461,99,283711,576836,True,20221108KS17009,2022-11-08,KS,6821,Sharice,Davids,Dem,True,6821,67314,1,20294,0,Amanda,Adkins,GOP,7639,69304,2,20447,0,Steven,Hohe,Lib,7806,65687,3,20273,0,
