captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.45955.first,candidates.45955.last,candidates.45955.party,candidates.45955.candidateID,candidates.45955.polID,candidates.45955.ballotOrder,candidates.45955.polNum,candidates.45955.electWon,candidates.45956.first,candidates.45956.last,candidates.45956.party,candidates.45956.candidateID,candidates.45956.polID,candidates.45956.ballotOrder,candidates.45956.polNum,candidates.45956.electWon,candidates.45956.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,NC-20221108_Eday62,34,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 14,14,252069,99,0,784457,True,20221108NC36216,2022-11-08,NC,Pat,Harrigan,GOP,45955,70312,1,38861,0,Jeff,Jackson,Dem,45956,70309,2,37831,0,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,NC-20221108_Eday80,34,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 14,14,283924,99,0,784457,True,20221108NC36216,2022-11-08,NC,Pat,Harrigan,GOP,45955,70312,1,38861,0,Jeff,Jackson,Dem,45956,70309,2,37831,0,,
1667954884,2022-11-09 00:48:04 +0000,8f544a76833fbb21dc3fbc0ce7b73e3714be8529,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 14,14,283924,99,147436,784457,True,20221108NC36216,2022-11-08,NC,Pat,Harrigan,GOP,45955,70312,1,38861,0,Jeff,Jackson,Dem,45956,70309,2,37831,0,,
1667955153,2022-11-09 00:52:33 +0000,5dbf5007b88cfdc60ec0e8e538e0df6eb1e86637,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 14,14,283924,99,110445,784457,True,20221108NC36216,2022-11-08,NC,Pat,Harrigan,GOP,45955,70312,1,38861,0,Jeff,Jackson,Dem,45956,70309,2,37831,0,,
1667955702,2022-11-09 01:01:42 +0000,f6f1267e463cf8ecb93583f1dab12bfae681d775,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 14,14,283924,99,147436,784457,True,20221108NC36216,2022-11-08,NC,Pat,Harrigan,GOP,45955,70312,1,38861,0,Jeff,Jackson,Dem,45956,70309,2,37831,0,,
1667957430,2022-11-09 01:30:30 +0000,03f90a735487a191903970f5b59ebf51d460c3e0,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 14,14,283924,99,148289,784457,True,20221108NC36216,2022-11-08,NC,Pat,Harrigan,GOP,45955,70312,1,38861,0,Jeff,Jackson,Dem,45956,70309,2,37831,0,,
1667957993,2022-11-09 01:39:53 +0000,af6b7ce58befb45bf1dd57f93615d5da519d3770,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 14,14,283924,99,149324,784457,True,20221108NC36216,2022-11-08,NC,Pat,Harrigan,GOP,45955,70312,1,38861,0,Jeff,Jackson,Dem,45956,70309,2,37831,0,,
1667958843,2022-11-09 01:54:03 +0000,cdc0d2ad2c3afd665dd741c97f9de238aafb3cf6,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 14,14,283924,99,150979,784457,True,20221108NC36216,2022-11-08,NC,Pat,Harrigan,GOP,45955,70312,1,38861,0,Jeff,Jackson,Dem,45956,70309,2,37831,0,,
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 14,14,283924,99,157404,784457,True,20221108NC36216,2022-11-08,NC,Pat,Harrigan,GOP,45955,70312,1,38861,0,Jeff,Jackson,Dem,45956,70309,2,37831,0,,
1667960816,2022-11-09 02:26:56 +0000,8a1624065b18c7c6c4408259c296b51116c46c3f,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 14,14,283924,99,166457,784457,True,20221108NC36216,2022-11-08,NC,Pat,Harrigan,GOP,45955,70312,1,38861,0,Jeff,Jackson,Dem,45956,70309,2,37831,0,,
