captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,description,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.61997.first,candidates.61997.last,candidates.61997.party,candidates.61997.incumbent,candidates.61997.candidateID,candidates.61997.polID,candidates.61997.ballotOrder,candidates.61997.polNum,candidates.61997.electWon,candidates.62960.first,candidates.62960.last,candidates.62960.party,candidates.62960.candidateID,candidates.62960.polID,candidates.62960.ballotOrder,candidates.62960.polNum,candidates.62960.electWon,candidates.63491.first,candidates.63491.last,candidates.63491.party,candidates.63491.candidateID,candidates.63491.polID,candidates.63491.ballotOrder,candidates.63491.polNum,candidates.63491.electWon,candidates.61997.winnerDateTime
1667968451,2022-11-08 22:34:11 -0600,ec7c4c2fbdf80046dac3b25dd67b45de79385a9e,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Houston SW subs to Gulf,True,District 22,22,246889,99,204286,607399,True,20221108TX45892,2022-11-08,TX,61997,Troy,Nehls,GOP,True,61997,68186,3,52529,0,Jamie,Jordan,Dem,62960,69861,1,53034,0,Joseph,LeBlanc,Lib,63491,69643,2,52852,0,2022-11-09T04:00:29.335Z
1667970027,2022-11-08 23:00:27 -0600,0d3c5c12e1d5e510cd8a9d7ec7188e7376d3702a,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Houston SW subs to Gulf,True,District 22,22,246889,99,211819,607399,True,20221108TX45892,2022-11-08,TX,61997,Troy,Nehls,GOP,True,61997,68186,3,52529,0,Jamie,Jordan,Dem,62960,69861,1,53034,0,Joseph,LeBlanc,Lib,63491,69643,2,52852,0,2022-11-09T04:00:29.335Z
1667971879,2022-11-08 23:31:19 -0600,e58483b4fb47a48c624446a947423840f5e4d94b,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Houston SW subs to Gulf,True,District 22,22,246889,99,211841,607399,True,20221108TX45892,2022-11-08,TX,61997,Troy,Nehls,GOP,True,61997,68186,3,52529,0,Jamie,Jordan,Dem,62960,69861,1,53034,0,Joseph,LeBlanc,Lib,63491,69643,2,52852,0,2022-11-09T04:00:29.335Z
1667972675,2022-11-08 23:44:35 -0600,abc190fd74975557bf2546720ebdf83a0ace1d57,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Houston SW subs to Gulf,True,District 22,22,244818,99,229698,607399,True,20221108TX45892,2022-11-08,TX,61997,Troy,Nehls,GOP,True,61997,68186,3,52529,0,Jamie,Jordan,Dem,62960,69861,1,53034,0,Joseph,LeBlanc,Lib,63491,69643,2,52852,0,2022-11-09T04:00:29.335Z
1667974664,2022-11-09 00:17:44 -0600,d987a91643923201706646f74ed6cc4da6a088a6,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Houston SW subs to Gulf,True,District 22,22,244818,99,231829,607399,True,20221108TX45892,2022-11-08,TX,61997,Troy,Nehls,GOP,True,61997,68186,3,52529,0,Jamie,Jordan,Dem,62960,69861,1,53034,0,Joseph,LeBlanc,Lib,63491,69643,2,52852,0,2022-11-09T04:00:29.335Z
1667975443,2022-11-09 00:30:43 -0600,d3fce30549290fb6ab466f77998222999d6c79b9,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Houston SW subs to Gulf,True,District 22,22,244818,99,232080,607399,True,20221108TX45892,2022-11-08,TX,61997,Troy,Nehls,GOP,True,61997,68186,3,52529,0,Jamie,Jordan,Dem,62960,69861,1,53034,0,Joseph,LeBlanc,Lib,63491,69643,2,52852,0,2022-11-09T04:00:29.335Z
1667977077,2022-11-09 00:57:57 -0600,e96cea5b95acdc4d7cb935c4ee20e3275e516aa1,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Houston SW subs to Gulf,True,District 22,22,244818,99,234535,607399,True,20221108TX45892,2022-11-08,TX,61997,Troy,Nehls,GOP,True,61997,68186,3,52529,0,Jamie,Jordan,Dem,62960,69861,1,53034,0,Joseph,LeBlanc,Lib,63491,69643,2,52852,0,2022-11-09T04:00:29.335Z
1667981283,2022-11-09 02:08:03 -0600,b50945b2097c96d288eb118e41604458b9594ee2,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Houston SW subs to Gulf,True,District 22,22,244818,99,234688,607399,True,20221108TX45892,2022-11-08,TX,61997,Troy,Nehls,GOP,True,61997,68186,3,52529,0,Jamie,Jordan,Dem,62960,69861,1,53034,0,Joseph,LeBlanc,Lib,63491,69643,2,52852,0,2022-11-09T04:00:29.335Z
1667984764,2022-11-09 03:06:04 -0600,db7461c203555bdc9bc9774db7ede91b31160520,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Houston SW subs to Gulf,True,District 22,22,244818,99,235551,607399,True,20221108TX45892,2022-11-08,TX,61997,Troy,Nehls,GOP,True,61997,68186,3,52529,0,Jamie,Jordan,Dem,62960,69861,1,53034,0,Joseph,LeBlanc,Lib,63491,69643,2,52852,0,2022-11-09T04:00:29.335Z
1667988045,2022-11-09 04:00:45 -0600,f9afc4942e53b5b1b333210f3a236d56363229e8,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Houston SW subs to Gulf,True,District 22,22,244818,99,236342,607399,True,20221108TX45892,2022-11-08,TX,61997,Troy,Nehls,GOP,True,61997,68186,3,52529,0,Jamie,Jordan,Dem,62960,69861,1,53034,0,Joseph,LeBlanc,Lib,63491,69643,2,52852,0,2022-11-09T04:00:29.335Z
1667988091,2022-11-09 04:01:31 -0600,ad99db3e9080c7ed6200ad727ad2ea36cd855591,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Houston SW subs to Gulf,True,District 22,22,244818,99,235551,607399,True,20221108TX45892,2022-11-08,TX,61997,Troy,Nehls,GOP,True,61997,68186,3,52529,0,Jamie,Jordan,Dem,62960,69861,1,53034,0,Joseph,LeBlanc,Lib,63491,69643,2,52852,0,2022-11-09T04:00:29.335Z
1667988128,2022-11-09 04:02:08 -0600,f8fa13f4892e3059720f56202eb33a9d12022027,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Houston SW subs to Gulf,True,District 22,22,244818,99,236342,607399,True,20221108TX45892,2022-11-08,TX,61997,Troy,Nehls,GOP,True,61997,68186,3,52529,0,Jamie,Jordan,Dem,62960,69861,1,53034,0,Joseph,LeBlanc,Lib,63491,69643,2,52852,0,2022-11-09T04:00:29.335Z
1667990407,2022-11-09 04:40:07 -0600,c93ceb6395e9537cb6932486e53827020153f0ea,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Houston SW subs to Gulf,True,District 22,22,244818,99,238787,607399,True,20221108TX45892,2022-11-08,TX,61997,Troy,Nehls,GOP,True,61997,68186,3,52529,0,Jamie,Jordan,Dem,62960,69861,1,53034,0,Joseph,LeBlanc,Lib,63491,69643,2,52852,0,2022-11-09T04:00:29.335Z
1667992914,2022-11-09 05:21:54 -0600,07f3a8256ad829518a4ba11b94a7bca9c66d02ed,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Houston SW subs to Gulf,True,District 22,22,249661,99,238787,607399,True,20221108TX45892,2022-11-08,TX,61997,Troy,Nehls,GOP,True,61997,68186,3,52529,0,Jamie,Jordan,Dem,62960,69861,1,53034,0,Joseph,LeBlanc,Lib,63491,69643,2,52852,0,2022-11-09T04:00:29.335Z
1667994592,2022-11-09 05:49:52 -0600,e66dd7317543120cf58fff247cdd54f156f92a68,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Houston SW subs to Gulf,True,District 22,22,249661,99,240470,607399,True,20221108TX45892,2022-11-08,TX,61997,Troy,Nehls,GOP,True,61997,68186,3,52529,0,Jamie,Jordan,Dem,62960,69861,1,53034,0,Joseph,LeBlanc,Lib,63491,69643,2,52852,0,2022-11-09T04:00:29.335Z
1667996273,2022-11-09 06:17:53 -0600,2ed015c6d3787e04d0973d50070f7f96b5dd006c,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Houston SW subs to Gulf,True,District 22,22,244287,99,240470,607399,True,20221108TX45892,2022-11-08,TX,61997,Troy,Nehls,GOP,True,61997,68186,3,52529,0,Jamie,Jordan,Dem,62960,69861,1,53034,0,Joseph,LeBlanc,Lib,63491,69643,2,52852,0,2022-11-09T04:00:29.335Z
1668009956,2022-11-09 10:05:56 -0600,a19678ee22e50e9909778b88f3520bc5939e89b8,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Houston SW subs to Gulf,True,District 22,22,244287,99,240472,607399,True,20221108TX45892,2022-11-08,TX,61997,Troy,Nehls,GOP,True,61997,68186,3,52529,0,Jamie,Jordan,Dem,62960,69861,1,53034,0,Joseph,LeBlanc,Lib,63491,69643,2,52852,0,2022-11-09T04:00:29.335Z
1668051144,2022-11-09 21:32:24 -0600,8aa5fca8eb324c3c4d0028f71c3430f6ba0e251a,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Houston SW subs to Gulf,True,District 22,22,244287,99,240543,607399,True,20221108TX45892,2022-11-08,TX,61997,Troy,Nehls,GOP,True,61997,68186,3,52529,0,Jamie,Jordan,Dem,62960,69861,1,53034,0,Joseph,LeBlanc,Lib,63491,69643,2,52852,0,2022-11-09T04:00:29.335Z
1668094839,2022-11-10 09:40:39 -0600,fb56d80d5b053d4fb7b115c5062f106ce19b1fd0,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Houston SW subs to Gulf,True,District 22,22,243193,99,240543,607399,True,20221108TX45892,2022-11-08,TX,61997,Troy,Nehls,GOP,True,61997,68186,3,52529,0,Jamie,Jordan,Dem,62960,69861,1,53034,0,Joseph,LeBlanc,Lib,63491,69643,2,52852,0,2022-11-09T04:00:29.335Z
1668124821,2022-11-10 18:00:21 -0600,b5b38ef762c5865817c6f89a48b10568ebac57e0,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Houston SW subs to Gulf,True,District 22,22,243193,99,240559,607399,True,20221108TX45892,2022-11-08,TX,61997,Troy,Nehls,GOP,True,61997,68186,3,52529,0,Jamie,Jordan,Dem,62960,69861,1,53034,0,Joseph,LeBlanc,Lib,63491,69643,2,52852,0,2022-11-09T04:00:29.335Z
1668144937,2022-11-10 23:35:37 -0600,5e9adabeef1a877df06fab84690acea82cdbb08d,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,Houston SW subs to Gulf,True,District 22,22,242989,99,240559,607399,True,20221108TX45892,2022-11-08,TX,61997,Troy,Nehls,GOP,True,61997,68186,3,52529,0,Jamie,Jordan,Dem,62960,69861,1,53034,0,Joseph,LeBlanc,Lib,63491,69643,2,52852,0,2022-11-09T04:00:29.335Z
