captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,description,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.7380.first,candidates.7380.last,candidates.7380.abbrv,candidates.7380.party,candidates.7380.incumbent,candidates.7380.candidateID,candidates.7380.polID,candidates.7380.ballotOrder,candidates.7380.polNum,candidates.7380.electWon,candidates.9514.first,candidates.9514.last,candidates.9514.party,candidates.9514.candidateID,candidates.9514.polID,candidates.9514.ballotOrder,candidates.9514.polNum,candidates.9514.electWon,candidates.7380.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,WA-20221108_Eday62,48,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,"East Central, Yakima",True,District 4,4,259082,99,0,828858,True,20221108WA48011,2022-11-08,WA,7380,Dan,Newhouse,Newhous,GOP,True,7380,58914,1,51381,0,Doug,White,Dem,9514,71016,2,52327,0,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,WA-20221108_Eday80,48,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,"East Central, Yakima",True,District 4,4,240997,70,0,828858,True,20221108WA48011,2022-11-08,WA,7380,Dan,Newhouse,Newhous,GOP,True,7380,58914,1,51381,0,Doug,White,Dem,9514,71016,2,52327,0,,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,WA-20221108_Eday80,48,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"East Central, Yakima",True,District 4,4,240997,70,45923,828858,True,20221108WA48011,2022-11-08,WA,7380,Dan,Newhouse,Newhous,GOP,True,7380,58914,1,51381,0,Doug,White,Dem,9514,71016,2,52327,0,,
1667968361,2022-11-08 22:32:41 -0600,0b888fe41bc653990f05b2c6fe09da530560e7a3,WA-20221108_Eday80,48,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"East Central, Yakima",True,District 4,4,240997,70,114001,828858,True,20221108WA48011,2022-11-08,WA,7380,Dan,Newhouse,Newhous,GOP,True,7380,58914,1,51381,0,Doug,White,Dem,9514,71016,2,52327,0,,
1667969204,2022-11-08 22:46:44 -0600,861af312a343e9b4769e08b8c7c8c17fab4dadef,WA-20221108_Eday80,48,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"East Central, Yakima",True,District 4,4,240997,70,120304,828858,True,20221108WA48011,2022-11-08,WA,7380,Dan,Newhouse,Newhous,GOP,True,7380,58914,1,51381,0,Doug,White,Dem,9514,71016,2,52327,0,,
1667971699,2022-11-08 23:28:19 -0600,ab5f2b666bd1b9bf6989ccd1e80db43497d771dc,WA-20221108_Eday80,48,General,G,Active Tabulation,Called,H,U.S. House,"East Central, Yakima",True,District 4,4,240997,70,120304,828858,True,20221108WA48011,2022-11-08,WA,7380,Dan,Newhouse,Newhous,GOP,True,7380,58914,1,51381,0,Doug,White,Dem,9514,71016,2,52327,0,2022-11-09T05:12:11.084Z,
1667971742,2022-11-08 23:29:02 -0600,928d948d0f0c53b13f9f2ca578d94ee9e3764e1c,WA-20221108_Eday80,48,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"East Central, Yakima",True,District 4,4,240997,70,120304,828858,True,20221108WA48011,2022-11-08,WA,7380,Dan,Newhouse,Newhous,GOP,True,7380,58914,1,51381,0,Doug,White,Dem,9514,71016,2,52327,0,,
1667971785,2022-11-08 23:29:45 -0600,0263826aefa5e72057a0aaa213c232b6c0eefa0d,WA-20221108_Eday80,48,General,G,Active Tabulation,Called,H,U.S. House,"East Central, Yakima",True,District 4,4,240997,70,120304,828858,True,20221108WA48011,2022-11-08,WA,7380,Dan,Newhouse,Newhous,GOP,True,7380,58914,1,51381,0,Doug,White,Dem,9514,71016,2,52327,0,2022-11-09T05:12:11.084Z,
1668038296,2022-11-09 17:58:16 -0600,83483dfcec6fe9ed3cad8c1438e6c530248550bd,WA-20221108_Eday80,48,General,G,Active Tabulation,Called,H,U.S. House,"East Central, Yakima",True,District 4,4,240997,70,131415,828858,True,20221108WA48011,2022-11-08,WA,7380,Dan,Newhouse,Newhous,GOP,True,7380,58914,1,51381,0,Doug,White,Dem,9514,71016,2,52327,0,2022-11-09T05:12:11.084Z,
1668043354,2022-11-09 19:22:34 -0600,59a417bc2026aa8debb1e5b19d140ee19423beda,WA-20221108_Eday80,48,General,G,Active Tabulation,Called,H,U.S. House,"East Central, Yakima",True,District 4,4,240997,70,131989,828858,True,20221108WA48011,2022-11-08,WA,7380,Dan,Newhouse,Newhous,GOP,True,7380,58914,1,51381,0,Doug,White,Dem,9514,71016,2,52327,0,2022-11-09T05:12:11.084Z,
1668045028,2022-11-09 19:50:28 -0600,316e77f325a543f33a99d5976367a4f26b3c9f12,WA-20221108_Eday80,48,General,G,Active Tabulation,Called,H,U.S. House,"East Central, Yakima",True,District 4,4,240997,70,133088,828858,True,20221108WA48011,2022-11-08,WA,7380,Dan,Newhouse,Newhous,GOP,True,7380,58914,1,51381,0,Doug,White,Dem,9514,71016,2,52327,0,2022-11-09T05:12:11.084Z,
