captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.47619.first,candidates.47619.last,candidates.47619.incumbent,candidates.47619.party,candidates.47619.candidateID,candidates.47619.ballotOrder,candidates.47619.polID,candidates.47619.polNum,candidates.47619.electWon,candidates.49948.first,candidates.49948.last,candidates.49948.party,candidates.49948.candidateID,candidates.49948.ballotOrder,candidates.49948.polID,candidates.49948.polNum,candidates.49948.electWon,candidates.47619.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,NH-20221108_Eday80,30,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 1,1,313110,99,0,583507,True,20221108NH30015,2022-11-08,NH,47619,Chris,Pappas,True,Dem,47619,2,56360,39044,0.0,Karoline,Leavitt,GOP,49948,1,71510,41123,0.0,,
1667953790,2022-11-09 00:29:50 +0000,6070b11d4c3c0a9b2acaa63cc75a94579377e299,NH-20221108_Eday80,30,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,313110,99,5153,583507,True,20221108NH30015,2022-11-08,NH,47619,Chris,Pappas,True,Dem,47619,2,56360,39044,0.0,Karoline,Leavitt,GOP,49948,1,71510,41123,0.0,,
1667954620,2022-11-09 00:43:40 +0000,390deeca213dc77033625c9727e9139ac530f13c,NH-20221108_Eday80,30,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,313110,99,17411,583507,True,20221108NH30015,2022-11-08,NH,47619,Chris,Pappas,True,Dem,47619,2,56360,39044,0.0,Karoline,Leavitt,GOP,49948,1,71510,41123,0.0,,
1667954884,2022-11-09 00:48:04 +0000,8f544a76833fbb21dc3fbc0ce7b73e3714be8529,NH-20221108_Eday80,30,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,308629,99,21788,583507,True,20221108NH30015,2022-11-08,NH,47619,Chris,Pappas,True,Dem,47619,2,56360,39044,0.0,Karoline,Leavitt,GOP,49948,1,71510,41123,0.0,,
1667955153,2022-11-09 00:52:33 +0000,5dbf5007b88cfdc60ec0e8e538e0df6eb1e86637,NH-20221108_Eday80,30,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,313110,99,17411,583507,True,20221108NH30015,2022-11-08,NH,47619,Chris,Pappas,True,Dem,47619,2,56360,39044,0.0,Karoline,Leavitt,GOP,49948,1,71510,41123,0.0,,
1667955430,2022-11-09 00:57:10 +0000,e9bf9bc2954735d2abe72015bd1ac602b27e7679,NH-20221108_Eday80,30,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,308629,99,32332,583507,True,20221108NH30015,2022-11-08,NH,47619,Chris,Pappas,True,Dem,47619,2,56360,39044,0.0,Karoline,Leavitt,GOP,49948,1,71510,41123,0.0,,
1667956272,2022-11-09 01:11:12 +0000,e9730fe8cd073de363599251493da8f113e7bb60,NH-20221108_Eday80,30,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,306693,99,46028,583507,True,20221108NH30015,2022-11-08,NH,47619,Chris,Pappas,True,Dem,47619,2,56360,39044,0.0,Karoline,Leavitt,GOP,49948,1,71510,41123,0.0,,
1667956547,2022-11-09 01:15:47 +0000,8138046ce1ccc9e37269480764f23b8c9cec781a,NH-20221108_Eday80,30,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,310278,99,43946,583507,True,20221108NH30015,2022-11-08,NH,47619,Chris,Pappas,True,Dem,47619,2,56360,39044,0.0,Karoline,Leavitt,GOP,49948,1,71510,41123,0.0,,
1667957119,2022-11-09 01:25:19 +0000,6d7ee88678b17ac3babfbeca22c88d840ddf7ac8,NH-20221108_Eday80,30,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,306693,99,46028,583507,True,20221108NH30015,2022-11-08,NH,47619,Chris,Pappas,True,Dem,47619,2,56360,39044,0.0,Karoline,Leavitt,GOP,49948,1,71510,41123,0.0,,
1667957430,2022-11-09 01:30:30 +0000,03f90a735487a191903970f5b59ebf51d460c3e0,NH-20221108_Eday80,30,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,307208,99,49390,583507,True,20221108NH30015,2022-11-08,NH,47619,Chris,Pappas,True,Dem,47619,2,56360,39044,0.0,Karoline,Leavitt,GOP,49948,1,71510,41123,0.0,,
