captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.abbrv,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.10564.first,candidates.10564.last,candidates.10564.party,candidates.10564.candidateID,candidates.10564.ballotOrder,candidates.10564.polID,candidates.10564.polNum,candidates.10564.electWon,candidates.10567.first,candidates.10567.last,candidates.10567.party,candidates.10567.candidateID,candidates.10567.ballotOrder,candidates.10567.polID,candidates.10567.polNum,candidates.10567.electWon,candidates.10564.winnerDateTime,isCertified
1667970241,2022-11-08 23:04:01 -0600,d53bae4b64596045c97e6eb2ac077f70fc0cec78,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2789446,99,1335375,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
1667971124,2022-11-08 23:18:44 -0600,f9d1c6b5aa5f6a3f4c976d51307de08576c2bf77,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2789446,99,1335957,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
1667971921,2022-11-08 23:32:01 -0600,1ebecb55cb747fea463c7459ee81768ba8fae636,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2789446,99,1348161,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
1667972718,2022-11-08 23:45:18 -0600,82050e33466e239ff80fc50a65e5e86526b235c1,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2789446,99,1370423,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
1667973555,2022-11-08 23:59:15 -0600,574ef20eb007a0ff55ecd54e4003b61f517e06b5,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2789446,99,1390178,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
1667974313,2022-11-09 00:11:53 -0600,6b3b0bacc6c41a15c188eab11ce932a1d154d208,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2789446,99,1390183,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
1667975114,2022-11-09 00:25:14 -0600,7de9a48755736c6c6b0e73777ec236e813c5ce50,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2789446,99,1394781,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
1667976061,2022-11-09 00:41:01 -0600,2426095677e6aeddf8c3a2913a97b500b67dca61,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2789446,99,1398767,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
1667976914,2022-11-09 00:55:14 -0600,5c39d98cea3779ab691e2ae42f4961d1de16c4b9,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2789446,99,1406131,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
1667977730,2022-11-09 01:08:50 -0600,eb7c135f53880b948a2c1d8d800428a5719cefdc,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2789446,99,1424776,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
1667978582,2022-11-09 01:23:02 -0600,6fbbff39de224458e6936cb861e2ada647e487bb,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2789446,99,1437718,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
1667978744,2022-11-09 01:25:44 -0600,8b13f33679adcee88a6a055b710570330a1d0128,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2789446,99,1447739,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
1667978785,2022-11-09 01:26:25 -0600,af0eab9768fdd8200aa460357a21f2c42b46d660,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2789446,99,1437718,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
1667978825,2022-11-09 01:27:05 -0600,ed8458f772ea0933c9d3b12809962c80fa9401d5,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2789446,99,1447739,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
1667979514,2022-11-09 01:38:34 -0600,3beafacc3bafd5d436073bbd9a0ee742070d2376,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2789446,99,1449488,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
1667980452,2022-11-09 01:54:12 -0600,8582b289a5585f5144f1456aab265e4a7ab9ddc5,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2789446,99,1451767,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
1667981323,2022-11-09 02:08:43 -0600,b5f3db39a2b7f38cd8f1d18e952da1355d85c27d,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2789446,99,1467057,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
1667982160,2022-11-09 02:22:40 -0600,6db70592cb0a84a4c1b9ef4b9bd094fff199cc3d,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2789446,99,1478429,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
1667983031,2022-11-09 02:37:11 -0600,f73872b641d39df66d685f81da0fecf0e5d77276,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2789446,99,1615427,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
1667983512,2022-11-09 02:45:12 -0600,175271d8577199d4150c4f5fc64eebde1e74dda9,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2789446,99,1618474,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
1667984363,2022-11-09 02:59:23 -0600,d6a9e6483825182d1040b09b3e047ae20cab1e3a,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2789446,99,1697879,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
1667986351,2022-11-09 03:32:31 -0600,458a623671788240c2b9d6b0c9ceca4f2fef369b,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2789446,99,1699704,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
1667987156,2022-11-09 03:45:56 -0600,b0834d18baef8f9e56b541ac7d7fd923dfd61279,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2789446,99,1717642,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
1667987885,2022-11-09 03:58:05 -0600,e58f83f6209f6acb460b43b5d889d2b7efed466d,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2789446,99,1720373,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
1667988842,2022-11-09 04:14:02 -0600,3835bc37083d35ed57d75f316b86fe0fcddac7da,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2789446,99,1731656,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
1667989683,2022-11-09 04:28:03 -0600,5aabae5966347229d464f1f0729356666e0679bf,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2789446,99,1734313,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
1667991808,2022-11-09 05:03:28 -0600,6e79d4561ecabf659261f5e34d872fecf5e7fe40,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2789446,99,1737617,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
1667993434,2022-11-09 05:30:34 -0600,5866e872a07f9601bf78d7f108b9db8c014b7521,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2789446,99,1740394,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
1667997236,2022-11-09 06:33:56 -0600,8da49e5e8b10891a31cf0309fdcd04810ff1cca1,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2789446,99,1758089,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
1668004596,2022-11-09 08:36:36 -0600,eb6cf89279fbfa5cd60a7f462ce5c79fc0b0182a,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2789446,99,1793316,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
1668004917,2022-11-09 08:41:57 -0600,38cebc8901d6d0e6b8e6ff46e20705033ba597f6,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2717145,99,1793316,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
1668024859,2022-11-09 14:14:19 -0600,21439f26a01a6dcae657f7b86fb52ef437ea0466,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2717145,99,1794221,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
1668031634,2022-11-09 16:07:14 -0600,627ec89447b79fe2e0f97ee9e8b89af18a4f6f5b,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2717145,99,1816330,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
1668032377,2022-11-09 16:19:37 -0600,7c0fa5c17e5dae5b53e134bf04688ee8cb588e79,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2717145,99,1817508,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
1668032419,2022-11-09 16:20:19 -0600,640c85b29d010294b5cdd7e9b3cbe620690a6366,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2717145,99,1816330,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
1668032460,2022-11-09 16:21:00 -0600,a4dab718777a045becbfca4327a34b5d8c437f97,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2717145,99,1817508,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
1668034668,2022-11-09 16:57:48 -0600,2696aa4cb37c8bc42cfcece9af4a9371414dbffa,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2717145,99,1817547,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
1668037315,2022-11-09 17:41:55 -0600,c58aab37a2c5d1c4e29b52768ab08e4198d3ebbe,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2717145,99,1817731,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
1668039811,2022-11-09 18:23:31 -0600,5c08b47e4f685cb50f92b349d1fbd25d05708a9b,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2717145,99,1818827,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
1668041428,2022-11-09 18:50:28 -0600,c7f83dbbeb909244564ef07524ca8c29c56cc62b,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2717145,99,1820001,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
1668043097,2022-11-09 19:18:17 -0600,b775f001c839b5bdc44073756e0a81fa446b7520,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2717145,99,1833366,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
1668044692,2022-11-09 19:44:52 -0600,574fe3d9d57dca30268b7bd31c3dbcd880412396,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2717145,99,1833423,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
1668045538,2022-11-09 19:58:58 -0600,c097c6b773a372e3aff808dea9e94f60de13e648,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2717145,99,1894499,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
1668111175,2022-11-10 14:12:55 -0600,4a1f03f03259cd3b55a6f80076c427cb7154fd7e,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2717145,99,1897485,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
1668112065,2022-11-10 14:27:45 -0600,4918790e1f4f9b8fdcaac304f47d07228f337612,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2717145,99,1897661,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
1668113154,2022-11-10 14:45:54 -0600,e150fc509e3bfe1cee2b19477b4d9d7999e08e76,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2717145,99,1909902,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
1668114077,2022-11-10 15:01:17 -0600,8b9306f5bb680c581981d63ca2e9d8941b4bd9fb,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2717145,99,1910201,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
1668124943,2022-11-10 18:02:23 -0600,8150230e4dd28611bea1d9e400e0b84b6ca28f2d,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2717145,99,1913566,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
1668125025,2022-11-10 18:03:45 -0600,62d3aef3114fda4a5f38c407ab72786ea96fd9d8,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2717145,99,1910201,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
1668125067,2022-11-10 18:04:27 -0600,e820d6d7244409514fab2d932d84db7239fb789d,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2717145,99,1913566,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
1668125114,2022-11-10 18:05:14 -0600,df82279cd67ecaae36a51198509e3c20a97456d7,AZ-20221108_Eday80,3,General,G,Active Tabulation,Too Early to Call,G,Governor,Doug,Ducey,Ducey,GOP,9199,64364,5554,True,True,True,2717145,99,1910201,4184169,True,20221108AZ3014,2022-11-08,AZ,Katie,Hobbs,Dem,10564,1,70987,5492,0,Kari,Lake,GOP,10567,2,70992,6251,0,,
