captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,description,national,uncontested,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.61906.first,candidates.61906.last,candidates.61906.party,candidates.61906.incumbent,candidates.61906.candidateID,candidates.61906.polID,candidates.61906.ballotOrder,candidates.61906.polNum,candidates.61906.electWon,candidates.61906.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,TX-20221108_Eday62,44,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,"Central, Midland",True,True,District 11,11,217866,99,0,983143,True,20221108TX45881,2022-11-08,TX,61906,August,Pfluger,GOP,True,61906,68246,1,52455,0,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,TX-20221108_Eday80,44,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,"Central, Midland",True,True,District 11,11,217866,99,0,983143,True,20221108TX45881,2022-11-08,TX,61906,August,Pfluger,GOP,True,61906,68246,1,52455,0,
1667960264,2022-11-09 02:17:44 +0000,e239f4bcca07deff3069ebbdd016fa8b8d41d752,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,"Central, Midland",True,True,District 11,11,217866,99,0,983143,True,20221108TX45881,2022-11-08,TX,61906,August,Pfluger,GOP,True,61906,68246,1,52455,0,2022-11-09T02:01:03.009Z
