captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.44867.first,candidates.44867.last,candidates.44867.party,candidates.44867.incumbent,candidates.44867.candidateID,candidates.44867.polID,candidates.44867.ballotOrder,candidates.44867.polNum,candidates.44867.electWon,candidates.45580.first,candidates.45580.last,candidates.45580.abbrv,candidates.45580.party,candidates.45580.candidateID,candidates.45580.polID,candidates.45580.ballotOrder,candidates.45580.polNum,candidates.45580.electWon,candidates.44867.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,NC-20221108_Eday62,34,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 2,2,282885,99,0,754903,True,20221108NC35386,2022-11-08,NC,44867,Deborah,Ross,Dem,True,44867,55909,1,35941,0,Christine,Villaverde,Villavrd,GOP,45580,70246,2,38805,0,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,NC-20221108_Eday80,34,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 2,2,329488,99,0,754903,True,20221108NC35386,2022-11-08,NC,44867,Deborah,Ross,Dem,True,44867,55909,1,35941,0,Christine,Villaverde,Villavrd,GOP,45580,70246,2,38805,0,,
1667955153,2022-11-09 00:52:33 +0000,5dbf5007b88cfdc60ec0e8e538e0df6eb1e86637,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 2,2,329488,99,157181,754903,True,20221108NC35386,2022-11-08,NC,44867,Deborah,Ross,Dem,True,44867,55909,1,35941,0,Christine,Villaverde,Villavrd,GOP,45580,70246,2,38805,0,,
1667957119,2022-11-09 01:25:19 +0000,6d7ee88678b17ac3babfbeca22c88d840ddf7ac8,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,329488,99,157181,754903,True,20221108NC35386,2022-11-08,NC,44867,Deborah,Ross,Dem,True,44867,55909,1,35941,0,Christine,Villaverde,Villavrd,GOP,45580,70246,2,38805,0,2022-11-09T01:11:25.553Z,
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,329488,99,164873,754903,True,20221108NC35386,2022-11-08,NC,44867,Deborah,Ross,Dem,True,44867,55909,1,35941,0,Christine,Villaverde,Villavrd,GOP,45580,70246,2,38805,0,2022-11-09T01:11:25.553Z,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,329488,99,174195,754903,True,20221108NC35386,2022-11-08,NC,44867,Deborah,Ross,Dem,True,44867,55909,1,35941,0,Christine,Villaverde,Villavrd,GOP,45580,70246,2,38805,0,2022-11-09T01:11:25.553Z,
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,329488,99,164873,754903,True,20221108NC35386,2022-11-08,NC,44867,Deborah,Ross,Dem,True,44867,55909,1,35941,0,Christine,Villaverde,Villavrd,GOP,45580,70246,2,38805,0,2022-11-09T01:11:25.553Z,
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,329488,99,174195,754903,True,20221108NC35386,2022-11-08,NC,44867,Deborah,Ross,Dem,True,44867,55909,1,35941,0,Christine,Villaverde,Villavrd,GOP,45580,70246,2,38805,0,2022-11-09T01:11:25.553Z,
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,329488,99,177761,754903,True,20221108NC35386,2022-11-08,NC,44867,Deborah,Ross,Dem,True,44867,55909,1,35941,0,Christine,Villaverde,Villavrd,GOP,45580,70246,2,38805,0,2022-11-09T01:11:25.553Z,
1667966001,2022-11-09 03:53:21 +0000,cee0a612753351ddb30fde2a157613da20f2be01,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,329488,99,207206,754903,True,20221108NC35386,2022-11-08,NC,44867,Deborah,Ross,Dem,True,44867,55909,1,35941,0,Christine,Villaverde,Villavrd,GOP,45580,70246,2,38805,0,2022-11-09T01:11:25.553Z,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,329488,99,241415,754903,True,20221108NC35386,2022-11-08,NC,44867,Deborah,Ross,Dem,True,44867,55909,1,35941,0,Christine,Villaverde,Villavrd,GOP,45580,70246,2,38805,0,2022-11-09T01:11:25.553Z,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,329488,99,244415,754903,True,20221108NC35386,2022-11-08,NC,44867,Deborah,Ross,Dem,True,44867,55909,1,35941,0,Christine,Villaverde,Villavrd,GOP,45580,70246,2,38805,0,2022-11-09T01:11:25.553Z,
1667968227,2022-11-08 22:30:27 -0600,b78ec951061d2bf917e09f1eb01cb079af5e3a88,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,H,U.S. House,True,District 2,2,290494,99,284891,754903,True,20221108NC35386,2022-11-08,NC,44867,Deborah,Ross,Dem,True,44867,55909,1,35941,0,Christine,Villaverde,Villavrd,GOP,45580,70246,2,38805,0,2022-11-09T01:11:25.553Z,
