captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.colorIndex,candidates.0.winner,candidates.0.calledAt,candidates.1.colorIndex
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,20221108CA5709,live,0.0,CA,California,5,1,2022-11-09T03:00:00.000Z,state,0,2022-11-07T03:00:36.971Z,0,462,0.0,22954,0,0.0,22955,0,0.0,315961,99,0,780288,0,0,,,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,20221108CA5709,live,0.0,CA,California,5,1,2022-11-09T04:00:00.000Z,state,0,2022-11-08T18:36:58.540Z,0,462,0.0,22954,0,0.0,22955,0,0.0,321723,99,0,780108,0,0,,,,
1667949842,2022-11-08 23:24:02 +0000,e733c733b3b3c33f13905f9501db69cb94a55a64,20221108CA5709,live,0.0,CA,California,5,1,2022-11-09T04:00:00.000Z,state,0,2022-11-08T23:19:20.177Z,0,462,0.0,22954,0,0.0,22955,0,0.0,321723,90,0,780108,0,0,,,,
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,20221108CA5709,live,0.0,CA,California,5,1,2022-11-09T04:00:00.000Z,state,0,2022-11-09T03:02:40.179Z,0,462,0.0,22954,0,0.0,22955,0,0.0,321723,90,0,780108,0,0,,,,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,20221108CA5709,live,12.25,CA,California,5,1,2022-11-09T04:00:00.000Z,state,0,2022-11-09T04:16:17.608Z,134,462,29.0,22954,27156,68.91,22955,12254,31.09,321723,90,39410,780108,134,57,0.0,,,
1667967862,2022-11-08 22:24:22 -0600,70f93394ffa370662e7d52b8ef52310baba3c929,20221108CA5709,live,12.25,CA,California,5,1,2022-11-09T04:00:00.000Z,state,0,2022-11-09T04:18:50.216Z,134,462,29.0,22954,27156,68.91,22955,12254,31.09,321723,90,39410,780108,134,57,0.0,,,
1667967905,2022-11-08 22:25:05 -0600,7b53fc8cb8c53477e9f4fecf82fac92988ee5275,20221108CA5709,live,23.11,CA,California,5,1,2022-11-09T04:00:00.000Z,state,0,2022-11-09T04:22:19.137Z,0,462,0.0,22954,52681,70.84,22955,21684,29.16,321723,90,74365,780108,0,107,0.0,,,
1667968047,2022-11-08 22:27:27 -0600,3febed665f84b6f0a9717d87750ee8049f50fab6,20221108CA5709,live,28.48,CA,California,5,1,2022-11-09T04:00:00.000Z,state,0,2022-11-09T04:26:21.931Z,0,462,0.0,22954,62006,67.67,22955,29626,32.33,321723,90,91632,780108,0,132,0.0,,,
1667968974,2022-11-08 22:42:54 -0600,6782d2843c55794bd70cb628b0a71e22fe48f3f5,20221108CA5709,live,34.46,CA,California,5,1,2022-11-09T04:00:00.000Z,state,0,2022-11-09T04:40:44.218Z,33,462,7.14,22954,77521,69.91,22955,33359,30.09,321723,90,110880,780108,33,159,0.0,,,
1667972008,2022-11-08 23:33:28 -0600,94f4c9e086e7aebe887e5b2f9d0c42dd429b98b5,20221108CA5709,live,34.46,CA,California,5,1,2022-11-09T04:00:00.000Z,state,0,2022-11-09T05:29:50.454Z,33,462,7.14,22954,77521,69.91,22955,33359,30.09,321723,90,110880,780108,33,159,0.0,X,2022-11-09T05:29:50.846Z,
