captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,description,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.56614.first,candidates.56614.last,candidates.56614.party,candidates.56614.incumbent,candidates.56614.candidateID,candidates.56614.polID,candidates.56614.ballotOrder,candidates.56614.polNum,candidates.56614.electWon,candidates.62837.first,candidates.62837.last,candidates.62837.party,candidates.62837.candidateID,candidates.62837.polID,candidates.62837.ballotOrder,candidates.62837.polNum,candidates.62837.electWon,candidates.56614.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,TX-20221108_Eday62,44,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,"South Pt Houston, S subs",True,District 9,9,284142,99,0,737160,True,20221108TX45879,2022-11-08,TX,56614,Al,Green,Dem,True,56614,37280,1,49157,0,Jimmy,Leon,GOP,62837,69831,2,52962,0,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,TX-20221108_Eday80,44,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,"South Pt Houston, S subs",True,District 9,9,246307,99,0,737160,True,20221108TX45879,2022-11-08,TX,56614,Al,Green,Dem,True,56614,37280,1,49157,0,Jimmy,Leon,GOP,62837,69831,2,52962,0,,
1667955702,2022-11-09 01:01:42 +0000,f6f1267e463cf8ecb93583f1dab12bfae681d775,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"South Pt Houston, S subs",True,District 9,9,246307,99,0,737160,True,20221108TX45879,2022-11-08,TX,56614,Al,Green,Dem,True,56614,37280,1,49157,0,Jimmy,Leon,GOP,62837,69831,2,52962,0,,
1667959410,2022-11-09 02:03:30 +0000,98a277291480f2bee1271d939218798a5aa6ad2a,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"South Pt Houston, S subs",True,District 9,9,246307,99,20115,737160,True,20221108TX45879,2022-11-08,TX,56614,Al,Green,Dem,True,56614,37280,1,49157,0,Jimmy,Leon,GOP,62837,69831,2,52962,0,,
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"South Pt Houston, S subs",True,District 9,9,246307,99,25001,737160,True,20221108TX45879,2022-11-08,TX,56614,Al,Green,Dem,True,56614,37280,1,49157,0,Jimmy,Leon,GOP,62837,69831,2,52962,0,,
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"South Pt Houston, S subs",True,District 9,9,246307,99,111416,737160,True,20221108TX45879,2022-11-08,TX,56614,Al,Green,Dem,True,56614,37280,1,49157,0,Jimmy,Leon,GOP,62837,69831,2,52962,0,,
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,TX-20221108_Eday80,44,General,G,Active Tabulation,Too Early to Call,H,U.S. House,"South Pt Houston, S subs",True,District 9,9,246307,99,111431,737160,True,20221108TX45879,2022-11-08,TX,56614,Al,Green,Dem,True,56614,37280,1,49157,0,Jimmy,Leon,GOP,62837,69831,2,52962,0,,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,"South Pt Houston, S subs",True,District 9,9,246307,99,113365,737160,True,20221108TX45879,2022-11-08,TX,56614,Al,Green,Dem,True,56614,37280,1,49157,0,Jimmy,Leon,GOP,62837,69831,2,52962,0,2022-11-09T03:56:38.467Z,
1667969116,2022-11-08 22:45:16 -0600,79682069eac6cae3840febac265b40363b9c51ff,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,"South Pt Houston, S subs",True,District 9,9,246307,99,116269,737160,True,20221108TX45879,2022-11-08,TX,56614,Al,Green,Dem,True,56614,37280,1,49157,0,Jimmy,Leon,GOP,62837,69831,2,52962,0,2022-11-09T03:56:38.467Z,
1667969897,2022-11-08 22:58:17 -0600,4cc79ac7abd56ff5901adb554fdccc45c88f1310,TX-20221108_Eday80,44,General,G,Active Tabulation,Called,H,U.S. House,"South Pt Houston, S subs",True,District 9,9,246307,99,120213,737160,True,20221108TX45879,2022-11-08,TX,56614,Al,Green,Dem,True,56614,37280,1,49157,0,Jimmy,Leon,GOP,62837,69831,2,52962,0,2022-11-09T03:56:38.467Z,
