captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.colorIndex,candidates.0.winner,candidates.0.calledAt
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,20221108TX45879,live,0.0,TX,Texas,44,1,2022-11-09T00:00:00.000Z,state,0,2022-11-07T03:24:20.183Z,0,201,0.0,56614,0,0.0,62837,0,0.0,284142,99,0,737160,0,0,,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,20221108TX45879,live,0.0,TX,Texas,44,1,2022-11-09T01:00:00.000Z,state,0,2022-11-08T20:24:34.934Z,0,201,0.0,56614,0,0.0,62837,0,0.0,246307,99,0,737160,0,0,,,
1667947695,2022-11-08 22:48:15 +0000,d34bad58f4d41f9cfcdcd94796fa010d33630ef0,20221108TX45879,live,0.0,TX,Texas,44,1,2022-11-09T01:00:00.000Z,state,0,2022-11-08T22:43:58.597Z,0,201,0.0,56614,0,0.0,62837,0,0.0,246307,99,0,737160,0,0,,,
1667949299,2022-11-08 23:14:59 +0000,b334f05b75bafb94958f7797e615fb57e746d9de,20221108TX45879,live,0.0,TX,Texas,44,1,2022-11-09T01:00:00.000Z,state,0,2022-11-08T23:10:53.720Z,0,201,0.0,56614,0,0.0,62837,0,0.0,246307,99,0,737160,0,0,,,
1667951984,2022-11-08 23:59:44 +0000,1d5f0496addabb850b6478bc4089a95c0ef07c4b,20221108TX45879,live,0.0,TX,Texas,44,1,2022-11-09T01:00:00.000Z,state,0,2022-11-08T23:56:53.599Z,0,201,0.0,56614,0,0.0,62837,0,0.0,246307,99,0,737160,0,0,,,
1667952827,2022-11-09 00:13:47 +0000,e67364b5505081c4cca0f28ef8e8d84768d1cc02,20221108TX45879,live,0.0,TX,Texas,44,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T00:10:45.562Z,0,201,0.0,56614,0,0.0,62837,0,0.0,246307,99,0,737160,0,0,,,
1667955702,2022-11-09 01:01:42 +0000,f6f1267e463cf8ecb93583f1dab12bfae681d775,20221108TX45879,live,0.0,TX,Texas,44,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:00:27.110Z,0,201,0.0,56614,0,0.0,62837,0,0.0,246307,99,0,737160,0,0,,,
1667956006,2022-11-09 01:06:46 +0000,01cc2f6d0039b2fcb59e03eced60e58dcb253844,20221108TX45879,live,0.0,TX,Texas,44,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:01:34.311Z,0,201,0.0,56614,0,0.0,62837,0,0.0,246307,99,0,737160,0,0,,,
1667957993,2022-11-09 01:39:53 +0000,af6b7ce58befb45bf1dd57f93615d5da519d3770,20221108TX45879,live,0.0,TX,Texas,44,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:36:34.149Z,0,201,0.0,56614,0,0.0,62837,0,0.0,246307,99,0,737160,0,0,,,
1667958273,2022-11-09 01:44:33 +0000,4199c67ba64ae17927c85a89877c89e59a577ae0,20221108TX45879,live,0.0,TX,Texas,44,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:43:11.443Z,0,201,0.0,56614,0,0.0,62837,0,0.0,246307,99,0,737160,0,0,,,
1667958559,2022-11-09 01:49:19 +0000,0a6694bb1cdd9734aff1178f6a5894d33a1a95cc,20221108TX45879,live,0.0,TX,Texas,44,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:44:11.577Z,0,201,0.0,56614,0,0.0,62837,0,0.0,246307,99,0,737160,0,0,,,
1667958843,2022-11-09 01:54:03 +0000,cdc0d2ad2c3afd665dd741c97f9de238aafb3cf6,20221108TX45879,live,0.32,TX,Texas,44,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:52:30.980Z,0,201,0.0,56614,541,67.88,62837,256,32.12,246307,99,797,737160,0,1,0.0,,
1667959124,2022-11-09 01:58:44 +0000,ebdb2f4efab49b8071a842b145008e58069ff969,20221108TX45879,live,8.17,TX,Texas,44,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:57:18.744Z,4,201,1.99,56614,13323,66.23,62837,6792,33.77,246307,99,20115,737160,4,16,0.0,,
1667959410,2022-11-09 02:03:30 +0000,98a277291480f2bee1271d939218798a5aa6ad2a,20221108TX45879,live,8.17,TX,Texas,44,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:58:36.790Z,4,201,1.99,56614,13323,66.23,62837,6792,33.77,246307,99,20115,737160,4,16,0.0,,
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,20221108TX45879,live,8.17,TX,Texas,44,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:06:29.493Z,4,201,1.99,56614,13323,66.23,62837,6792,33.77,246307,99,20115,737160,4,16,0.0,,
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,20221108TX45879,live,10.15,TX,Texas,44,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:11:22.982Z,143,201,71.14,56614,17363,69.45,62837,7638,30.55,246307,99,25001,737160,143,20,0.0,,
