captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,candidates.3.candidateID,candidates.3.voteCount,candidates.3.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.colorIndex,candidates.0.winner,candidates.0.calledAt
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,20221108MI23813,live,0.0,MI,Michigan,23,1,2022-11-09T01:00:00.000Z,state,0,2022-11-07T21:19:57.750Z,0,346,0.0,37363,0,0.0,37375,0,0.0,37969,0,0.0,37970,0,0.0,378536,99,0,1118191,0,0,,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,20221108MI23813,live,0.0,MI,Michigan,23,1,2022-11-09T01:00:00.000Z,state,0,2022-11-08T20:06:32.060Z,0,346,0.0,37363,0,0.0,37375,0,0.0,37969,0,0.0,37970,0,0.0,378536,99,0,1118191,0,0,,,
1667956006,2022-11-09 01:06:46 +0000,01cc2f6d0039b2fcb59e03eced60e58dcb253844,20221108MI23813,live,0.0,MI,Michigan,23,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:00:29.069Z,0,346,0.0,37363,0,0.0,37375,0,0.0,37969,0,0.0,37970,0,0.0,378536,99,0,1118191,0,0,,,
1667956272,2022-11-09 01:11:12 +0000,e9730fe8cd073de363599251493da8f113e7bb60,20221108MI23813,live,0.0,MI,Michigan,23,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:06:03.091Z,0,346,0.0,37363,0,0.0,37375,0,0.0,37969,0,0.0,37970,0,0.0,378536,99,0,1118191,0,0,,,
1667956547,2022-11-09 01:15:47 +0000,8138046ce1ccc9e37269480764f23b8c9cec781a,20221108MI23813,live,0.49,MI,Michigan,23,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:07:43.824Z,0,346,0.0,37375,1078,57.55,37363,759,40.52,37970,22,1.17,37969,14,0.75,378536,99,1873,1118191,0,2,0.0,,
1667956832,2022-11-09 01:20:32 +0000,83b25784602daed92be104db5cf5a6446230f2d5,20221108MI23813,live,1.86,MI,Michigan,23,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:15:28.840Z,0,346,0.0,37363,4198,59.55,37375,2648,37.56,37970,114,1.62,37969,90,1.28,378536,99,7050,1118191,0,6,1.0,,
1667957430,2022-11-09 01:30:30 +0000,03f90a735487a191903970f5b59ebf51d460c3e0,20221108MI23813,live,3.83,MI,Michigan,23,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:22:28.490Z,1,346,0.29,37363,9181,63.33,37375,4912,33.88,37970,214,1.48,37969,191,1.32,378536,99,14498,1118191,1,13,1.0,,
1667957993,2022-11-09 01:39:53 +0000,af6b7ce58befb45bf1dd57f93615d5da519d3770,20221108MI23813,live,8.23,MI,Michigan,23,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:35:29.570Z,4,346,1.16,37363,20828,66.83,37375,9469,30.38,37970,443,1.42,37969,427,1.37,378536,99,31167,1118191,4,28,1.0,,
1667958273,2022-11-09 01:44:33 +0000,4199c67ba64ae17927c85a89877c89e59a577ae0,20221108MI23813,live,8.23,MI,Michigan,23,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:40:02.800Z,4,346,1.16,37363,20828,66.83,37375,9469,30.38,37970,443,1.42,37969,427,1.37,378536,99,31167,1118191,4,28,1.0,,
1667958559,2022-11-09 01:49:19 +0000,0a6694bb1cdd9734aff1178f6a5894d33a1a95cc,20221108MI23813,live,8.57,MI,Michigan,23,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:46:08.961Z,4,346,1.16,37363,21690,66.86,37375,9822,30.28,37970,473,1.46,37969,457,1.41,378536,99,32442,1118191,4,30,1.0,,
1667958843,2022-11-09 01:54:03 +0000,cdc0d2ad2c3afd665dd741c97f9de238aafb3cf6,20221108MI23813,live,8.57,MI,Michigan,23,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:46:27.979Z,4,346,1.16,37363,21690,66.86,37375,9822,30.28,37970,473,1.46,37969,457,1.41,378536,99,32442,1118191,4,30,1.0,,
1667959124,2022-11-09 01:58:44 +0000,ebdb2f4efab49b8071a842b145008e58069ff969,20221108MI23813,live,10.04,MI,Michigan,23,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:52:29.112Z,6,346,1.73,37363,25352,66.71,37375,11545,30.38,37969,559,1.47,37970,547,1.44,378536,99,38003,1118191,6,35,1.0,,
