captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.38277.first,candidates.38277.last,candidates.38277.abbrv,candidates.38277.party,candidates.38277.incumbent,candidates.38277.candidateID,candidates.38277.polID,candidates.38277.ballotOrder,candidates.38277.polNum,candidates.38277.electWon,candidates.39984.first,candidates.39984.last,candidates.39984.party,candidates.39984.candidateID,candidates.39984.polID,candidates.39984.ballotOrder,candidates.39984.polNum,candidates.39984.electWon,candidates.40017.first,candidates.40017.last,candidates.40017.party,candidates.40017.candidateID,candidates.40017.polID,candidates.40017.ballotOrder,candidates.40017.polNum,candidates.40017.electWon,candidates.38277.winnerDateTime
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,NJ-20221108_Eday80,31,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 12,12,198795,90,59090,1001658,True,20221108NJ31223,2022-11-08,NJ,38277,Bonnie,Watson Coleman,WatsCol,Dem,True,38277,31050,1,32695,0,Darius,Mayfield,GOP,39984,70469,2,35560,0,Lynn,Genrich,Ind,40017,71535,3,35579,0,
1667964227,2022-11-09 03:23:47 +0000,1cb90b95cdd6c1be23968f2b7d9618a95c5a5ad9,NJ-20221108_Eday80,31,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 12,12,198795,90,67626,1001658,True,20221108NJ31223,2022-11-08,NJ,38277,Bonnie,Watson Coleman,WatsCol,Dem,True,38277,31050,1,32695,0,Darius,Mayfield,GOP,39984,70469,2,35560,0,Lynn,Genrich,Ind,40017,71535,3,35579,0,
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,NJ-20221108_Eday80,31,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 12,12,198795,90,89236,1001658,True,20221108NJ31223,2022-11-08,NJ,38277,Bonnie,Watson Coleman,WatsCol,Dem,True,38277,31050,1,32695,0,Darius,Mayfield,GOP,39984,70469,2,35560,0,Lynn,Genrich,Ind,40017,71535,3,35579,0,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,NJ-20221108_Eday80,31,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 12,12,198795,90,107566,1001658,True,20221108NJ31223,2022-11-08,NJ,38277,Bonnie,Watson Coleman,WatsCol,Dem,True,38277,31050,1,32695,0,Darius,Mayfield,GOP,39984,70469,2,35560,0,Lynn,Genrich,Ind,40017,71535,3,35579,0,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,NJ-20221108_Eday80,31,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 12,12,198795,90,128202,1001658,True,20221108NJ31223,2022-11-08,NJ,38277,Bonnie,Watson Coleman,WatsCol,Dem,True,38277,31050,1,32695,0,Darius,Mayfield,GOP,39984,70469,2,35560,0,Lynn,Genrich,Ind,40017,71535,3,35579,0,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 12,12,198795,90,139326,1001658,True,20221108NJ31223,2022-11-08,NJ,38277,Bonnie,Watson Coleman,WatsCol,Dem,True,38277,31050,1,32695,0,Darius,Mayfield,GOP,39984,70469,2,35560,0,Lynn,Genrich,Ind,40017,71535,3,35579,0,2022-11-09T03:59:47.919Z
1667970504,2022-11-08 23:08:24 -0600,218805bf82c018e2091a699549a3db0180a36d98,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 12,12,198795,90,144159,1001658,True,20221108NJ31223,2022-11-08,NJ,38277,Bonnie,Watson Coleman,WatsCol,Dem,True,38277,31050,1,32695,0,Darius,Mayfield,GOP,39984,70469,2,35560,0,Lynn,Genrich,Ind,40017,71535,3,35579,0,2022-11-09T03:59:47.919Z
1667973115,2022-11-08 23:51:55 -0600,76528750fef7c265d19f91ec30e86804e3da6e06,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 12,12,198795,90,150582,1001658,True,20221108NJ31223,2022-11-08,NJ,38277,Bonnie,Watson Coleman,WatsCol,Dem,True,38277,31050,1,32695,0,Darius,Mayfield,GOP,39984,70469,2,35560,0,Lynn,Genrich,Ind,40017,71535,3,35579,0,2022-11-09T03:59:47.919Z
1667973921,2022-11-09 00:05:21 -0600,8c7bea4e5501d62c6edf8b543f4ffeaf66fbee7c,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 12,12,200879,90,158474,1001658,True,20221108NJ31223,2022-11-08,NJ,38277,Bonnie,Watson Coleman,WatsCol,Dem,True,38277,31050,1,32695,0,Darius,Mayfield,GOP,39984,70469,2,35560,0,Lynn,Genrich,Ind,40017,71535,3,35579,0,2022-11-09T03:59:47.919Z
1667974664,2022-11-09 00:17:44 -0600,d987a91643923201706646f74ed6cc4da6a088a6,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 12,12,164839,95,158474,1001658,True,20221108NJ31223,2022-11-08,NJ,38277,Bonnie,Watson Coleman,WatsCol,Dem,True,38277,31050,1,32695,0,Darius,Mayfield,GOP,39984,70469,2,35560,0,Lynn,Genrich,Ind,40017,71535,3,35579,0,2022-11-09T03:59:47.919Z
1667976306,2022-11-09 00:45:06 -0600,a65306ebcf7e41c11b1557bbe78229c6107820ce,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 12,12,166815,95,158474,1001658,True,20221108NJ31223,2022-11-08,NJ,38277,Bonnie,Watson Coleman,WatsCol,Dem,True,38277,31050,1,32695,0,Darius,Mayfield,GOP,39984,70469,2,35560,0,Lynn,Genrich,Ind,40017,71535,3,35579,0,2022-11-09T03:59:47.919Z
1668030793,2022-11-09 15:53:13 -0600,5cc2117b01f6a3e46c5491570bf361b3ee86ef96,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 12,12,166815,95,160567,1001658,True,20221108NJ31223,2022-11-08,NJ,38277,Bonnie,Watson Coleman,WatsCol,Dem,True,38277,31050,1,32695,0,Darius,Mayfield,GOP,39984,70469,2,35560,0,Lynn,Genrich,Ind,40017,71535,3,35579,0,2022-11-09T03:59:47.919Z
1668030836,2022-11-09 15:53:56 -0600,52da96d404ed1b50dd2a5fde497d385bd15462ef,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 12,12,166815,95,158474,1001658,True,20221108NJ31223,2022-11-08,NJ,38277,Bonnie,Watson Coleman,WatsCol,Dem,True,38277,31050,1,32695,0,Darius,Mayfield,GOP,39984,70469,2,35560,0,Lynn,Genrich,Ind,40017,71535,3,35579,0,2022-11-09T03:59:47.919Z
1668030877,2022-11-09 15:54:37 -0600,e0a26552bacba6ed31a9057f0aa858a80f9220a9,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 12,12,166815,95,160567,1001658,True,20221108NJ31223,2022-11-08,NJ,38277,Bonnie,Watson Coleman,WatsCol,Dem,True,38277,31050,1,32695,0,Darius,Mayfield,GOP,39984,70469,2,35560,0,Lynn,Genrich,Ind,40017,71535,3,35579,0,2022-11-09T03:59:47.919Z
1668035854,2022-11-09 17:17:34 -0600,67a71f79ab753d9621c8b551c12dff1582b6ed5d,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 12,12,166815,95,160725,1001658,True,20221108NJ31223,2022-11-08,NJ,38277,Bonnie,Watson Coleman,WatsCol,Dem,True,38277,31050,1,32695,0,Darius,Mayfield,GOP,39984,70469,2,35560,0,Lynn,Genrich,Ind,40017,71535,3,35579,0,2022-11-09T03:59:47.919Z
1668043268,2022-11-09 19:21:08 -0600,7115736f25c4974a673b3cf7eaa80b936d9d8efb,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 12,12,166815,95,152833,1001658,True,20221108NJ31223,2022-11-08,NJ,38277,Bonnie,Watson Coleman,WatsCol,Dem,True,38277,31050,1,32695,0,Darius,Mayfield,GOP,39984,70469,2,35560,0,Lynn,Genrich,Ind,40017,71535,3,35579,0,2022-11-09T03:59:47.919Z
1668090882,2022-11-10 08:34:42 -0600,abeb90a61e13b214dbdc5268528a47a5fdb0489f,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 12,12,158508,95,152833,1001658,True,20221108NJ31223,2022-11-08,NJ,38277,Bonnie,Watson Coleman,WatsCol,Dem,True,38277,31050,1,32695,0,Darius,Mayfield,GOP,39984,70469,2,35560,0,Lynn,Genrich,Ind,40017,71535,3,35579,0,2022-11-09T03:59:47.919Z
1668092308,2022-11-10 08:58:28 -0600,3ce2858f35f55c2251236d1b941a985db055855b,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 12,12,158508,95,152958,1001658,True,20221108NJ31223,2022-11-08,NJ,38277,Bonnie,Watson Coleman,WatsCol,Dem,True,38277,31050,1,32695,0,Darius,Mayfield,GOP,39984,70469,2,35560,0,Lynn,Genrich,Ind,40017,71535,3,35579,0,2022-11-09T03:59:47.919Z
1668116895,2022-11-10 15:48:15 -0600,3902eb526b8b528d0ef207529b94f28cf7f5f5e0,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 12,12,158508,95,152991,1001658,True,20221108NJ31223,2022-11-08,NJ,38277,Bonnie,Watson Coleman,WatsCol,Dem,True,38277,31050,1,32695,0,Darius,Mayfield,GOP,39984,70469,2,35560,0,Lynn,Genrich,Ind,40017,71535,3,35579,0,2022-11-09T03:59:47.919Z
1668120811,2022-11-10 16:53:31 -0600,f51cd4c5ee335fb4448e635aaf360ce298cd5c97,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 12,12,158508,95,155761,1001658,True,20221108NJ31223,2022-11-08,NJ,38277,Bonnie,Watson Coleman,WatsCol,Dem,True,38277,31050,1,32695,0,Darius,Mayfield,GOP,39984,70469,2,35560,0,Lynn,Genrich,Ind,40017,71535,3,35579,0,2022-11-09T03:59:47.919Z
1668195786,2022-11-11 13:43:06 -0600,39060a19b58f5335dfd15eb8a1e4fe6088a6e827,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 12,12,158508,95,155957,1001658,True,20221108NJ31223,2022-11-08,NJ,38277,Bonnie,Watson Coleman,WatsCol,Dem,True,38277,31050,1,32695,0,Darius,Mayfield,GOP,39984,70469,2,35560,0,Lynn,Genrich,Ind,40017,71535,3,35579,0,2022-11-09T03:59:47.919Z
1668549043,2022-11-15 15:50:43 -0600,39c0391c2ee85b19ff8dcca36ec47097f23ab0d8,NJ-20221108_Eday80,31,General,G,Active Tabulation,Called,H,U.S. House,True,District 12,12,158508,95,156100,1001658,True,20221108NJ31223,2022-11-08,NJ,38277,Bonnie,Watson Coleman,WatsCol,Dem,True,38277,31050,1,32695,0,Darius,Mayfield,GOP,39984,70469,2,35560,0,Lynn,Genrich,Ind,40017,71535,3,35579,0,2022-11-09T03:59:47.919Z
1668607188,2022-11-16 07:59:48 -0600,51b874ccfc2c9fcdc3f02cf76aa47ce313b48d6b,NJ-20221108_Eday80,31,General,G,Tabulation Paused,Called,H,U.S. House,True,District 12,12,158508,95,158300,1001658,True,20221108NJ31223,2022-11-08,NJ,38277,Bonnie,Watson Coleman,WatsCol,Dem,True,38277,31050,1,32695,0,Darius,Mayfield,GOP,39984,70469,2,35560,0,Lynn,Genrich,Ind,40017,71535,3,35579,0,2022-11-09T03:59:47.919Z
1668638151,2022-11-16 16:35:51 -0600,b91b866b9be7b10d88dd347c89ea6f5851858118,NJ-20221108_Eday80,31,General,G,Tabulation Paused,Called,H,U.S. House,True,District 12,12,163549,95,158300,1001658,True,20221108NJ31223,2022-11-08,NJ,38277,Bonnie,Watson Coleman,WatsCol,Dem,True,38277,31050,1,32695,0,Darius,Mayfield,GOP,39984,70469,2,35560,0,Lynn,Genrich,Ind,40017,71535,3,35579,0,2022-11-09T03:59:47.919Z
1669052866,2022-11-21 11:47:46 -0600,be21e6921862152a3ac6929c7fc7b2d70e8c52e1,NJ-20221108_Eday80,31,General,G,Tabulation Paused,Called,H,U.S. House,True,District 12,12,163549,95,158619,1001658,True,20221108NJ31223,2022-11-08,NJ,38277,Bonnie,Watson Coleman,WatsCol,Dem,True,38277,31050,1,32695,0,Darius,Mayfield,GOP,39984,70469,2,35560,0,Lynn,Genrich,Ind,40017,71535,3,35579,0,2022-11-09T03:59:47.919Z
1669059304,2022-11-21 13:35:04 -0600,f8d5e7faf5d5aed8cf44882029006befddc9283b,NJ-20221108_Eday80,31,General,G,Tabulation Paused,Called,H,U.S. House,True,District 12,12,170591,95,167355,1001658,True,20221108NJ31223,2022-11-08,NJ,38277,Bonnie,Watson Coleman,WatsCol,Dem,True,38277,31050,1,32695,0,Darius,Mayfield,GOP,39984,70469,2,35560,0,Lynn,Genrich,Ind,40017,71535,3,35579,0,2022-11-09T03:59:47.919Z
1669059661,2022-11-21 13:41:01 -0600,0fe4c4f06b80c3d3c626fa425bb26de9955b4a97,NJ-20221108_Eday80,31,General,G,Tabulation Paused,Called,H,U.S. House,True,District 12,12,168361,95,168201,1001658,True,20221108NJ31223,2022-11-08,NJ,38277,Bonnie,Watson Coleman,WatsCol,Dem,True,38277,31050,1,32695,0,Darius,Mayfield,GOP,39984,70469,2,35560,0,Lynn,Genrich,Ind,40017,71535,3,35579,0,2022-11-09T03:59:47.919Z
1669080581,2022-11-21 19:29:41 -0600,fbb621d21cfad50c1f76f312a9cca3c2fa5ec680,NJ-20221108_Eday80,31,General,G,Tabulation Paused,Called,H,U.S. House,True,District 12,12,168369,95,168201,1001658,True,20221108NJ31223,2022-11-08,NJ,38277,Bonnie,Watson Coleman,WatsCol,Dem,True,38277,31050,1,32695,0,Darius,Mayfield,GOP,39984,70469,2,35560,0,Lynn,Genrich,Ind,40017,71535,3,35579,0,2022-11-09T03:59:47.919Z
