captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.abbrv,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.45548.first,candidates.45548.last,candidates.45548.party,candidates.45548.candidateID,candidates.45548.ballotOrder,candidates.45548.polID,candidates.45548.polNum,candidates.45548.electWon,candidates.45554.first,candidates.45554.last,candidates.45554.party,candidates.45554.candidateID,candidates.45554.ballotOrder,candidates.45554.polID,candidates.45554.polNum,candidates.45554.electWon,candidates.45952.first,candidates.45952.last,candidates.45952.party,candidates.45952.candidateID,candidates.45952.ballotOrder,candidates.45952.polID,candidates.45952.polNum,candidates.45952.electWon,candidates.45991.first,candidates.45991.last,candidates.45991.party,candidates.45991.candidateID,candidates.45991.ballotOrder,candidates.45991.polID,candidates.45991.polNum,candidates.45991.electWon,candidates.45554.winnerDateTime,isCertified
1667959410,2022-11-09 02:03:30 +0000,98a277291480f2bee1271d939218798a5aa6ad2a,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Richard,Burr,Burr,GOP,42432,452,34574,True,True,True,4600000,99,2417116,7400077,True,20221108NC35384,2022-11-08,NC,Cheri,Beasley,Dem,45548,2,70223,37657,0,Ted,Budd,GOP,45554,4,64970,38100,0,Shannon,Bray,Lib,45952,3,67901,38497,0,Matthew,Hoh,Grn,45991,1,71642,39062,0,,
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Richard,Burr,Burr,GOP,42432,452,34574,True,True,True,4600000,99,2418847,7400077,True,20221108NC35384,2022-11-08,NC,Cheri,Beasley,Dem,45548,2,70223,37657,0,Ted,Budd,GOP,45554,4,64970,38100,0,Shannon,Bray,Lib,45952,3,67901,38497,0,Matthew,Hoh,Grn,45991,1,71642,39062,0,,
1667959981,2022-11-09 02:13:01 +0000,f7108f15221a3f4ac4310e0ba678593081137a5c,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Richard,Burr,Burr,GOP,42432,452,34574,True,True,True,4600000,99,2622294,7400077,True,20221108NC35384,2022-11-08,NC,Cheri,Beasley,Dem,45548,2,70223,37657,0,Ted,Budd,GOP,45554,4,64970,38100,0,Shannon,Bray,Lib,45952,3,67901,38497,0,Matthew,Hoh,Grn,45991,1,71642,39062,0,,
1667960264,2022-11-09 02:17:44 +0000,e239f4bcca07deff3069ebbdd016fa8b8d41d752,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Richard,Burr,Burr,GOP,42432,452,34574,True,True,True,4600000,99,2579914,7400077,True,20221108NC35384,2022-11-08,NC,Cheri,Beasley,Dem,45548,2,70223,37657,0,Ted,Budd,GOP,45554,4,64970,38100,0,Shannon,Bray,Lib,45952,3,67901,38497,0,Matthew,Hoh,Grn,45991,1,71642,39062,0,,
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Richard,Burr,Burr,GOP,42432,452,34574,True,True,True,4600000,99,2778144,7400077,True,20221108NC35384,2022-11-08,NC,Cheri,Beasley,Dem,45548,2,70223,37657,0,Ted,Budd,GOP,45554,4,64970,38100,0,Shannon,Bray,Lib,45952,3,67901,38497,0,Matthew,Hoh,Grn,45991,1,71642,39062,0,,
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Richard,Burr,Burr,GOP,42432,452,34574,True,True,True,4600000,99,2782667,7400077,True,20221108NC35384,2022-11-08,NC,Cheri,Beasley,Dem,45548,2,70223,37657,0,Ted,Budd,GOP,45554,4,64970,38100,0,Shannon,Bray,Lib,45952,3,67901,38497,0,Matthew,Hoh,Grn,45991,1,71642,39062,0,,
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Richard,Burr,Burr,GOP,42432,452,34574,True,True,True,4600000,99,2904415,7400077,True,20221108NC35384,2022-11-08,NC,Cheri,Beasley,Dem,45548,2,70223,37657,0,Ted,Budd,GOP,45554,4,64970,38100,0,Shannon,Bray,Lib,45952,3,67901,38497,0,Matthew,Hoh,Grn,45991,1,71642,39062,0,,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Richard,Burr,Burr,GOP,42432,452,34574,True,True,True,4600000,99,3078176,7400077,True,20221108NC35384,2022-11-08,NC,Cheri,Beasley,Dem,45548,2,70223,37657,0,Ted,Budd,GOP,45554,4,64970,38100,0,Shannon,Bray,Lib,45952,3,67901,38497,0,Matthew,Hoh,Grn,45991,1,71642,39062,0,,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Richard,Burr,Burr,GOP,42432,452,34574,True,True,True,4600000,99,3088883,7400077,True,20221108NC35384,2022-11-08,NC,Cheri,Beasley,Dem,45548,2,70223,37657,0,Ted,Budd,GOP,45554,4,64970,38100,0,Shannon,Bray,Lib,45952,3,67901,38497,0,Matthew,Hoh,Grn,45991,1,71642,39062,0,,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Richard,Burr,Burr,GOP,42432,452,34574,True,True,True,4600000,99,3146676,7400077,True,20221108NC35384,2022-11-08,NC,Cheri,Beasley,Dem,45548,2,70223,37657,0,Ted,Budd,GOP,45554,4,64970,38100,0,Shannon,Bray,Lib,45952,3,67901,38497,0,Matthew,Hoh,Grn,45991,1,71642,39062,0,,
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Richard,Burr,Burr,GOP,42432,452,34574,True,True,True,4600000,99,3244394,7400077,True,20221108NC35384,2022-11-08,NC,Cheri,Beasley,Dem,45548,2,70223,37657,0,Ted,Budd,GOP,45554,4,64970,38100,0,Shannon,Bray,Lib,45952,3,67901,38497,0,Matthew,Hoh,Grn,45991,1,71642,39062,0,,
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Richard,Burr,Burr,GOP,42432,452,34574,True,True,True,4600000,99,3351597,7400077,True,20221108NC35384,2022-11-08,NC,Cheri,Beasley,Dem,45548,2,70223,37657,0,Ted,Budd,GOP,45554,4,64970,38100,0,Shannon,Bray,Lib,45952,3,67901,38497,0,Matthew,Hoh,Grn,45991,1,71642,39062,0,,
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Richard,Burr,Burr,GOP,42432,452,34574,True,True,True,4600000,99,3411282,7400077,True,20221108NC35384,2022-11-08,NC,Cheri,Beasley,Dem,45548,2,70223,37657,0,Ted,Budd,GOP,45554,4,64970,38100,0,Shannon,Bray,Lib,45952,3,67901,38497,0,Matthew,Hoh,Grn,45991,1,71642,39062,0,,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Richard,Burr,Burr,GOP,42432,452,34574,True,True,True,4600000,99,3524285,7400077,True,20221108NC35384,2022-11-08,NC,Cheri,Beasley,Dem,45548,2,70223,37657,0,Ted,Budd,GOP,45554,4,64970,38100,0,Shannon,Bray,Lib,45952,3,67901,38497,0,Matthew,Hoh,Grn,45991,1,71642,39062,0,,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Richard,Burr,Burr,GOP,42432,452,34574,True,True,True,4600000,99,3575934,7400077,True,20221108NC35384,2022-11-08,NC,Cheri,Beasley,Dem,45548,2,70223,37657,0,Ted,Budd,GOP,45554,4,64970,38100,0,Shannon,Bray,Lib,45952,3,67901,38497,0,Matthew,Hoh,Grn,45991,1,71642,39062,0,,
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Richard,Burr,Burr,GOP,42432,452,34574,True,True,True,4600000,99,3649600,7400077,True,20221108NC35384,2022-11-08,NC,Cheri,Beasley,Dem,45548,2,70223,37657,0,Ted,Budd,GOP,45554,4,64970,38100,0,Shannon,Bray,Lib,45952,3,67901,38497,0,Matthew,Hoh,Grn,45991,1,71642,39062,0,,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Richard,Burr,Burr,GOP,42432,452,34574,True,True,True,4600000,99,3649413,7400077,True,20221108NC35384,2022-11-08,NC,Cheri,Beasley,Dem,45548,2,70223,37657,0,Ted,Budd,GOP,45554,4,64970,38100,0,Shannon,Bray,Lib,45952,3,67901,38497,0,Matthew,Hoh,Grn,45991,1,71642,39062,0,,
1667967592,2022-11-08 22:19:52 -0600,bb461283809479aaf92a1a30cba63636f0c85695,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Richard,Burr,Burr,GOP,42432,452,34574,True,True,True,4600000,99,3649600,7400077,True,20221108NC35384,2022-11-08,NC,Cheri,Beasley,Dem,45548,2,70223,37657,0,Ted,Budd,GOP,45554,4,64970,38100,0,Shannon,Bray,Lib,45952,3,67901,38497,0,Matthew,Hoh,Grn,45991,1,71642,39062,0,,
1667967862,2022-11-08 22:24:22 -0600,70f93394ffa370662e7d52b8ef52310baba3c929,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Richard,Burr,Burr,GOP,42432,452,34574,True,True,True,4600000,99,3652087,7400077,True,20221108NC35384,2022-11-08,NC,Cheri,Beasley,Dem,45548,2,70223,37657,0,Ted,Budd,GOP,45554,4,64970,38100,0,Shannon,Bray,Lib,45952,3,67901,38497,0,Matthew,Hoh,Grn,45991,1,71642,39062,0,,
1667968709,2022-11-08 22:38:29 -0600,a479186c1a21e09ae947de1863bf72d461e8b879,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,S,U.S. Senate,Richard,Burr,Burr,GOP,42432,452,34574,True,True,True,3886407,99,3692087,7400077,True,20221108NC35384,2022-11-08,NC,Cheri,Beasley,Dem,45548,2,70223,37657,0,Ted,Budd,GOP,45554,4,64970,38100,0,Shannon,Bray,Lib,45952,3,67901,38497,0,Matthew,Hoh,Grn,45991,1,71642,39062,0,,
1667969505,2022-11-08 22:51:45 -0600,ffc1def8f9e2bf7a494bb8b128a38f199b58da48,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Burr,Burr,GOP,42432,452,34574,True,True,True,3886407,99,3700384,7400077,True,20221108NC35384,2022-11-08,NC,Cheri,Beasley,Dem,45548,2,70223,37657,0,Ted,Budd,GOP,45554,4,64970,38100,0,Shannon,Bray,Lib,45952,3,67901,38497,0,Matthew,Hoh,Grn,45991,1,71642,39062,0,2022-11-09T04:49:58.170Z,
1667970373,2022-11-08 23:06:13 -0600,3ea973c74a9585b2e944f9dd59e390b2b951b2cd,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Burr,Burr,GOP,42432,452,34574,True,True,True,3886407,99,3701269,7400077,True,20221108NC35384,2022-11-08,NC,Cheri,Beasley,Dem,45548,2,70223,37657,0,Ted,Budd,GOP,45554,4,64970,38100,0,Shannon,Bray,Lib,45952,3,67901,38497,0,Matthew,Hoh,Grn,45991,1,71642,39062,0,2022-11-09T04:49:58.170Z,
1667971258,2022-11-08 23:20:58 -0600,66df93c53186cc5d338c8a4f0b94d8e859c4ec59,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Burr,Burr,GOP,42432,452,34574,True,True,True,3886407,99,3720748,7400077,True,20221108NC35384,2022-11-08,NC,Cheri,Beasley,Dem,45548,2,70223,37657,0,Ted,Budd,GOP,45554,4,64970,38100,0,Shannon,Bray,Lib,45952,3,67901,38497,0,Matthew,Hoh,Grn,45991,1,71642,39062,0,2022-11-09T04:49:58.170Z,
1667973692,2022-11-09 00:01:32 -0600,ace2173236427104569b3ce7a51ec8e19284acf6,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Burr,Burr,GOP,42432,452,34574,True,True,True,3886407,99,3727033,7400077,True,20221108NC35384,2022-11-08,NC,Cheri,Beasley,Dem,45548,2,70223,37657,0,Ted,Budd,GOP,45554,4,64970,38100,0,Shannon,Bray,Lib,45952,3,67901,38497,0,Matthew,Hoh,Grn,45991,1,71642,39062,0,2022-11-09T04:49:58.170Z,
1667981603,2022-11-09 02:13:23 -0600,3310dbe8867ffe9b16ad80e27a2817750d56a0d9,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Burr,Burr,GOP,42432,452,34574,True,True,True,3803095,99,3727033,7400077,True,20221108NC35384,2022-11-08,NC,Cheri,Beasley,Dem,45548,2,70223,37657,0,Ted,Budd,GOP,45554,4,64970,38100,0,Shannon,Bray,Lib,45952,3,67901,38497,0,Matthew,Hoh,Grn,45991,1,71642,39062,0,2022-11-09T04:49:58.170Z,
1668028062,2022-11-09 15:07:42 -0600,c6d52fa7d3a2bae89b5a9f12ecde09a922b2cc29,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Burr,Burr,GOP,42432,452,34574,True,True,True,3801767,99,3727033,7400077,True,20221108NC35384,2022-11-08,NC,Cheri,Beasley,Dem,45548,2,70223,37657,0,Ted,Budd,GOP,45554,4,64970,38100,0,Shannon,Bray,Lib,45952,3,67901,38497,0,Matthew,Hoh,Grn,45991,1,71642,39062,0,2022-11-09T04:49:58.170Z,
1668096023,2022-11-10 10:00:23 -0600,b401f5858adaada22c38fe234ca74a6d0ffff4ff,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Burr,Burr,GOP,42432,452,34574,True,True,True,3764680,99,3727033,7400077,True,20221108NC35384,2022-11-08,NC,Cheri,Beasley,Dem,45548,2,70223,37657,0,Ted,Budd,GOP,45554,4,64970,38100,0,Shannon,Bray,Lib,45952,3,67901,38497,0,Matthew,Hoh,Grn,45991,1,71642,39062,0,2022-11-09T04:49:58.170Z,
1668113657,2022-11-10 14:54:17 -0600,f271ab7f5d1eba5965fb495e34ab5b18f4a115e3,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Burr,Burr,GOP,42432,452,34574,True,True,True,3764680,99,3727084,7400077,True,20221108NC35384,2022-11-08,NC,Cheri,Beasley,Dem,45548,2,70223,37657,0,Ted,Budd,GOP,45554,4,64970,38100,0,Shannon,Bray,Lib,45952,3,67901,38497,0,Matthew,Hoh,Grn,45991,1,71642,39062,0,2022-11-09T04:49:58.170Z,
1668443854,2022-11-14 10:37:34 -0600,6951b150d37e6cdeaa43988fe121bfdf2622f800,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Burr,Burr,GOP,42432,452,34574,True,True,True,3764680,99,3727153,7400077,True,20221108NC35384,2022-11-08,NC,Cheri,Beasley,Dem,45548,2,70223,37657,0,Ted,Budd,GOP,45554,4,64970,38100,0,Shannon,Bray,Lib,45952,3,67901,38497,0,Matthew,Hoh,Grn,45991,1,71642,39062,0,2022-11-09T04:49:58.170Z,
1668455648,2022-11-14 13:54:08 -0600,c08179aee4381f1230c58e7ce655b9f063e1d0e5,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Burr,Burr,GOP,42432,452,34574,True,True,True,3764680,99,3727215,7400077,True,20221108NC35384,2022-11-08,NC,Cheri,Beasley,Dem,45548,2,70223,37657,0,Ted,Budd,GOP,45554,4,64970,38100,0,Shannon,Bray,Lib,45952,3,67901,38497,0,Matthew,Hoh,Grn,45991,1,71642,39062,0,2022-11-09T04:49:58.170Z,
1668476192,2022-11-14 19:36:32 -0600,e5db5a4de09902cf8c1bd2f331c7bf708f19af67,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Burr,Burr,GOP,42432,452,34574,True,True,True,3764680,99,3727452,7400077,True,20221108NC35384,2022-11-08,NC,Cheri,Beasley,Dem,45548,2,70223,37657,0,Ted,Budd,GOP,45554,4,64970,38100,0,Shannon,Bray,Lib,45952,3,67901,38497,0,Matthew,Hoh,Grn,45991,1,71642,39062,0,2022-11-09T04:49:58.170Z,
1668481112,2022-11-14 20:58:32 -0600,f3c5c00410e9a1044f0579d3a25983c9a293c34a,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Burr,Burr,GOP,42432,452,34574,True,True,True,3764680,99,3728483,7400077,True,20221108NC35384,2022-11-08,NC,Cheri,Beasley,Dem,45548,2,70223,37657,0,Ted,Budd,GOP,45554,4,64970,38100,0,Shannon,Bray,Lib,45952,3,67901,38497,0,Matthew,Hoh,Grn,45991,1,71642,39062,0,2022-11-09T04:49:58.170Z,
1668481179,2022-11-14 20:59:39 -0600,f848da27299908f67daaee90ffe245413bb9869c,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Burr,Burr,GOP,42432,452,34574,True,True,True,3764680,99,3733077,7400077,True,20221108NC35384,2022-11-08,NC,Cheri,Beasley,Dem,45548,2,70223,37657,0,Ted,Budd,GOP,45554,4,64970,38100,0,Shannon,Bray,Lib,45952,3,67901,38497,0,Matthew,Hoh,Grn,45991,1,71642,39062,0,2022-11-09T04:49:58.170Z,
1668522747,2022-11-15 08:32:27 -0600,8c2fc7da39db700f05be1717ca7147cc4b9e0e04,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Burr,Burr,GOP,42432,452,34574,True,True,True,3764680,99,3733127,7400077,True,20221108NC35384,2022-11-08,NC,Cheri,Beasley,Dem,45548,2,70223,37657,0,Ted,Budd,GOP,45554,4,64970,38100,0,Shannon,Bray,Lib,45952,3,67901,38497,0,Matthew,Hoh,Grn,45991,1,71642,39062,0,2022-11-09T04:49:58.170Z,
1668524545,2022-11-15 09:02:25 -0600,f03774088a8f2a2be8d7d4942115308cc511158e,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Burr,Burr,GOP,42432,452,34574,True,True,True,3764680,99,3733167,7400077,True,20221108NC35384,2022-11-08,NC,Cheri,Beasley,Dem,45548,2,70223,37657,0,Ted,Budd,GOP,45554,4,64970,38100,0,Shannon,Bray,Lib,45952,3,67901,38497,0,Matthew,Hoh,Grn,45991,1,71642,39062,0,2022-11-09T04:49:58.170Z,
1668527858,2022-11-15 09:57:38 -0600,ef92b65ad930e466578968746133f82271ea55a0,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Burr,Burr,GOP,42432,452,34574,True,True,True,3764680,99,3733168,7400077,True,20221108NC35384,2022-11-08,NC,Cheri,Beasley,Dem,45548,2,70223,37657,0,Ted,Budd,GOP,45554,4,64970,38100,0,Shannon,Bray,Lib,45952,3,67901,38497,0,Matthew,Hoh,Grn,45991,1,71642,39062,0,2022-11-09T04:49:58.170Z,
1668529959,2022-11-15 10:32:39 -0600,d6c36825d45f7640d97c947c491bdd121963e5cc,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Burr,Burr,GOP,42432,452,34574,True,True,True,3764680,99,3733236,7400077,True,20221108NC35384,2022-11-08,NC,Cheri,Beasley,Dem,45548,2,70223,37657,0,Ted,Budd,GOP,45554,4,64970,38100,0,Shannon,Bray,Lib,45952,3,67901,38497,0,Matthew,Hoh,Grn,45991,1,71642,39062,0,2022-11-09T04:49:58.170Z,
