captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.31692.first,candidates.31692.last,candidates.31692.party,candidates.31692.incumbent,candidates.31692.candidateID,candidates.31692.polID,candidates.31692.ballotOrder,candidates.31692.polNum,candidates.31692.electWon,candidates.32195.first,candidates.32195.last,candidates.32195.party,candidates.32195.candidateID,candidates.32195.polID,candidates.32195.ballotOrder,candidates.32195.polNum,candidates.32195.electWon,candidates.31692.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,MD-20221108_Eday62,21,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 7,7,233848,99,0,1144101,True,20221108MD21762,2022-11-08,MD,31692,Kweisi,Mfume,Dem,True,31692,57618,2,26779,0,Scott,Collier,GOP,32195,68600,1,25824,0,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,MD-20221108_Eday80,21,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 7,7,248766,99,0,1144101,True,20221108MD21762,2022-11-08,MD,31692,Kweisi,Mfume,Dem,True,31692,57618,2,26779,0,Scott,Collier,GOP,32195,68600,1,25824,0,
1667958559,2022-11-09 01:49:19 +0000,0a6694bb1cdd9734aff1178f6a5894d33a1a95cc,MD-20221108_Eday80,21,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,248766,99,0,1144101,True,20221108MD21762,2022-11-08,MD,31692,Kweisi,Mfume,Dem,True,31692,57618,2,26779,0,Scott,Collier,GOP,32195,68600,1,25824,0,
1667960816,2022-11-09 02:26:56 +0000,8a1624065b18c7c6c4408259c296b51116c46c3f,MD-20221108_Eday80,21,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,248766,99,48014,1144101,True,20221108MD21762,2022-11-08,MD,31692,Kweisi,Mfume,Dem,True,31692,57618,2,26779,0,Scott,Collier,GOP,32195,68600,1,25824,0,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,MD-20221108_Eday80,21,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,248766,99,72537,1144101,True,20221108MD21762,2022-11-08,MD,31692,Kweisi,Mfume,Dem,True,31692,57618,2,26779,0,Scott,Collier,GOP,32195,68600,1,25824,0,
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,MD-20221108_Eday80,21,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,248766,99,76938,1144101,True,20221108MD21762,2022-11-08,MD,31692,Kweisi,Mfume,Dem,True,31692,57618,2,26779,0,Scott,Collier,GOP,32195,68600,1,25824,0,
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,MD-20221108_Eday80,21,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,255314,99,119757,1144101,True,20221108MD21762,2022-11-08,MD,31692,Kweisi,Mfume,Dem,True,31692,57618,2,26779,0,Scott,Collier,GOP,32195,68600,1,25824,0,
1667966001,2022-11-09 03:53:21 +0000,cee0a612753351ddb30fde2a157613da20f2be01,MD-20221108_Eday80,21,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 7,7,255314,99,135176,1144101,True,20221108MD21762,2022-11-08,MD,31692,Kweisi,Mfume,Dem,True,31692,57618,2,26779,0,Scott,Collier,GOP,32195,68600,1,25824,0,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,255314,99,135176,1144101,True,20221108MD21762,2022-11-08,MD,31692,Kweisi,Mfume,Dem,True,31692,57618,2,26779,0,Scott,Collier,GOP,32195,68600,1,25824,0,2022-11-09T03:54:33.292Z
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,MD-20221108_Eday80,21,General,G,Active Tabulation,Called,H,U.S. House,True,District 7,7,182161,99,141925,1144101,True,20221108MD21762,2022-11-08,MD,31692,Kweisi,Mfume,Dem,True,31692,57618,2,26779,0,Scott,Collier,GOP,32195,68600,1,25824,0,2022-11-09T03:54:33.292Z
