captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.0.calledAt,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.winner,candidates.0.colorIndex
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,20221108PA39021,live,0,PA,Pennsylvania,39,1,2022-11-09T00:00:00.000Z,state,0,2022-11-07T16:47:42.596Z,0,655,0,51968,0,0,2022-11-09T00:00:00.000Z,350049,99,0,1165786,0,0,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,20221108PA39021,live,0,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-07T21:23:57.441Z,0,655,0,51968,0,0,2022-11-09T00:00:00.000Z,350049,99,0,1165786,0,0,,
1667956006,2022-11-09 01:06:46 +0000,01cc2f6d0039b2fcb59e03eced60e58dcb253844,20221108PA39021,live,0,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T01:00:54.492Z,0,655,0,51968,0,0,2022-11-09T00:00:00.000Z,350049,99,0,1165786,0,0,X,0.0
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,20221108PA39021,live,0,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:23:33.324Z,0,655,0,51968,0,0,2022-11-09T00:00:00.000Z,350049,99,0,1165786,0,0,X,0.0
1667970594,2022-11-08 23:09:54 -0600,d4f30f0656d3b91d4423d751f85b9496715af7d9,20221108PA39021,live,0,PA,Pennsylvania,39,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:35:12.737Z,0,655,0,51968,0,0,2022-11-09T00:00:00.000Z,350049,99,0,1165786,0,0,X,0.0
