captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,uncontested,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.51968.first,candidates.51968.last,candidates.51968.abbrv,candidates.51968.incumbent,candidates.51968.party,candidates.51968.candidateID,candidates.51968.ballotOrder,candidates.51968.polID,candidates.51968.polNum,candidates.51968.electWon,candidates.51968.winnerDateTime
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,PA-20221108_Eday64,39,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,True,District 14,14,350049,99,0,1165786,True,20221108PA39021,2022-11-08,PA,51968,Guy,Reschenthaler,Rschnth,True,GOP,51968,1,66458,45130,0,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,PA-20221108_Eday80,39,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,True,District 14,14,350049,99,0,1165786,True,20221108PA39021,2022-11-08,PA,51968,Guy,Reschenthaler,Rschnth,True,GOP,51968,1,66458,45130,0,
1667956006,2022-11-09 01:06:46 +0000,01cc2f6d0039b2fcb59e03eced60e58dcb253844,PA-20221108_Eday80,39,General,G,Polls Closed/Waiting First Report,Called,H,U.S. House,True,True,District 14,14,350049,99,0,1165786,True,20221108PA39021,2022-11-08,PA,51968,Guy,Reschenthaler,Rschnth,True,GOP,51968,1,66458,45130,0,2022-11-09T01:00:51.009Z
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,PA-20221108_Eday80,39,General,G,Active Tabulation,Called,H,U.S. House,True,True,District 14,14,350049,99,0,1165786,True,20221108PA39021,2022-11-08,PA,51968,Guy,Reschenthaler,Rschnth,True,GOP,51968,1,66458,45130,0,2022-11-09T01:00:51.009Z
