captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.19315.first,candidates.19315.last,candidates.19315.party,candidates.19315.incumbent,candidates.19315.candidateID,candidates.19315.polID,candidates.19315.ballotOrder,candidates.19315.polNum,candidates.19315.electWon,candidates.20001.first,candidates.20001.last,candidates.20001.party,candidates.20001.candidateID,candidates.20001.polID,candidates.20001.ballotOrder,candidates.20001.polNum,candidates.20001.electWon,candidates.19315.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,HI-20221108_Eday62,12,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 1,1,190058,99,0,362660,True,20221108HI12881,2022-11-08,HI,19315,Ed,Case,Dem,True,19315,1786,1,13756,0.0,Conrad,Kress,GOP,20001,71268,2,15353,0.0,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,HI-20221108_Eday82,12,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 1,1,190058,99,0,362660,True,20221108HI12881,2022-11-08,HI,19315,Ed,Case,Dem,True,19315,1786,1,13756,0.0,Conrad,Kress,GOP,20001,71268,2,15353,0.0,,
1667958273,2022-11-09 01:44:33 +0000,4199c67ba64ae17927c85a89877c89e59a577ae0,HI-20221108_Eday82,12,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 1,1,200231,99,0,362660,True,20221108HI12881,2022-11-08,HI,19315,Ed,Case,Dem,True,19315,1786,1,13756,0.0,Conrad,Kress,GOP,20001,71268,2,15353,0.0,,
1667970548,2022-11-08 23:09:08 -0600,a039c3e3daf59c6709863984d030931ce2f47b8a,HI-20221108_Eday82,12,General,G,Polls Closed/Waiting First Report,Too Early to Call,H,U.S. House,True,District 1,1,200231,99,0,362660,True,20221108HI12881,2022-11-08,HI,19315,Ed,Case,Dem,True,19315,1786,1,13756,0.0,Conrad,Kress,GOP,20001,71268,2,15353,0.0,,
1667975568,2022-11-09 00:32:48 -0600,0b16058e032a73c78e2e4b787403862608e151dd,HI-20221108_Eday82,12,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 1,1,200231,99,150349,362660,True,20221108HI12881,2022-11-08,HI,19315,Ed,Case,Dem,True,19315,1786,1,13756,0.0,Conrad,Kress,GOP,20001,71268,2,15353,0.0,,
1667976467,2022-11-09 00:47:47 -0600,32bb8c730464b2ab549dbe977eea353741198772,HI-20221108_Eday82,12,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,187936,99,150349,362660,True,20221108HI12881,2022-11-08,HI,19315,Ed,Case,Dem,True,19315,1786,1,13756,0.0,Conrad,Kress,GOP,20001,71268,2,15353,0.0,2022-11-09T06:31:38.876Z,
1667981242,2022-11-09 02:07:22 -0600,cf751ccf5a467e68d03bb00a59a524242998a7c9,HI-20221108_Eday82,12,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,187936,99,172288,362660,True,20221108HI12881,2022-11-08,HI,19315,Ed,Case,Dem,True,19315,1786,1,13756,0.0,Conrad,Kress,GOP,20001,71268,2,15353,0.0,2022-11-09T06:31:38.876Z,
1667982002,2022-11-09 02:20:02 -0600,55d43d6174b4d852acbda6bae98fc1f4f93cabfe,HI-20221108_Eday82,12,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,189327,99,172288,362660,True,20221108HI12881,2022-11-08,HI,19315,Ed,Case,Dem,True,19315,1786,1,13756,0.0,Conrad,Kress,GOP,20001,71268,2,15353,0.0,2022-11-09T06:31:38.876Z,
1668084225,2022-11-10 06:43:45 -0600,74b3789483cd430f45b6d934d4d9a823ce5fbc21,HI-20221108_Eday82,12,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,189327,99,193575,362660,True,20221108HI12881,2022-11-08,HI,19315,Ed,Case,Dem,True,19315,1786,1,13756,0.0,Conrad,Kress,GOP,20001,71268,2,15353,0.0,2022-11-09T06:31:38.876Z,
1668085869,2022-11-10 07:11:09 -0600,4eb0e2ac7690ab3a68bdf1e69b0df8022968df82,HI-20221108_Eday82,12,General,G,Active Tabulation,Called,H,U.S. House,True,District 1,1,195530,99,193575,362660,True,20221108HI12881,2022-11-08,HI,19315,Ed,Case,Dem,True,19315,1786,1,13756,0.0,Conrad,Kress,GOP,20001,71268,2,15353,0.0,2022-11-09T06:31:38.876Z,
1670517066,2022-12-08 10:31:06 -0600,e6f40652340cd395a8ba5460ac82c0d0da92f137,HI-20221108_Eday82,12,General,G,Tabulation Paused,Called,H,U.S. House,True,District 1,1,195530,99,193575,362660,True,20221108HI12881,2022-11-08,HI,19315,Ed,Case,Dem,True,19315,1786,1,13756,,Conrad,Kress,GOP,20001,71268,2,15353,,2022-11-09T06:31:38.876Z,False
