captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.37371.first,candidates.37371.last,candidates.37371.incumbent,candidates.37371.party,candidates.37371.candidateID,candidates.37371.ballotOrder,candidates.37371.polID,candidates.37371.polNum,candidates.37371.electWon,candidates.37372.first,candidates.37372.last,candidates.37372.party,candidates.37372.candidateID,candidates.37372.ballotOrder,candidates.37372.polID,candidates.37372.polNum,candidates.37372.electWon,candidates.37967.first,candidates.37967.last,candidates.37967.party,candidates.37967.candidateID,candidates.37967.ballotOrder,candidates.37967.polID,candidates.37967.polNum,candidates.37967.electWon,candidates.37968.first,candidates.37968.last,candidates.37968.party,candidates.37968.candidateID,candidates.37968.ballotOrder,candidates.37968.polID,candidates.37968.polNum,candidates.37968.electWon,candidates.37371.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,MI-20221108_Eday64,23,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 8,8,378284,99,0,1198891,True,20221108MI23812,2022-11-08,MI,37371,Daniel,Kildee,True,Dem,37371,1,62406,28319,0,Paul,Junge,GOP,37372,2,69079,29826,0,Kathy,Goodwin,WCP,37967,4,67803,29767,0,David,Canny,Lib,37968,3,69507,30083,0,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,MI-20221108_Eday80,23,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 8,8,357845,99,0,1198891,True,20221108MI23812,2022-11-08,MI,37371,Daniel,Kildee,True,Dem,37371,1,62406,28319,0,Paul,Junge,GOP,37372,2,69079,29826,0,Kathy,Goodwin,WCP,37967,4,67803,29767,0,David,Canny,Lib,37968,3,69507,30083,0,,
1667956832,2022-11-09 01:20:32 +0000,83b25784602daed92be104db5cf5a6446230f2d5,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,357845,99,0,1198891,True,20221108MI23812,2022-11-08,MI,37371,Daniel,Kildee,True,Dem,37371,1,62406,28319,0,Paul,Junge,GOP,37372,2,69079,29826,0,Kathy,Goodwin,WCP,37967,4,67803,29767,0,David,Canny,Lib,37968,3,69507,30083,0,,
1667957993,2022-11-09 01:39:53 +0000,af6b7ce58befb45bf1dd57f93615d5da519d3770,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,357845,99,3152,1198891,True,20221108MI23812,2022-11-08,MI,37371,Daniel,Kildee,True,Dem,37371,1,62406,28319,0,Paul,Junge,GOP,37372,2,69079,29826,0,Kathy,Goodwin,WCP,37967,4,67803,29767,0,David,Canny,Lib,37968,3,69507,30083,0,,
1667958843,2022-11-09 01:54:03 +0000,cdc0d2ad2c3afd665dd741c97f9de238aafb3cf6,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,357845,99,7527,1198891,True,20221108MI23812,2022-11-08,MI,37371,Daniel,Kildee,True,Dem,37371,1,62406,28319,0,Paul,Junge,GOP,37372,2,69079,29826,0,Kathy,Goodwin,WCP,37967,4,67803,29767,0,David,Canny,Lib,37968,3,69507,30083,0,,
1667959410,2022-11-09 02:03:30 +0000,98a277291480f2bee1271d939218798a5aa6ad2a,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,357845,99,14594,1198891,True,20221108MI23812,2022-11-08,MI,37371,Daniel,Kildee,True,Dem,37371,1,62406,28319,0,Paul,Junge,GOP,37372,2,69079,29826,0,Kathy,Goodwin,WCP,37967,4,67803,29767,0,David,Canny,Lib,37968,3,69507,30083,0,,
1667960264,2022-11-09 02:17:44 +0000,e239f4bcca07deff3069ebbdd016fa8b8d41d752,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,357845,99,27484,1198891,True,20221108MI23812,2022-11-08,MI,37371,Daniel,Kildee,True,Dem,37371,1,62406,28319,0,Paul,Junge,GOP,37372,2,69079,29826,0,Kathy,Goodwin,WCP,37967,4,67803,29767,0,David,Canny,Lib,37968,3,69507,30083,0,,
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,357845,99,35233,1198891,True,20221108MI23812,2022-11-08,MI,37371,Daniel,Kildee,True,Dem,37371,1,62406,28319,0,Paul,Junge,GOP,37372,2,69079,29826,0,Kathy,Goodwin,WCP,37967,4,67803,29767,0,David,Canny,Lib,37968,3,69507,30083,0,,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,357845,99,40144,1198891,True,20221108MI23812,2022-11-08,MI,37371,Daniel,Kildee,True,Dem,37371,1,62406,28319,0,Paul,Junge,GOP,37372,2,69079,29826,0,Kathy,Goodwin,WCP,37967,4,67803,29767,0,David,Canny,Lib,37968,3,69507,30083,0,,
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,MI-20221108_Eday80,23,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 8,8,357845,99,41261,1198891,True,20221108MI23812,2022-11-08,MI,37371,Daniel,Kildee,True,Dem,37371,1,62406,28319,0,Paul,Junge,GOP,37372,2,69079,29826,0,Kathy,Goodwin,WCP,37967,4,67803,29767,0,David,Canny,Lib,37968,3,69507,30083,0,,
