captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,candidates.2.candidateID,candidates.2.voteCount,candidates.2.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.winner,candidates.0.calledAt,candidates.0.colorIndex,candidates.1.calledAt,candidates.1.colorIndex,candidates.1.winner
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,20221108AL1683,live,9.1,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:26:45.424Z,295,1929,15.29,6052,110994,69.68,6047,44797,28.12,6320,3494,2.19,1750000,99,159285,2625000,295,176,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,20221108AL1683,live,13.18,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:31:03.657Z,408,1929,21.15,6052,156700,67.95,6047,68939,29.89,6320,4969,2.15,1750000,99,230608,2625000,408,254,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,20221108AL1683,live,14.4,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:35:10.869Z,444,1929,23.02,6052,173716,68.93,6047,72926,28.94,6320,5380,2.13,1750000,99,252022,2625000,444,278,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
1667961990,2022-11-09 02:46:30 +0000,34fd47cd084122fe0c5fed09f89e8cc11319e728,20221108AL1683,live,15.2,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:38:03.830Z,450,1929,23.33,6052,181743,68.32,6047,78448,29.49,6320,5814,2.19,1750000,99,266005,2625000,450,293,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,20221108AL1683,live,17.53,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:45:18.015Z,550,1929,28.51,6052,209949,68.44,6047,90217,29.41,6320,6576,2.14,1750000,99,306742,2625000,550,338,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,20221108AL1683,live,21.84,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:51:03.530Z,668,1929,34.63,6052,264020,69.08,6047,109797,28.73,6320,8399,2.2,1750000,99,382216,2625000,668,421,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,20221108AL1683,live,23.15,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:54:56.406Z,737,1929,38.21,6052,276089,68.15,6047,120263,29.69,6320,8756,2.16,1750000,99,405108,2625000,737,447,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,20221108AL1683,live,32.29,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T02:59:11.001Z,944,1929,48.94,6052,369764,65.43,6047,183113,32.4,6320,12275,2.17,1750000,99,565152,2625000,944,623,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,20221108AL1683,live,35.15,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:03:38.107Z,993,1929,51.48,6052,409492,66.56,6047,191999,31.21,6320,13700,2.23,1750000,99,615191,2625000,993,678,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,20221108AL1683,live,39.11,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:09:47.896Z,1100,1929,57.02,6052,466063,68.1,6047,203076,29.67,6320,15234,2.23,1750000,99,684373,2625000,1100,754,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,20221108AL1683,live,41.65,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:12:37.431Z,1143,1929,59.25,6052,498229,68.35,6047,214437,29.42,6320,16238,2.23,1750000,99,728904,2625000,1143,803,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
1667964227,2022-11-09 03:23:47 +0000,1cb90b95cdd6c1be23968f2b7d9618a95c5a5ad9,20221108AL1683,live,44.22,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:18:50.908Z,1186,1929,61.48,6052,531138,68.63,6047,225465,29.13,6320,17305,2.24,1750000,99,773908,2625000,1186,853,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,20221108AL1683,live,49.64,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:24:27.252Z,1306,1929,67.7,6052,586591,67.53,6047,262745,30.25,6320,19331,2.23,1750000,99,868667,2625000,1306,958,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,20221108AL1683,live,52.09,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:28:25.388Z,1367,1929,70.87,6052,615699,67.54,6047,275580,30.23,6320,20376,2.24,1750000,99,911655,2625000,1367,1005,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,20221108AL1683,live,53.69,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:33:53.370Z,1399,1929,72.52,6052,638251,67.93,6047,280366,29.84,6320,20996,2.23,1750000,99,939613,2625000,1399,1036,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,20221108AL1683,live,57.55,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:42:33.892Z,1486,1929,77.03,6052,680352,67.55,6047,304319,30.21,6320,22533,2.24,1750000,99,1007204,2625000,1486,1110,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
1667966001,2022-11-09 03:53:21 +0000,cee0a612753351ddb30fde2a157613da20f2be01,20221108AL1683,live,62.07,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T03:49:28.664Z,1618,1929,83.88,6052,731517,67.35,6047,330233,30.4,6320,24451,2.25,1750000,99,1086201,2625000,1618,1197,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,20221108AL1683,live,68.11,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:02:25.629Z,1724,1929,89.37,6052,799502,67.07,6047,365175,30.64,6320,27287,2.29,1750000,99,1191964,2625000,1724,1314,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
1667967269,2022-11-09 04:14:29 +0000,68d92bf23b94b96637a56b0d567d37a581d41ead,20221108AL1683,live,69.5,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:08:45.429Z,1761,1929,91.29,6052,815409,67.04,6047,373113,30.68,6320,27798,2.29,1750000,99,1216320,2625000,1761,1341,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,20221108AL1683,live,70.71,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:16:15.445Z,1706,1929,88.44,6052,827711,66.89,6047,381384,30.82,6320,28315,2.29,1750000,99,1237410,2625000,1706,1364,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
1667967862,2022-11-08 22:24:22 -0600,70f93394ffa370662e7d52b8ef52310baba3c929,20221108AL1683,live,70.71,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:18:50.745Z,1706,1929,88.44,6052,827711,66.89,6047,381384,30.82,6320,28315,2.29,1750000,99,1237410,2625000,1706,1364,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
1667967905,2022-11-08 22:25:05 -0600,7b53fc8cb8c53477e9f4fecf82fac92988ee5275,20221108AL1683,live,70.71,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:22:44.709Z,1706,1929,88.44,6052,827711,66.89,6047,381384,30.82,6320,28315,2.29,1750000,99,1237410,2625000,1706,1364,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
1667967954,2022-11-08 22:25:54 -0600,ddd8cd55583cb4e51013ac431e84d23dc8167e7a,20221108AL1683,live,70.71,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:22:44.709Z,1706,1929,88.44,6052,827711,66.89,6047,381384,30.82,6320,28315,2.29,1750000,99,1237410,2625000,1706,1364,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
1667968002,2022-11-08 22:26:42 -0600,1235204137f0f06fe3cd4983951d9356477924c9,20221108AL1683,live,70.71,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:25:28.217Z,1706,1929,88.44,6052,827711,66.89,6047,381384,30.82,6320,28315,2.29,1750000,99,1237410,2625000,1706,1364,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
1667968047,2022-11-08 22:27:27 -0600,3febed665f84b6f0a9717d87750ee8049f50fab6,20221108AL1683,live,70.71,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:25:28.217Z,1706,1929,88.44,6052,827711,66.89,6047,381384,30.82,6320,28315,2.29,1750000,99,1237410,2625000,1706,1364,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
1667968138,2022-11-08 22:28:58 -0600,78be3d1941803188124b187362be51adf1e8fdfb,20221108AL1683,live,70.71,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:27:28.128Z,1706,1929,88.44,6052,827711,66.89,6047,381384,30.82,6320,28315,2.29,1750000,99,1237410,2625000,1706,1364,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
1667968272,2022-11-08 22:31:12 -0600,97ef6c54bfa1c7ef6beea70c87aafe0c54251ad8,20221108AL1683,live,71.61,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:29:45.342Z,1719,1929,89.11,6052,836649,66.77,6047,387806,30.95,6320,28640,2.29,1750000,99,1253095,2625000,1719,1381,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
1667968316,2022-11-08 22:31:56 -0600,c7364a5d7197a125b098705a317e32ff0afe0f57,20221108AL1683,live,71.61,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:30:37.042Z,1719,1929,89.11,6052,836649,66.77,6047,387806,30.95,6320,28640,2.29,1750000,99,1253095,2625000,1719,1381,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
1667968361,2022-11-08 22:32:41 -0600,0b888fe41bc653990f05b2c6fe09da530560e7a3,20221108AL1683,live,71.61,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:31:05.538Z,1719,1929,89.11,6052,836649,66.77,6047,387806,30.95,6320,28640,2.29,1750000,99,1253095,2625000,1719,1381,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
1667968406,2022-11-08 22:33:26 -0600,9894c9990b429281fa1911dc561355d202f43cc4,20221108AL1683,live,72.42,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:32:22.875Z,1729,1929,89.63,6052,847141,66.84,6047,391387,30.88,6320,28894,2.28,1750000,99,1267422,2625000,1729,1397,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
1667968494,2022-11-08 22:34:54 -0600,cfbd241bb06919184c9a5ad42a24eb60bc59879a,20221108AL1683,live,72.42,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:33:26.637Z,1729,1929,89.63,6052,847141,66.84,6047,391387,30.88,6320,28894,2.28,1750000,99,1267422,2625000,1729,1397,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
1667968709,2022-11-08 22:38:29 -0600,a479186c1a21e09ae947de1863bf72d461e8b879,20221108AL1683,live,72.85,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:35:39.196Z,1744,1929,90.41,6052,853739,66.96,6047,392096,30.75,6320,29111,2.28,1750000,99,1274946,2625000,1744,1405,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
1667968931,2022-11-08 22:42:11 -0600,cca40a484cb23456c0df129e9bd1750068cb4880,20221108AL1683,live,72.85,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:40:14.033Z,1744,1929,90.41,6052,853739,66.96,6047,392096,30.75,6320,29111,2.28,1750000,99,1274946,2625000,1744,1405,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
1667969067,2022-11-08 22:44:27 -0600,73d0e74cb03400217dbc75a62135f42bc460c502,20221108AL1683,live,72.85,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:41:44.130Z,1744,1929,90.41,6052,853739,66.96,6047,392096,30.75,6320,29111,2.28,1750000,99,1274946,2625000,1744,1405,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
1667969116,2022-11-08 22:45:16 -0600,79682069eac6cae3840febac265b40363b9c51ff,20221108AL1683,live,72.85,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:42:10.344Z,1744,1929,90.41,6052,853739,66.96,6047,392096,30.75,6320,29111,2.28,1750000,99,1274946,2625000,1744,1405,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
1667969160,2022-11-08 22:46:00 -0600,702f27aec8e9117aaf59a55a71ae69d9a7aed7a6,20221108AL1683,live,72.9,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:44:53.165Z,1747,1929,90.57,6052,854532,66.98,6047,392145,30.74,6320,29120,2.28,1750000,99,1275797,2625000,1747,1406,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
1667969292,2022-11-08 22:48:12 -0600,27c0128769cb9950dd2d2f7b010376c6821eb8bd,20221108AL1683,live,74.5,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:47:08.514Z,1759,1929,91.19,6052,874535,67.08,6047,398919,30.6,6320,30214,2.32,1750000,99,1303668,2625000,1759,1437,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
1667969376,2022-11-08 22:49:36 -0600,4ac813ba060ccffdf02cdf61aae9dd9c0b214438,20221108AL1683,live,74.5,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:47:31.330Z,1759,1929,91.19,6052,874535,67.08,6047,398919,30.6,6320,30214,2.32,1750000,99,1303668,2625000,1759,1437,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
1667969505,2022-11-08 22:51:45 -0600,ffc1def8f9e2bf7a494bb8b128a38f199b58da48,20221108AL1683,live,74.5,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:50:10.874Z,1759,1929,91.19,6052,874535,67.08,6047,398919,30.6,6320,30214,2.32,1750000,99,1303668,2625000,1759,1437,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
1667969636,2022-11-08 22:53:56 -0600,343edcc3a5440ed7e985b5b1b439acfe9dc3a7bb,20221108AL1683,live,74.5,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:51:44.485Z,1759,1929,91.19,6052,874535,67.08,6047,398919,30.6,6320,30214,2.32,1750000,99,1303668,2625000,1759,1437,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
1667969681,2022-11-08 22:54:41 -0600,4488651d53a6ff54750765f807b5aba2e7544f5e,20221108AL1683,live,74.5,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:53:38.078Z,1759,1929,91.19,6052,874535,67.08,6047,398919,30.6,6320,30214,2.32,1750000,99,1303668,2625000,1759,1437,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
1667969810,2022-11-08 22:56:50 -0600,b4af1c5ed222b2aca51b198a04f7adfc76d9c4e9,20221108AL1683,live,77.43,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:55:51.574Z,1795,1929,93.05,6052,905456,66.82,6047,418059,30.85,6320,31542,2.33,1750000,99,1355057,2625000,1795,1494,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
1667969897,2022-11-08 22:58:17 -0600,4cc79ac7abd56ff5901adb554fdccc45c88f1310,20221108AL1683,live,77.43,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T04:56:43.909Z,1795,1929,93.05,6052,905456,66.82,6047,418059,30.85,6320,31542,2.33,1750000,99,1355057,2625000,1795,1494,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
1667970899,2022-11-08 23:14:59 -0600,ca5b649b3885623b3ef37439107a0fa8db2d1846,20221108AL1683,live,79.15,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T05:13:08.246Z,1813,1929,93.99,6052,927614,66.97,6047,425328,30.71,6320,32238,2.33,1750000,99,1385180,2625000,1813,1527,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
1667971032,2022-11-08 23:17:12 -0600,84fafb476f7846131500489058ff24997434ed54,20221108AL1683,live,79.15,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T05:13:08.246Z,1813,1929,93.99,6052,927614,66.97,6047,425328,30.71,6320,32238,2.33,1750000,99,1385180,2625000,1813,1527,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
1667971079,2022-11-08 23:17:59 -0600,1cf7281bce65e8581e70a1164dc3589ed87371d4,20221108AL1683,live,79.15,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T05:16:42.258Z,1813,1929,93.99,6052,927614,66.97,6047,425328,30.71,6320,32238,2.33,1750000,99,1385180,2625000,1813,1527,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
1667971213,2022-11-08 23:20:13 -0600,5f24f417653bba3396590267801436b107c31ac9,20221108AL1683,live,80.47,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T05:19:11.584Z,1818,1929,94.25,6052,940054,66.75,6047,435431,30.92,6320,32793,2.33,1750000,99,1408278,2625000,1818,1552,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
1667971258,2022-11-08 23:20:58 -0600,66df93c53186cc5d338c8a4f0b94d8e859c4ec59,20221108AL1683,live,80.47,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T05:19:31.463Z,1820,1929,94.35,6052,940054,66.75,6047,435431,30.92,6320,32793,2.33,1750000,99,1408278,2625000,1820,1552,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
1667971571,2022-11-08 23:26:11 -0600,d2379320e55d7c8b235939474aad516c1cf9a83b,20221108AL1683,live,80.47,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T05:23:44.159Z,1820,1929,94.35,6052,940054,66.75,6047,435431,30.92,6320,32793,2.33,1750000,99,1408278,2625000,1820,1552,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
1667971699,2022-11-08 23:28:19 -0600,ab5f2b666bd1b9bf6989ccd1e80db43497d771dc,20221108AL1683,live,80.47,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T05:26:48.444Z,1820,1929,94.35,6052,940054,66.75,6047,435431,30.92,6320,32793,2.33,1750000,99,1408278,2625000,1820,1552,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
1667971785,2022-11-08 23:29:45 -0600,0263826aefa5e72057a0aaa213c232b6c0eefa0d,20221108AL1683,live,80.47,AL,Alabama,1,1,2022-11-09T01:00:00.000Z,state,0,2022-11-09T05:28:11.031Z,1820,1929,94.35,6052,940054,66.75,6047,435431,30.92,6320,32793,2.33,1750000,99,1408278,2625000,1820,1552,X,2022-11-09T01:00:04.280Z,0.0,,1.0,
