captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,incumbents.0.first,incumbents.0.last,incumbents.0.abbrv,incumbents.0.party,incumbents.0.candidateID,incumbents.0.polID,incumbents.0.polNum,national,state,keyRace,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,candidates.6047.first,candidates.6047.last,candidates.6047.party,candidates.6047.candidateID,candidates.6047.ballotOrder,candidates.6047.polID,candidates.6047.polNum,candidates.6047.electWon,candidates.6052.first,candidates.6052.last,candidates.6052.party,candidates.6052.candidateID,candidates.6052.ballotOrder,candidates.6052.polID,candidates.6052.polNum,candidates.6052.electWon,candidates.6320.first,candidates.6320.last,candidates.6320.abbrv,candidates.6320.party,candidates.6320.candidateID,candidates.6320.ballotOrder,candidates.6320.polID,candidates.6320.polNum,candidates.6320.electWon,candidates.6052.winnerDateTime
1667960540,2022-11-09 02:22:20 +0000,8f457dad835364421624abf7a3b05a9acf49f0bd,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Shelby,Shelby,GOP,5869,1702,2843,True,True,True,1750000,99,79054,2625000,True,20221108AL1683,2022-11-08,AL,Will,Boyd,Dem,6047,1,64581,3495,0,Katie,Britt,GOP,6052,2,70506,3830,0,John,Sophocleus,Sophocls,Lib,6320,3,1168,4237,0,2022-11-09T01:00:04.280Z
1667960816,2022-11-09 02:26:56 +0000,8a1624065b18c7c6c4408259c296b51116c46c3f,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Shelby,Shelby,GOP,5869,1702,2843,True,True,True,1750000,99,76478,2625000,True,20221108AL1683,2022-11-08,AL,Will,Boyd,Dem,6047,1,64581,3495,0,Katie,Britt,GOP,6052,2,70506,3830,0,John,Sophocleus,Sophocls,Lib,6320,3,1168,4237,0,2022-11-09T01:00:04.280Z
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Shelby,Shelby,GOP,5869,1702,2843,True,True,True,1750000,99,109273,2625000,True,20221108AL1683,2022-11-08,AL,Will,Boyd,Dem,6047,1,64581,3495,0,Katie,Britt,GOP,6052,2,70506,3830,0,John,Sophocleus,Sophocls,Lib,6320,3,1168,4237,0,2022-11-09T01:00:04.280Z
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Shelby,Shelby,GOP,5869,1702,2843,True,True,True,1750000,99,230608,2625000,True,20221108AL1683,2022-11-08,AL,Will,Boyd,Dem,6047,1,64581,3495,0,Katie,Britt,GOP,6052,2,70506,3830,0,John,Sophocleus,Sophocls,Lib,6320,3,1168,4237,0,2022-11-09T01:00:04.280Z
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Shelby,Shelby,GOP,5869,1702,2843,True,True,True,1750000,99,242110,2625000,True,20221108AL1683,2022-11-08,AL,Will,Boyd,Dem,6047,1,64581,3495,0,Katie,Britt,GOP,6052,2,70506,3830,0,John,Sophocleus,Sophocls,Lib,6320,3,1168,4237,0,2022-11-09T01:00:04.280Z
1667962555,2022-11-09 02:55:55 +0000,84c8aec46b0824d2dabb875d986800c8bb475bfb,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Shelby,Shelby,GOP,5869,1702,2843,True,True,True,1750000,99,330849,2625000,True,20221108AL1683,2022-11-08,AL,Will,Boyd,Dem,6047,1,64581,3495,0,Katie,Britt,GOP,6052,2,70506,3830,0,John,Sophocleus,Sophocls,Lib,6320,3,1168,4237,0,2022-11-09T01:00:04.280Z
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Shelby,Shelby,GOP,5869,1702,2843,True,True,True,1750000,99,382216,2625000,True,20221108AL1683,2022-11-08,AL,Will,Boyd,Dem,6047,1,64581,3495,0,Katie,Britt,GOP,6052,2,70506,3830,0,John,Sophocleus,Sophocls,Lib,6320,3,1168,4237,0,2022-11-09T01:00:04.280Z
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Shelby,Shelby,GOP,5869,1702,2843,True,True,True,1750000,99,389890,2625000,True,20221108AL1683,2022-11-08,AL,Will,Boyd,Dem,6047,1,64581,3495,0,Katie,Britt,GOP,6052,2,70506,3830,0,John,Sophocleus,Sophocls,Lib,6320,3,1168,4237,0,2022-11-09T01:00:04.280Z
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Shelby,Shelby,GOP,5869,1702,2843,True,True,True,1750000,99,528572,2625000,True,20221108AL1683,2022-11-08,AL,Will,Boyd,Dem,6047,1,64581,3495,0,Katie,Britt,GOP,6052,2,70506,3830,0,John,Sophocleus,Sophocls,Lib,6320,3,1168,4237,0,2022-11-09T01:00:04.280Z
1667964227,2022-11-09 03:23:47 +0000,1cb90b95cdd6c1be23968f2b7d9618a95c5a5ad9,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Shelby,Shelby,GOP,5869,1702,2843,True,True,True,1750000,99,728904,2625000,True,20221108AL1683,2022-11-08,AL,Will,Boyd,Dem,6047,1,64581,3495,0,Katie,Britt,GOP,6052,2,70506,3830,0,John,Sophocleus,Sophocls,Lib,6320,3,1168,4237,0,2022-11-09T01:00:04.280Z
1667965148,2022-11-09 03:39:08 +0000,6fdfe90630de6ba7d3077daaa37563b39e419cfc,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Shelby,Shelby,GOP,5869,1702,2843,True,True,True,1750000,99,875224,2625000,True,20221108AL1683,2022-11-08,AL,Will,Boyd,Dem,6047,1,64581,3495,0,Katie,Britt,GOP,6052,2,70506,3830,0,John,Sophocleus,Sophocls,Lib,6320,3,1168,4237,0,2022-11-09T01:00:04.280Z
1667966001,2022-11-09 03:53:21 +0000,cee0a612753351ddb30fde2a157613da20f2be01,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Shelby,Shelby,GOP,5869,1702,2843,True,True,True,1750000,99,985802,2625000,True,20221108AL1683,2022-11-08,AL,Will,Boyd,Dem,6047,1,64581,3495,0,Katie,Britt,GOP,6052,2,70506,3830,0,John,Sophocleus,Sophocls,Lib,6320,3,1168,4237,0,2022-11-09T01:00:04.280Z
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Shelby,Shelby,GOP,5869,1702,2843,True,True,True,1750000,99,1094550,2625000,True,20221108AL1683,2022-11-08,AL,Will,Boyd,Dem,6047,1,64581,3495,0,Katie,Britt,GOP,6052,2,70506,3830,0,John,Sophocleus,Sophocls,Lib,6320,3,1168,4237,0,2022-11-09T01:00:04.280Z
1667967540,2022-11-08 22:19:00 -0600,673632f1537c7c9f2368084b99ec47b67621c41e,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Shelby,Shelby,GOP,5869,1702,2843,True,True,True,1750000,99,1214690,2625000,True,20221108AL1683,2022-11-08,AL,Will,Boyd,Dem,6047,1,64581,3495,0,Katie,Britt,GOP,6052,2,70506,3830,0,John,Sophocleus,Sophocls,Lib,6320,3,1168,4237,0,2022-11-09T01:00:04.280Z
1667967725,2022-11-08 22:22:05 -0600,2e205cdf5acdeccc3a2b1c632c181258e2163fd9,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Shelby,Shelby,GOP,5869,1702,2843,True,True,True,1750000,99,1216320,2625000,True,20221108AL1683,2022-11-08,AL,Will,Boyd,Dem,6047,1,64581,3495,0,Katie,Britt,GOP,6052,2,70506,3830,0,John,Sophocleus,Sophocls,Lib,6320,3,1168,4237,0,2022-11-09T01:00:04.280Z
1667967905,2022-11-08 22:25:05 -0600,7b53fc8cb8c53477e9f4fecf82fac92988ee5275,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Shelby,Shelby,GOP,5869,1702,2843,True,True,True,1750000,99,1237410,2625000,True,20221108AL1683,2022-11-08,AL,Will,Boyd,Dem,6047,1,64581,3495,0,Katie,Britt,GOP,6052,2,70506,3830,0,John,Sophocleus,Sophocls,Lib,6320,3,1168,4237,0,2022-11-09T01:00:04.280Z
1667968798,2022-11-08 22:39:58 -0600,a5f602864fc4763e8a6bc6f82d3436a01320e3bc,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Shelby,Shelby,GOP,5869,1702,2843,True,True,True,1750000,99,1274946,2625000,True,20221108AL1683,2022-11-08,AL,Will,Boyd,Dem,6047,1,64581,3495,0,Katie,Britt,GOP,6052,2,70506,3830,0,John,Sophocleus,Sophocls,Lib,6320,3,1168,4237,0,2022-11-09T01:00:04.280Z
1667969549,2022-11-08 22:52:29 -0600,d5fdf591369d5db6b2ad36681ee672e4aa744331,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Shelby,Shelby,GOP,5869,1702,2843,True,True,True,1750000,99,1303668,2625000,True,20221108AL1683,2022-11-08,AL,Will,Boyd,Dem,6047,1,64581,3495,0,Katie,Britt,GOP,6052,2,70506,3830,0,John,Sophocleus,Sophocls,Lib,6320,3,1168,4237,0,2022-11-09T01:00:04.280Z
1667970415,2022-11-08 23:06:55 -0600,f1d4e9736f94ffa7aa7ebd5da07699c9a419c5df,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Shelby,Shelby,GOP,5869,1702,2843,True,True,True,1750000,99,1355057,2625000,True,20221108AL1683,2022-11-08,AL,Will,Boyd,Dem,6047,1,64581,3495,0,Katie,Britt,GOP,6052,2,70506,3830,0,John,Sophocleus,Sophocls,Lib,6320,3,1168,4237,0,2022-11-09T01:00:04.280Z
1667971213,2022-11-08 23:20:13 -0600,5f24f417653bba3396590267801436b107c31ac9,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Shelby,Shelby,GOP,5869,1702,2843,True,True,True,1750000,99,1385180,2625000,True,20221108AL1683,2022-11-08,AL,Will,Boyd,Dem,6047,1,64581,3495,0,Katie,Britt,GOP,6052,2,70506,3830,0,John,Sophocleus,Sophocls,Lib,6320,3,1168,4237,0,2022-11-09T01:00:04.280Z
1667971258,2022-11-08 23:20:58 -0600,66df93c53186cc5d338c8a4f0b94d8e859c4ec59,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Shelby,Shelby,GOP,5869,1702,2843,True,True,True,1750000,99,1408278,2625000,True,20221108AL1683,2022-11-08,AL,Will,Boyd,Dem,6047,1,64581,3495,0,Katie,Britt,GOP,6052,2,70506,3830,0,John,Sophocleus,Sophocls,Lib,6320,3,1168,4237,0,2022-11-09T01:00:04.280Z
1667971304,2022-11-08 23:21:44 -0600,1425fca56a9abad3e92162e44d8c52f320121f3e,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Shelby,Shelby,GOP,5869,1702,2843,True,True,True,1750000,99,1385180,2625000,True,20221108AL1683,2022-11-08,AL,Will,Boyd,Dem,6047,1,64581,3495,0,Katie,Britt,GOP,6052,2,70506,3830,0,John,Sophocleus,Sophocls,Lib,6320,3,1168,4237,0,2022-11-09T01:00:04.280Z
1667971350,2022-11-08 23:22:30 -0600,4e8d6a153dbb49007925da1747ddadcd1394934d,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Shelby,Shelby,GOP,5869,1702,2843,True,True,True,1750000,99,1408278,2625000,True,20221108AL1683,2022-11-08,AL,Will,Boyd,Dem,6047,1,64581,3495,0,Katie,Britt,GOP,6052,2,70506,3830,0,John,Sophocleus,Sophocls,Lib,6320,3,1168,4237,0,2022-11-09T01:00:04.280Z
1667971395,2022-11-08 23:23:15 -0600,d97519c7c3720d6e80913290b35064b53dd231cc,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Shelby,Shelby,GOP,5869,1702,2843,True,True,True,1750000,99,1385180,2625000,True,20221108AL1683,2022-11-08,AL,Will,Boyd,Dem,6047,1,64581,3495,0,Katie,Britt,GOP,6052,2,70506,3830,0,John,Sophocleus,Sophocls,Lib,6320,3,1168,4237,0,2022-11-09T01:00:04.280Z
1667971438,2022-11-08 23:23:58 -0600,d5ddddc05986f343066e92d34cfda0b6971066eb,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Shelby,Shelby,GOP,5869,1702,2843,True,True,True,1750000,99,1408278,2625000,True,20221108AL1683,2022-11-08,AL,Will,Boyd,Dem,6047,1,64581,3495,0,Katie,Britt,GOP,6052,2,70506,3830,0,John,Sophocleus,Sophocls,Lib,6320,3,1168,4237,0,2022-11-09T01:00:04.280Z
1667971482,2022-11-08 23:24:42 -0600,23c628a73988ac759f27061cca400c61ae3577c8,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Shelby,Shelby,GOP,5869,1702,2843,True,True,True,1750000,99,1385180,2625000,True,20221108AL1683,2022-11-08,AL,Will,Boyd,Dem,6047,1,64581,3495,0,Katie,Britt,GOP,6052,2,70506,3830,0,John,Sophocleus,Sophocls,Lib,6320,3,1168,4237,0,2022-11-09T01:00:04.280Z
1667971525,2022-11-08 23:25:25 -0600,8a3d225df35b90ad7577e78c738af67af6cd9c8b,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Shelby,Shelby,GOP,5869,1702,2843,True,True,True,1750000,99,1408278,2625000,True,20221108AL1683,2022-11-08,AL,Will,Boyd,Dem,6047,1,64581,3495,0,Katie,Britt,GOP,6052,2,70506,3830,0,John,Sophocleus,Sophocls,Lib,6320,3,1168,4237,0,2022-11-09T01:00:04.280Z
1667971657,2022-11-08 23:27:37 -0600,d29b633bc901fb24234e16251a717d43d2b1d6c1,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Shelby,Shelby,GOP,5869,1702,2843,True,True,True,1750000,99,1385180,2625000,True,20221108AL1683,2022-11-08,AL,Will,Boyd,Dem,6047,1,64581,3495,0,Katie,Britt,GOP,6052,2,70506,3830,0,John,Sophocleus,Sophocls,Lib,6320,3,1168,4237,0,2022-11-09T01:00:04.280Z
1667971699,2022-11-08 23:28:19 -0600,ab5f2b666bd1b9bf6989ccd1e80db43497d771dc,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Shelby,Shelby,GOP,5869,1702,2843,True,True,True,1750000,99,1408278,2625000,True,20221108AL1683,2022-11-08,AL,Will,Boyd,Dem,6047,1,64581,3495,0,Katie,Britt,GOP,6052,2,70506,3830,0,John,Sophocleus,Sophocls,Lib,6320,3,1168,4237,0,2022-11-09T01:00:04.280Z
1667971785,2022-11-08 23:29:45 -0600,0263826aefa5e72057a0aaa213c232b6c0eefa0d,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Shelby,Shelby,GOP,5869,1702,2843,True,True,True,1750000,99,1385180,2625000,True,20221108AL1683,2022-11-08,AL,Will,Boyd,Dem,6047,1,64581,3495,0,Katie,Britt,GOP,6052,2,70506,3830,0,John,Sophocleus,Sophocls,Lib,6320,3,1168,4237,0,2022-11-09T01:00:04.280Z
1667972072,2022-11-08 23:34:32 -0600,5f08375f0416ad308fd9009cb811eb22d16c43e4,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Shelby,Shelby,GOP,5869,1702,2843,True,True,True,1750000,99,1408278,2625000,True,20221108AL1683,2022-11-08,AL,Will,Boyd,Dem,6047,1,64581,3495,0,Katie,Britt,GOP,6052,2,70506,3830,0,John,Sophocleus,Sophocls,Lib,6320,3,1168,4237,0,2022-11-09T01:00:04.280Z
1667988091,2022-11-09 04:01:31 -0600,ad99db3e9080c7ed6200ad727ad2ea36cd855591,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Shelby,Shelby,GOP,5869,1702,2843,True,True,True,1600000,99,1408278,2625000,True,20221108AL1683,2022-11-08,AL,Will,Boyd,Dem,6047,1,64581,3495,0,Katie,Britt,GOP,6052,2,70506,3830,0,John,Sophocleus,Sophocls,Lib,6320,3,1168,4237,0,2022-11-09T01:00:04.280Z
1667988128,2022-11-09 04:02:08 -0600,f8fa13f4892e3059720f56202eb33a9d12022027,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Shelby,Shelby,GOP,5869,1702,2843,True,True,True,1750000,99,1408278,2625000,True,20221108AL1683,2022-11-08,AL,Will,Boyd,Dem,6047,1,64581,3495,0,Katie,Britt,GOP,6052,2,70506,3830,0,John,Sophocleus,Sophocls,Lib,6320,3,1168,4237,0,2022-11-09T01:00:04.280Z
1667988245,2022-11-09 04:04:05 -0600,ec2850848f5f3d070b4bf600a14dca2150f7ffec,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Shelby,Shelby,GOP,5869,1702,2843,True,True,True,1600000,99,1408278,2625000,True,20221108AL1683,2022-11-08,AL,Will,Boyd,Dem,6047,1,64581,3495,0,Katie,Britt,GOP,6052,2,70506,3830,0,John,Sophocleus,Sophocls,Lib,6320,3,1168,4237,0,2022-11-09T01:00:04.280Z
1667988285,2022-11-09 04:04:45 -0600,3a046959858a4041f5517a42088d646fd69d0b20,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Shelby,Shelby,GOP,5869,1702,2843,True,True,True,1750000,99,1408278,2625000,True,20221108AL1683,2022-11-08,AL,Will,Boyd,Dem,6047,1,64581,3495,0,Katie,Britt,GOP,6052,2,70506,3830,0,John,Sophocleus,Sophocls,Lib,6320,3,1168,4237,0,2022-11-09T01:00:04.280Z
1667988522,2022-11-09 04:08:42 -0600,a01f68425c1328f1fac7d3f1deda54233c1e0fe0,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Shelby,Shelby,GOP,5869,1702,2843,True,True,True,1600000,99,1408278,2625000,True,20221108AL1683,2022-11-08,AL,Will,Boyd,Dem,6047,1,64581,3495,0,Katie,Britt,GOP,6052,2,70506,3830,0,John,Sophocleus,Sophocls,Lib,6320,3,1168,4237,0,2022-11-09T01:00:04.280Z
1667988603,2022-11-09 04:10:03 -0600,c57fd67b0b96993b9f7c98a49335fed712bca534,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Shelby,Shelby,GOP,5869,1702,2843,True,True,True,1750000,99,1408278,2625000,True,20221108AL1683,2022-11-08,AL,Will,Boyd,Dem,6047,1,64581,3495,0,Katie,Britt,GOP,6052,2,70506,3830,0,John,Sophocleus,Sophocls,Lib,6320,3,1168,4237,0,2022-11-09T01:00:04.280Z
1667988762,2022-11-09 04:12:42 -0600,92057add7b99ef94d7883b2d3dff835f8d4d2ede,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Shelby,Shelby,GOP,5869,1702,2843,True,True,True,1600000,99,1408278,2625000,True,20221108AL1683,2022-11-08,AL,Will,Boyd,Dem,6047,1,64581,3495,0,Katie,Britt,GOP,6052,2,70506,3830,0,John,Sophocleus,Sophocls,Lib,6320,3,1168,4237,0,2022-11-09T01:00:04.280Z
1668044441,2022-11-09 19:40:41 -0600,c7b54c6ba04006c9a4a29c084773b28dc912acdc,AL-20221108_Eday80,1,General,G,Active Tabulation,Called,S,U.S. Senate,Richard,Shelby,Shelby,GOP,5869,1702,2843,True,True,True,1437018,99,1408278,2625000,True,20221108AL1683,2022-11-08,AL,Will,Boyd,Dem,6047,1,64581,3495,0,Katie,Britt,GOP,6052,2,70506,3830,0,John,Sophocleus,Sophocls,Lib,6320,3,1168,4237,0,2022-11-09T01:00:04.280Z
1668555463,2022-11-15 17:37:43 -0600,dbf1475970477827a5cf16b3e784ad3dc618a05a,AL-20221108_Eday80,1,General,G,Tabulation Paused,Called,S,U.S. Senate,Richard,Shelby,Shelby,GOP,5869,1702,2843,True,True,True,1437018,99,1408278,2625000,True,20221108AL1683,2022-11-08,AL,Will,Boyd,Dem,6047,1,64581,3495,0,Katie,Britt,GOP,6052,2,70506,3830,0,John,Sophocleus,Sophocls,Lib,6320,3,1168,4237,0,2022-11-09T01:00:04.280Z
1668639314,2022-11-16 16:55:14 -0600,a78b338be58dcf4d99714f5e034a089b64d50542,AL-20221108_Eday80,1,General,G,Tabulation Paused,Called,S,U.S. Senate,Richard,Shelby,Shelby,GOP,5869,1702,2843,True,True,True,1437018,99,1408266,2625000,True,20221108AL1683,2022-11-08,AL,Will,Boyd,Dem,6047,1,64581,3495,0,Katie,Britt,GOP,6052,2,70506,3830,0,John,Sophocleus,Sophocls,Lib,6320,3,1168,4237,0,2022-11-09T01:00:04.280Z
