captureTimestamp,captureDateTime,captureRevision,raceID,resultsType,eevp,statePostal,stateName,reportingunitID,reportingunitLevel,pollClosingTime,level,electTotal,lastUpdated,precinctsReporting,precinctsTotal,precinctsReportingPct,candidates.0.candidateID,candidates.0.voteCount,candidates.0.votePct,candidates.1.candidateID,candidates.1.voteCount,candidates.1.votePct,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,parameters.precinctsReportingActual,parameters.precinctsReportingProportional,candidates.0.colorIndex,candidates.1.colorIndex,candidates.0.winner,candidates.0.calledAt,candidates.1.winner,candidates.1.calledAt
1667957119,2022-11-09 01:25:19 +0000,6d7ee88678b17ac3babfbeca22c88d840ddf7ac8,20221108FL10013,live,86.18,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T01:17:32.972Z,111,164,67.68,23196,160918,60.86,23194,103501,39.14,306812,99,264419,806113,111,141,1.0,0.0,X,2022-11-09T01:10:21.976Z,,
1667957430,2022-11-09 01:30:30 +0000,03f90a735487a191903970f5b59ebf51d460c3e0,20221108FL10013,live,86.18,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T01:20:34.284Z,111,164,67.68,23196,160918,60.86,23194,103501,39.14,306812,99,264419,806113,111,141,1.0,0.0,X,2022-11-09T01:10:21.976Z,,
1667957715,2022-11-09 01:35:15 +0000,97cbc8b93cc842818a0fba948144842c3e8d51f0,20221108FL10013,live,86.8,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T01:27:29.866Z,112,164,68.29,23196,161856,60.77,23194,104472,39.23,306812,99,266328,806113,112,142,1.0,0.0,X,2022-11-09T01:10:21.976Z,,
1667957993,2022-11-09 01:39:53 +0000,af6b7ce58befb45bf1dd57f93615d5da519d3770,20221108FL10013,live,86.8,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T01:36:02.415Z,112,164,68.29,23196,161856,60.77,23194,104472,39.23,306812,99,266328,806113,112,142,1.0,0.0,X,2022-11-09T01:10:21.976Z,,
1667958273,2022-11-09 01:44:33 +0000,4199c67ba64ae17927c85a89877c89e59a577ae0,20221108FL10013,live,86.8,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T01:38:14.950Z,112,164,68.29,23196,161856,60.77,23194,104472,39.23,306812,99,266328,806113,112,142,1.0,0.0,X,2022-11-09T01:10:21.976Z,,
1667959124,2022-11-09 01:58:44 +0000,ebdb2f4efab49b8071a842b145008e58069ff969,20221108FL10013,live,87.55,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T01:50:31.044Z,115,164,70.12,23196,163063,60.7,23194,105566,39.3,306812,99,268629,806113,115,144,1.0,0.0,X,2022-11-09T01:10:21.976Z,,
1667959410,2022-11-09 02:03:30 +0000,98a277291480f2bee1271d939218798a5aa6ad2a,20221108FL10013,live,87.55,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T01:56:52.535Z,115,164,70.12,23196,163063,60.7,23194,105566,39.3,306812,99,268629,806113,115,144,1.0,0.0,X,2022-11-09T01:10:21.976Z,,
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,20221108FL10013,live,95.15,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T02:03:47.201Z,115,164,70.12,23196,163063,60.7,23194,105566,39.3,282330,99,268629,806113,115,156,1.0,0.0,X,2022-11-09T01:10:21.976Z,,
1667960816,2022-11-09 02:26:56 +0000,8a1624065b18c7c6c4408259c296b51116c46c3f,20221108FL10013,live,97.13,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T02:22:04.507Z,115,164,70.12,23196,163063,60.7,23194,105566,39.3,276558,99,268629,806113,115,159,1.0,0.0,X,2022-11-09T01:10:21.976Z,,
1667961093,2022-11-09 02:31:33 +0000,1ec6490691d550bb25c67a95029d41260dad9223,20221108FL10013,live,87.55,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T02:23:29.380Z,115,164,70.12,23196,163063,60.7,23194,105566,39.3,306812,99,268629,806113,115,144,1.0,0.0,X,2022-11-09T01:10:21.976Z,,
1667961709,2022-11-09 02:41:49 +0000,0f04550731ed05e8c23b521fa0b273774c5a4a51,20221108FL10013,live,87.55,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T02:31:17.711Z,115,164,70.12,23196,163063,60.7,23194,105566,39.3,306812,99,268629,806113,115,144,1.0,0.0,X,2022-11-09T01:10:21.976Z,,
1667962272,2022-11-09 02:51:12 +0000,22cc2cb364805735e8373437043abe797d3cbbf4,20221108FL10013,live,88.5,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T02:43:33.246Z,115,164,70.12,23196,164886,60.73,23194,106637,39.27,306812,99,271523,806113,115,145,1.0,0.0,X,2022-11-09T01:10:21.976Z,,
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,20221108FL10013,live,88.63,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T02:54:32.001Z,115,164,70.12,23196,164935,60.65,23194,106995,39.35,306812,99,271930,806113,115,145,1.0,0.0,X,2022-11-09T01:10:21.976Z,,
1667963111,2022-11-09 03:05:11 +0000,e819c6c0592b367c01eebbb86e897f39b2d774d1,20221108FL10013,live,88.77,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T02:58:05.504Z,117,164,71.34,23196,165169,60.65,23194,107183,39.35,306812,99,272352,806113,117,146,1.0,0.0,X,2022-11-09T01:10:21.976Z,,
1667963396,2022-11-09 03:09:56 +0000,6a46c0776c43a17d759f81499ba9ed2e8d7622fc,20221108FL10013,live,88.77,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T03:00:34.936Z,117,164,71.34,23196,165169,60.65,23194,107183,39.35,306812,99,272352,806113,117,146,1.0,0.0,X,2022-11-09T01:10:21.976Z,,
1667963668,2022-11-09 03:14:28 +0000,504ec01bb7ea4ec861b67f44aa636e0055b5ba3d,20221108FL10013,live,88.77,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T03:08:55.528Z,164,164,100.0,23196,165169,60.65,23194,107183,39.35,306812,99,272352,806113,164,146,1.0,0.0,X,2022-11-09T01:10:21.976Z,,
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,20221108FL10013,live,88.77,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T03:14:52.049Z,164,164,100.0,23196,165169,60.65,23194,107183,39.35,306812,99,272352,806113,164,146,1.0,0.0,X,2022-11-09T01:10:21.976Z,,
1667964227,2022-11-09 03:23:47 +0000,1cb90b95cdd6c1be23968f2b7d9618a95c5a5ad9,20221108FL10013,live,88.77,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T03:15:50.523Z,164,164,100.0,23196,165169,60.65,23194,107183,39.35,306812,99,272352,806113,164,146,1.0,0.0,X,2022-11-09T01:10:21.976Z,,
1667964559,2022-11-09 03:29:19 +0000,9953e63a0357b9189618b1f7ef238581cfdffcbb,20221108FL10013,live,88.77,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T03:21:33.551Z,164,164,100.0,23196,165169,60.65,23194,107183,39.35,306812,99,272352,806113,164,146,1.0,0.0,X,2022-11-09T01:10:21.976Z,,
1667966989,2022-11-09 04:09:49 +0000,47c6fd3e525919b429e23d0446afd1809e9c353c,20221108FL10013,live,91.03,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T04:00:10.753Z,164,164,100.0,23196,165169,60.65,23194,107183,39.35,299174,99,272352,806113,164,149,1.0,0.0,X,2022-11-09T01:10:21.976Z,,
1667970415,2022-11-08 23:06:55 -0600,f1d4e9736f94ffa7aa7ebd5da07699c9a419c5df,20221108FL10013,live,91.03,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T05:05:33.499Z,164,164,100.0,23196,165169,60.65,23194,107183,39.35,299174,99,272352,806113,164,149,1.0,0.0,X,2022-11-09T01:10:21.976Z,,
1667970548,2022-11-08 23:09:08 -0600,a039c3e3daf59c6709863984d030931ce2f47b8a,20221108FL10013,live,91.51,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T05:08:16.170Z,164,164,100.0,23196,165543,60.47,23194,108236,39.53,299174,99,273779,806113,164,150,1.0,0.0,X,2022-11-09T01:10:21.976Z,,
1667975196,2022-11-09 00:26:36 -0600,e7c0ff159fd1c173ed3e565feb144ed98be0c89e,20221108FL10013,live,91.51,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T06:25:30.282Z,164,164,100.0,23196,165543,60.47,23194,108236,39.53,299174,99,273779,806113,164,150,1.0,0.0,X,2022-11-09T01:10:21.976Z,,
1667975484,2022-11-09 00:31:24 -0600,81d3631081e4e7b24b990567f86cc67079a95e6c,20221108FL10013,live,91.51,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T06:29:58.539Z,164,164,100.0,23196,165539,60.47,23194,108223,39.53,299174,99,273762,806113,164,150,1.0,0.0,X,2022-11-09T01:10:21.976Z,,
1667976713,2022-11-09 00:51:53 -0600,e706274cafb1c1dca67fd185b843624ee37dec41,20221108FL10013,live,89.23,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T06:51:05.099Z,164,164,100.0,23196,165539,60.47,23194,108223,39.53,306812,99,273762,806113,164,146,1.0,0.0,X,2022-11-09T01:10:21.976Z,,
1667980498,2022-11-09 01:54:58 -0600,080f852a8c127ca7a693ce7339f054df2661fd43,20221108FL10013,live,90.06,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T07:49:58.722Z,164,164,100.0,23196,165539,60.47,23194,108223,39.53,303963,99,273762,806113,164,148,1.0,0.0,X,2022-11-09T01:10:21.976Z,,
1667985591,2022-11-09 03:19:51 -0600,483b045d8eb45553d1fc158eaa878605708e5845,20221108FL10013,live,91.51,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T09:17:34.505Z,164,164,100.0,23196,165539,60.47,23194,108223,39.53,299156,99,273762,806113,164,150,1.0,0.0,X,2022-11-09T01:10:21.976Z,,
1668034415,2022-11-09 16:53:35 -0600,b8794a6e2cccd07bf9cae51f1752d9fb6b3e9630,20221108FL10013,live,91.51,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T22:52:31.076Z,164,164,100.0,23196,165539,60.47,23194,108223,39.53,299156,99,273762,806113,164,150,1.0,0.0,X,2022-11-09T01:10:21.976Z,,
1668035261,2022-11-09 17:07:41 -0600,28ab8be45c3815cc723ccebae7d42ba7f647d3c4,20221108FL10013,live,91.51,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T23:06:33.310Z,164,164,100.0,23196,165539,60.47,23194,108223,39.53,299156,99,273762,806113,164,150,1.0,0.0,X,2022-11-09T01:10:21.976Z,,
1668035473,2022-11-09 17:11:13 -0600,53e6deb7a8b3afdd75e905a5d17c62a67c04eae8,20221108FL10013,live,91.55,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-09T23:10:05.586Z,164,164,100.0,23196,165578,60.46,23194,108297,39.54,299156,99,273875,806113,164,150,1.0,0.0,X,2022-11-09T01:10:21.976Z,,
1668126584,2022-11-10 18:29:44 -0600,453141100ace421a19856331250b0b3b9ee0b7ac,20221108FL10013,live,91.55,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-11T00:28:33.940Z,164,164,100.0,23196,165578,60.46,23194,108297,39.54,299156,99,273875,806113,164,150,1.0,0.0,X,2022-11-09T01:10:21.976Z,,
1668175114,2022-11-11 07:58:34 -0600,b15b3c25c8e401c7bde25a9279f1383577c361b1,20221108FL10013,live,91.57,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-11T13:57:49.514Z,117,164,71.34,23196,165610,60.46,23194,108320,39.54,299156,99,273930,806113,117,150,1.0,0.0,X,2022-11-09T01:10:21.976Z,,
1668184958,2022-11-11 10:42:38 -0600,88b8b093e0e975dfbcc70188261e29b584a8bd9c,20221108FL10013,live,45.84,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-11T16:41:11.393Z,49,164,29.88,23194,75452,55.02,23196,61684,44.98,299156,99,137136,806113,49,75,0.0,1.0,,,X,2022-11-09T01:10:21.976Z
1668185000,2022-11-11 10:43:20 -0600,3373defbcb9b7deda6a06c7e11c62d2cd56f14ce,20221108FL10013,live,91.57,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-11T16:42:01.193Z,117,164,71.34,23196,165610,60.46,23194,108320,39.54,299156,99,273930,806113,117,150,1.0,0.0,X,2022-11-09T01:10:21.976Z,,
1668187347,2022-11-11 11:22:27 -0600,daacb8ab680f591ad126bd9af6f8c85a11fd202c,20221108FL10013,live,91.57,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-11T17:21:35.962Z,117,164,71.34,23196,165610,60.46,23194,108320,39.54,299156,99,273930,806113,117,150,1.0,0.0,X,2022-11-09T01:10:21.976Z,,
1668443672,2022-11-14 10:34:32 -0600,8840fe007c2289cb5d0b39065214027ed33ca9ed,20221108FL10013,live,45.84,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-14T16:33:31.298Z,75,164,45.73,23194,75452,55.02,23196,61684,44.98,299156,99,137136,806113,49,75,0.0,1.0,,,X,2022-11-09T01:10:21.976Z
1668443704,2022-11-14 10:35:04 -0600,127886d36c112fffb5c3c8017a92a133af5290de,20221108FL10013,live,75.74,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-14T16:34:33.478Z,124,164,75.61,23196,128631,56.77,23194,97951,43.23,299156,99,226582,806113,97,124,1.0,0.0,X,2022-11-09T01:10:21.976Z,,
1668443719,2022-11-14 10:35:19 -0600,0a2fc6c62926b4962a55841cae50c6c868a6ab7b,20221108FL10013,live,91.57,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-14T16:34:35.188Z,150,164,91.46,23196,165610,60.46,23194,108320,39.54,299156,99,273930,806113,117,150,1.0,0.0,X,2022-11-09T01:10:21.976Z,,
1668444153,2022-11-14 10:42:33 -0600,2e899e1b88aa4dea62a2c2662911408cff92f573,20221108FL10013,live,91.57,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-14T16:42:15.019Z,150,164,91.46,23196,165610,60.46,23194,108320,39.54,299156,99,273930,806113,164,150,1.0,0.0,X,2022-11-09T01:10:21.976Z,,
1668445110,2022-11-14 10:58:30 -0600,044c8ee6fcd2396e8e87c8480b2a1c9c06148617,20221108FL10013,live,91.57,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-14T16:57:52.885Z,150,164,91.46,23196,165610,60.46,23194,108320,39.54,299156,99,273930,806113,164,150,1.0,0.0,X,2022-11-09T01:10:21.976Z,,
1668445894,2022-11-14 11:11:34 -0600,c12bab711a2f67b235b76402715654f976f54f70,20221108FL10013,live,91.57,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-14T17:11:18.374Z,150,164,91.46,23196,165610,60.46,23194,108320,39.54,299156,99,273930,806113,164,150,1.0,0.0,X,2022-11-09T01:10:21.976Z,,
1668446266,2022-11-14 11:17:46 -0600,26af0d9c77ed07f1333bc8914caf1a62c51ccd86,20221108FL10013,live,91.58,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-14T17:17:26.481Z,150,164,91.46,23196,165646,60.46,23194,108333,39.54,299156,99,273979,806113,164,150,1.0,0.0,X,2022-11-09T01:10:21.976Z,,
1668447262,2022-11-14 11:34:22 -0600,fab64ca06178d82c9b967f285b83020c64a45dbc,20221108FL10013,live,91.6,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-14T17:34:02.624Z,150,164,91.46,23196,165676,60.46,23194,108345,39.54,299156,99,274021,806113,164,150,1.0,0.0,X,2022-11-09T01:10:21.976Z,,
1668447279,2022-11-14 11:34:39 -0600,571d1a9e2cf983a5bce0906e11cef01f36bb5560,20221108FL10013,live,91.6,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-14T17:34:04.384Z,150,164,91.46,23196,165676,60.46,23194,108345,39.54,299156,99,274021,806113,164,150,1.0,0.0,X,2022-11-09T01:10:21.976Z,,
1668447704,2022-11-14 11:41:44 -0600,96753a9b19fbe75789ce836b9bc39dd7f7e95280,20221108FL10013,live,91.6,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-14T17:41:25.237Z,150,164,91.46,23196,165678,60.46,23194,108358,39.54,299156,99,274036,806113,164,150,1.0,0.0,X,2022-11-09T01:10:21.976Z,,
1668451666,2022-11-14 12:47:46 -0600,baa8b438ba97574346f12ac6b3cc605c24eb8d5d,20221108FL10013,live,91.6,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-14T18:47:08.256Z,150,164,91.46,23196,165678,60.46,23194,108358,39.54,299156,99,274036,806113,164,150,1.0,0.0,X,2022-11-09T01:10:21.976Z,,
1669048638,2022-11-21 10:37:18 -0600,4a833f55035bdf60244896e2416e3ddba7b39cd2,20221108FL10013,live,99.98,FL,Florida,10,1,2022-11-09T00:00:00.000Z,state,0,2022-11-21T16:36:44.288Z,150,164,91.46,23196,165678,60.46,23194,108358,39.54,274098,100,274036,806113,164,150,1.0,0.0,X,2022-11-09T01:10:21.976Z,,
